Dependency=PUMA	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single Family Attached	Option=Single Family Detached	sample_count	sample_weight
CT, 00105	0.028232	0.073566	0.037188	0.068242	0.032404	0.137440	0.005463	0.055610	0.561855	0.000000	0.000000
CT, 00300	0.078054	0.058032	0.031911	0.091512	0.054954	0.070205	0.006668	0.047327	0.561338	0.000000	0.000000
CT, 00301	0.049242	0.040767	0.051147	0.052665	0.061823	0.129023	0.006668	0.071241	0.537424	0.000000	0.000000
CT, 00302	0.050925	0.085683	0.066755	0.094483	0.046196	0.040623	0.006668	0.183220	0.425445	0.000000	0.000000
CT, 00303	0.081691	0.043156	0.048702	0.078435	0.067677	0.065007	0.006668	0.050220	0.558444	0.000000	0.000000
CT, 00304	0.026439	0.063957	0.051772	0.054556	0.160995	0.026948	0.006668	0.038657	0.570008	0.000000	0.000000
CT, 00305	0.036083	0.071880	0.049336	0.100251	0.065098	0.062019	0.006668	0.099314	0.509351	0.000000	0.000000
CT, 00306	0.024623	0.055657	0.105309	0.061514	0.071600	0.065963	0.006668	0.064456	0.544209	0.000000	0.000000
CT, 00500	0.024415	0.060112	0.018645	0.057779	0.050446	0.010359	0.007718	0.040273	0.730252	0.000000	0.000000
CT, 00700	0.054678	0.050872	0.017195	0.054558	0.031728	0.030100	0.023125	0.045618	0.692125	0.000000	0.000000
CT, 00900	0.101447	0.134027	0.008702	0.069788	0.053790	0.021740	0.008162	0.066246	0.536099	0.000000	0.000000
CT, 00901	0.052561	0.069845	0.037663	0.103191	0.067315	0.058918	0.008162	0.043252	0.559093	0.000000	0.000000
CT, 00902	0.081765	0.072681	0.030730	0.050713	0.034411	0.119193	0.008162	0.075684	0.526661	0.000000	0.000000
CT, 00903	0.028234	0.066260	0.088615	0.093888	0.071309	0.041187	0.008162	0.051459	0.550886	0.000000	0.000000
CT, 00904	0.044931	0.095217	0.078004	0.085824	0.054051	0.031466	0.008162	0.053299	0.549047	0.000000	0.000000
CT, 00905	0.032795	0.067602	0.030946	0.080126	0.029898	0.148125	0.008162	0.195625	0.406720	0.000000	0.000000
CT, 00906	0.083603	0.088302	0.049666	0.066238	0.052252	0.049432	0.008162	0.048494	0.553851	0.000000	0.000000
CT, 01100	0.039425	0.074563	0.018876	0.067148	0.079517	0.017122	0.029188	0.038479	0.635682	0.000000	0.000000
CT, 01101	0.039403	0.055712	0.059635	0.048488	0.037234	0.056180	0.029188	0.047317	0.626844	0.000000	0.000000
CT, 01300	0.033183	0.036534	0.027330	0.051220	0.054431	0.058742	0.015245	0.051917	0.671397	0.000000	0.000000
CT, 01500	0.013823	0.071902	0.010945	0.052922	0.077593	0.026517	0.033671	0.029332	0.683296	0.000000	0.000000
DC, 00101	0.031244	0.001801	0.110579	0.075684	0.008784	0.449806	0.000348	0.139480	0.182275	0.000000	0.000000
DC, 00102	0.087383	0.014903	0.145653	0.070153	0.032661	0.327145	0.000348	0.237490	0.084265	0.000000	0.000000
DC, 00103	0.081452	0.050274	0.061762	0.084154	0.066708	0.333548	0.000348	0.277877	0.043877	0.000000	0.000000
DC, 00104	0.221780	0.019325	0.037494	0.058591	0.154611	0.186097	0.000348	0.241397	0.080357	0.000000	0.000000
DC, 00105	0.028981	0.010618	0.061806	0.012818	0.012232	0.551442	0.000348	0.286884	0.034871	0.000000	0.000000
DE, 00101	0.015409	0.010726	0.024655	0.014436	0.052175	0.166063	0.025959	0.371950	0.318627	0.000000	0.000000
DE, 00102	0.081079	0.018345	0.010159	0.035761	0.093210	0.044910	0.025959	0.188394	0.502183	0.000000	0.000000
DE, 00103	0.078960	0.006642	0.122129	0.018260	0.039979	0.017494	0.025959	0.320326	0.370251	0.000000	0.000000
DE, 00104	0.087107	0.006544	0.016001	0.007654	0.145470	0.020689	0.025959	0.145330	0.545247	0.000000	0.000000
DE, 00200	0.075105	0.021529	0.014089	0.008028	0.049399	0.005583	0.137976	0.078597	0.609695	0.000000	0.000000
DE, 00300	0.027392	0.014496	0.015490	0.015073	0.045922	0.015276	0.155927	0.072615	0.637808	0.000000	0.000000
FL, 00101	0.067649	0.009959	0.113529	0.034321	0.054226	0.096995	0.086094	0.080059	0.457169	0.000000	0.000000
FL, 00102	0.148376	0.008998	0.024348	0.085666	0.097994	0.011296	0.086094	0.020470	0.516758	0.000000	0.000000
FL, 00500	0.037309	0.012602	0.017860	0.033770	0.069364	0.038505	0.183417	0.032643	0.574530	0.000000	0.000000
FL, 00901	0.047668	0.008792	0.031088	0.050468	0.067671	0.036164	0.075451	0.077580	0.605117	0.000000	0.000000
FL, 00902	0.020262	0.009008	0.031838	0.011124	0.153619	0.016002	0.075451	0.101126	0.581571	0.000000	0.000000
FL, 00903	0.049813	0.006647	0.062400	0.024558	0.042771	0.055663	0.075451	0.045199	0.637498	0.000000	0.000000
FL, 00904	0.023622	0.007480	0.007633	0.019943	0.168857	0.014317	0.075451	0.034032	0.648666	0.000000	0.000000
FL, 01101	0.047074	0.008630	0.026363	0.355805	0.031947	0.026126	0.028520	0.039021	0.436513	0.000000	0.000000
FL, 01102	0.264571	0.012871	0.117893	0.025770	0.036358	0.038482	0.028520	0.223319	0.252215	0.000000	0.000000
FL, 01103	0.079002	0.008360	0.040843	0.015587	0.023089	0.329064	0.028520	0.093891	0.381643	0.000000	0.000000
FL, 01104	0.114006	0.017283	0.119914	0.053859	0.040714	0.150170	0.028520	0.177817	0.297717	0.000000	0.000000
FL, 01105	0.029862	0.009407	0.087765	0.018804	0.232796	0.117312	0.028520	0.180515	0.295019	0.000000	0.000000
FL, 01106	0.067616	0.008339	0.092050	0.023114	0.049940	0.254886	0.028520	0.187264	0.288271	0.000000	0.000000
FL, 01107	0.016969	0.124190	0.040051	0.078637	0.015206	0.220894	0.028520	0.218260	0.257274	0.000000	0.000000
FL, 01108	0.056976	0.032784	0.060444	0.070039	0.035670	0.240032	0.028520	0.138669	0.336865	0.000000	0.000000
FL, 01109	0.093385	0.027924	0.138920	0.082907	0.044133	0.108676	0.028520	0.177448	0.298086	0.000000	0.000000
FL, 01110	0.173137	0.007389	0.155885	0.062889	0.049350	0.047296	0.028520	0.090511	0.385023	0.000000	0.000000
FL, 01111	0.032033	0.015238	0.028845	0.022053	0.354865	0.042912	0.028520	0.132568	0.342966	0.000000	0.000000
FL, 01112	0.080439	0.053440	0.099323	0.013952	0.101215	0.147576	0.028520	0.224906	0.250628	0.000000	0.000000
FL, 01113	0.066001	0.015006	0.108881	0.012741	0.028775	0.264542	0.028520	0.120573	0.354961	0.000000	0.000000
FL, 01114	0.145285	0.032840	0.160048	0.066928	0.018719	0.072125	0.028520	0.179186	0.296348	0.000000	0.000000
FL, 01500	0.049997	0.015570	0.043677	0.024376	0.050946	0.024055	0.094281	0.054833	0.642264	0.000000	0.000000
FL, 01701	0.009886	0.009314	0.010809	0.008294	0.009223	0.008478	0.234694	0.032682	0.676620	0.000000	0.000000
FL, 01900	0.029642	0.017559	0.007307	0.031024	0.088734	0.003454	0.137450	0.040592	0.644238	0.000000	0.000000
FL, 02101	0.033586	0.013018	0.090013	0.046686	0.176011	0.045099	0.068527	0.086637	0.440423	0.000000	0.000000
FL, 02102	0.045691	0.040082	0.122527	0.054252	0.076630	0.065231	0.068527	0.060402	0.466659	0.000000	0.000000
FL, 02103	0.083599	0.071410	0.079131	0.083703	0.032884	0.053685	0.068527	0.045591	0.481470	0.000000	0.000000
FL, 02300	0.005870	0.010857	0.003852	0.009561	0.026967	0.002117	0.478632	0.004934	0.457209	0.000000	0.000000
FL, 02700	0.007701	0.031781	0.001733	0.020513	0.027454	0.017853	0.265118	0.017590	0.610255	0.000000	0.000000
FL, 03101	0.084742	0.041216	0.067518	0.010842	0.074960	0.051715	0.048899	0.020713	0.599395	0.000000	0.000000
FL, 03102	0.010716	0.056011	0.021622	0.083432	0.067297	0.091914	0.048899	0.026883	0.593225	0.000000	0.000000
FL, 03103	0.118553	0.002322	0.059921	0.013464	0.097379	0.039354	0.048899	0.152816	0.467292	0.000000	0.000000
FL, 03104	0.063895	0.013638	0.089435	0.045830	0.043351	0.074843	0.048899	0.051206	0.568902	0.000000	0.000000
FL, 03105	0.099462	0.015370	0.091837	0.016662	0.038138	0.069525	0.048899	0.142200	0.477908	0.000000	0.000000
FL, 03106	0.130439	0.002510	0.052642	0.021875	0.074658	0.048868	0.048899	0.112253	0.507855	0.000000	0.000000
FL, 03107	0.079356	0.007106	0.064365	0.032664	0.027788	0.119716	0.048899	0.101575	0.518533	0.000000	0.000000
FL, 03301	0.063028	0.047060	0.063095	0.026369	0.024448	0.028071	0.077135	0.005130	0.665664	0.000000	0.000000
FL, 03302	0.020086	0.032711	0.040528	0.083121	0.028329	0.047295	0.077135	0.027494	0.643300	0.000000	0.000000
FL, 03500	0.009465	0.007668	0.072747	0.008588	0.004298	0.040928	0.051366	0.029562	0.775379	0.000000	0.000000
FL, 05301	0.016506	0.006022	0.012289	0.013737	0.017303	0.037755	0.176002	0.015239	0.705148	0.000000	0.000000
FL, 05701	0.095691	0.056809	0.039498	0.048546	0.024677	0.061373	0.072130	0.064170	0.537104	0.000000	0.000000
FL, 05702	0.032394	0.011066	0.032214	0.012755	0.042761	0.195405	0.072130	0.127443	0.473832	0.000000	0.000000
FL, 05703	0.115933	0.005051	0.078103	0.033672	0.058531	0.035305	0.072130	0.166520	0.434754	0.000000	0.000000
FL, 05704	0.151458	0.032161	0.012347	0.042941	0.050932	0.036756	0.072130	0.031731	0.569543	0.000000	0.000000
FL, 05705	0.063010	0.021551	0.077794	0.044477	0.049499	0.070264	0.072130	0.086046	0.515228	0.000000	0.000000
FL, 05706	0.100308	0.015523	0.091271	0.037243	0.042009	0.040242	0.072130	0.020835	0.580440	0.000000	0.000000
FL, 05707	0.118441	0.012578	0.077686	0.015601	0.068227	0.034062	0.072130	0.121147	0.480127	0.000000	0.000000
FL, 05708	0.016144	0.015875	0.037534	0.069247	0.168757	0.019038	0.072130	0.074899	0.526375	0.000000	0.000000
FL, 06100	0.056457	0.033082	0.037657	0.039505	0.046661	0.038127	0.075088	0.032512	0.640910	0.000000	0.000000
FL, 06300	0.002162	0.017223	0.002194	0.014428	0.010367	0.008973	0.341844	0.006893	0.595916	0.000000	0.000000
FL, 06901	0.007184	0.025404	0.003420	0.043007	0.081014	0.008387	0.181150	0.048610	0.601824	0.000000	0.000000
FL, 06902	0.027771	0.012971	0.011205	0.009781	0.006160	0.046378	0.151383	0.008675	0.725676	0.000000	0.000000
FL, 06903	0.057211	0.006469	0.045061	0.016972	0.019195	0.011065	0.174310	0.017661	0.652055	0.000000	0.000000
FL, 07101	0.053572	0.006587	0.022801	0.114252	0.049436	0.029906	0.094032	0.108444	0.520968	0.000000	0.000000
FL, 07102	0.023104	0.030524	0.009939	0.015615	0.024321	0.173053	0.094032	0.020640	0.608772	0.000000	0.000000
FL, 07103	0.021219	0.042538	0.013963	0.049712	0.094482	0.054641	0.094032	0.055681	0.573731	0.000000	0.000000
FL, 07104	0.060187	0.007465	0.089930	0.046880	0.035231	0.036863	0.094032	0.118278	0.511134	0.000000	0.000000
FL, 07105	0.039025	0.013492	0.058847	0.043041	0.066072	0.056078	0.094032	0.099209	0.530203	0.000000	0.000000
FL, 07300	0.146458	0.030604	0.077512	0.020887	0.036291	0.030792	0.090927	0.033694	0.532834	0.000000	0.000000
FL, 07301	0.099062	0.026712	0.025916	0.064051	0.040121	0.086685	0.090927	0.179989	0.386539	0.000000	0.000000
FL, 08101	0.023450	0.031001	0.064619	0.035688	0.040203	0.060646	0.130666	0.033364	0.580363	0.000000	0.000000
FL, 08102	0.024082	0.009669	0.024920	0.073530	0.081025	0.042380	0.130666	0.088235	0.525493	0.000000	0.000000
FL, 08103	0.061410	0.009589	0.062734	0.025625	0.034919	0.061330	0.130666	0.069806	0.543922	0.000000	0.000000
FL, 08301	0.023724	0.022381	0.021073	0.026651	0.031794	0.020143	0.207650	0.043381	0.603203	0.000000	0.000000
FL, 08302	0.020942	0.030958	0.010571	0.014068	0.022726	0.046501	0.207650	0.023791	0.622793	0.000000	0.000000
FL, 08303	0.004701	0.067386	0.003253	0.054836	0.013537	0.002052	0.207650	0.004797	0.641787	0.000000	0.000000
FL, 08500	0.030887	0.026826	0.039467	0.023898	0.069059	0.101675	0.093784	0.080561	0.533844	0.000000	0.000000
FL, 08601	0.069228	0.004950	0.101832	0.109204	0.178876	0.042834	0.015540	0.214082	0.263454	0.000000	0.000000
FL, 08602	0.037169	0.009584	0.386084	0.009606	0.034167	0.030315	0.015540	0.076346	0.401189	0.000000	0.000000
FL, 08603	0.013178	0.004655	0.037942	0.006692	0.230045	0.214413	0.015540	0.142890	0.334645	0.000000	0.000000
FL, 08604	0.011422	0.039299	0.053166	0.008343	0.011003	0.383692	0.015540	0.084282	0.393254	0.000000	0.000000
FL, 08605	0.022206	0.023138	0.259773	0.044929	0.066410	0.090469	0.015540	0.109668	0.367867	0.000000	0.000000
FL, 08606	0.100759	0.045541	0.098721	0.053062	0.124984	0.083858	0.015540	0.044616	0.432919	0.000000	0.000000
FL, 08607	0.208606	0.003595	0.042094	0.018139	0.024733	0.209758	0.015540	0.309824	0.167711	0.000000	0.000000
FL, 08608	0.133804	0.003861	0.091644	0.021299	0.078842	0.177474	0.015540	0.264027	0.213508	0.000000	0.000000
FL, 08609	0.139349	0.011507	0.202924	0.049725	0.023557	0.079862	0.015540	0.054459	0.423076	0.000000	0.000000
FL, 08610	0.047544	0.020735	0.077957	0.017354	0.064669	0.278666	0.015540	0.106556	0.370979	0.000000	0.000000
FL, 08611	0.042847	0.048799	0.053813	0.034633	0.027031	0.299801	0.015540	0.114496	0.363039	0.000000	0.000000
FL, 08612	0.074859	0.001485	0.104804	0.013250	0.026385	0.286142	0.015540	0.103693	0.373843	0.000000	0.000000
FL, 08613	0.052023	0.014509	0.065135	0.020648	0.042655	0.311954	0.015540	0.217911	0.259624	0.000000	0.000000
FL, 08614	0.020049	0.007554	0.044744	0.008468	0.012116	0.413994	0.015540	0.171305	0.306231	0.000000	0.000000
FL, 08615	0.110239	0.045096	0.072262	0.007252	0.042833	0.229243	0.015540	0.098762	0.378773	0.000000	0.000000
FL, 08616	0.045201	0.002769	0.075202	0.028441	0.031017	0.324295	0.015540	0.068050	0.409485	0.000000	0.000000
FL, 08617	0.060794	0.004068	0.064428	0.008722	0.018904	0.350007	0.015540	0.077029	0.400507	0.000000	0.000000
FL, 08618	0.017394	0.008461	0.049451	0.020338	0.013009	0.398271	0.015540	0.142936	0.334599	0.000000	0.000000
FL, 08619	0.026072	0.006687	0.053838	0.227355	0.023823	0.169149	0.015540	0.205525	0.272011	0.000000	0.000000
FL, 08620	0.126658	0.001796	0.043124	0.014163	0.017488	0.303695	0.015540	0.051219	0.426317	0.000000	0.000000
FL, 08621	0.396970	0.001166	0.024203	0.024980	0.043832	0.015774	0.015540	0.122363	0.355173	0.000000	0.000000
FL, 08622	0.101821	0.023711	0.160800	0.021802	0.147125	0.051666	0.015540	0.104913	0.372622	0.000000	0.000000
FL, 08623	0.120655	0.013048	0.101986	0.104686	0.084384	0.082167	0.015540	0.044698	0.432837	0.000000	0.000000
FL, 08624	0.158625	0.009408	0.131719	0.035887	0.113083	0.058203	0.015540	0.172395	0.305140	0.000000	0.000000
FL, 08700	0.036819	0.044034	0.041625	0.053643	0.098227	0.072215	0.109022	0.091746	0.452668	0.000000	0.000000
FL, 08900	0.014675	0.010864	0.014733	0.012034	0.062296	0.008351	0.250118	0.023781	0.603147	0.000000	0.000000
FL, 09100	0.030107	0.025158	0.053675	0.026634	0.054481	0.066124	0.076034	0.035559	0.632228	0.000000	0.000000
FL, 09300	0.004460	0.041317	0.001077	0.011281	0.018219	0.002317	0.408273	0.027453	0.485603	0.000000	0.000000
FL, 09501	0.032429	0.005391	0.014418	0.020915	0.174649	0.111385	0.041823	0.028187	0.570803	0.000000	0.000000
FL, 09502	0.053923	0.014207	0.128075	0.069204	0.087097	0.006682	0.041823	0.083822	0.515167	0.000000	0.000000
FL, 09503	0.090928	0.009871	0.136432	0.022958	0.039393	0.059605	0.041823	0.096010	0.502980	0.000000	0.000000
FL, 09504	0.117708	0.005883	0.091956	0.060177	0.055664	0.027799	0.041823	0.185033	0.413956	0.000000	0.000000
FL, 09505	0.045985	0.006622	0.046285	0.016012	0.021259	0.223025	0.041823	0.201932	0.397058	0.000000	0.000000
FL, 09506	0.140233	0.003588	0.091264	0.007988	0.108630	0.007485	0.041823	0.127735	0.471254	0.000000	0.000000
FL, 09507	0.048919	0.004837	0.136109	0.020155	0.028912	0.120256	0.041823	0.145199	0.453791	0.000000	0.000000
FL, 09508	0.054350	0.004476	0.055959	0.046788	0.065984	0.131629	0.041823	0.157725	0.441264	0.000000	0.000000
FL, 09509	0.061857	0.018462	0.097757	0.040775	0.106393	0.033942	0.041823	0.142135	0.456855	0.000000	0.000000
FL, 09510	0.120414	0.014296	0.097616	0.029083	0.072248	0.025531	0.041823	0.032051	0.566939	0.000000	0.000000
FL, 09701	0.101444	0.037234	0.031629	0.025883	0.056101	0.009636	0.086563	0.062548	0.588962	0.000000	0.000000
FL, 09702	0.062904	0.009547	0.008458	0.064584	0.044780	0.071653	0.086563	0.037554	0.613956	0.000000	0.000000
FL, 09901	0.125654	0.006675	0.107209	0.085345	0.033151	0.040691	0.032999	0.118822	0.449453	0.000000	0.000000
FL, 09902	0.031328	0.068599	0.021754	0.135776	0.087508	0.053762	0.032999	0.161428	0.406847	0.000000	0.000000
FL, 09903	0.143780	0.009934	0.120848	0.023840	0.029688	0.070636	0.032999	0.156047	0.412228	0.000000	0.000000
FL, 09904	0.021782	0.150555	0.111377	0.027979	0.035089	0.051944	0.032999	0.148593	0.419682	0.000000	0.000000
FL, 09905	0.137688	0.046158	0.072448	0.096172	0.019707	0.026551	0.032999	0.085443	0.482832	0.000000	0.000000
FL, 09906	0.065637	0.009363	0.074044	0.043325	0.064128	0.142229	0.032999	0.136855	0.431420	0.000000	0.000000
FL, 09907	0.031763	0.034949	0.097829	0.080459	0.028325	0.125402	0.032999	0.188669	0.379606	0.000000	0.000000
FL, 09908	0.039752	0.003554	0.162672	0.016289	0.038709	0.137750	0.032999	0.147434	0.420841	0.000000	0.000000
FL, 09909	0.051701	0.003186	0.044338	0.060366	0.024312	0.214823	0.032999	0.062111	0.506164	0.000000	0.000000
FL, 09910	0.036041	0.025215	0.127631	0.077165	0.090915	0.041760	0.032999	0.033073	0.535202	0.000000	0.000000
FL, 09911	0.055512	0.103212	0.070425	0.116638	0.046074	0.006866	0.032999	0.066913	0.501362	0.000000	0.000000
FL, 10101	0.026800	0.008620	0.041542	0.010318	0.020919	0.045933	0.171745	0.028004	0.646120	0.000000	0.000000
FL, 10102	0.027336	0.004880	0.017915	0.007339	0.036686	0.059975	0.171745	0.060716	0.613408	0.000000	0.000000
FL, 10103	0.018493	0.008502	0.036406	0.008181	0.010054	0.072496	0.171745	0.130790	0.543333	0.000000	0.000000
FL, 10104	0.032826	0.011315	0.032270	0.018580	0.044427	0.014713	0.171745	0.059902	0.614222	0.000000	0.000000
FL, 10301	0.038666	0.013102	0.092889	0.030676	0.179119	0.033497	0.085023	0.071511	0.455518	0.000000	0.000000
FL, 10302	0.126592	0.014948	0.034381	0.020928	0.151471	0.039627	0.085023	0.077768	0.449261	0.000000	0.000000
FL, 10303	0.069459	0.063588	0.069400	0.016295	0.054603	0.114603	0.085023	0.032787	0.494242	0.000000	0.000000
FL, 10304	0.051913	0.037683	0.092959	0.019145	0.042998	0.143249	0.085023	0.159120	0.367909	0.000000	0.000000
FL, 10305	0.036981	0.069470	0.059592	0.037037	0.032975	0.151893	0.085023	0.100157	0.426873	0.000000	0.000000
FL, 10306	0.085690	0.029502	0.099050	0.017955	0.044738	0.111013	0.085023	0.186877	0.340152	0.000000	0.000000
FL, 10307	0.073130	0.017203	0.052984	0.024782	0.029317	0.190532	0.085023	0.113342	0.413687	0.000000	0.000000
FL, 10308	0.112418	0.048425	0.051821	0.013527	0.114298	0.047459	0.085023	0.045400	0.481629	0.000000	0.000000
FL, 10501	0.017029	0.037877	0.047472	0.029057	0.038830	0.018353	0.213180	0.038270	0.559933	0.000000	0.000000
FL, 10502	0.031139	0.021507	0.021427	0.063605	0.026542	0.024398	0.213180	0.016063	0.582139	0.000000	0.000000
FL, 10503	0.026893	0.043031	0.004538	0.041946	0.066927	0.005282	0.213180	0.033462	0.564740	0.000000	0.000000
FL, 10504	0.044023	0.015291	0.014224	0.043121	0.037557	0.034401	0.213180	0.034148	0.564054	0.000000	0.000000
FL, 10700	0.012211	0.006158	0.014530	0.015520	0.041824	0.041214	0.263038	0.032437	0.573069	0.000000	0.000000
FL, 10900	0.060361	0.003390	0.039129	0.027886	0.047113	0.002930	0.079963	0.037947	0.701281	0.000000	0.000000
FL, 11101	0.071335	0.011901	0.017900	0.014827	0.021602	0.078830	0.073849	0.044721	0.665037	0.000000	0.000000
FL, 11102	0.050082	0.037115	0.052711	0.020163	0.031946	0.024377	0.073849	0.035552	0.674206	0.000000	0.000000
FL, 11300	0.005311	0.007720	0.004165	0.041056	0.066678	0.003351	0.106408	0.010288	0.755021	0.000000	0.000000
FL, 11501	0.050722	0.016283	0.042276	0.020162	0.034335	0.089439	0.085403	0.101674	0.559706	0.000000	0.000000
FL, 11502	0.022584	0.032481	0.020963	0.011709	0.046095	0.119385	0.085403	0.076564	0.584816	0.000000	0.000000
FL, 11503	0.038494	0.026286	0.107006	0.048878	0.012063	0.020491	0.085403	0.066502	0.594879	0.000000	0.000000
FL, 11701	0.054470	0.006124	0.086272	0.038238	0.070505	0.060353	0.030646	0.135824	0.517568	0.000000	0.000000
FL, 11702	0.081487	0.039981	0.012340	0.036602	0.075409	0.070144	0.030646	0.316905	0.336487	0.000000	0.000000
FL, 11703	0.081625	0.005456	0.060793	0.023779	0.028405	0.115905	0.030646	0.222817	0.430574	0.000000	0.000000
FL, 11704	0.098418	0.029944	0.033312	0.025026	0.070281	0.058981	0.030646	0.103988	0.549404	0.000000	0.000000
FL, 12100	0.002975	0.008304	0.022288	0.005509	0.006833	0.004962	0.477213	0.009698	0.462218	0.000000	0.000000
FL, 12701	0.015339	0.039151	0.028061	0.061838	0.028004	0.064171	0.093079	0.014855	0.655502	0.000000	0.000000
FL, 12702	0.051567	0.048719	0.013410	0.030028	0.018466	0.074374	0.093079	0.076185	0.594172	0.000000	0.000000
FL, 12703	0.085297	0.008527	0.037065	0.014540	0.037419	0.053716	0.093079	0.040182	0.630175	0.000000	0.000000
FL, 12704	0.023291	0.017664	0.023776	0.022638	0.014078	0.135118	0.093079	0.010054	0.660303	0.000000	0.000000
GA, 00100	0.028995	0.018455	0.027610	0.054172	0.034142	0.029090	0.139219	0.042049	0.626268	0.000000	0.000000
GA, 00200	0.035620	0.019674	0.011052	0.053393	0.049209	0.003981	0.208661	0.035867	0.582543	0.000000	0.000000
GA, 00300	0.040832	0.057779	0.019241	0.028249	0.041082	0.017649	0.217554	0.007549	0.570064	0.000000	0.000000
GA, 00401	0.071937	0.034030	0.058145	0.055538	0.101680	0.022661	0.044215	0.052822	0.558971	0.000000	0.000000
GA, 00402	0.129520	0.018035	0.072575	0.039728	0.057532	0.026601	0.044215	0.040250	0.571544	0.000000	0.000000
GA, 00500	0.007037	0.019406	0.005156	0.025863	0.013695	0.002195	0.377176	0.006032	0.543439	0.000000	0.000000
GA, 00600	0.046897	0.024554	0.019038	0.037114	0.074408	0.025978	0.145617	0.011667	0.614727	0.000000	0.000000
GA, 00700	0.008700	0.020315	0.015897	0.031798	0.017077	0.005270	0.308232	0.008571	0.584139	0.000000	0.000000
GA, 00800	0.014510	0.023695	0.014129	0.028212	0.022495	0.002210	0.292985	0.031981	0.569783	0.000000	0.000000
GA, 00900	0.023280	0.073844	0.009824	0.061485	0.066304	0.005621	0.086984	0.032302	0.640356	0.000000	0.000000
GA, 01001	0.047204	0.004663	0.036630	0.008963	0.052156	0.338277	0.009923	0.085827	0.416357	0.000000	0.000000
GA, 01002	0.152772	0.001538	0.069836	0.069356	0.081702	0.112688	0.009923	0.065204	0.436980	0.000000	0.000000
GA, 01003	0.169390	0.024741	0.069847	0.011426	0.098764	0.113726	0.009923	0.122515	0.379670	0.000000	0.000000
GA, 01004	0.188353	0.060391	0.003649	0.021493	0.140161	0.073847	0.009923	0.053726	0.448459	0.000000	0.000000
GA, 01005	0.105541	0.005477	0.038191	0.024660	0.093216	0.220807	0.009923	0.126304	0.375881	0.000000	0.000000
GA, 01006	0.032688	0.008027	0.054388	0.007223	0.036517	0.349049	0.009923	0.145391	0.356794	0.000000	0.000000
GA, 01007	0.036865	0.012029	0.027867	0.024158	0.025921	0.359361	0.010959	0.121591	0.381250	0.000000	0.000000
GA, 01008	0.030704	0.002963	0.046289	0.011539	0.025055	0.004833	0.234363	0.044831	0.599423	0.000000	0.000000
GA, 01100	0.014112	0.090103	0.023421	0.143314	0.080036	0.002756	0.023768	0.007604	0.614886	0.000000	0.000000
GA, 01200	0.003571	0.027350	0.008255	0.016259	0.025464	0.002104	0.335751	0.003415	0.577832	0.000000	0.000000
GA, 01300	0.006418	0.024178	0.004587	0.033455	0.016214	0.002562	0.334473	0.011003	0.567110	0.000000	0.000000
GA, 01400	0.077153	0.034643	0.030778	0.038063	0.062364	0.033441	0.034274	0.022016	0.667269	0.000000	0.000000
GA, 01500	0.065500	0.027089	0.022297	0.032172	0.047114	0.020330	0.083262	0.012253	0.689983	0.000000	0.000000
GA, 01600	0.021001	0.015089	0.005195	0.017381	0.043067	0.009068	0.262722	0.020571	0.605906	0.000000	0.000000
GA, 01700	0.092868	0.014992	0.038024	0.054354	0.105141	0.039628	0.021697	0.033614	0.599682	0.000000	0.000000
GA, 01800	0.006204	0.036942	0.003526	0.035459	0.016477	0.002121	0.259981	0.009891	0.629398	0.000000	0.000000
GA, 01900	0.018280	0.020351	0.009200	0.029694	0.025092	0.004093	0.129242	0.028939	0.735109	0.000000	0.000000
GA, 02001	0.025312	0.006771	0.002674	0.012147	0.051524	0.022956	0.234363	0.047953	0.596301	0.000000	0.000000
GA, 02002	0.016980	0.004145	0.022142	0.011406	0.019013	0.047698	0.234363	0.126665	0.517590	0.000000	0.000000
GA, 02003	0.033678	0.001189	0.015504	0.010032	0.022786	0.038193	0.234363	0.112716	0.531539	0.000000	0.000000
GA, 02004	0.015499	0.001383	0.015716	0.002607	0.014737	0.071440	0.234363	0.115814	0.528441	0.000000	0.000000
GA, 02100	0.010258	0.006107	0.006760	0.006285	0.010474	0.129449	0.046358	0.011894	0.772414	0.000000	0.000000
GA, 02200	0.055654	0.024292	0.026333	0.033456	0.048846	0.012327	0.124548	0.007859	0.666685	0.000000	0.000000
GA, 02300	0.041627	0.008687	0.007476	0.034712	0.028653	0.059245	0.115688	0.010113	0.693799	0.000000	0.000000
GA, 02400	0.006806	0.003941	0.003706	0.080600	0.012121	0.060012	0.026867	0.025263	0.780684	0.000000	0.000000
GA, 02500	0.021024	0.040750	0.016617	0.022803	0.029537	0.014150	0.120711	0.027868	0.706540	0.000000	0.000000
GA, 02600	0.021287	0.020533	0.005575	0.029714	0.032548	0.010852	0.155624	0.040246	0.683620	0.000000	0.000000
GA, 02700	0.030072	0.028881	0.019383	0.040543	0.039087	0.016954	0.164256	0.022925	0.637899	0.000000	0.000000
GA, 02800	0.015522	0.008685	0.006689	0.014348	0.026863	0.014572	0.225144	0.006860	0.681319	0.000000	0.000000
GA, 02900	0.038302	0.021156	0.030189	0.023902	0.028499	0.006406	0.138386	0.039061	0.674098	0.000000	0.000000
