Dependency=Location EPW	Option=Single-Family Attached	Option=Single-Family Detached	Option=10 to 19 Unit	Option=2 Unit	Option=20 to 49 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=50 or more Unit	Option=Mobile Home	Count
USA_OR_Portland.Intl.AP.726980_TMY3.epw	0.05169799	0.626054989	0.047502865	0.029291317	0.038528347	0.045591385	0.052505626	0.068281736	0.040545744	880115.6199
USA_OR_Redmond-Roberts.Field.726835_TMY3.epw	0.031118284	0.730045926	0.013380183	0.025626574	0.011286167	0.033459129	0.025454496	0.020188237	0.109441004	87074.79685
USA_OR_Salem-McNary.Field.726940_TMY3.epw	0.039092669	0.652829735	0.033584975	0.028438558	0.025523068	0.04378777	0.048848562	0.035088956	0.092805708	270046.9772
USA_PA_Allentown-Lehigh.Valley.Intl.AP.725170_TMY3.epw	0.187965063	0.599599546	0.032343959	0.036184847	0.01745661	0.037723855	0.035426188	0.03084421	0.022455723	778624.6875
USA_PA_Bradford.Rgnl.AP.725266_TMY3.epw	0.014096133	0.740869854	0.0099488	0.057728065	0.014336787	0.036274913	0.021102383	0.013399219	0.092243846	204618.4724
USA_PA_Erie.Intl.AP.725260_TMY3.epw	0.032814318	0.690840608	0.019612148	0.067813304	0.017156177	0.044081555	0.033247496	0.025387766	0.069046627	176514.4963
USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw	0.159699942	0.624957863	0.022844366	0.033313575	0.011957669	0.037301877	0.037039747	0.020587753	0.052297208	764873.4941
USA_PA_Philadelphia.Intl.AP.724080_TMY3.epw	0.321916962	0.424158795	0.033455567	0.048440485	0.026800629	0.042272596	0.034006317	0.057875593	0.011073055	1777033.853
USA_PA_Pittsburgh.Intl.AP.725200_TMY3.epw	0.064587215	0.704949222	0.025489969	0.036501947	0.020995664	0.032775099	0.032584224	0.033663858	0.048452803	1338732.513
USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw	0.096123306	0.691839253	0.013111756	0.057703512	0.010817216	0.046399036	0.025566825	0.019590219	0.038848878	371711.3545
USA_PA_Williamsport.Rgnl.AP.725140_TMY3.epw	0.083046298	0.654251178	0.025655131	0.043942542	0.024134369	0.037110883	0.032668221	0.024970584	0.074220795	234820.4433
USA_RI_Providence-T.F.Green.State.AP.725070_TMY3.epw	0.036560552	0.609275304	0.030828122	0.091580731	0.022792451	0.109684319	0.048970202	0.038449423	0.011858896	814841.6182
USA_SC_Charleston.Intl.AP.722080_TMY3.epw	0.040905982	0.61923614	0.035983329	0.020699888	0.022579874	0.030745477	0.050098319	0.011228569	0.168522421	373195.9533
USA_SC_Columbia.Metro.AP.723100_TMY3.epw	0.017351022	0.652411104	0.026321543	0.023277705	0.01814721	0.027538695	0.041099281	0.015482188	0.178371253	502435.8892
USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw	0.025081185	0.68273159	0.030577359	0.024417798	0.019426677	0.023447871	0.038916851	0.01332475	0.142075919	522236.464
USA_SD_Huron.Rgnl.AP.726540_TMY3.epw	0.020564156	0.753123783	0.03270908	0.015571916	0.024517129	0.038385029	0.039840947	0.014204736	0.061083224	73560.12867
USA_SD_Pierre.Muni.AP.726686_TMY3.epw	0.013371753	0.735522788	0.025084896	0.013862761	0.019100716	0.027401574	0.030760694	0.012319271	0.122575547	31073.37802
USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw	0.042035061	0.655474541	0.032678556	0.022497908	0.034387187	0.026784506	0.028031188	0.018154956	0.139956097	81809.43441
USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw	0.037174535	0.737821736	0.042257232	0.014008454	0.040642447	0.030339484	0.036170831	0.025347008	0.036238272	204173.9609
USA_TN_Bristol-TriCities.Rgnl.AP.723183_TMY3.epw	0.014042252	0.677061769	0.020910362	0.01926307	0.010070777	0.023430422	0.031864752	0.008120423	0.195236173	500119.5219
USA_TN_Chattanooga-Lovell.Field.AP.723240_TMY3.epw	0.017829957	0.713842111	0.020840546	0.037715652	0.011168959	0.028794112	0.031723133	0.013007266	0.125078263	519777.7252
USA_TN_Knoxville-McGhee.Tyson.AP.723260_TMY3.epw	0.027912441	0.693482192	0.027518337	0.019715753	0.017276077	0.026102009	0.031110604	0.014062361	0.142820227	564035.592
USA_TN_Memphis.Intl.AP.723340_TMY3.epw	0.020475801	0.731508084	0.025683082	0.029161758	0.010233173	0.038943822	0.046022022	0.017046919	0.080925339	1006556.914
USA_TN_Nashville.Intl.AP.723270_TMY3.epw	0.038581236	0.691097445	0.042451637	0.033224732	0.023040409	0.030505812	0.044352566	0.0204945	0.076251663	1031045.762
USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw	0.017757801	0.763235927	0.022846677	0.026585058	0.008994682	0.024904543	0.027760329	0.013957216	0.093957766	116788.9676
USA_TX_Amarillo.Intl.AP.723630_TMY3.epw	0.02218325	0.753235388	0.028131384	0.021683736	0.019073776	0.021295845	0.025774945	0.024085795	0.08453588	149228.6189
USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw	0.031421629	0.621512819	0.068925526	0.028383446	0.052099665	0.030729725	0.041194843	0.063234186	0.06249816	780306.2569
USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw	0.018315027	0.702818978	0.019694956	0.032856105	0.010897077	0.053943934	0.030192359	0.016556348	0.114725216	364722.0039
USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw	0.017976294	0.706651089	0.030395788	0.026946786	0.018772969	0.052760263	0.047306585	0.023259031	0.075931195	265003.1751
USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw	0.029529949	0.661757694	0.066972841	0.013185006	0.038258175	0.031225526	0.060096706	0.052392446	0.046581656	2639724.053
USA_TX_El.Paso.Intl.AP.722700_TMY3.epw	0.027435565	0.661059283	0.037794012	0.026639516	0.017332695	0.043693555	0.043268392	0.023325852	0.119451129	394124.5677
USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw	0.033678976	0.64231303	0.081245613	0.011981769	0.042345723	0.026501367	0.044224208	0.067717588	0.049991727	2275686.17
USA_TX_Lubbock.Intl.AP.722670_TMY3.epw	0.02361781	0.720496652	0.033367776	0.027017	0.022156454	0.029987599	0.023577456	0.030433553	0.089345701	179012.5445
USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw	0.013947479	0.673379834	0.020693473	0.020202657	0.014090828	0.023995573	0.021810799	0.011468288	0.200411069	224214.1125
USA_TX_Midland.Intl.AP.722650_TMY3.epw	0.020749038	0.688397797	0.043366068	0.013488567	0.015347521	0.020422302	0.039945986	0.023151021	0.135131699	167366.5812
USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw	0.017265203	0.71802105	0.038583537	0.015862722	0.009993228	0.021060323	0.049031003	0.019608242	0.110574691	165223.4078
USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw	0.028456036	0.743278216	0.03790163	0.012406707	0.020577466	0.018457525	0.028398125	0.031229717	0.079294579	63405.40966
USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw	0.022097184	0.695956359	0.054854115	0.016689897	0.028940623	0.033690013	0.047913263	0.032230231	0.067628315	880792.0148
USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw	0.010437786	0.744209951	0.013960804	0.018408372	0.006338095	0.028532586	0.030532879	0.013314729	0.134264797	100667.6682
USA_TX_Waco.Rgnl.AP.722560_TMY3.epw	0.030269847	0.699735258	0.031033031	0.036306476	0.014842834	0.036562451	0.032228132	0.015130721	0.103891249	300328.1528
USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw	0.020453867	0.777459141	0.02064601	0.02233557	0.011120926	0.025937283	0.031482849	0.014654284	0.07591007	195536.9709
USA_UT_Cedar.City.Muni.AP.724755_TMY3.epw	0.057423651	0.750329647	0.016602013	0.017183046	0.010969754	0.029457018	0.027552504	0.007907725	0.082574643	90484.16551
USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw	0.062377773	0.694539436	0.048256545	0.032636506	0.03124728	0.044968499	0.033664236	0.027329993	0.024979732	793831.9743
USA_VA_Lynchburg.Rgnl.AP-Preston.Glen.Field.724100_TMY3.epw	0.043970898	0.72134306	0.028516433	0.023167794	0.013960893	0.019226043	0.028972747	0.013623415	0.107218716	210361.7248
USA_VA_Norfolk.Intl.AP.723080_TMY3.epw	0.104931185	0.631463237	0.044335053	0.021555036	0.017609409	0.042851894	0.065405682	0.027255693	0.044592811	743054.62
USA_VA_Richmond.Intl.AP.724010_TMY3.epw	0.058533268	0.716140854	0.046540565	0.017572446	0.018618335	0.027177246	0.043334864	0.029039851	0.043042571	635459.0721
USA_VA_Roanoke.Rgnl.AP-Woodrum.Field.724110_TMY3.epw	0.033185333	0.706136104	0.046665085	0.022814269	0.013116009	0.024632214	0.031805077	0.012590257	0.109055652	320735.8678
USA_VA_Sterling-Washington.Dulles.Intl.AP.724030_TMY3.epw	0.195484495	0.503501584	0.080171693	0.009220096	0.030141244	0.019596291	0.041475458	0.10623624	0.0141729	1736192.157
USA_VT_Burlington.Intl.AP.726170_TMY3.epw	0.035301473	0.656801366	0.017241608	0.059849569	0.019698899	0.065813072	0.045668238	0.016188395	0.083437379	265301.1373
USA_WA_Olympia.AP.727920_TMY3.epw	0.033707921	0.696892944	0.029362114	0.024387704	0.017189771	0.02943116	0.034075028	0.023310086	0.111643271	230952.0198
USA_WA_Quillayute.State.AP.727970_TMY3.epw	0.024426388	0.650153744	0.048277603	0.035097213	0.043678916	0.038292257	0.034619088	0.03076041	0.09469438	76996.1974
USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw	0.043382508	0.61405349	0.060180111	0.022303736	0.05419789	0.038772154	0.053454348	0.069643254	0.04401251	1576791.769
USA_WA_Spokane.Intl.AP.727850_TMY3.epw	0.028384928	0.678758812	0.039143351	0.026459842	0.029748495	0.030783925	0.038283808	0.03297333	0.09546351	370767.6319
USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw	0.025241545	0.660219125	0.021243455	0.040106018	0.022030381	0.037323659	0.02946151	0.015794758	0.148579548	194898.4448
USA_WI_Eau.Claire.County.AP.726435_TMY3.epw	0.028181382	0.751765915	0.022143295	0.045795378	0.01896171	0.032774153	0.033077699	0.012677024	0.054623445	257801.0154
USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw	0.034071927	0.728814788	0.033286865	0.05205679	0.021431631	0.026166904	0.052765612	0.018330285	0.033075199	546373.0326
USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw	0.032073399	0.722976343	0.028429879	0.042415849	0.028227083	0.032142512	0.033348042	0.017917542	0.062469351	149813.0491
USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw	0.04814177	0.650779063	0.043949534	0.043481393	0.054746288	0.044268721	0.052008037	0.032709664	0.029915531	462315.1153
USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw	0.059668765	0.601734469	0.037228267	0.094173302	0.047319382	0.044695804	0.057122989	0.047487752	0.01056927	854725.2856
USA_WV_Charleston-Yeager.AP.724140_TMY3.epw	0.012901214	0.717988195	0.013136411	0.016999974	0.010755536	0.028372541	0.023501591	0.0134749	0.162869639	311049.6737
USA_WV_Elkins-Randolph.County.AP.724170_TMY3.epw	0.038642959	0.733588297	0.019521431	0.021797869	0.008432183	0.026962869	0.028699001	0.014557143	0.107798249	249152.34
USA_WV_Huntington-Tri.State.Walker.Long.Field.724250_TMY3.epw	0.010359964	0.67742422	0.015942547	0.021425501	0.009429352	0.023024961	0.025739026	0.012763267	0.203891163	301053.7777
USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw	0.02624224	0.689490567	0.021704395	0.018222927	0.034783865	0.040911191	0.027269426	0.019124763	0.122250625	40058.55859
USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw	0.061352409	0.647175553	0.033065208	0.028198727	0.020663927	0.063722471	0.043630745	0.014411961	0.087778999	63530.11945
USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw	0.039153269	0.665093659	0.016887614	0.022579533	0.021720435	0.027034221	0.02614832	0.005173482	0.176209468	43296.73294
USA_WY_Lander-Hunt.Field.725760_TMY3.epw	0.031383566	0.735562556	0.010537827	0.020655671	0.008462489	0.030019304	0.027712806	0.003973784	0.131691998	30106.50895
USA_WY_Sheridan.County.AP.726660_TMY3.epw	0.035668178	0.67949958	0.025474756	0.017087911	0.021964649	0.033429267	0.029022506	0.006831016	0.151022137	43258.75584
