Column Type,Import From Raw,Publish In Full,Data Type,Timeseries Publish In Full,Annual Name,Annual Units,Published Annual Name,Published Annual Name Sightglass,Published Annual Unit,ResStock To Published Annual Unit Conversion Factor,Timeseries Name,Timeseries Units,Published Timeseries Name,Published Timeseries Name Sightglass,Published Timeseries Unit,ResStock To Published Timeseries Unit Conversion Factor,Notes
Output,no,no,float,no,report_utility_bills.nh_fuel_oil_fixed_usd,$,out.utility_bills.nh_fuel_oil_fixed..usd,out.bills.nh_fixed_fuel_oil.usd,usd, 1,,,,,,,Annual fixed charges for fuel_oil if calculated using NH utility rates.
Output,yes,yes,float,no,report_utility_bills.nh_fuel_oil_total_usd,$,out.utility_bills.nh_fuel_oil_bill..usd,out.bills.nh_fuel_oil.usd,usd, 1,,,,,,,Annual total charges for fuel_oil if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_natural_gas_energy_usd,$,out.utility_bills.nh_natural_gas_energy..usd,out.bills.nh_energy_natural_gas.usd,usd, 1,,,,,,,Annual energy charges for natural_gas if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_natural_gas_fixed_usd,$,out.utility_bills.nh_natural_gas_fixed..usd,out.bills.nh_fixed_natural_gas.usd,usd, 1,,,,,,,Annual fixed charges for natural_gas if calculated using NH utility rates.
Output,yes,yes,float,no,report_utility_bills.nh_natural_gas_total_usd,$,out.utility_bills.nh_natural_gas_bill..usd,out.bills.nh_natural_gas.usd,usd, 1,,,,,,,Annual total charges for natural_gas if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_propane_energy_usd,$,out.utility_bills.nh_propane_energy..usd,out.bills.nh_energy_propane.usd,usd, 1,,,,,,,Annual energy charges for propane if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_propane_fixed_usd,$,out.utility_bills.nh_propane_fixed..usd,out.bills.nh_fixed_propane.usd,usd, 1,,,,,,,Annual fixed charges for propane if calculated using NH utility rates.
Output,yes,yes,float,no,report_utility_bills.nh_propane_total_usd,$,out.utility_bills.nh_propane_bill..usd,out.bills.nh_propane.usd,usd, 1,,,,,,,Annual total charges for propane if calculated using NH utility rates.
Output,yes,yes,float,no,report_utility_bills.nh_total_usd,$,out.utility_bills.nh_total_bill..usd,out.bills.nh_all_fuels.usd,usd, 1,,,,,,,Annual total charges for all fuels if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_wood_cord_energy_usd,$,out.utility_bills.nh_wood_cord_energy..usd,out.bills.nh_energy_wood_cord.usd,usd, 1,,,,,,,Annual energy charges for wood_cord if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_wood_cord_fixed_usd,$,out.utility_bills.nh_wood_cord_fixed..usd,out.bills.nh_fixed_wood_cord.usd,usd, 1,,,,,,,Annual fixed charges for wood_cord if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_wood_cord_total_usd,$,out.utility_bills.nh_wood_cord_bill..usd,out.bills.nh_wood_cord.usd,usd, 1,,,,,,,Annual total charges for wood_cord if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_wood_pellets_energy_usd,$,out.utility_bills.nh_wood_pellets_energy..usd,out.bills.nh_energy_wood_pellets.usd,usd, 1,,,,,,,Annual energy charges for wood_pellets if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_wood_pellets_fixed_usd,$,out.utility_bills.nh_wood_pellets_fixed..usd,out.bills.nh_fixed_wood_pellets.usd,usd, 1,,,,,,,Annual fixed charges for wood_pellets if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nh_wood_pellets_total_usd,$,out.utility_bills.nh_wood_pellets_bill..usd,out.bills.nh_wood_pellets.usd,usd, 1,,,,,,,Annual total charges for wood_pellets if calculated using NH utility rates.
Output,no,no,float,no,report_utility_bills.nj_coal_energy_usd,$,out.utility_bills.nj_coal_energy..usd,out.bills.nj_energy_coal.usd,usd, 1,,,,,,,Annual energy charges for coal if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_coal_fixed_usd,$,out.utility_bills.nj_coal_fixed..usd,out.bills.nj_fixed_coal.usd,usd, 1,,,,,,,Annual fixed charges for coal if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_coal_total_usd,$,out.utility_bills.nj_coal_bill..usd,out.bills.nj_coal.usd,usd, 1,,,,,,,Annual total charges for coal if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_electricity_energy_usd,$,out.utility_bills.nj_electricity_energy..usd,out.bills.nj_energy_electricity.usd,usd, 1,,,,,,,Annual energy charges for electricity if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_electricity_fixed_usd,$,out.utility_bills.nj_electricity_fixed..usd,out.bills.nj_fixed_electricity.usd,usd, 1,,,,,,,Annual fixed charges for electricity if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_electricity_pv_credit_usd,$,out.utility_bills.nj_electricity_pv_credit..usd,out.bills.nj_pv_credit_electricity.usd,usd, 1,,,,,,,Annual PV generation credit for electricity if calculated using NJ utility rates.
Output,yes,yes,float,no,report_utility_bills.nj_electricity_total_usd,$,out.utility_bills.nj_electricity_bill..usd,out.bills.nj_electricity.usd,usd, 1,,,,,,,Annual total charges for electricity if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_fuel_oil_energy_usd,$,out.utility_bills.nj_fuel_oil_energy..usd,out.bills.nj_energy_fuel_oil.usd,usd, 1,,,,,,,Annual energy charges for fuel_oil if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_fuel_oil_fixed_usd,$,out.utility_bills.nj_fuel_oil_fixed..usd,out.bills.nj_fixed_fuel_oil.usd,usd, 1,,,,,,,Annual fixed charges for fuel_oil if calculated using NJ utility rates.
Output,yes,yes,float,no,report_utility_bills.nj_fuel_oil_total_usd,$,out.utility_bills.nj_fuel_oil_bill..usd,out.bills.nj_fuel_oil.usd,usd, 1,,,,,,,Annual total charges for fuel_oil if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_natural_gas_energy_usd,$,out.utility_bills.nj_natural_gas_energy..usd,out.bills.nj_energy_natural_gas.usd,usd, 1,,,,,,,Annual energy charges for natural_gas if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_natural_gas_fixed_usd,$,out.utility_bills.nj_natural_gas_fixed..usd,out.bills.nj_fixed_natural_gas.usd,usd, 1,,,,,,,Annual fixed charges for natural_gas if calculated using NJ utility rates.
Output,yes,yes,float,no,report_utility_bills.nj_natural_gas_total_usd,$,out.utility_bills.nj_natural_gas_bill..usd,out.bills.nj_natural_gas.usd,usd, 1,,,,,,,Annual total charges for natural_gas if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_propane_energy_usd,$,out.utility_bills.nj_propane_energy..usd,out.bills.nj_energy_propane.usd,usd, 1,,,,,,,Annual energy charges for propane if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_propane_fixed_usd,$,out.utility_bills.nj_propane_fixed..usd,out.bills.nj_fixed_propane.usd,usd, 1,,,,,,,Annual fixed charges for propane if calculated using NJ utility rates.
Output,yes,yes,float,no,report_utility_bills.nj_propane_total_usd,$,out.utility_bills.nj_propane_bill..usd,out.bills.nj_propane.usd,usd, 1,,,,,,,Annual total charges for propane if calculated using NJ utility rates.
Output,yes,yes,float,no,report_utility_bills.nj_total_usd,$,out.utility_bills.nj_total_bill..usd,out.bills.nj_all_fuels.usd,usd, 1,,,,,,,Annual total charges for all fuels if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_wood_cord_energy_usd,$,out.utility_bills.nj_wood_cord_energy..usd,out.bills.nj_energy_wood_cord.usd,usd, 1,,,,,,,Annual energy charges for wood_cord if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_wood_cord_fixed_usd,$,out.utility_bills.nj_wood_cord_fixed..usd,out.bills.nj_fixed_wood_cord.usd,usd, 1,,,,,,,Annual fixed charges for wood_cord if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_wood_cord_total_usd,$,out.utility_bills.nj_wood_cord_bill..usd,out.bills.nj_wood_cord.usd,usd, 1,,,,,,,Annual total charges for wood_cord if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_wood_pellets_energy_usd,$,out.utility_bills.nj_wood_pellets_energy..usd,out.bills.nj_energy_wood_pellets.usd,usd, 1,,,,,,,Annual energy charges for wood_pellets if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_wood_pellets_fixed_usd,$,out.utility_bills.nj_wood_pellets_fixed..usd,out.bills.nj_fixed_wood_pellets.usd,usd, 1,,,,,,,Annual fixed charges for wood_pellets if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nj_wood_pellets_total_usd,$,out.utility_bills.nj_wood_pellets_bill..usd,out.bills.nj_wood_pellets.usd,usd, 1,,,,,,,Annual total charges for wood_pellets if calculated using NJ utility rates.
Output,no,no,float,no,report_utility_bills.nm_coal_energy_usd,$,out.utility_bills.nm_coal_energy..usd,out.bills.nm_energy_coal.usd,usd, 1,,,,,,,Annual energy charges for coal if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_coal_fixed_usd,$,out.utility_bills.nm_coal_fixed..usd,out.bills.nm_fixed_coal.usd,usd, 1,,,,,,,Annual fixed charges for coal if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_coal_total_usd,$,out.utility_bills.nm_coal_bill..usd,out.bills.nm_coal.usd,usd, 1,,,,,,,Annual total charges for coal if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_electricity_energy_usd,$,out.utility_bills.nm_electricity_energy..usd,out.bills.nm_energy_electricity.usd,usd, 1,,,,,,,Annual energy charges for electricity if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_electricity_fixed_usd,$,out.utility_bills.nm_electricity_fixed..usd,out.bills.nm_fixed_electricity.usd,usd, 1,,,,,,,Annual fixed charges for electricity if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_electricity_pv_credit_usd,$,out.utility_bills.nm_electricity_pv_credit..usd,out.bills.nm_pv_credit_electricity.usd,usd, 1,,,,,,,Annual PV generation credit for electricity if calculated using NM utility rates.
Output,yes,yes,float,no,report_utility_bills.nm_electricity_total_usd,$,out.utility_bills.nm_electricity_bill..usd,out.bills.nm_electricity.usd,usd, 1,,,,,,,Annual total charges for electricity if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_fuel_oil_energy_usd,$,out.utility_bills.nm_fuel_oil_energy..usd,out.bills.nm_energy_fuel_oil.usd,usd, 1,,,,,,,Annual energy charges for fuel_oil if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_fuel_oil_fixed_usd,$,out.utility_bills.nm_fuel_oil_fixed..usd,out.bills.nm_fixed_fuel_oil.usd,usd, 1,,,,,,,Annual fixed charges for fuel_oil if calculated using NM utility rates.
Output,yes,yes,float,no,report_utility_bills.nm_fuel_oil_total_usd,$,out.utility_bills.nm_fuel_oil_bill..usd,out.bills.nm_fuel_oil.usd,usd, 1,,,,,,,Annual total charges for fuel_oil if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_natural_gas_energy_usd,$,out.utility_bills.nm_natural_gas_energy..usd,out.bills.nm_energy_natural_gas.usd,usd, 1,,,,,,,Annual energy charges for natural_gas if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_natural_gas_fixed_usd,$,out.utility_bills.nm_natural_gas_fixed..usd,out.bills.nm_fixed_natural_gas.usd,usd, 1,,,,,,,Annual fixed charges for natural_gas if calculated using NM utility rates.
Output,yes,yes,float,no,report_utility_bills.nm_natural_gas_total_usd,$,out.utility_bills.nm_natural_gas_bill..usd,out.bills.nm_natural_gas.usd,usd, 1,,,,,,,Annual total charges for natural_gas if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_propane_energy_usd,$,out.utility_bills.nm_propane_energy..usd,out.bills.nm_energy_propane.usd,usd, 1,,,,,,,Annual energy charges for propane if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_propane_fixed_usd,$,out.utility_bills.nm_propane_fixed..usd,out.bills.nm_fixed_propane.usd,usd, 1,,,,,,,Annual fixed charges for propane if calculated using NM utility rates.
Output,yes,yes,float,no,report_utility_bills.nm_propane_total_usd,$,out.utility_bills.nm_propane_bill..usd,out.bills.nm_propane.usd,usd, 1,,,,,,,Annual total charges for propane if calculated using NM utility rates.
Output,yes,yes,float,no,report_utility_bills.nm_total_usd,$,out.utility_bills.nm_total_bill..usd,out.bills.nm_all_fuels.usd,usd, 1,,,,,,,Annual total charges for all fuels if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_wood_cord_energy_usd,$,out.utility_bills.nm_wood_cord_energy..usd,out.bills.nm_energy_wood_cord.usd,usd, 1,,,,,,,Annual energy charges for wood_cord if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_wood_cord_fixed_usd,$,out.utility_bills.nm_wood_cord_fixed..usd,out.bills.nm_fixed_wood_cord.usd,usd, 1,,,,,,,Annual fixed charges for wood_cord if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_wood_cord_total_usd,$,out.utility_bills.nm_wood_cord_bill..usd,out.bills.nm_wood_cord.usd,usd, 1,,,,,,,Annual total charges for wood_cord if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_wood_pellets_energy_usd,$,out.utility_bills.nm_wood_pellets_energy..usd,out.bills.nm_energy_wood_pellets.usd,usd, 1,,,,,,,Annual energy charges for wood_pellets if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_wood_pellets_fixed_usd,$,out.utility_bills.nm_wood_pellets_fixed..usd,out.bills.nm_fixed_wood_pellets.usd,usd, 1,,,,,,,Annual fixed charges for wood_pellets if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nm_wood_pellets_total_usd,$,out.utility_bills.nm_wood_pellets_bill..usd,out.bills.nm_wood_pellets.usd,usd, 1,,,,,,,Annual total charges for wood_pellets if calculated using NM utility rates.
Output,no,no,float,no,report_utility_bills.nv_coal_energy_usd,$,out.utility_bills.nv_coal_energy..usd,out.bills.nv_energy_coal.usd,usd, 1,,,,,,,Annual energy charges for coal if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_coal_fixed_usd,$,out.utility_bills.nv_coal_fixed..usd,out.bills.nv_fixed_coal.usd,usd, 1,,,,,,,Annual fixed charges for coal if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_coal_total_usd,$,out.utility_bills.nv_coal_bill..usd,out.bills.nv_coal.usd,usd, 1,,,,,,,Annual total charges for coal if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_electricity_energy_usd,$,out.utility_bills.nv_electricity_energy..usd,out.bills.nv_energy_electricity.usd,usd, 1,,,,,,,Annual energy charges for electricity if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_electricity_fixed_usd,$,out.utility_bills.nv_electricity_fixed..usd,out.bills.nv_fixed_electricity.usd,usd, 1,,,,,,,Annual fixed charges for electricity if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_electricity_pv_credit_usd,$,out.utility_bills.nv_electricity_pv_credit..usd,out.bills.nv_pv_credit_electricity.usd,usd, 1,,,,,,,Annual PV generation credit for electricity if calculated using NV utility rates.
Output,yes,yes,float,no,report_utility_bills.nv_electricity_total_usd,$,out.utility_bills.nv_electricity_bill..usd,out.bills.nv_electricity.usd,usd, 1,,,,,,,Annual total charges for electricity if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_fuel_oil_energy_usd,$,out.utility_bills.nv_fuel_oil_energy..usd,out.bills.nv_energy_fuel_oil.usd,usd, 1,,,,,,,Annual energy charges for fuel_oil if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_fuel_oil_fixed_usd,$,out.utility_bills.nv_fuel_oil_fixed..usd,out.bills.nv_fixed_fuel_oil.usd,usd, 1,,,,,,,Annual fixed charges for fuel_oil if calculated using NV utility rates.
Output,yes,yes,float,no,report_utility_bills.nv_fuel_oil_total_usd,$,out.utility_bills.nv_fuel_oil_bill..usd,out.bills.nv_fuel_oil.usd,usd, 1,,,,,,,Annual total charges for fuel_oil if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_natural_gas_energy_usd,$,out.utility_bills.nv_natural_gas_energy..usd,out.bills.nv_energy_natural_gas.usd,usd, 1,,,,,,,Annual energy charges for natural_gas if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_natural_gas_fixed_usd,$,out.utility_bills.nv_natural_gas_fixed..usd,out.bills.nv_fixed_natural_gas.usd,usd, 1,,,,,,,Annual fixed charges for natural_gas if calculated using NV utility rates.
Output,yes,yes,float,no,report_utility_bills.nv_natural_gas_total_usd,$,out.utility_bills.nv_natural_gas_bill..usd,out.bills.nv_natural_gas.usd,usd, 1,,,,,,,Annual total charges for natural_gas if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_propane_energy_usd,$,out.utility_bills.nv_propane_energy..usd,out.bills.nv_energy_propane.usd,usd, 1,,,,,,,Annual energy charges for propane if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_propane_fixed_usd,$,out.utility_bills.nv_propane_fixed..usd,out.bills.nv_fixed_propane.usd,usd, 1,,,,,,,Annual fixed charges for propane if calculated using NV utility rates.
Output,yes,yes,float,no,report_utility_bills.nv_propane_total_usd,$,out.utility_bills.nv_propane_bill..usd,out.bills.nv_propane.usd,usd, 1,,,,,,,Annual total charges for propane if calculated using NV utility rates.
Output,yes,yes,float,no,report_utility_bills.nv_total_usd,$,out.utility_bills.nv_total_bill..usd,out.bills.nv_all_fuels.usd,usd, 1,,,,,,,Annual total charges for all fuels if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_wood_cord_energy_usd,$,out.utility_bills.nv_wood_cord_energy..usd,out.bills.nv_energy_wood_cord.usd,usd, 1,,,,,,,Annual energy charges for wood_cord if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_wood_cord_fixed_usd,$,out.utility_bills.nv_wood_cord_fixed..usd,out.bills.nv_fixed_wood_cord.usd,usd, 1,,,,,,,Annual fixed charges for wood_cord if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_wood_cord_total_usd,$,out.utility_bills.nv_wood_cord_bill..usd,out.bills.nv_wood_cord.usd,usd, 1,,,,,,,Annual total charges for wood_cord if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_wood_pellets_energy_usd,$,out.utility_bills.nv_wood_pellets_energy..usd,out.bills.nv_energy_wood_pellets.usd,usd, 1,,,,,,,Annual energy charges for wood_pellets if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_wood_pellets_fixed_usd,$,out.utility_bills.nv_wood_pellets_fixed..usd,out.bills.nv_fixed_wood_pellets.usd,usd, 1,,,,,,,Annual fixed charges for wood_pellets if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.nv_wood_pellets_total_usd,$,out.utility_bills.nv_wood_pellets_bill..usd,out.bills.nv_wood_pellets.usd,usd, 1,,,,,,,Annual total charges for wood_pellets if calculated using NV utility rates.
Output,no,no,float,no,report_utility_bills.ny_coal_energy_usd,$,out.utility_bills.ny_coal_energy..usd,out.bills.ny_energy_coal.usd,usd, 1,,,,,,,Annual energy charges for coal if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_coal_fixed_usd,$,out.utility_bills.ny_coal_fixed..usd,out.bills.ny_fixed_coal.usd,usd, 1,,,,,,,Annual fixed charges for coal if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_coal_total_usd,$,out.utility_bills.ny_coal_bill..usd,out.bills.ny_coal.usd,usd, 1,,,,,,,Annual total charges for coal if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_electricity_energy_usd,$,out.utility_bills.ny_electricity_energy..usd,out.bills.ny_energy_electricity.usd,usd, 1,,,,,,,Annual energy charges for electricity if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_electricity_fixed_usd,$,out.utility_bills.ny_electricity_fixed..usd,out.bills.ny_fixed_electricity.usd,usd, 1,,,,,,,Annual fixed charges for electricity if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_electricity_pv_credit_usd,$,out.utility_bills.ny_electricity_pv_credit..usd,out.bills.ny_pv_credit_electricity.usd,usd, 1,,,,,,,Annual PV generation credit for electricity if calculated using NY utility rates.
Output,yes,yes,float,no,report_utility_bills.ny_electricity_total_usd,$,out.utility_bills.ny_electricity_bill..usd,out.bills.ny_electricity.usd,usd, 1,,,,,,,Annual total charges for electricity if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_fuel_oil_energy_usd,$,out.utility_bills.ny_fuel_oil_energy..usd,out.bills.ny_energy_fuel_oil.usd,usd, 1,,,,,,,Annual energy charges for fuel_oil if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_fuel_oil_fixed_usd,$,out.utility_bills.ny_fuel_oil_fixed..usd,out.bills.ny_fixed_fuel_oil.usd,usd, 1,,,,,,,Annual fixed charges for fuel_oil if calculated using NY utility rates.
Output,yes,yes,float,no,report_utility_bills.ny_fuel_oil_total_usd,$,out.utility_bills.ny_fuel_oil_bill..usd,out.bills.ny_fuel_oil.usd,usd, 1,,,,,,,Annual total charges for fuel_oil if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_natural_gas_energy_usd,$,out.utility_bills.ny_natural_gas_energy..usd,out.bills.ny_energy_natural_gas.usd,usd, 1,,,,,,,Annual energy charges for natural_gas if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_natural_gas_fixed_usd,$,out.utility_bills.ny_natural_gas_fixed..usd,out.bills.ny_fixed_natural_gas.usd,usd, 1,,,,,,,Annual fixed charges for natural_gas if calculated using NY utility rates.
Output,yes,yes,float,no,report_utility_bills.ny_natural_gas_total_usd,$,out.utility_bills.ny_natural_gas_bill..usd,out.bills.ny_natural_gas.usd,usd, 1,,,,,,,Annual total charges for natural_gas if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_propane_energy_usd,$,out.utility_bills.ny_propane_energy..usd,out.bills.ny_energy_propane.usd,usd, 1,,,,,,,Annual energy charges for propane if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_propane_fixed_usd,$,out.utility_bills.ny_propane_fixed..usd,out.bills.ny_fixed_propane.usd,usd, 1,,,,,,,Annual fixed charges for propane if calculated using NY utility rates.
Output,yes,yes,float,no,report_utility_bills.ny_propane_total_usd,$,out.utility_bills.ny_propane_bill..usd,out.bills.ny_propane.usd,usd, 1,,,,,,,Annual total charges for propane if calculated using NY utility rates.
Output,yes,yes,float,no,report_utility_bills.ny_total_usd,$,out.utility_bills.ny_total_bill..usd,out.bills.ny_all_fuels.usd,usd, 1,,,,,,,Annual total charges for all fuels if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_wood_cord_energy_usd,$,out.utility_bills.ny_wood_cord_energy..usd,out.bills.ny_energy_wood_cord.usd,usd, 1,,,,,,,Annual energy charges for wood_cord if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_wood_cord_fixed_usd,$,out.utility_bills.ny_wood_cord_fixed..usd,out.bills.ny_fixed_wood_cord.usd,usd, 1,,,,,,,Annual fixed charges for wood_cord if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_wood_cord_total_usd,$,out.utility_bills.ny_wood_cord_bill..usd,out.bills.ny_wood_cord.usd,usd, 1,,,,,,,Annual total charges for wood_cord if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_wood_pellets_energy_usd,$,out.utility_bills.ny_wood_pellets_energy..usd,out.bills.ny_energy_wood_pellets.usd,usd, 1,,,,,,,Annual energy charges for wood_pellets if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_wood_pellets_fixed_usd,$,out.utility_bills.ny_wood_pellets_fixed..usd,out.bills.ny_fixed_wood_pellets.usd,usd, 1,,,,,,,Annual fixed charges for wood_pellets if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.ny_wood_pellets_total_usd,$,out.utility_bills.ny_wood_pellets_bill..usd,out.bills.ny_wood_pellets.usd,usd, 1,,,,,,,Annual total charges for wood_pellets if calculated using NY utility rates.
Output,no,no,float,no,report_utility_bills.oh_coal_energy_usd,$,out.utility_bills.oh_coal_energy..usd,out.bills.oh_energy_coal.usd,usd, 1,,,,,,,Annual energy charges for coal if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_coal_fixed_usd,$,out.utility_bills.oh_coal_fixed..usd,out.bills.oh_fixed_coal.usd,usd, 1,,,,,,,Annual fixed charges for coal if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_coal_total_usd,$,out.utility_bills.oh_coal_bill..usd,out.bills.oh_coal.usd,usd, 1,,,,,,,Annual total charges for coal if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_electricity_energy_usd,$,out.utility_bills.oh_electricity_energy..usd,out.bills.oh_energy_electricity.usd,usd, 1,,,,,,,Annual energy charges for electricity if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_electricity_fixed_usd,$,out.utility_bills.oh_electricity_fixed..usd,out.bills.oh_fixed_electricity.usd,usd, 1,,,,,,,Annual fixed charges for electricity if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_electricity_pv_credit_usd,$,out.utility_bills.oh_electricity_pv_credit..usd,out.bills.oh_pv_credit_electricity.usd,usd, 1,,,,,,,Annual PV generation credit for electricity if calculated using OH utility rates.
Output,yes,yes,float,no,report_utility_bills.oh_electricity_total_usd,$,out.utility_bills.oh_electricity_bill..usd,out.bills.oh_electricity.usd,usd, 1,,,,,,,Annual total charges for electricity if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_fuel_oil_energy_usd,$,out.utility_bills.oh_fuel_oil_energy..usd,out.bills.oh_energy_fuel_oil.usd,usd, 1,,,,,,,Annual energy charges for fuel_oil if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_fuel_oil_fixed_usd,$,out.utility_bills.oh_fuel_oil_fixed..usd,out.bills.oh_fixed_fuel_oil.usd,usd, 1,,,,,,,Annual fixed charges for fuel_oil if calculated using OH utility rates.
Output,yes,yes,float,no,report_utility_bills.oh_fuel_oil_total_usd,$,out.utility_bills.oh_fuel_oil_bill..usd,out.bills.oh_fuel_oil.usd,usd, 1,,,,,,,Annual total charges for fuel_oil if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_natural_gas_energy_usd,$,out.utility_bills.oh_natural_gas_energy..usd,out.bills.oh_energy_natural_gas.usd,usd, 1,,,,,,,Annual energy charges for natural_gas if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_natural_gas_fixed_usd,$,out.utility_bills.oh_natural_gas_fixed..usd,out.bills.oh_fixed_natural_gas.usd,usd, 1,,,,,,,Annual fixed charges for natural_gas if calculated using OH utility rates.
Output,yes,yes,float,no,report_utility_bills.oh_natural_gas_total_usd,$,out.utility_bills.oh_natural_gas_bill..usd,out.bills.oh_natural_gas.usd,usd, 1,,,,,,,Annual total charges for natural_gas if calculated using OH utility rates.
Output,no,no,float,no,report_utility_bills.oh_propane_energy_usd,$,out.utility_bills.oh_propane_energy..usd,out.bills.oh_energy_propane.usd,usd, 1,,,,,,,Annual energy charges for propane if calculated using OH utility rates.
