Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
6A	Single-Family Attached	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Ducted Heating	2050s	0.937562	0.000000	0.043720	0.018718
6A	Single-Family Attached	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Attached	Non-Ducted Heating	2050s	0.168453	0.000000	0.391024	0.440522
6A	Single-Family Attached	None	2050s	0.168453	0.000000	0.391024	0.440522
6A	Single-Family Detached	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Ducted Heating	2050s	0.937562	0.000000	0.043720	0.018718
6A	Single-Family Detached	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6A	Single-Family Detached	Non-Ducted Heating	2050s	0.168453	0.000000	0.391024	0.440522
6A	Single-Family Detached	None	2050s	0.168453	0.000000	0.391024	0.440522
6B	Mobile Home	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Ducted Heating	2050s	0.128958	0.000000	0.492059	0.378983
6B	Mobile Home	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Non-Ducted Heating	2050s	0.390650	0.000000	0.218700	0.390650
6B	Mobile Home	None	2050s	0.390650	0.000000	0.218700	0.390650
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Ducted Heating	2050s	0.357332	0.000000	0.430462	0.212205
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2050s	0.179126	0.000000	0.000000	0.820874
6B	Multi-Family with 2 - 4 Units	None	2050s	0.179126	0.000000	0.000000	0.820874
6B	Multi-Family with 5+ Units	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Ducted Heating	2050s	0.357332	0.000000	0.430462	0.212205
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Non-Ducted Heating	2050s	0.179126	0.000000	0.000000	0.820874
6B	Multi-Family with 5+ Units	None	2050s	0.179126	0.000000	0.000000	0.820874
6B	Single-Family Attached	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Ducted Heating	2050s	0.937562	0.000000	0.043720	0.018718
6B	Single-Family Attached	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Non-Ducted Heating	2050s	0.168453	0.000000	0.391024	0.440522
6B	Single-Family Attached	None	2050s	0.168453	0.000000	0.391024	0.440522
6B	Single-Family Detached	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Ducted Heating	2050s	0.937562	0.000000	0.043720	0.018718
6B	Single-Family Detached	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Non-Ducted Heating	2050s	0.168453	0.000000	0.391024	0.440522
6B	Single-Family Detached	None	2050s	0.168453	0.000000	0.391024	0.440522
7A	Mobile Home	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Ducted Heating	2050s	1.000000	0.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heating	2050s	0.390650	0.000000	0.218700	0.390650
7A	Mobile Home	None	2050s	0.390650	0.000000	0.218700	0.390650
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Ducted Heating	2050s	0.390650	0.000000	0.218700	0.390650
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2050s	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 2 - 4 Units	None	2050s	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 5+ Units	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Ducted Heating	2050s	0.390650	0.000000	0.218700	0.390650
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Non-Ducted Heating	2050s	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 5+ Units	None	2050s	0.000000	0.000000	0.000000	1.000000
7A	Single-Family Attached	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Ducted Heating	2050s	0.709469	0.000000	0.230201	0.060331
7A	Single-Family Attached	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Non-Ducted Heating	2050s	0.085975	0.000000	0.328050	0.585975
7A	Single-Family Attached	None	2050s	0.085975	0.000000	0.328050	0.585975
7A	Single-Family Detached	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Ducted Heating	2050s	0.709469	0.000000	0.230201	0.060331
7A	Single-Family Detached	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Non-Ducted Heating	2050s	0.085975	0.000000	0.328050	0.585975
7A	Single-Family Detached	None	2050s	0.085975	0.000000	0.328050	0.585975
7B	Mobile Home	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Mobile Home	Ducted Heating	2050s	1.000000	0.000000	0.000000	0.000000
7B	Mobile Home	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Mobile Home	Non-Ducted Heating	2050s	0.390650	0.000000	0.218700	0.390650
7B	Mobile Home	None	2050s	0.390650	0.000000	0.218700	0.390650
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 2 - 4 Units	Ducted Heating	2050s	0.390650	0.000000	0.218700	0.390650
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2050s	0.000000	0.000000	0.000000	1.000000
7B	Multi-Family with 2 - 4 Units	None	2050s	0.000000	0.000000	0.000000	1.000000
7B	Multi-Family with 5+ Units	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 5+ Units	Ducted Heating	2050s	0.390650	0.000000	0.218700	0.390650
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 5+ Units	Non-Ducted Heating	2050s	0.000000	0.000000	0.000000	1.000000
7B	Multi-Family with 5+ Units	None	2050s	0.000000	0.000000	0.000000	1.000000
7B	Single-Family Attached	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Single-Family Attached	Ducted Heating	2050s	0.709469	0.000000	0.230201	0.060331
7B	Single-Family Attached	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Single-Family Attached	Non-Ducted Heating	2050s	0.085975	0.000000	0.328050	0.585975
7B	Single-Family Attached	None	2050s	0.085975	0.000000	0.328050	0.585975
7B	Single-Family Detached	Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Single-Family Detached	Ducted Heating	2050s	0.709469	0.000000	0.230201	0.060331
7B	Single-Family Detached	Non-Ducted Heat Pump	2050s	0.000000	1.000000	0.000000	0.000000
7B	Single-Family Detached	Non-Ducted Heating	2050s	0.085975	0.000000	0.328050	0.585975
7B	Single-Family Detached	None	2050s	0.085975	0.000000	0.328050	0.585975
