"id","filename","station_name","state","country","wx_type","usafn","latitude","longitude","time_diff","elevation"
212,"USA_OR_Burns.Muni.AP.726830_TMY3.epw","Burns Municipal Arpt  Uo","OR","USA","TMY3",726830,"43.52","-119.02","-8","1271"
158,"USA_PA_Erie.Intl.AP.725260_TMY3.epw","Erie International Ap","PA","USA","TMY3",725260,"42.08","-80.18","-5","222"
161,"USA_NE_North.Platte.Rgnl.AP.725620_TMY3.epw","North Platte Regional Ap","NE","USA","TMY3",725620,"41.12","-100.67","-6","847"
163,"USA_WY_Sheridan.County.AP.726660_TMY3.epw","Sheridan County Arpt","WY","USA","TMY3",726660,"44.77","-106.97","-7","1208"
166,"USA_CA_Arcata.AP.725945_TMY3.epw","Arcata Airport","CA","USA","TMY3",725945,"40.98","-124.1","-8","62"
169,"USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw","Houghton Lake Roscommon Co Ar","MI","USA","TMY3",726380,"44.37","-84.68","-5","351"
172,"USA_ND_Bismarck.Muni.AP.727640_TMY3.epw","Bismarck Municipal Arpt  Isis","ND","USA","TMY3",727640,"46.77","-100.77","-7","502"
176,"USA_WI_Eau.Claire.County.AP.726435_TMY3.epw","Eau Claire County Ap","WI","USA","TMY3",726435,"44.87","-91.48","-6","271"
178,"USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw","Abilene Regional Ap  Ut","TX","USA","TMY3",722660,"32.47","-99.71","-6","530"
180,"USA_GA_Columbus.Metro.AP.722255_TMY3.epw","Columbus Metropolitan Arpt","GA","USA","TMY3",722255,"32.52","-84.95","-6","120"
183,"USA_VT_Burlington.Intl.AP.726170_TMY3.epw","Burlington International Ap","VT","USA","TMY3",726170,"44.47","-73.15","-5","101"
186,"USA_NE_Norfolk-Karl.Stefan.Mem.AP.725560_TMY3.epw","Norfolk Karl Stefan Mem Arpt","NE","USA","TMY3",725560,"41.98","-97.43","-6","472"
189,"USA_AZ_Prescott-Love.Field.723723_TMY3.epw","Prescott Love Field","AZ","USA","TMY3",723723,"34.65","-112.42","-7","1537"
192,"USA_CO_Grand.Junction-Walker.Field.724760_TMY3.epw","Grand Junction Walker Field","CO","USA","TMY3",724760,"39.13","-108.53","-7","1475"
195,"USA_MN_Rochester.Intl.AP.726440_TMY3.epw","Rochester International Arpt","MN","USA","TMY3",726440,"43.9","-92.5","-6","398"
200,"USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw","Casper Natrona Co Intl Ap","WY","USA","TMY3",725690,"42.9","-106.47","-7","1627"
202,"USA_ND_Minot.Intl.AP.727676_TMY3.epw","Minot Faa Ap","ND","USA","TMY3",727676,"48.27","-101.28","-6","523"
205,"USA_WY_Cheyenne.Muni.AP.725640_TMY3.epw","Cheyenne Municipal Arpt","WY","USA","TMY3",725640,"41.15","-104.8","-7","1867"
209,"USA_MT_Miles.City.Muni.AP.742300_TMY3.epw","Miles City Municipal Arpt","MT","USA","TMY3",742300,"46.43","-105.88","-7","801"
211,"USA_NV_Elko.Muni.AP.725825_TMY3.epw","Elko Municipal Arpt","NV","USA","TMY3",725825,"40.83","-115.8","-8","1548"
160,"USA_NY_Syracuse-Hancock.Intl.AP.725190_TMY3.epw","Syracuse Hancock IntL Arpt","NY","USA","TMY3",725190,"43.12","-76.1","-5","125"
164,"USA_IL_Rockford-Greater.Rockford.AP.725430_TMY3.epw","Rockford Greater Rockford Ap","IL","USA","TMY3",725430,"42.2","-89.1","-6","223"
167,"USA_MI_Muskegon.County.AP.726360_TMY3.epw","Muskegon County Arpt","MI","USA","TMY3",726360,"43.17","-86.23","-5","190"
171,"USA_NM_Tucumcari.AP.723676_TMY3.epw","Tucumcari Faa Ap","NM","USA","TMY3",723676,"35.18","-103.6","-7","1235"
174,"USA_MN_International.Falls.Intl.AP.727470_TMY3.epw","International Falls Intl Ap","MN","USA","TMY3",727470,"48.57","-93.4","-6","359"
177,"USA_NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520_TMY3.epw","Grand Island Central Ne Regio","NE","USA","TMY3",725520,"40.97","-98.32","-6","561"
181,"USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw","Bakersfield Meadows Field","CA","USA","TMY3",723840,"35.43","-119.05","-8","149"
184,"USA_CO_Alamosa.Muni.AP.724620_TMY3.epw","Alamosa San Luis Valley Rgnl","CO","USA","TMY3",724620,"37.43","-105.87","-7","2296"
187,"USA_IA_Waterloo.Muni.AP.725480_TMY3.epw","Waterloo Municipal Ap","IA","USA","TMY3",725480,"42.55","-92.4","-6","264"
190,"USA_PA_Wilkes-Barre-Scranton.Intl.AP.725130_TMY3.epw","Wilkes Barre Scranton Intl Ap","PA","USA","TMY3",725130,"41.33","-75.73","-5","284"
193,"USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw","Astoria Regional Airport","OR","USA","TMY3",727910,"46.15","-123.88","-8","3"
196,"USA_IN_Evansville.Rgnl.AP.724320_TMY3.epw","Evansville Regional Ap","IN","USA","TMY3",724320,"38.05","-87.53","-6","116"
199,"USA_SD_Pierre.Muni.AP.726686_TMY3.epw","Pierre Municipal Ap","SD","USA","TMY3",726686,"44.38","-100.28","-7","528"
201,"USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw","Winnemucca Municipal Arpt","NV","USA","TMY3",725830,"40.9","-117.8","-8","1310"
204,"USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw","San Angelo Mathis Field","TX","USA","TMY3",722630,"31.35","-100.5","-6","584"
207,"USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw","Kalispell Glacier Pk IntL Ar","MT","USA","TMY3",727790,"48.32","-114.25","-7","906"
210,"USA_FL_Key.West.Intl.AP.722010_TMY3.epw","Key West Intl Arpt","FL","USA","TMY3",722010,"24.55","-81.75","-5","1"
213,"USA_MT_Glasgow.Intl.AP.727680_TMY3.epw","Glasgow Intl Arpt","MT","USA","TMY3",727680,"48.22","-106.62","-7","699"
214,"USA_CO_Eagle.County.Rgnl.AP.724675_TMY3.epw","Eagle County Ap","CO","USA","TMY3",724675,"39.65","-106.92","-7","1980"
215,"USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw","Sault Ste Marie Sanderson Fie","MI","USA","TMY3",727340,"46.47","-84.35","-5","219"
216,"USA_WY_Lander-Hunt.Field.725760_TMY3.epw","Lander Hunt Field","WY","USA","TMY3",725760,"42.82","-108.73","-7","1694"
