,sqft,geometry_building_type_recs_simp__Single-Family,heating_fuel_simp__non_Electricity,vintage__1940s,vintage__1950s,vintage__1960s,vintage__1970s,vintage__1980s,vintage__1990s,vintage__2000s,vintage__2010s,vintage__2020s,vintage__lt_1940,panel_amp_pre_bin_7,panel_amp_pre
3198,1656.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
9621,1961.0,True,True,False,False,True,False,False,False,False,False,False,False,201+,240.0
29750,2150.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
23062,3193.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
18076,1566.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
11043,3249.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
25900,1641.0,True,True,False,False,False,False,True,False,False,False,False,False,126-199,160.0
32121,1704.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
8873,1657.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
10944,1954.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
20329,1200.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
23987,1996.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
3660,1125.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
30993,2850.0,True,True,False,False,False,False,False,False,False,True,False,False,201+,400.0
23153,1615.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
5361,1800.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
7199,1026.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
12075,2335.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
32314,1917.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
34660,2146.0,True,True,False,False,False,False,False,False,False,False,False,True,lt_100,60.0
30415,2300.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
30875,1600.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
15470,2568.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
33226,2700.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
33040,2190.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
9220,1303.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
35428,2472.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
25895,949.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
32136,2444.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
9155,2401.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
14329,2434.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
25749,759.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
9991,3185.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33867,1452.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
21265,1767.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,175.0
22229,2061.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
34792,2608.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
13647,1624.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
17860,2381.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
11879,2580.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
10622,2946.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
30861,1650.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
16393,2780.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
23878,1421.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
22835,1800.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
37071,1954.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
17288,1782.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
24493,2738.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,150.0
15483,1742.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
31852,2296.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
9840,1665.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
35891,2063.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14881,1833.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
18256,1348.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
7059,816.0,True,True,True,False,False,False,False,False,False,False,False,False,126-199,150.0
33387,1908.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
27067,1708.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
6931,2064.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
13832,3534.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
17702,3044.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
13008,1773.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,220.0
3049,1363.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
8355,2069.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
8669,1523.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
36514,2404.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
23642,1308.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
28019,1476.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
17307,3960.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
25129,1844.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
20052,1848.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
23093,848.0,True,True,True,False,False,False,False,False,False,False,False,False,125,125.0
29547,2200.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
21850,930.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
20211,3540.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
12186,704.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
27049,1799.0,True,True,False,False,False,False,False,False,False,True,False,False,100,100.0
3699,1652.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
31614,2366.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
18597,2238.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
33995,1865.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
8846,1532.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
35423,1385.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
9414,3000.0,True,True,False,False,False,False,False,True,False,False,False,False,201+,240.0
18569,4930.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
22651,1201.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
12616,5742.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
8690,1448.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
22240,1152.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
26715,880.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
11889,2106.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
22454,1472.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
16927,1513.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
20501,1443.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
32067,2012.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
11069,1750.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
12389,1635.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
31041,1350.0,True,True,False,False,True,False,False,False,False,False,False,False,201+,1000.0
33531,2036.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
29685,2100.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17201,1385.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
10391,2956.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
32468,3012.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
21958,1908.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
12227,1582.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
16521,1992.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
19927,1751.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
15485,2520.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
24560,972.0,True,True,False,False,False,False,False,False,True,False,False,False,201+,335.0
23108,1767.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
28576,2101.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
15987,2236.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
6966,2746.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
31710,2072.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22729,2459.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
3633,828.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
24785,1628.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
36411,2166.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
11587,2849.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,175.0
19575,3755.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
11244,1778.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
20517,3333.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
28153,1873.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
3291,633.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
