,sqft,geometry_building_type_recs_simp__Single-Family,heating_fuel_simp__non_Electricity,vintage__1940s,vintage__1950s,vintage__1960s,vintage__1970s,vintage__1980s,vintage__1990s,vintage__2000s,vintage__2010s,vintage__2020s,vintage__lt_1940,panel_amp_pre_bin_7,panel_amp_pre
14863,3522.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
34505,1880.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
34916,2900.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
5934,1193.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
18730,1619.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
34382,1200.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
25195,800.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
22872,1524.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
36770,1884.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
36302,1865.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
34838,2026.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
26093,1416.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
20949,1360.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
12592,2400.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
19832,3087.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
10554,1816.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
8445,1234.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
14066,2427.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
5072,1708.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
12458,3594.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
19871,3000.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
34711,1536.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
34619,2016.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
30380,3650.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
23201,1583.0,True,True,False,False,True,False,False,False,False,False,False,False,201+,250.0
4370,1808.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
23516,1525.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
23181,2446.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
5793,1722.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
15242,2091.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
29962,2100.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
31745,5078.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
20390,1615.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
26198,1036.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
10231,1974.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
3493,1086.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
20359,1800.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
32445,3061.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
29888,1400.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
13711,2421.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,180.0
10023,3247.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
33450,1619.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
3643,1680.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
29141,2285.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
32089,2292.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
6973,1120.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
11065,900.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
32364,2256.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
24873,1841.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
19835,4298.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
7105,2275.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
13976,1527.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
29974,2800.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
18863,2668.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
32592,1916.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
24864,1125.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
36522,2236.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
23388,900.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
6474,1496.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
26703,1282.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
32236,1680.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
12720,2011.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17962,1577.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
29505,2200.0,True,True,False,False,True,False,False,False,False,False,False,False,lt_100,60.0
6702,1200.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
11902,3726.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
19967,1622.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
9812,1746.0,True,True,True,False,False,False,False,False,False,False,False,False,125,125.0
33997,3440.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
13584,1606.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
34727,1964.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
31279,3251.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
33085,1480.0,True,True,False,False,False,False,False,False,False,False,False,True,lt_100,60.0
31860,2457.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
31352,6020.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
26104,1591.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,180.0
31764,1757.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
5631,1485.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
12009,5583.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
16928,3455.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
10229,1854.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
37257,2786.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
32402,1574.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22613,1526.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
32376,2208.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
29717,2200.0,True,True,False,False,False,False,False,False,False,True,False,False,100,100.0
16864,1772.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
36922,2386.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
34863,2888.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
7041,1244.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
26212,1136.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
9224,1869.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
26688,1050.0,True,True,False,True,False,False,False,False,False,False,False,False,101-124,110.0
28621,2498.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
7135,1600.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
14477,1994.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
31493,3773.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
6741,1629.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
13041,1590.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
32720,2104.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
16318,2986.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
12938,3127.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
3707,1500.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
8040,1396.0,True,True,False,False,False,False,False,False,False,True,False,False,100,100.0
10693,2172.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
30130,2400.0,True,True,False,False,False,False,True,False,False,False,False,False,126-199,150.0
12282,2810.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
28074,1608.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
31866,4386.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
33980,2045.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
30105,2650.0,True,True,False,False,False,False,False,True,False,False,False,False,126-199,150.0
24707,755.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
31506,1562.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
3276,4532.0,True,True,False,False,False,False,False,False,False,False,False,True,lt_100,60.0
34131,2606.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
8404,1223.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
14680,4203.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
26027,850.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
23672,1042.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
35219,1770.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
16979,1482.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
30900,2600.0,True,True,False,False,False,True,False,False,False,False,False,False,201+,250.0
10178,1223.0,True,True,False,False,False,False,False,False,False,False,False,True,lt_100,60.0
32370,1950.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
9244,2360.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
4527,1782.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
8713,904.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
16004,2058.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
7865,2400.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
32115,2006.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
19586,1720.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
21070,1852.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
30339,4600.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
18103,4655.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
24206,1278.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
7232,5415.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
23877,1961.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
12895,2533.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
12048,2523.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
25583,1477.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
9113,1570.0,True,True,False,False,False,True,False,False,False,False,False,False,201+,220.0
34493,2510.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
18241,949.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
34185,2076.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14870,2106.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
6369,2210.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
16359,1556.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
27849,1620.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
25178,1699.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
12171,3117.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
18801,1635.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
31292,1869.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
16242,3317.0,True,True,False,False,False,False,True,False,False,False,False,False,201+,250.0
15780,2304.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
30779,1800.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
31197,2252.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
24122,1349.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
8461,3035.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
31297,2968.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
24048,1000.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
11071,3428.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
29848,1250.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17674,4799.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
12264,2810.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
18486,2868.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
13897,3008.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
6160,1734.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
16430,2263.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
28274,2400.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
21442,2472.0,True,True,False,False,False,True,False,False,False,False,False,False,201+,220.0
31262,2040.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
5995,1456.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
20708,3017.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33430,1728.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
3117,1644.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
6457,1004.0,True,True,True,False,False,False,False,False,False,False,False,False,125,125.0
3239,2508.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
31977,3066.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
22239,1270.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
17190,1596.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
31327,2000.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
17052,1964.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
8971,2999.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
33246,2437.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
15271,2736.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
9321,1818.0,True,True,True,False,False,False,False,False,False,False,False,False,125,125.0
16201,2234.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
28386,2400.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
22737,1983.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,140.0
19753,1570.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
3772,3610.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
30200,1400.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
3482,3127.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
13816,1539.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
4075,1119.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
32244,1728.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
15526,2888.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
13572,2146.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
4600,10537.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
20654,3315.0,True,True,False,False,False,False,False,False,True,False,False,False,126-199,150.0
32658,2241.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
3492,914.0,True,True,True,False,False,False,False,False,False,False,False,False,201+,1000.0
37304,2497.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
26485,813.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,150.0
6700,1248.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
22450,560.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
3894,1225.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
6344,2819.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,150.0
36828,1916.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
28977,1668.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
17174,2730.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
17963,1501.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
4576,1615.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
17362,1923.0,True,True,False,False,False,False,True,False,False,False,False,False,101-124,120.0
32537,1392.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
14940,2203.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
4778,1760.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
19862,3329.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
17138,2359.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
15403,2000.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
30264,1700.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
8298,1970.0,True,True,False,True,False,False,False,False,False,False,False,False,126-199,175.0
25338,891.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
34434,2220.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
3342,2300.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
27661,890.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
9843,1670.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
26583,1739.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,225.0
20758,2240.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
19826,1206.0,True,True,False,False,False,False,True,False,False,False,False,False,101-124,110.0
5990,1660.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
12784,2235.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
23250,1290.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
33263,1728.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
13760,1995.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33302,936.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
8774,2205.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
17037,1724.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
32260,2408.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
36775,1360.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
10397,1678.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
31651,2716.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
16837,2066.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
30903,1600.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,250.0
35112,1836.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
30693,1100.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
4160,1300.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
11762,3471.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
15416,2913.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
13610,1684.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
7861,4157.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
34913,1731.0,True,True,False,False,False,True,False,False,False,False,False,False,126-199,150.0
17312,2153.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
24036,2213.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
16895,1894.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
32459,1672.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
6721,1502.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
27330,1182.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
13683,1742.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
29017,1280.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
28349,2100.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
33594,1676.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
8524,1668.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
30023,3600.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
11282,1702.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
23359,1504.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
6184,1338.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
31999,2400.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
4171,1290.0,True,True,False,True,False,False,False,False,False,False,False,False,100,100.0
18115,3110.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
32873,1458.0,True,True,False,False,False,False,False,False,False,False,False,True,126-199,150.0
21139,2617.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
8450,2000.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
12394,2304.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
35928,3344.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17178,3468.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
37174,1836.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
31018,1400.0,True,True,False,False,False,True,False,False,False,False,False,False,201+,600.0
17989,2441.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
5640,2632.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
36998,1976.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
36725,2623.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
13802,3527.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
10940,2405.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
19116,1560.0,True,True,False,True,False,False,False,False,False,False,False,False,201+,300.0
28069,1533.0,True,True,False,False,True,False,False,False,False,False,False,False,125,125.0
37469,1580.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
23291,1460.0,True,True,False,False,True,False,False,False,False,False,False,False,100,100.0
4115,2268.0,True,True,False,False,False,False,True,False,False,False,False,False,lt_100,70.0
16591,3400.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
13565,1941.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
23816,1470.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
10343,2306.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
18655,1275.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
30744,2050.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
5742,1503.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
14499,2029.0,True,True,False,False,False,True,False,False,False,False,False,False,125,125.0
8807,2679.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
14347,1556.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
18715,2651.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
32754,1725.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
15417,2600.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
18275,3930.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
32514,2352.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
19133,1793.0,True,True,False,False,False,False,False,False,False,True,False,False,200,200.0
15476,960.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
11944,1894.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
34331,2256.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
24646,1080.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
20569,1700.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
26668,1231.0,True,True,False,False,False,False,False,True,False,False,False,False,101-124,110.0
27685,1285.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
31507,4771.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
32995,2426.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
32556,1590.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
21824,1284.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
10995,5507.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
20351,2031.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
30089,1050.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
3037,3590.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
9340,1560.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
23545,1057.0,True,True,False,False,False,False,False,False,False,False,False,True,125,125.0
9601,1790.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
32328,1578.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
10902,2026.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
35161,2324.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
36490,1516.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
16020,1543.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
25377,1808.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
14342,5400.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
16352,3433.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
8037,953.0,True,True,False,True,False,False,False,False,False,False,False,False,200,200.0
11220,3026.0,True,True,False,False,False,False,False,True,False,False,False,False,200,200.0
3399,2379.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
25053,1532.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
5497,1800.0,True,True,False,True,False,False,False,False,False,False,False,False,125,125.0
32387,2584.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
17803,2365.0,True,True,False,False,False,False,False,True,False,False,False,False,125,125.0
3246,1258.0,True,True,True,False,False,False,False,False,False,False,False,False,200,200.0
7491,1004.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
34399,3028.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
8423,1562.0,True,True,False,False,False,False,False,True,False,False,False,False,100,100.0
18174,1290.0,True,True,False,False,False,False,True,False,False,False,False,False,100,100.0
13862,1707.0,True,True,False,False,False,False,False,False,True,False,False,False,125,125.0
33495,2052.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
35824,1960.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
16068,6288.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
6520,744.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
31463,2286.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
16971,1133.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
23917,1197.0,True,True,False,False,False,False,True,False,False,False,False,False,125,125.0
24349,1768.0,True,True,False,False,True,False,False,False,False,False,False,False,200,200.0
33702,1644.0,True,True,False,False,False,False,False,False,False,False,False,True,100,100.0
31224,3024.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
6392,2178.0,True,True,False,False,False,False,False,False,True,False,False,False,100,100.0
15831,2817.0,True,True,False,False,False,True,False,False,False,False,False,False,200,200.0
13357,2680.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
35973,2682.0,True,True,True,False,False,False,False,False,False,False,False,False,100,100.0
8902,1368.0,True,True,False,False,False,False,True,False,False,False,False,False,200,200.0
26699,1585.0,True,True,False,False,False,True,False,False,False,False,False,False,100,100.0
16169,3674.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
31811,3526.0,True,True,False,False,False,False,False,False,False,False,False,True,200,200.0
14842,2603.0,True,True,False,False,False,False,False,False,True,False,False,False,200,200.0
