Dependency=Geometry Building Type RECS,Option=Mobile Home,Option=Multi-Family with 2 - 4 Units,Option=Multi-Family with 5+ Units,Option=Single-Family Attached,Option=Single-Family Detached,Option=<1940,Option=1940s,Option=1950s,Option=1960s,Option=1970s,Option=1980s,Option=1990s,Option=2000s,Option=2010s,Option=0-100%,Option=100-150%,Option=150-200%,Option=200-300%,Option=300-400%,Option=400%+,Option=Not Available,Dependency=Vintage,Dependency=State,Option=Electricity,Option=Fuel Oil,Option=Natural Gas,Option=None,Option=Other Fuel,Option=Propane,Option=Wood,Option=0-1499,Option=1500-2499,Option=2500-3999,Option=4000+,Option=AK,Option=AL,Option=AR,Option=AZ,Option=CA,Option=CO,Option=CT,Option=DC,Option=DE,Option=FL,Option=GA,Option=HI,Option=IA,Option=ID,Option=IL,Option=IN,Option=KS,Option=KY,Option=LA,Option=MA,Option=MD,Option=ME,Option=MI,Option=MN,Option=MO,Option=MS,Option=MT,Option=NC,Option=ND,Option=NE,Option=NH,Option=NJ,Option=NM,Option=NV,Option=NY,Option=OH,Option=OK,Option=OR,Option=PA,Option=RI,Option=SC,Option=SD,Option=TN,Option=TX,Option=UT,Option=VA,Option=VT,Option=WA,Option=WI,Option=WV,Option=WY
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G11,1.1172551506470002e-06,0.0,4.746979312455e-06,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G12,0.00583304128177893,4.45277965258615e-06,0.0003832619001285008,7.85246252203599e-05,1.20385506426732e-05,4.8362250704393e-05,1.03707779311253e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G13,0.00170627293269157,4.40147316571404e-06,0.0019449023678270638,8.872359359543619e-06,2.4792311707688003e-06,0.0001870161403326206,3.167244092740225e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G15,7.38171310552857e-05,0.0,4.11685795943742e-06,0.00019372943342999108,1.709864110836437e-05,8.856214122961901e-06,2.134685859712285e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G16,0.000152453891915565,4.35341039437362e-06,0.000392127190298662,8.1111163713094e-07,7.0111876851025105e-06,4.56597775905309e-05,4.64895807406093e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G17,0.000213691496398563,2.5753831480780602e-06,0.0019648179048159598,4.04148697973753e-06,6.54311492807702e-06,0.000181608199771079,1.62295657092195e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G18,0.00048359378055386,6.2340764066328e-06,0.00122662079461721,5.4708034353533e-06,1.459800297921011e-05,0.0002177589454518518,3.9794174911841e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G19,9.3595899972494e-05,1.93581855068566e-06,0.000363632544936507,2.18812930572582e-06,5.7612674701271e-06,0.000110854444775586,9.4491445298559e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G20,0.0001248197225285616,2.4350334158314e-06,0.000486695694066046,1.98901398498088e-06,2.05499267206493e-06,9.0557712785745e-05,8.6930520478353e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G21,0.000649141043717976,4.9946262957259705e-06,0.000553440431211491,3.5745777447255403e-06,8.1143088325091e-06,0.000120922815392676,4.05612613157807e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G22,0.00062977355552665,2.964559424997e-07,0.00036942309536002003,2.8408558910596e-06,2.7805569342992097e-06,2.06007040441737e-05,8.7457534383467e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G23,9.497808345775e-06,0.00030386592259304,4.035131550898e-06,2.754017104813e-07,1.0298556392308e-05,4.2381448164562e-05,7.562082249341e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G24,0.000560817650685283,7.65590659552345e-05,0.000509838102583582,2.93349229619045e-06,1.39412544665395e-05,8.7192132322933e-05,2.21241624794615e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G25,3.2788986547534e-05,0.000420556120211436,0.000491708250240622,6.644579420136e-07,1.47517784418157e-05,5.62985952047671e-05,2.42685777467426e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G26,0.000159416696930397,1.50459510380861e-05,0.00194033488971078,6.5684466181456e-06,3.8633280411972e-05,0.000506810468185379,0.000148990466987459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G27,0.000155241922155801,7.23229717661391e-06,0.001014077734942219,3.45451213831816e-06,7.00315430144372e-06,0.000259316463156969,4.45242238172543e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G28,0.000451032482123446,2.3797326266006e-06,0.0003011683680772,1.5086948397136e-06,9.940184981812999e-07,0.000116813855407803,1.01783953032067e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G29,0.000596409359798478,3.91167676864564e-06,0.000888622338182065,2.94327142224231e-06,7.65544491955118e-06,0.000246891580827792,8.01949913930497e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G30,5.0235589157371e-05,1.12708481193794e-06,0.00015669293662570202,1.9709841996240002e-07,3.96835038340538e-06,6.918250753869e-05,3.16010012414034e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G31,0.000112128622638679,4.626740004369999e-07,0.00026537876769207097,6.9537533394894e-07,2.334775747468168e-06,4.21254345617032e-05,3.77020512015964e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G32,0.000296919396159968,3.01280410970984e-06,0.00106842950773552,4.1357215773819e-06,1.1945008556065e-05,3.6051876612129e-05,1.6153250526758e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G33,4.0882108358408e-06,0.00016639504498532,4.1177157802528e-05,1.0476957013718e-06,5.8763802649576e-06,6.95833056934e-05,3.3035840173804e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G34,5.96920232006042e-05,6.93480579237924e-05,0.001070309003157606,2.6121110677707402e-06,9.62648202312366e-06,5.72304695485312e-05,6.79931378426722e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G35,7.6432253618958e-05,6.8428604405362e-07,0.000425883149345296,1.095541775927e-06,1.123998198536058e-05,6.968722891868101e-05,5.62552785694612e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G36,0.0001020513991977372,0.00047531399309261367,0.0007818310346315985,1.73217520231826e-06,2.819416076700072e-05,0.00019299898722772752,0.00010864378682948393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G37,0.00197349272868227,4.02923711114194e-05,0.001149049242374214,1.32182251974612e-05,6.5855455063668e-06,0.000333786674352811,5.02756182508216e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G38,2.5525525196274197e-05,1.020931468271702e-06,5.85906667236633e-05,2.55332490481031e-07,1.42375802538867e-06,2.5518303864995898e-05,5.178263495047519e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G39,0.000513119166269492,3.303509142565737e-05,0.001796454967478492,8.14726421096597e-06,3.381107277028266e-05,0.0003128917150439428,7.68312247709379e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G40,0.00027129646278831,1.98563206923694e-06,0.00050686391219608,1.821125359709e-07,7.92850982028914e-06,7.6629325797834e-05,1.9533273089928e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G41,0.000431187791528894,5.9920635184762e-06,0.0006650576107746192,2.89001596337988e-06,7.6138486549607e-06,2.72272784569004e-05,6.4043138440501e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G42,0.000590140257442604,0.000318034785148571,0.001004957864881854,8.6277939964045e-06,7.01988903361825e-05,0.0002134003100106366,0.0001139930753717283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G44,4.336981895143e-06,6.7942812433972e-05,8.831032838781e-05,2.53035338157e-07,1.205923781233e-06,5.009527957963e-06,5.617499479297001e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G45,0.00107962531185382,3.3829965640272002e-06,0.000362522445991207,6.4338706021224e-06,4.5426240322262995e-06,5.40818497872551e-05,8.34822325447264e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G46,3.5922025141456e-05,1.60429956098091e-06,9.6629739902557e-05,3.9031920145875e-07,2.31327068910643e-06,4.0276402412008e-05,3.5016708394598903e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G47,0.00112295290605269,4.9957299882333e-06,0.0010272765967573,3.7920186918443e-06,3.50767414155778e-06,0.000135614688957869,4.0713070229659403e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G48,0.003361007638135283,7.319192461142156e-06,0.00300329825710382,1.8425129558826968e-05,1.3569379532727042e-05,0.00025670421458002894,2.685502008924129e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G49,8.5765146307844e-05,1.0149509822035351e-06,0.000771739933266999,6.3207014006029e-07,5.9432553102572695e-06,3.1118465508609e-05,1.6197515379957e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G50,1.2676777682211999e-06,7.049325533154e-05,2.3372198124068003e-05,0.0,5.025172314808e-06,3.875935408313e-05,3.77238249513e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G51,0.0010728663189719,2.93407918284014e-05,0.000849167913924352,6.02060874380006e-06,7.1270154399557e-06,0.0001670270193326326,5.66737647331456e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G53,0.00080760872506957,1.17549069752565e-05,0.0010618602431513,3.3832746816477e-06,1.3980071733589e-05,0.0001516696550805298,9.7172136238367e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G54,0.00023453998972459,1.1607061899443e-05,0.00014326510582197199,1.7830559738857e-06,6.2752448832591e-06,4.06100108830088e-05,4.51688146956422e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G55,9.9650478085483e-05,9.32874019187525e-06,0.001039354512684265,2.3649146472733e-06,9.9707288379388e-06,0.000397896601587546,9.517729590646449e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,1990s,G56,2.5779364509810002e-05,6.520767734455e-07,5.9571013376194e-05,0.0,1.44498823366435e-06,2.9595566519108e-05,8.267098281515e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G01,0.00121311868213043,1.3433775571442e-06,0.000408821333366756,6.2654738963555e-06,1.473973697549e-06,6.0167851722825e-05,8.64576264825812e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G02,1.0922335516645801e-05,0.00010149563526527939,0.0001343781653581,0.0,5.17646263188e-07,7.687310852992001e-06,2.1587740243508402e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G04,0.00182202339666884,9.75701615102e-07,0.00181524002546419,2.5618424092218802e-05,4.6104998968905e-05,0.0001158981431409824,6.64744580389162e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G05,0.000552318163960401,8.264836403353e-07,0.00040350157731119203,1.27702819683704e-06,3.5463237097735e-06,6.747543688252281e-05,3.63786686080477e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G06,0.001357336123039736,1.643422266245558e-05,0.0050980912424382656,5.785859863868412e-05,0.0001426695519118254,0.0005048841496978932,0.0001146473736838993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G08,0.000292245122483964,1.70267524100038e-06,0.001400973001080375,1.7550664156511e-06,2.1090285415517802e-05,0.0001528201863508566,3.69111756961916e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G09,2.0008588391228e-05,0.000247146018209224,0.000141390422939488,6.413836171492e-07,8.457531178219e-06,5.2882194541576e-05,1.2617106894875999e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G10,0.00010507831405202,9.119716451880001e-06,0.00014551214127338,2.110785204471e-06,6.059288220960001e-06,7.278995262687999e-05,4.48153920966e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G11,2.48871640164e-06,0.0,2.966888024486e-06,0.0,1.201384938329e-07,3.5004697085800005e-08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G12,0.0068109219944040905,5.421878767831501e-06,0.0006514501346627969,7.95438504267668e-05,1.613737235941398e-05,6.390510743038034e-05,7.6249777979332496e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G13,0.002360114924219639,2.657146032411e-06,0.0018211554639051177,1.159143748355382e-05,3.6283397095041e-06,0.0001743202745185215,1.505316168779169e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G15,8.23710114640984e-05,0.0,3.140591867888816e-06,0.00019648672167768119,2.25866527715294e-05,7.15361638730944e-06,2.1664974058923917e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G16,0.00015383981335308398,3.5732743386557e-06,0.000544927714881744,1.44023441400566e-06,7.369842588653279e-06,6.042538978057e-05,5.10745378270614e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G17,0.000268216147141474,1.53846165613864e-06,0.001873634526413308,4.9544342254803e-06,1.2892006958849e-05,0.0001470845643702383,1.30513884808019e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G18,0.000584775370579922,4.06867518618474e-06,0.00106845568832031,5.5200877823053e-06,1.70266714439014e-05,0.000167378349149471,3.74364455821945e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G19,0.000150470749462497,1.526958418007e-06,0.000401710527586992,5.9772043780329e-06,9.193004236616659e-06,0.000125698562365246,1.28731935044955e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G20,0.000151886715064355,6.652008600648001e-07,0.000447691000682956,6.1015566209359e-07,4.96996055575884e-06,7.4390684534469e-05,9.99768064716391e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G21,0.000846094473670715,5.3375360610404e-06,0.000409904447526725,4.82099470324138e-06,6.8523837603207496e-06,7.85631348234945e-05,3.32393025619518e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G22,0.00079551128879966,1.733488145496e-08,0.0004161233113959,1.5059726481087802e-06,1.5979922597416e-06,2.51028739297912e-05,4.8618803883279004e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G23,1.432816394814e-05,0.0003213784216243,9.376794374041999e-06,8.084839947576001e-07,1.1370407851972e-05,7.818727199505e-05,8.670428495618e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G24,0.000377419153650568,3.7416396274701e-05,0.000469861769391072,2.7871501383372e-06,1.80669427115878e-05,0.000132756715090568,1.73542713099298e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G25,1.84110851293576e-05,0.000269083358138769,0.000357639554409268,4.4269324872080003e-07,1.08701230998591e-05,7.83611620900678e-05,1.9063622001504e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G26,0.000137528167489595,8.271088254343501e-06,0.00149272903847517,7.0927183661652e-06,2.92146312002689e-05,0.00043357483543855253,0.000120897874194696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G27,0.000228729347878364,8.6038484259662e-06,0.00088918538589868,6.1752575921083e-06,1.24480315001547e-05,0.000313619142629088,5.33711809005775e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G28,0.00059560917914804,1.79212258547178e-06,0.000315054178552613,2.4733490620776e-06,4.170790302391e-07,9.0305089342206e-05,9.209456772264299e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G29,0.00076851291752647,3.21143548462557e-06,0.000795260753876253,3.8969094370786e-06,8.19051763850375e-06,0.000208977049687002,8.61490194375973e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G30,7.24227239914502e-05,1.411790697994246e-06,0.000187967133597195,8.1620068374298e-07,4.6448499554125e-06,9.0122827939677e-05,3.6407792916988896e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G31,0.000149977218913282,1.1871613090372e-06,0.00028925900556832997,1.45393539006502e-06,3.0803765300741e-06,3.10513172695287e-05,4.2190638611975e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G32,0.000332271517674215,1.53559670144312e-06,0.001300961401311084,3.6622075652640003e-06,1.00474444847664e-05,4.25987848096808e-05,9.4150672568644e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G33,5.0506477568499e-06,0.00016252590258419,3.9436044806203e-05,7.936712748169001e-07,1.0888558940829001e-05,0.00012982681098919002,3.94137182376e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G34,5.4078688596364004e-05,4.23189015819636e-05,0.00098436965160982,1.2179705282995001e-06,1.3188819720861e-05,5.5758765517455e-05,5.2175059336713e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G35,0.000108947693880832,1.65552121857e-06,0.000512707801595586,1.1379584008597001e-06,1.02524289194924e-05,5.4769430950014996e-05,3.35674298842506e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G36,7.992163968713296e-05,0.0003399907040505762,0.0007273346372005334,2.748342085129478e-06,2.997936861057672e-05,0.0002564530460180653,0.00010036237893305668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G37,0.00239356949849711,1.85799801950926e-05,0.0014328429139244246,1.40875779193223e-05,8.19050621033348e-06,0.000279328795567483,3.57593832934156e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G38,3.3852790688454e-05,5.73354350875e-07,7.5864100831465e-05,6.0742090207586e-07,1.62104431435348e-06,1.8855381422275e-05,9.3631623176459e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G39,0.00045717072217608197,2.053247462720888e-05,0.00157361613532771,8.610677159446701e-06,3.1362063177988e-05,0.000232636016018846,6.90000080566588e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G40,0.00041663584209374396,1.6921545184308e-06,0.000643349982785803,7.519587741552999e-07,9.6138917679095e-06,9.3498766039639e-05,1.722536851838524e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single-Family Detached,,,,,,,,,,,,,,,,,,,,,,2000s,G41,0.00038230335264181697,3.749812610832921e-06,0.000652979220652146,2.0851194585296e-06,8.6331158105966e-06,3.26437974954344e-05,5.6563793949691e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
