Dependency=PUMA	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	source_count	source_weight	sampling_probability
FL, 08614	0.0217248	0.0164815	0.0279386	0.0354672	0.0610894	0.538081	0.00192518	0.0869307	0.210362	2898	63890	0.000451469
FL, 08615	0.0222823	0.0229116	0.0412083	0.0553795	0.0998741	0.153016	0.00769159	0.159775	0.437861	1715	42904	0.000310338
FL, 08616	0.0127624	0.0330147	0.0368582	0.0463437	0.0484133	0.121317	0.00894353	0.0580467	0.634301	2476	40588	0.000303649
FL, 08617	0.00588797	0.0133842	0.0192177	0.0531552	0.0893553	0.127654	0.00656944	0.0990323	0.585743	1842	36685	0.000277766
FL, 08618	0.00236626	0.0114796	0.0143574	0.0222236	0.0491478	0.0357177	0.0457903	0.19333	0.625588	1711	31273	0.000237712
FL, 08619	0.00668151	0.0293393	0.0777134	0.0951745	0.070438	0.0802376	0.002049	0.220638	0.417728	1718	33675	0.000253498
FL, 08620	0.0048975	0.0292512	0.0506075	0.0590644	0.0910989	0.152893	0.00377348	0.12415	0.484264	1827	37366	0.000289026
FL, 08621	0.00115858	0.0125661	0.0397481	0.054364	0.0152992	0.00891213	0.000891213	0.162112	0.704949	1788	33662	0.000243115
FL, 08622	0.00623459	0.00997535	0.0256053	0.0391475	0.0510077	0.0553284	0.0197187	0.12446	0.668523	1724	34485	0.000250502
FL, 08623	0.00771348	0.0136553	0.023413	0.0495516	0.0328981	0.0339339	0.00411567	0.0947968	0.739922	1937	36689	0.000267415
FL, 08624	0.0147999	0.0316494	0.0673378	0.0968471	0.0717085	0.0386725	0.0419279	0.120871	0.516186	1561	33176	0.000255923
FL, 08700	0.0418714	0.0542913	0.0585691	0.0581397	0.0405833	0.034922	0.105402	0.0848719	0.521349	3697	62883	0.000474936
FL, 08900	0.0144377	0.0249341	0.0266291	0.0206457	0.0196247	0.01358	0.244257	0.032592	0.6033	2387	48969	0.000343555
FL, 09100	0.0174844	0.0440767	0.0519689	0.0325166	0.0492798	0.0932844	0.0540295	0.0459107	0.611449	5320	97058	0.000712009
FL, 09300	0.013808	0.0154548	0.0194029	0.00656617	0.00141458	0.00289249	0.3862	0.0143147	0.539946	2361	47364	0.000345168
FL, 09501	0.00684185	0.0184392	0.0271042	0.0200744	0.0122364	0.0100372	0.0912748	0.0239653	0.790027	2226	53202	0.000386042
FL, 09502	0.0173032	0.0223765	0.0469907	0.0340471	0.0410108	0.0136188	0.0347029	0.054919	0.735031	2233	51840	0.0003669
FL, 09503	0.00869103	0.023447	0.038375	0.0819708	0.0781255	0.133883	0.0195705	0.0793916	0.536546	2382	63974	0.00040628
FL, 09504	0.0182426	0.0682815	0.103546	0.162396	0.123027	0.0573289	0.0553825	0.0394402	0.372355	2668	56516	0.000413937
FL, 09505	0.035232	0.0705989	0.100993	0.0993072	0.058057	0.135011	0.00391093	0.0887038	0.408186	3199	59321	0.000439338
FL, 09506	0.0144755	0.0651296	0.103537	0.188307	0.146588	0.0386987	0.00770641	0.0380738	0.397484	1979	48012	0.000355866
FL, 09507	0.0142628	0.0473845	0.0833333	0.0974502	0.0716057	0.0677209	0.0144634	0.0775151	0.526264	2892	54828	0.000399885
FL, 09508	0.00959519	0.0508163	0.0892209	0.105523	0.0640873	0.0348243	0.0720116	0.0673334	0.506588	2230	41896	0.000314002
FL, 09509	0.00603774	0.0158662	0.0437221	0.0504117	0.0520069	0.038542	0.0420926	0.114545	0.636775	1923	58300	0.000383152
FL, 09510	0.00436663	0.0200449	0.0265117	0.0727564	0.0544581	0.0134118	0.0761041	0.0671421	0.665204	1468	48092	0.000352172
FL, 09701	0.0135078	0.0414027	0.110626	0.11979	0.0444645	0.0338277	0.061765	0.0727196	0.501896	3072	94390	0.000643803
FL, 09702	0.0137726	0.0331232	0.025819	0.0246016	0.0130094	0.00697712	0.0862147	0.0735324	0.72295	2101	55037	0.000370226
FL, 09901	0.0150391	0.0791947	0.0600198	0.0515261	0.0961992	0.0447585	0.0126636	0.116741	0.523858	3016	58514	0.000425054
FL, 09902	0.0397489	0.0741367	0.0544313	0.0713837	0.0601304	0.101892	0.0256782	0.120824	0.451775	3901	62115	0.000464741
FL, 09903	0.0378813	0.0786153	0.0648917	0.0919406	0.170839	0.152001	0.0235409	0.0491378	0.331153	4299	77822	0.000599582
FL, 09904	0.0414976	0.0844825	0.107306	0.071666	0.0824627	0.0471163	0.0638989	0.172105	0.329465	2817	54461	0.000408389
FL, 09905	0.049466	0.060683	0.0548242	0.0604235	0.0982646	0.0824867	0.0480384	0.0580317	0.487782	2998	53936	0.000404403
FL, 09906	0.0149838	0.0528258	0.0642303	0.0801891	0.0630948	0.0622925	0.0502833	0.128374	0.483726	4928	81021	0.000604229
FL, 09907	0.0285023	0.119746	0.0723105	0.0618151	0.150833	0.0873077	0.0116402	0.143669	0.324176	4302	77748	0.000569616
FL, 09908	0.0107875	0.0364223	0.0559461	0.102338	0.125305	0.181394	0.0035576	0.0835174	0.400732	3511	69710	0.000482149
FL, 09909	0.00958377	0.0562194	0.049583	0.0585853	0.11304	0.0785949	0.0351271	0.159395	0.439871	2890	49876	0.000374023
FL, 09910	0.0125787	0.0254495	0.0266803	0.013142	0.0225917	0.00680045	0.00947057	0.0836706	0.799616	2460	47938	0.000340793
FL, 09911	0.0308435	0.0562616	0.0631136	0.0649533	0.0231279	0.0126528	0.0345792	0.0893953	0.625073	2725	53269	0.000393789
FL, 10101	0.0139083	0.0153365	0.0143673	0.018278	0.0086544	0.0110348	0.330193	0.0303329	0.557894	3768	58814	0.000427381
FL, 10102	0.00788025	0.0136302	0.024885	0.0180228	0.00603273	0.011745	0.204114	0.0658321	0.647858	3193	53044	0.000386154
FL, 10103	0.0155009	0.0382086	0.048368	0.0344508	0.0219965	0.0335248	0.119779	0.0447579	0.643413	4644	74512	0.00054627
FL, 10104	0.00676232	0.00947776	0.0213031	0.0325502	0.0245966	0.012491	0.142692	0.0796412	0.670486	3196	57081	0.000389059
FL, 10301	0.0235506	0.0535392	0.0669613	0.068517	0.0563362	0.0358638	0.0730186	0.0924151	0.529798	3241	60423	0.00046219
FL, 10302	0.0314947	0.0494118	0.0676679	0.0535987	0.0696172	0.112757	0.102315	0.0632437	0.449893	3067	58994	0.0004406
FL, 10303	0.0349221	0.0371313	0.07094	0.0726897	0.0896382	0.167135	0.0688723	0.0391107	0.419561	3077	56583	0.000426593
FL, 10304	0.0379487	0.0495521	0.0678225	0.0814277	0.0632422	0.0824964	0.243842	0.0533351	0.320333	3269	58948	0.000442687
FL, 10305	0.0352026	0.0414958	0.0652013	0.0531897	0.0861232	0.103808	0.0722811	0.0561094	0.486589	4693	66103	0.000497125
FL, 10306	0.0350775	0.031135	0.0410441	0.0509531	0.0683598	0.0699967	0.162399	0.0524667	0.488569	3149	56817	0.000422884
FL, 10307	0.0336317	0.0601836	0.0575504	0.0862736	0.0643529	0.116002	0.0366461	0.0306866	0.514673	4725	86585	0.000615204
FL, 10308	0.0156156	0.0294686	0.0390389	0.0540979	0.0975742	0.130475	0.015832	0.0251859	0.592712	3656	64679	0.000479626
FL, 10501	0.0474275	0.0411547	0.043959	0.0314995	0.0215121	0.0278465	0.216044	0.0236769	0.54688	4686	81303	0.000593862
FL, 10502	0.0276842	0.0302993	0.0218452	0.0203573	0.0110466	0.0191738	0.242225	0.0167165	0.610652	4705	88715	0.000623115
FL, 10503	0.0243441	0.0357333	0.0227269	0.0137806	0.014572	0.00777634	0.186116	0.0315183	0.663432	3191	58125	0.000418538
FL, 10504	0.0275875	0.0280481	0.0305142	0.0203824	0.00568984	0.00701202	0.197733	0.0211103	0.661923	3592	67313	0.000491352
FL, 10700	0.0091504	0.0257449	0.023176	0.0209822	0.0183758	0.0172133	0.344265	0.0119255	0.529167	2911	53331	0.000385501
FL, 10900	0.00879114	0.0315518	0.0407261	0.0507653	0.0294279	0.0094699	0.0584288	0.0495172	0.721322	3992	91342	0.000618476
FL, 11101	0.038968	0.0500089	0.0511455	0.065174	0.0668788	0.0917696	0.175924	0.0293721	0.430759	2671	61589	0.000459967
FL, 11102	0.00442942	0.0176054	0.0221221	0.0187034	0.0140494	0.00990692	0.0217229	0.0333267	0.858134	2482	80146	0.000573309
FL, 11300	0.0149758	0.0220938	0.0190093	0.0105514	0.00978381	0.0189675	0.112172	0.0155759	0.776871	3067	71649	0.000507468
FL, 11501	0.0196829	0.0335544	0.0502432	0.0624471	0.0781757	0.121875	0.0583539	0.0852126	0.490455	4691	79155	0.000575006
FL, 11502	0.0136673	0.0293219	0.0449416	0.0647219	0.0674763	0.0461968	0.101063	0.0868964	0.545714	4248	86045	0.00062325
FL, 11503	0.00651086	0.0109044	0.0179446	0.0228013	0.0241246	0.0196517	0.113278	0.0865601	0.698224	3472	75566	0.000540175
FL, 11701	0.00733734	0.0543955	0.107264	0.114344	0.0518571	0.0314316	0.00997482	0.0759315	0.547465	2521	50427	0.000373994
FL, 11702	0.0148233	0.0312227	0.063915	0.10272	0.0234277	0.0373778	0.0278789	0.0948395	0.603795	2329	46953	0.000353658
FL, 11703	0.0154798	0.0491446	0.0836029	0.0749985	0.0296373	0.0409471	0.047375	0.108907	0.549907	2428	49161	0.000356789
FL, 11704	0.00882724	0.0129543	0.0313883	0.0308839	0.0264588	0.013046	0.0384042	0.0542474	0.78379	2261	43615	0.000307554
FL, 12100	0.0183094	0.00849041	0.006373	0.00247031	0.00577099	0.00568795	0.447252	0.0083451	0.497301	2303	48172	0.000353231
FL, 12701	0.0170164	0.0340141	0.0285592	0.0208888	0.0154711	0.0315938	0.111184	0.0286709	0.712602	2660	53713	0.000386064
FL, 12702	0.0258732	0.0489389	0.0614764	0.0564256	0.0502739	0.102144	0.0572927	0.0384933	0.559082	3857	72662	0.00053757
FL, 12703	0.0185381	0.0301057	0.0340445	0.044966	0.0514643	0.0964552	0.132761	0.0480971	0.543568	4662	80483	0.000601737
FL, 12704	0.00757457	0.0167427	0.00664988	0.00720076	0.00818447	0.00956166	0.034961	0.021012	0.888113	2448	50828	0.000376133
GA, 00100	0.0328345	0.0387107	0.0480136	0.0276142	0.0179365	0.01542	0.141123	0.0388847	0.639463	3281	74708	0.000543868
GA, 00200	0.0226527	0.0598533	0.0438262	0.0229769	0.0142035	0.0052478	0.20744	0.0222474	0.601552	2682	49354	0.000348795
GA, 00300	0.0372373	0.0327866	0.0396439	0.0346988	0.0127916	0.00631336	0.216929	0.014407	0.605192	3233	60665	0.000429917
GA, 00401	0.0656706	0.075622	0.0722637	0.0500445	0.023864	0.0362963	0.0353369	0.0534713	0.587431	4443	72955	0.000550722
GA, 00402	0.0201464	0.0469255	0.0479768	0.0611274	0.053539	0.0282317	0.0474607	0.0339851	0.660607	2252	52317	0.000370353
GA, 00500	0.0257992	0.0256612	0.0187354	0.00656706	0.00253853	0.00177973	0.342273	0.00674641	0.569899	3930	72483	0.000531085
GA, 00600	0.0344987	0.0444664	0.0794057	0.0407521	0.0186973	0.013556	0.0957527	0.0200613	0.65281	2510	47654	0.000343134
GA, 00700	0.0281194	0.026657	0.0213891	0.00600796	0.00665985	0.00692413	0.272103	0.0107826	0.621357	3363	56758	0.000418095
GA, 00800	0.0304101	0.023942	0.0356461	0.0110881	0.00381922	0.00336749	0.243609	0.0258927	0.622225	2899	48701	0.000358943
GA, 00900	0.0948218	0.0757532	0.0559705	0.0221373	0.0130855	0.00746917	0.0647907	0.0292398	0.636732	2816	51813	0.000385802
GA, 01001	0.0115073	0.0289782	0.110321	0.169457	0.0631283	0.18945	0.00614151	0.0849953	0.336022	2796	61874	0.000433311
GA, 01002	0.000451843	0.0139834	0.0413793	0.0784304	0.0320333	0.0392152	0.00527943	0.0616647	0.727562	1837	42050	0.000300024
GA, 01003	0.0233798	0.0375536	0.12614	0.145386	0.0385958	0.0685067	0.0117941	0.0386306	0.510014	2371	57571	0.000425129
GA, 01004	0.00870036	0.0236353	0.0565724	0.0578554	0.0238157	0.0182627	0.00695628	0.0449853	0.759217	1286	49883	0.000362697
GA, 01005	0.0106954	0.0232173	0.067779	0.0944015	0.0372251	0.0472085	0.0039779	0.118501	0.596994	2683	64607	0.00046583
GA, 01006	0.015348	0.0240084	0.0556558	0.0580063	0.0898776	0.40673	0.00295208	0.0679958	0.279426	3072	71475	0.000496817
GA, 01007	0.0287204	0.0540711	0.0708137	0.0858057	0.0632585	0.307013	0.00390923	0.0456077	0.340801	4163	75974	0.000537511
GA, 01008	0.00512295	0.0213391	0.0583031	0.0798392	0.0557022	0.0119601	0.00995035	0.0824204	0.675363	1938	50752	0.000376674
GA, 01100	0.0278315	0.0345968	0.0190931	0.00708473	0.00387123	0.00293161	0.255821	0.00424708	0.644523	3670	53213	0.000394036
GA, 01200	0.0336386	0.0227529	0.0210681	0.00524504	0.00293019	0.00241741	0.314761	0.00525969	0.591927	4154	68255	0.000504324
GA, 01300	0.0271624	0.0257336	0.0208052	0.0046876	0.00393309	0.00218327	0.297695	0.00560265	0.612197	4545	62292	0.000462872
GA, 01400	0.0459959	0.0618413	0.0773729	0.0522427	0.0185695	0.0314769	0.0257862	0.0238038	0.662911	3883	70115	0.000526799
GA, 01500	0.0148544	0.0394686	0.0561447	0.0386689	0.00799739	0.00821954	0.0885045	0.0165131	0.729629	2604	67522	0.000489762
GA, 01600	0.0289425	0.0232316	0.044317	0.016684	0.00625652	0.00923928	0.240015	0.0153745	0.61594	4263	82474	0.000605416
GA, 01700	0.0291947	0.0577535	0.0866415	0.0721748	0.0401299	0.0308412	0.0183616	0.0265716	0.638331	4903	88064	0.000655049
GA, 01800	0.0373475	0.0174755	0.0253388	0.0100915	0.00395108	0.00419722	0.242363	0.00580356	0.653432	4825	77194	0.000569684
GA, 01900	0.0332998	0.0312706	0.0278258	0.0143298	0.00784912	0.00413691	0.109196	0.00939063	0.762702	3319	63574	0.000470949
GA, 02001	0.0044252	0.0143301	0.063478	0.0709726	0.0178891	0.0126353	0.00519725	0.0790886	0.731984	2200	53105	0.000392205
GA, 02002	0.0140595	0.0546815	0.0920731	0.0818297	0.0689251	0.0904998	0.00219262	0.0727747	0.522964	3350	59746	0.000437898
GA, 02003	0.00769242	0.0518734	0.121091	0.140048	0.0623028	0.0555468	0.00368775	0.0649534	0.492805	3318	69419	0.000526386
GA, 02004	0.0100903	0.0368577	0.0925257	0.0965431	0.100934	0.167284	0.00322329	0.0738088	0.418732	3380	64220	0.000464637
GA, 02100	0.0159448	0.0135833	0.0178669	0.0267455	0.0141691	0.0209241	0.0326035	0.0223703	0.835792	2613	54626	0.000390381
GA, 02200	0.0279004	0.0272143	0.0214055	0.0117776	0.0210168	0.0326114	0.138862	0.00743248	0.71178	2602	43727	0.000324781
GA, 02300	0.0180941	0.0312073	0.0416538	0.0230308	0.0169921	0.00892582	0.110967	0.0152951	0.733834	1967	45374	0.000335478
GA, 02400	0.00761815	0.0105573	0.0251117	0.0153068	0.00966377	0.0192805	0.0355043	0.0333647	0.843593	2260	42530	0.000310706
GA, 02500	0.0506791	0.0296056	0.025468	0.0152951	0.0139254	0.0179631	0.10327	0.0152665	0.728527	3552	70088	0.000522543
GA, 02600	0.0348236	0.0218733	0.0193201	0.0128055	0.00760696	0.00510641	0.142927	0.0165169	0.739021	3830	75983	0.000563531
GA, 02700	0.0332925	0.0460301	0.049277	0.0385125	0.0227778	0.00749269	0.152326	0.0228028	0.627488	1979	40039	0.000297856
GA, 02800	0.0110839	0.0171715	0.0139669	0.0182397	0.0103144	0.00477815	0.190563	0.0104752	0.723407	4298	87063	0.000638012
GA, 02900	0.0240465	0.0245333	0.0275026	0.0252391	0.0266021	0.00708253	0.114732	0.0316889	0.718573	1825	41087	0.000299777
GA, 03001	0.0130125	0.0268935	0.0990237	0.154278	0.119913	0.053757	0.0125782	0.128987	0.391558	2792	66782	0.000496509
GA, 03002	0.00483659	0.00772262	0.025417	0.0615421	0.0467139	0.029955	0.0175351	0.0706779	0.7356	2131	50242	0.00037079
GA, 03003	0.00380422	0.0108227	0.0137928	0.0125722	0.0116975	0.010782	0.00506551	0.040463	0.891	2205	49156	0.000353756
GA, 03004	0.00837856	0.0327572	0.0891104	0.0943583	0.0626917	0.049617	0.0206064	0.143616	0.498864	3189	77937	0.000562335
GA, 03005	0.000768818	0.0042732	0.0106383	0.0183086	0.00802789	0.0090649	0.00364742	0.0305382	0.914733	3326	55930	0.000416677
GA, 03101	0.00777151	0.0157406	0.0240829	0.0527101	0.0549933	0.0354987	0.0264539	0.0750587	0.70769	1602	45551	0.000316906
GA, 03102	0.00137215	0.00184383	0	0.00482398	0.000814716	0.0052099	0.0420008	0.0211612	0.922773	2036	46642	0.000328106
GA, 03200	0.00966907	0.0190388	0.0195854	0.0124279	0.00546569	0.00481501	0.150749	0.0107232	0.767526	4029	76843	0.000558104
GA, 03300	0.00341006	0.00434906	0.00714136	0.0140727	0.0135414	0.0126147	0.0414149	0.0575756	0.84588	5312	80937	0.000536467
GA, 03400	0.0119778	0.0207151	0.0292883	0.0396254	0.0144527	0.0268681	0.111698	0.0337595	0.711616	4132	73135	0.000523221
GA, 03500	0.0188399	0.0205004	0.0106014	0.01033	0.00373605	0.0033848	0.2404	0.014082	0.678125	3668	62633	0.000462341
GA, 03600	0.0688125	0.0730625	0.0832247	0.0868892	0.0548724	0.0503202	0.0413857	0.0716269	0.469806	2874	52941	0.000389353
GA, 03700	0.0158044	0.00861013	0.00883974	0.00369279	0.00369279	0.00424767	0.199124	0.0134318	0.742557	3674	52264	0.000374805
GA, 03800	0.0233595	0.0138076	0.0154987	0.00908736	0.00616974	0.00367955	0.123005	0.0158704	0.789523	3472	53811	0.000381096
GA, 03900	0.0269212	0.0169195	0.0155026	0.0040215	0.0011877	0.00254209	0.101246	0.0140232	0.817636	2788	47992	0.000348247
GA, 04000	0.030128	0.0554941	0.078186	0.056284	0.0157523	0.0208865	0.0746993	0.0541852	0.614385	4248	88622	0.000655252
GA, 04001	0.0119767	0.0387947	0.0767439	0.124564	0.0573292	0.0532565	0.00956063	0.0926035	0.535171	2826	57946	0.000424461
GA, 04002	0.00691739	0.00316359	0.0133626	0.0263239	0.0127724	0.0291333	0.0379158	0.0556224	0.814789	1440	42357	0.000292983
GA, 04003	0.0303406	0.0104406	0.0236949	0.0415031	0.024676	0.032599	0.0192336	0.0517956	0.765716	2049	54020	0.000385232
GA, 04004	0.00541086	0.00365039	0.00572153	0.007249	0.0127634	0.0141873	0.00564387	0.0392482	0.906125	1317	38626	0.000277069
GA, 04005	0.0107738	0.0148394	0.0105705	0.00846998	0.00487871	0.00332023	0.028414	0.0163301	0.902403	1948	44274	0.000324834
GA, 04006	0.0195849	0.0291064	0.074003	0.121791	0.0531532	0.0416302	0.0137192	0.0639117	0.583101	3173	71943	0.000538727
GA, 04100	0.0130201	0.0136127	0.0130724	0.0335001	0.0057344	0.00765168	0.0522023	0.0667039	0.794503	2308	57373	0.000401138
GA, 04200	0.025347	0.0226457	0.0143153	0.00595257	0.00805538	0.00223222	0.309987	0.00537026	0.606095	4371	61822	0.000457265
GA, 04300	0.0276602	0.0238927	0.0231666	0.0266738	0.0142616	0.0126998	0.0408669	0.0194402	0.811338	3070	72993	0.000538321
GA, 04400	0.0127548	0.0142922	0.0531261	0.0484949	0.0257564	0.00569411	0.0333106	0.0393084	0.767263	2035	52686	0.000389526
GA, 04500	0.00563067	0.00942564	0.0145974	0.00573658	0.00458926	0.00510114	0.0355315	0.0168038	0.902584	2095	56654	0.000400838
GA, 04600	0.0388008	0.0436865	0.106488	0.129791	0.0479061	0.110454	0.00869289	0.0165926	0.497589	3458	63040	0.000464794
GA, 05001	0.0118123	0.0189807	0.0482734	0.0506311	0.0294594	0.0149798	0.0660633	0.0331984	0.726602	1820	41990	0.000308656
GA, 05002	0.0134899	0.04635	0.150999	0.0891782	0.0405484	0.0139773	0.0114146	0.0570099	0.577033	2668	63603	0.000477277
GA, 06001	0.0123066	0.019339	0.034785	0.0216998	0.0489251	0.0115783	0.0377486	0.0240356	0.789582	1316	39816	0.000286002
GA, 06002	0.0049505	0.0111026	0.014491	0.0334279	0.028982	0.00634432	0.0314332	0.00826685	0.861002	1611	41612	0.000298485
IA, 00100	0.0170547	0.0322482	0.0399973	0.0250237	0.0245161	0.00715688	0.0382377	0.0243131	0.791452	3765	59104	0.000434349
IA, 00200	0.0179574	0.0301946	0.037668	0.0157083	0.0259089	0.0149114	0.0129456	0.028831	0.815875	3420	56467	0.000421782
IA, 00400	0.0241588	0.0272501	0.0186016	0.0185301	0.0143845	0.0046638	0.050587	0.0171721	0.824652	3854	55963	0.000414253
IA, 00500	0.0374305	0.0303313	0.0469479	0.0549107	0.0274294	0.0330604	0.0368605	0.0322486	0.700781	2290	57894	0.000426406
IA, 00600	0.0189569	0.0397864	0.0277618	0.0168049	0.0237372	0.00614374	0.025117	0.0112361	0.830456	4317	60875	0.000455585
IA, 00700	0.0319527	0.0531174	0.0265293	0.0223405	0.0241924	0.0154619	0.0439166	0.0284988	0.75399	3695	68038	0.000502111
IA, 00800	0.0295723	0.038308	0.0193022	0.0297118	0.02129	0.012345	0.0419696	0.0195289	0.787972	2803	57351	0.000426075
IA, 00900	0.0325601	0.0408988	0.0474324	0.0538986	0.0290575	0.0262555	0.0214867	0.0574281	0.690982	2866	74232	0.000548464
IA, 01000	0.0160597	0.0450022	0.053762	0.0710452	0.0315642	0.0191133	0.0505028	0.0514898	0.661461	3291	97262	0.000711161
IA, 01100	0.0243308	0.0441193	0.0754601	0.129733	0.05443	0.030775	0.0445436	0.0963331	0.500275	1971	63623	0.000447027
IA, 01200	0.0216567	0.0372434	0.0305607	0.0221163	0.0115847	0.00815717	0.0321308	0.0148591	0.821691	3269	52224	0.000389075
IA, 01300	0.0375349	0.0303322	0.0531343	0.0992585	0.0733558	0.0423688	0.0435628	0.0375349	0.582918	2165	51925	0.000374992
IA, 01400	0.0123815	0.0230781	0.0258312	0.0292312	0.0280728	0.0129532	0.0462916	0.0366331	0.785527	3471	66470	0.000486391
IA, 01500	0.00850334	0.0149583	0.0386342	0.0674908	0.0902736	0.040635	0.012886	0.125883	0.600736	2412	83967	0.000577725
IA, 01600	0.00541039	0.00993383	0.040303	0.0283469	0.0470438	0.0190517	0.0474873	0.120111	0.682312	1582	56373	0.000382476
IA, 01700	0.0252397	0.0239971	0.0374833	0.048587	0.101004	0.0635096	0.0140334	0.0389425	0.647203	2959	87719	0.000642567
IA, 01800	0.0198988	0.0386327	0.0234126	0.00970114	0.0118973	0.00719947	0.0577294	0.0132913	0.818237	3967	52365	0.000389488
IA, 01900	0.0206892	0.0346153	0.0237839	0.0123613	0.0197851	0.00648493	0.030234	0.0187767	0.83327	4659	57518	0.000430685
IA, 02000	0.0338268	0.0303236	0.028459	0.0226956	0.0439974	0.0212265	0.0315667	0.0293442	0.75856	2369	53094	0.000392334
IA, 02100	0.022725	0.0289654	0.0352429	0.0198952	0.0219959	0.0184988	0.037665	0.0173496	0.797662	4933	80924	0.000602654
IA, 02200	0.0218407	0.0446733	0.021498	0.0128952	0.018432	0.00706981	0.0491641	0.0109113	0.813516	3145	55447	0.000413231
IA, 02300	0.0259264	0.0426925	0.0196054	0.0150046	0.0192945	0.0150667	0.0622358	0.0184656	0.781709	2558	48252	0.000359829
ID, 00100	0.0167233	0.0324491	0.0406783	0.0351922	0.0236589	0.00961628	0.12523	0.0284436	0.688008	4559	64162	0.000467287
ID, 00200	0.0326999	0.0392459	0.0323371	0.029374	0.0221174	0.021301	0.0756346	0.0206661	0.726624	2614	66147	0.000462717
ID, 00300	0.0173525	0.0232307	0.0171487	0.0092327	0.0111921	0.00863704	0.133898	0.0184811	0.760828	4675	63795	0.000465786
ID, 00400	0.0108085	0.0250192	0.00742692	0.00489596	0.0138788	0.0054146	0.0981267	0.0270937	0.807336	2225	48203	0.000332213
ID, 00500	0.0135627	0.031836	0.0199117	0.0100583	0.0101038	0.00500637	0.0872929	0.0277171	0.794511	1790	43944	0.00031244
ID, 00600	0.0176925	0.0378954	0.0216488	0.0132142	0.00867557	0.0110855	0.0480972	0.0207049	0.820986	1431	49795	0.000332055
ID, 00701	0.0133488	0.0451626	0.0147594	0.0157911	0.00193705	0.0286767	0.0333088	0.0277292	0.819286	1474	47495	0.000322214
ID, 00702	0.0336761	0.0556454	0.0289761	0.0357027	0.0233706	0.0536403	0.0679344	0.0650669	0.635987	1808	46383	0.00034041
ID, 00800	0.0277525	0.0607202	0.0415977	0.0515728	0.0386382	0.0580712	0.0359065	0.0576573	0.628084	2018	48320	0.000347248
ID, 00900	0.0195579	0.0406862	0.0262438	0.0115634	0.0133955	0.00521069	0.0831331	0.0182493	0.78196	2053	42029	0.000302006
ID, 01000	0.0446572	0.0463146	0.0434653	0.0183992	0.0164997	0.0040225	0.101959	0.0251965	0.699486	2911	53698	0.000391635
ID, 01100	0.0221312	0.0443731	0.0300432	0.0343587	0.0311128	0.0437645	0.103371	0.022205	0.66864	2842	54222	0.000383566
ID, 01200	0.0149097	0.0742691	0.030728	0.0191497	0.0199418	0.0202213	0.0571462	0.0536517	0.709983	2250	42925	0.000306143
ID, 01300	0.0430673	0.0460592	0.0295183	0.0198948	0.0143685	0.0120055	0.109974	0.0273839	0.697728	3372	52476	0.000383919
IL, 00104	0.0344642	0.0365568	0.0247622	0.00756183	0.0127774	0.0166297	0.0376982	0.0204819	0.809068	4631	63080	0.000471295
IL, 00105	0.0338724	0.035127	0.0445586	0.041188	0.0255441	0.0428507	0.0273428	0.0466747	0.702842	3516	66160	0.000493935
IL, 00202	0.0221445	0.0319905	0.0257797	0.0140113	0.0136416	0.0213065	0.0382137	0.0181271	0.814785	6465	81149	0.000606197
IL, 00300	0.0335002	0.0373724	0.0190675	0.00573004	0.00752924	0.0146478	0.0641647	0.0209059	0.797082	3764	51134	0.000381696
IL, 00401	0.0313549	0.0336034	0.0169095	0.0061909	0.00817753	0.00985616	0.0733052	0.00974836	0.810854	5166	64934	0.000483622
IL, 00501	0.0183954	0.0332672	0.0178825	0.00810587	0.00830438	0.00956162	0.110323	0.00848635	0.785674	4956	60450	0.000447163
IL, 00600	0.0370411	0.0464164	0.0321782	0.0286515	0.0203715	0.0219925	0.062604	0.0192763	0.731469	2985	45652	0.000341131
IL, 00700	0.0181068	0.0173857	0.0154629	0.0037856	0.0143813	0.00530786	0.151865	0.00510756	0.768598	3656	49926	0.000366819
IL, 00800	0.024534	0.0216826	0.011376	0.00721764	0.00827207	0.0128908	0.170728	0.00666815	0.73663	5198	67335	0.000501969
IL, 00900	0.0510975	0.0537637	0.0313951	0.0224929	0.0243569	0.0200413	0.104827	0.0134776	0.678548	5404	88517	0.000656651
IL, 01001	0.032906	0.0231556	0.0270529	0.0112923	0.00986466	0.00823721	0.124272	0.0122487	0.750971	5909	70048	0.000518499
IL, 01104	0.0550225	0.0451868	0.0562576	0.0325496	0.00528686	0.0222621	0.0514829	0.0471449	0.684807	2348	66391	0.000488066
IL, 01105	0.0348779	0.0404866	0.0795617	0.0218033	0.0207262	0.0313864	0.0660228	0.0139846	0.691151	2155	53845	0.000400509
IL, 01204	0.0386649	0.0452931	0.0378955	0.0230017	0.0106723	0.0194311	0.0222126	0.0363371	0.766492	2238	50692	0.000375654
IL, 01205	0.0359971	0.0701019	0.0199272	0.0137263	0.0072198	0.0216448	0.0330131	0.0123581	0.786012	2949	68700	0.000511404
IL, 01300	0.0333562	0.0382943	0.0401692	0.0282547	0.0120235	0.0373568	0.0434285	0.0469603	0.720157	4935	91737	0.000680189
IL, 01500	0.0155382	0.0299651	0.0455231	0.02423	0.0294491	0.0364542	0.0259168	0.0158954	0.777028	2915	50392	0.000377741
