Dependency=Geometry Wall Type	Dependency=State	Dependency=Vintage ACS	Option=Aluminum, Light	Option=Brick, Light	Option=Brick, Medium/Dark	Option=Fiber-Cement, Light	Option=None	Option=Shingle, Asbestos, Medium	Option=Shingle, Composition, Medium	Option=Stucco, Light	Option=Stucco, Medium/Dark	Option=Vinyl, Light	Option=Wood, Medium/Dark	source_count	source_weight	sampling_probability
Steel Frame	MD	2000-09	0.293672	0.000315607	0.131924	0.0890011	0	0.00205144	0.0325075	0.0124665	0	0.394982	0.0430803	6337	6337	5.623e-05
Void	MD	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MD	2000-09	0.00104794	0	0.619073	0	0	0.000261986	0	0.0172911	0	0.350537	0.0117894	3817	3817	0.0019978
Brick	MD	2010s	0.00232558	0	0	0	0.823256	0	0	0.00465116	0	0.162791	0.00697674	430	430	3.92947e-05
Concrete	MD	2010s	0	0	0.6875	0	0.25	0	0	0	0	0.0625	0	16	16	1.08442e-05
Steel Frame	MD	2010s	0.411473	0	0.0771955	0.0439093	0	0.00424929	0.0205382	0.0269122	0	0.355524	0.0601983	1412	1412	2.94176e-05
Void	MD	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MD	2010s	0.000770416	0	0.600924	0	0	0.0115562	0	0.0188752	0	0.35208	0.0157935	2596	2596	0.000485391
Brick	MD	<1940	0.00123762	0	0	0	0.957302	0.000618812	0	0.00618812	0	0.0315594	0.00309406	1616	1616	0.00015787
Concrete	MD	<1940	0.00558767	0.000481696	0.0828516	0.016185	0.406647	0.0127168	0.00539499	0.152216	0	0.295954	0.0219653	10380	10380	1.23265e-07
Steel Frame	MD	<1940	0.438547	0	0.134777	0.00139665	0	0.0439944	0.0272346	0.000698324	0	0.192039	0.161313	1432	1432	4.48175e-05
Void	MD	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MD	<1940	0.000172837	0	0.839365	0	0	0.0253033	0	0.0199108	0	0.0976874	0.0175602	28929	28929	0.00190727
Brick	ME	1940-59	0	0	0	0	0.136574	0.0393519	0	0	0	0.219907	0.604167	432	432	4.30635e-05
Concrete	ME	1940-59	0	0	0.104009	0.00055104	0.194793	0.0261744	0	0	0	0.298939	0.375534	7259	7259	0.000467855
Steel Frame	ME	1940-59	0.0118443	0	0.0846024	0	0	0.0186125	0	0.0135364	0	0.509306	0.362098	1182	1182	4.10571e-06
Void	ME	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ME	1940-59	0	0	0.0141593	0.00265487	0	0.0300885	0	0	0	0.543363	0.409735	1130	1130	0.000100121
Brick	ME	1960-79	0	0	0	0	0.161702	0.00425532	0	0	0	0.259574	0.574468	235	235	2.6963e-05
Concrete	ME	1960-79	0	0	0.0538156	8.82223e-05	0.226026	0.00476401	0	0	0.000441112	0.306131	0.408734	11335	11335	0.00096626
Steel Frame	ME	1960-79	0.00917431	0	0.0183486	0	0	0	0	0	0	0.880734	0.0917431	109	109	7.07888e-05
Void	ME	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ME	1960-79	0	0	0.0250569	0.00113895	0	0.0022779	0	0	0	0.48861	0.482916	878	878	0.000129848
Brick	ME	1980-99	0	0	0	0	0.102473	0	0	0	0	0.240283	0.657244	283	283	2.50336e-05
Concrete	ME	1980-99	6.83107e-05	0	0.0394153	0	0.101988	0.0012979	0	0	0.000136621	0.38698	0.470114	14639	14639	0.00127956
Steel Frame	ME	1980-99	0	0	0.0448718	0	0	0	0	0	0	0.891026	0.0641026	156	156	7.95022e-05
Void	ME	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ME	1980-99	0	0	0.0168651	0	0	0	0	0	0	0.386905	0.59623	1008	1008	0.000131109
Brick	ME	2000-09	0	0	0	0	0.0837696	0.0052356	0	0	0	0.387435	0.52356	191	191	1.41089e-05
Concrete	ME	2000-09	0	0	0.00935465	0	0.0741267	0.000473653	0	0	0.00035524	0.589224	0.326465	8445	8445	0.000638941
Steel Frame	ME	2000-09	0	0	0.0149254	0	0	0	0	0	0.0149254	0.850746	0.119403	67	67	1.52647e-05
Void	ME	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ME	2000-09	0	0	0.00584795	0	0	0	0	0	0.00584795	0.855263	0.133041	684	684	6.18271e-05
Brick	ME	2010s	0	0	0	0	0.0571429	0.0285714	0	0	0	0.257143	0.657143	35	35	1.99174e-06
Concrete	ME	2010s	0.000533049	0	0.00586354	0	0.102878	0.000533049	0	0	0.000533049	0.570362	0.319296	1876	1876	0.000120538
Steel Frame	ME	2010s	0.0246914	0	0.0987654	0	0	0.00308642	0	0.234568	0.00308642	0.462963	0.17284	324	324	2.26523e-06
Void	ME	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ME	2010s	0	0	0.00793651	0	0	0	0	0	0	0.873016	0.119048	126	126	1.14728e-05
Brick	ME	<1940	0	0	0	0.000318505	0.0746364	0.0394946	0	0	0	0.317231	0.568319	9419	9419	0.000487033
Concrete	ME	<1940	0	0	0.071658	0.000370645	0.162837	0.0369409	0	0	0.000123548	0.29108	0.43699	8094	8094	0.000401148
Steel Frame	ME	<1940	0.00172861	0	0.625756	0.00259291	0	0.00950735	0	0.0172861	0	0.153846	0.189283	1157	1157	1.08286e-05
Void	ME	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	ME	<1940	0.000175285	0	0.177914	0.00631025	0	0.0624014	0	0	0	0.344435	0.408764	5705	5705	0.000368636
Brick	MI	1940-59	0	0	0	0	0.916177	7.57665e-05	0	6.7348e-05	0	0.0810112	0.00266866	118786	118786	0.00617202
Concrete	MI	1940-59	0	0	0.0727634	0	0.882704	0	0	0.000397614	0	0.0300199	0.0141153	5030	5030	0.000246494
Steel Frame	MI	1940-59	0.727273	0	0	0	0	0	0	0	0	0.0909091	0.181818	11	11	6.44657e-05
Void	MI	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MI	1940-59	0	0.000261383	0.765644	0	0	0.00256156	0.000261383	0.000209107	0	0.10011	0.130953	19129	19129	0.00133471
Brick	MI	1960-79	0	0	0	0	0.715013	3.62325e-05	0	4.52907e-05	0	0.272876	0.0120292	110398	110398	0.00770711
Concrete	MI	1960-79	0	0	0.243222	0	0.727273	0	0	0	0	0.0291069	0.000398724	2508	2508	0.000147434
Steel Frame	MI	1960-79	0.812903	0	0.0322581	0	0	0	0	0.00322581	0	0.0645161	0.0870968	310	310	0.000222156
Void	MI	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MI	1960-79	0	0	0.356547	0.00012639	0	0.00101112	0	0.00012639	0	0.136122	0.506067	7912	7912	0.00127033
Brick	MI	1980-99	0	0	0	0	0.570294	0	0	6.39468e-05	0	0.419987	0.00965597	62552	62552	0.00537207
Concrete	MI	1980-99	0	0	0.0889488	0	0.58221	0	0	0	0	0.328841	0	371	371	3.09743e-05
Steel Frame	MI	1980-99	0.214286	0	0	0	0	0	0	0	0	0.5	0.285714	14	14	9.17934e-05
Void	MI	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MI	1980-99	0.000112816	0.000676895	0.212658	0	0	0	0	0.000338448	0	0.149368	0.636846	8864	8864	0.00240368
Brick	MI	2000-09	0	0	0	0	0.313523	0	0	0.000108749	0	0.68626	0.000108749	18391	18391	0.00229211
Concrete	MI	2000-09	0	0	0.0275862	0	0.717241	0	0	0.00689655	0	0.248276	0	145	145	1.60762e-05
Steel Frame	MI	2000-09	0.5	0	0	0	0	0	0	0	0	0.5	0	12	12	2.66399e-05
Void	MI	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MI	2000-09	0.000175101	0	0.489932	0	0	0	0.000175101	0.0010506	0	0.107687	0.400981	5711	5711	0.0011342
Brick	MI	2010s	0	0	0	0	0.211805	0	0.000467217	0.00202461	0	0.773556	0.0121476	6421	6421	0.000393974
Concrete	MI	2010s	0	0	0.0833333	0	0.666667	0	0	0	0	0.0833333	0.166667	24	24	2.79078e-06
Steel Frame	MI	2010s	0.788462	0	0.0769231	0	0	0	0	0	0	0.0769231	0.0576923	52	52	8.48209e-06
Void	MI	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MI	2010s	0	0	0.452769	0	0	0	0	0.00162866	0	0.390879	0.154723	614	614	0.000131976
Brick	MI	<1940	0	0	0	3.44459e-05	0.88998	0.000103338	0	0	0	0.108229	0.0016534	29031	29031	0.00299925
Concrete	MI	<1940	0	0.00130548	0.181462	0	0.77154	0	0	0.00652742	0	0.0287206	0.0104439	766	766	7.47673e-05
Steel Frame	MI	<1940	0.208333	0	0	0	0	0.0416667	0	0	0	0.416667	0.333333	24	24	0.000105343
Void	MI	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MI	<1940	0	0.00638271	0.298344	0.00012639	0	0.00587715	0.000758342	0.002591	0	0.199128	0.486792	15824	15824	0.00186812
Brick	MN	1940-59	0.0259338	0	0	0	0.644679	0.000140944	0.00295983	0.0345314	0	0.00620155	0.285553	7095	7095	0.000136796
Concrete	MN	1940-59	0.00352113	0	0.0176056	0	0.883803	0	0.00352113	0.0633803	0	0.0140845	0.0140845	284	284	3.25647e-05
Steel Frame	MN	1940-59	0.818182	0	0.0191388	0.00717703	0	0	0	0.00239234	0	0.0789474	0.0741627	418	418	4.91005e-05
Void	MN	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MN	1940-59	0.203344	0	0.0324882	0.000350159	0	0.00826157	0.0326852	0.0907241	0	0.284089	0.348058	91387	91387	0.00240165
Brick	MN	1960-79	0.0291042	0	0	0	0.699373	0	0.0125479	0.0179505	0.000174277	0.00348554	0.237365	5738	5738	0.000192076
Concrete	MN	1960-79	0.00305277	0	0.00392499	0	0.916267	0	0.00043611	0.067597	0	0.00261666	0.00610554	2293	2293	0.00023166
Steel Frame	MN	1960-79	0.658802	0	0.130672	0.00362976	0	0	0.0108893	0	0	0.128857	0.0671506	551	551	0.000204484
Void	MN	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MN	1960-79	0.179873	0	0.0346794	0.000136614	0	0.000662577	0.0726103	0.0502466	0	0.322928	0.338864	146398	146398	0.00381687
Brick	MN	1980-99	0.00498504	0	0	0	0.894317	0	0.000997009	0.0275839	0	0.0112994	0.0608175	3009	3009	7.66594e-05
Concrete	MN	1980-99	0.00122951	0	0.0192623	0	0.964344	0.000409836	0	0.0045082	0	0.00532787	0.00491803	2440	2440	0.000131443
Steel Frame	MN	1980-99	0.486711	0.00332226	0.0598007	0.00664452	0	0	0.00830565	0.0664452	0	0.337209	0.0315615	602	602	9.9351e-05
Void	MN	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MN	1980-99	0.158459	0	0.0378939	8.30747e-05	0	5.34052e-05	0.0521294	0.0345235	0	0.480029	0.236828	168523	168523	0.00444119
Brick	MN	2000-09	0.0140105	0	0	0	0.929947	0	0.00467017	0.0169294	0	0.0297723	0.00467017	1713	1713	3.07481e-05
Concrete	MN	2000-09	0.00109769	0	0.00109769	0	0.982071	0	0	0.00475668	0	0.00804976	0.00292719	2733	2733	7.19518e-05
Steel Frame	MN	2000-09	0.538462	0.0034965	0.020979	0	0	0	0.00699301	0	0	0.405594	0.0244755	286	286	6.60137e-05
Void	MN	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MN	2000-09	0.133313	0	0.0431155	0.000110808	0	6.64849e-05	0.0254083	0.0247546	0	0.69315	0.0800811	90246	90246	0.00241405
Brick	MN	2010s	0.0647482	0	0	0	0.669065	0	0.028777	0.0215827	0	0.172662	0.0431655	139	139	1.29722e-06
Concrete	MN	2010s	0.00411523	0	0.00137174	0	0.978052	0	0.00137174	0.00137174	0	0.0109739	0.00274348	729	729	3.77748e-05
Steel Frame	MN	2010s	0.688172	0	0.0215054	0	0	0	0	0.0107527	0	0.236559	0.0430108	93	93	1.95629e-05
Void	MN	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MN	2010s	0.128389	0	0.0473147	4.28964e-05	0	0.000257378	0.0562371	0.00960879	0.000128689	0.655499	0.102522	23312	23312	0.000463796
Brick	MN	<1940	0.00800221	0	0	0.000137969	0.92867	0.000137969	0.000965784	0.0395971	0	0.00717439	0.0153146	7248	7248	0.000323178
Concrete	MN	<1940	0.00229226	0	0.00515759	0	0.961032	0	0.00114613	0.0223496	0	0.00401146	0.00401146	1745	1745	4.61416e-05
Steel Frame	MN	<1940	0.920099	0	0.0156507	0.00329489	0	0.00164745	0	0.00164745	0	0.0321252	0.0255354	1214	1214	6.82003e-05
Void	MN	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MN	<1940	0.161516	0	0.0263151	0.000919613	0	0.0149083	0.0429035	0.0733922	8.84244e-06	0.345677	0.334359	113091	113091	0.00253065
Brick	MO	1940-59	0.00052458	0	0	0	0.989658	0.00014988	7.494e-05	0.00322242	0	0.000899281	0.00547062	13344	13344	0.000487278
Concrete	MO	1940-59	0.03125	0	0.432292	0	0.291667	0	0	0.213542	0	0.0104167	0.0208333	192	192	2.41695e-05
Steel Frame	MO	1940-59	0.747899	0	0.0441176	0.00630252	0	0	0	0.00630252	0	0.102941	0.092437	476	476	2.84831e-05
Void	MO	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MO	1940-59	0.0223604	0	0.343179	0.00135618	0	0.0617558	0.0110148	0.0263297	0	0.315626	0.218378	30232	30232	0.00262507
Brick	MO	1960-79	0.00174313	0	0	7.9233e-05	0.973932	7.9233e-05	7.9233e-05	0.00356549	0	0.00253546	0.0179859	12621	12621	0.000412458
Concrete	MO	1960-79	0.0138408	0	0.525952	0	0.418685	0	0	0.0276817	0	0.00692042	0.00692042	289	289	5.15509e-05
Steel Frame	MO	1960-79	0.692308	0	0.153846	0	0	0	0	0	0	0.153846	0	13	13	7.37935e-05
Void	MO	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MO	1960-79	0.0133757	0	0.587702	0.000472429	0	0.00857754	0.00438473	0.00417805	0	0.196147	0.185163	67735	67735	0.00500812
Brick	MO	1980-99	0.00435789	0	0	0	0.96895	0.000136184	0.000272368	0.00204276	0	0.00640065	0.0178401	7343	7343	0.000274003
Concrete	MO	1980-99	0.0169492	0	0.118644	0	0.70339	0	0	0.101695	0	0.0254237	0.0338983	118	118	1.09329e-05
Steel Frame	MO	1980-99	0.7	0	0.05	0	0	0	0	0	0	0.15	0.1	20	20	2.66922e-05
Void	MO	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MO	1980-99	0.0157657	4.08438e-05	0.549166	0.000163375	0	0.00324708	0.00208304	0.010599	0	0.250863	0.168072	48967	48967	0.00524742
Brick	MO	2000-09	0.00217459	0	0	0	0.963653	0	0.000621311	0.00590245	0	0.0164647	0.0111836	3219	3219	0.000108761
Concrete	MO	2000-09	0.00555556	0	0.0944444	0	0.811111	0	0	0.0611111	0	0.0166667	0.0111111	180	180	3.45437e-05
Steel Frame	MO	2000-09	0.923077	0	0	0	0	0	0	0	0	0.0384615	0.0384615	26	26	1.44745e-05
Void	MO	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MO	2000-09	0.0341578	0	0.461673	0	0	0.00108363	0.00155477	0.0105065	0	0.384782	0.106243	21225	21225	0.00272568
Brick	MO	2010s	0.00233918	0	0	0	0.962573	0	0.00116959	0.00467836	0	0.0163743	0.0128655	855	855	2.88717e-05
Concrete	MO	2010s	0	0	0.166667	0	0.722222	0	0	0.0555556	0	0.0277778	0.0277778	36	36	6.2869e-06
Steel Frame	MO	2010s	0.769231	0	0.0769231	0	0	0	0	0	0	0.0769231	0.0769231	13	13	8.291e-06
Void	MO	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MO	2010s	0.0606883	0.00016952	0.442278	0.00016952	0	0.00271232	0.00695033	0.0125445	0	0.36057	0.113918	5899	5899	0.000560372
Brick	MO	<1940	0.000139037	0	0	0	0.997312	0.000123588	1.54485e-05	0.000509802	0	0.000432559	0.00146761	64731	64731	0.00111867
Concrete	MO	<1940	0.00833333	0	0.454167	0	0.3	0.00416667	0	0.1875	0	0.0208333	0.025	240	240	1.01864e-05
Steel Frame	MO	<1940	0.68	0	0.04	0	0	0	0	0	0	0.08	0.2	25	25	6.19542e-05
Void	MO	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MO	<1940	0.0299982	0	0.0934478	0.00225212	0	0.0710468	0.0166056	0.0406282	0	0.427482	0.318539	33302	33302	0.00161092
Brick	MS	1940-59	0	0	0	0	0.930023	0	0	0	0	0.0316027	0.0383747	443	443	1.15402e-05
Concrete	MS	1940-59	0	0	0.0248927	0	0.626609	0.181974	0.00257511	0.115021	0	0.016309	0.032618	1165	1165	3.19946e-05
Steel Frame	MS	1940-59	0.181818	0	0	0	0	0	0	0.0454545	0	0	0.772727	22	22	1.00199e-05
Void	MS	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MS	1940-59	0.000140331	0.0182781	0.0874965	0	0	0.540661	0.00087707	0.00985827	0	0.0133315	0.329357	28504	28504	0.000970366
Brick	MS	1960-79	0	0	0	0	0.965915	0	0.000501253	0	0	0.0130326	0.0205514	1995	1995	0.000166654
Concrete	MS	1960-79	0	0.000879507	0.0483729	0	0.7854	0.0167106	0.00175901	0.0923483	0	0.0202287	0.0343008	1137	1137	0.000139533
Steel Frame	MS	1960-79	0.206897	0	0.310345	0	0	0	0	0.0172414	0	0	0.465517	58	58	6.67523e-05
Void	MS	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MS	1960-79	0.000332917	0.0120266	0.622638	0	0	0.230587	0.000416146	0.00436954	0	0.00786517	0.121764	24030	24030	0.00258667
Brick	MS	1980-99	0	0	0	0	0.901926	0	0	0	0	0.0481611	0.0499124	1142	1142	0.000172641
Concrete	MS	1980-99	0	0	0.34585	0	0.452569	0.0256917	0	0.136364	0	0.00988142	0.0296443	506	506	0.000248645
Steel Frame	MS	1980-99	0.1875	0	0.229167	0	0	0	0	0	0	0.0208333	0.5625	48	48	7.61445e-05
Void	MS	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MS	1980-99	0.000614109	0.0008444	0.864742	0	0	0.0123589	7.67636e-05	0.0304752	0	0.00437553	0.0865126	13027	13027	0.00272331
Brick	MS	2000-09	0	0	0	0	0.878924	0	0	0.00224215	0	0.100897	0.0179372	446	446	0.000119717
Concrete	MS	2000-09	0	0	0.115566	0	0.752358	0.00235849	0	0.115566	0	0.00943396	0.00471698	424	424	0.000240209
Steel Frame	MS	2000-09	0.8	0	0.0666667	0	0	0	0	0	0	0	0.133333	15	15	2.804e-05
Void	MS	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MS	2000-09	0.00374251	0.000249501	0.839072	0	0	0.00823353	0.000748503	0.0476547	0	0.0227046	0.0775948	4008	4008	0.00131701
Brick	MS	2010s	0	0	0	0	0.902256	0	0	0	0	0.0300752	0.0676692	133	133	2.35358e-05
Concrete	MS	2010s	0	0	0.09375	0	0.734375	0	0	0.140625	0	0.03125	0	64	64	1.40137e-05
Steel Frame	MS	2010s	1	0	0	0	0	0	0	0	0	0	0	11	11	6.43483e-06
Void	MS	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MS	2010s	0.0206782	0.00330852	0.813069	0	0	0.0165426	0.00082713	0.0173697	0	0.0355666	0.0926385	1209	1209	0.000346916
Brick	MS	<1940	0	0	0	0	0.926471	0	0	0	0	0.0343137	0.0392157	204	204	6.55202e-06
Concrete	MS	<1940	0	0	0.0427136	0	0.494975	0.203518	0.00251256	0.20603	0	0.0226131	0.0276382	398	398	1.0895e-05
Steel Frame	MS	<1940	0.0540541	0	0.0810811	0	0	0	0	0	0	0.027027	0.837838	37	37	8.74072e-06
Void	MS	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MS	<1940	0.000594354	0.010005	0.0838039	0	0	0.291431	0.00267459	0.0325904	0	0.0276374	0.551263	10095	10095	0.00039654
Brick	MT	1940-59	0	0	0	0.00289296	0.782064	0.00675024	0	0.0858245	0	0.0549662	0.0675024	1037	1037	1.72222e-05
Concrete	MT	1940-59	0	0	0.267943	0	0.550239	0.00478469	0	0.0813397	0	0.0239234	0.0717703	209	209	0
Steel Frame	MT	1940-59	0.162602	0	0.00813008	0	0	0	0	0	0	0.804878	0.0243902	246	246	1.175e-06
Void	MT	1940-59	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MT	1940-59	0.000207758	0	0.0172023	0.0947167	0	0.0924522	0	0.0516486	0	0.263354	0.480419	48133	48133	0.000503672
Brick	MT	1960-79	0	0	0	0.00438212	0.834356	0.000876424	0	0.0744961	0	0.0157756	0.0701139	1141	1141	1.67759e-05
Concrete	MT	1960-79	0	0	0.233696	0	0.679348	0	0	0.0217391	0	0.0217391	0.0434783	184	184	0
Steel Frame	MT	1960-79	1	0	0	0	0	0	0	0	0	0	0	11	11	1.03401e-05
Void	MT	1960-79	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MT	1960-79	0.000432927	0	0.0214237	0.0120972	0	0.00796586	0	0.0118251	0	0.266349	0.679906	80845	80845	0.000983208
Brick	MT	1980-99	0	0	0	0	0.688433	0.00186567	0	0.0802239	0	0.0541045	0.175373	536	536	6.34005e-06
Concrete	MT	1980-99	0	0	0.0638298	0	0.829787	0	0	0.0478723	0	0.0425532	0.0159574	188	188	0
Steel Frame	MT	1980-99	0.106192	0	0.00329046	0	0	0	0.000598265	0.00628178	0	0.25875	0.624888	3343	3343	3.91633e-06
Void	MT	1980-99	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MT	1980-99	0.00044688	0	0.00929248	0.00371962	0	0.000591459	0	0.0160614	0	0.175808	0.79408	76083	76083	0.000931791
Brick	MT	2000-09	0	0	0	0.00589391	0.261297	0	0	0.168959	0	0.0962672	0.467583	509	509	5.28235e-06
Concrete	MT	2000-09	0.00200803	0	0.829317	0	0.0923695	0	0.0140562	0.0441767	0	0.00401606	0.0140562	498	498	0
Steel Frame	MT	2000-09	0.0401606	0	0.0110442	0	0	0	0	0.0281124	0.00100402	0.468876	0.450803	996	996	1.14164e-06
Void	MT	2000-09	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MT	2000-09	0.000347546	0	0.00601804	0.00214015	0	0.000256087	0	0.0198833	0	0.270464	0.700891	54669	54669	0.000561171
Brick	MT	2010s	0	0	0	0.0026738	0.256684	0	0	0.254011	0	0.181818	0.304813	374	374	2.60021e-06
Concrete	MT	2010s	0.0367647	0	0.125	0	0.441176	0	0	0.0735294	0	0.0294118	0.294118	136	136	0
Steel Frame	MT	2010s	0.135714	0	0.0428571	0	0	0	0.00714286	0.0214286	0	0.535714	0.257143	140	140	1.47946e-06
Void	MT	2010s	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MT	2010s	0.000534978	0	0.00374485	0.00125877	0	0.000314693	0	0.00937785	0	0.181295	0.803474	31777	31777	0.000153088
Brick	MT	<1940	0	0	0	0.00187688	0.910285	0.00187688	0	0.0334084	0	0.0262763	0.0262763	2664	2664	3.47701e-05
Concrete	MT	<1940	0	0	0.0875	0	0.70625	0	0.003125	0.10625	0	0.03125	0.065625	320	320	0
Steel Frame	MT	<1940	0.0123457	0	0.111111	0	0	0	0	0.00411523	0	0.860082	0.0123457	243	243	3.24538e-06
Void	MT	<1940	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0.0909091	0	0	0
Wood Frame	MT	<1940	0.000192663	0	0.0167456	0.0629365	0	0.0743518	0	0.0935699	0	0.197367	0.554837	62285	62285	0.000451831
Brick	NC	1940-59	3.16606e-05	0	0	0	0.954124	0.0220674	6.33212e-05	0.00462245	0	0.0162419	0.00284945	31585	31585	0.00101466
