Dependency=PUMA	Option=In metro area, not/partially in principal city	Option=In metro area, principal city	Option=Not/partially in metro area	source_count	source_weight	sampling_probability
MN, 02300	0	0	1	3657	58352	0.000430978
MN, 02400	0	0	1	3878	55297	0.000410538
MN, 02500	1	0	0	2503	65380	0.000465756
MN, 02600	0	0	1	3851	50190	0.000371037
MO, 00100	0	0	1	5973	55241	0.000412504
MO, 00200	1	0	0	3023	50413	0.000375886
MO, 00300	0	0	1	4906	60323	0.000447987
MO, 00400	0	0	1	3586	62229	0.000456448
MO, 00500	1	0	0	3451	65074	0.000480763
MO, 00600	1	0	0	2697	77314	0.00055005
MO, 00700	0	0	1	5093	60139	0.000448139
MO, 00800	0	0	1	4154	60850	0.00045009
MO, 00901	1	0	0	1911	43457	0.000315332
MO, 00902	1	0	0	2047	49727	0.00036176
MO, 00903	1	0	0	2293	46460	0.00033882
MO, 01001	0	1	0	4475	96091	0.000708064
MO, 01002	1	0	0	2264	59796	0.000445594
MO, 01003	1	0	0	2441	53313	0.000385293
MO, 01004	1	0	0	1767	42922	0.0003054
MO, 01005	1	0	0	3132	71035	0.000523739
MO, 01100	1	0	0	2926	49670	0.000363126
MO, 01200	0	0	1	3994	59679	0.000444498
MO, 01300	0	0	1	2818	58381	0.000431616
MO, 01400	0	0	1	3899	89468	0.000660861
MO, 01500	0	0	1	2742	52483	0.000387898
MO, 01600	1	0	0	1902	45136	0.000330006
MO, 01701	1	0	0	2060	44205	0.000320564
MO, 01702	1	0	0	2432	53474	0.000377531
MO, 01703	1	0	0	2625	56594	0.000409473
MO, 01801	1	0	0	1661	54085	0.000400583
MO, 01802	1	0	0	1979	55054	0.000414306
MO, 01803	1	0	0	2403	50640	0.000397574
MO, 01804	1	0	0	2182	49865	0.00036811
MO, 01805	1	0	0	2453	53294	0.000399946
MO, 01806	1	0	0	1995	48191	0.000355184
MO, 01807	1	0	0	3392	72670	0.000539561
MO, 01808	1	0	0	2412	57144	0.00041667
MO, 01901	0	1	0	3255	76884	0.000570842
MO, 01902	0	1	0	4146	99862	0.000746858
MO, 02001	1	0	0	1884	44804	0.000330832
MO, 02002	1	0	0	1842	46170	0.000335997
MO, 02100	0	0	1	2612	58618	0.000431106
MO, 02200	0	0	1	2899	57094	0.000419477
MO, 02300	0	0	1	3512	50677	0.000377959
MO, 02400	0	0	1	3046	53211	0.000395104
MO, 02500	0	0	1	3487	60571	0.000450008
MO, 02601	1	0	0	3314	65547	0.000477828
MO, 02602	1	0	0	2248	58729	0.000421866
MO, 02603	1	0	0	2174	58176	0.00042486
MO, 02700	0	0	1	3853	79562	0.000584369
MO, 02800	1	0	0	3891	76075	0.000568492
MS, 00100	1	0	0	3306	67168	0.000480588
MS, 00200	0	0	1	3582	68598	0.000506764
MS, 00300	0	0	1	2930	51413	0.000379849
MS, 00400	0	0	1	3820	67115	0.000488252
MS, 00500	0	0	1	3375	61682	0.000454315
MS, 00600	0	0	1	4287	81598	0.000603855
MS, 00700	0	0	1	3418	58566	0.000433589
MS, 00800	0	0	1	3819	52150	0.000390989
MS, 00900	1	0	0	2042	43121	0.000310668
MS, 01000	1	0	0	2248	46071	0.000339899
MS, 01100	0	1	0	2887	57321	0.0004381
MS, 01200	0	0	1	2357	45491	0.000333053
MS, 01300	1	0	0	3151	72658	0.000526738
MS, 01400	0	0	1	2828	54370	0.000401348
MS, 01500	0	0	1	2778	52805	0.000391807
MS, 01600	0	0	1	4404	86593	0.000636268
MS, 01700	0	0	1	2427	58364	0.000430527
MS, 01800	0	0	1	3328	75276	0.000557275
MS, 01900	0	0	1	2377	67640	0.000486436
MS, 02000	1	0	0	4030	92687	0.000673627
MS, 02100	1	0	0	2644	62121	0.000458924
MT, 00100	0	0	1	2842	65773	0.000481926
MT, 00200	0	0	1	4172	99923	0.000725824
MT, 00300	0	0	1	3853	80295	0.000588121
MT, 00400	0	0	1	4482	71165	0.000523167
MT, 00500	0	0	1	3617	72722	0.00050735
MT, 00600	0	0	1	4845	72209	0.000511577
MT, 00700	1	0	0	1565	48093	0.000351085
NC, 00100	0	0	1	5313	85829	0.000632312
NC, 00200	0	0	1	3956	75914	0.000561337
NC, 00300	1	0	0	2967	66358	0.000491378
NC, 00400	0	0	1	2662	53628	0.000391396
NC, 00500	0	0	1	2523	55434	0.000402251
NC, 00600	0	0	1	3937	53479	0.000396861
NC, 00700	0	0	1	2741	57068	0.000417293
NC, 00800	0	0	1	3655	68071	0.000504301
NC, 00900	1	0	0	3073	68035	0.000503604
NC, 01000	0	0	1	2376	44486	0.000329277
NC, 01100	1	0	0	2851	75427	0.000527504
NC, 01201	0	1	0	3019	62016	0.000430356
NC, 01202	1	0	0	2916	68682	0.000485169
NC, 01203	1	0	0	1632	47467	0.000329023
NC, 01204	1	0	0	1653	49246	0.000341236
NC, 01205	1	0	0	1905	46546	0.000331891
NC, 01206	1	0	0	2452	52801	0.000368823
NC, 01207	1	0	0	3145	57375	0.000414577
NC, 01208	1	0	0	2229	47433	0.000310423
NC, 01301	1	0	0	2870	77340	0.000540883
NC, 01302	1	0	0	2460	58708	0.000421168
NC, 01400	1	0	0	3146	58249	0.00042393
NC, 01500	0	0	1	2704	56733	0.000407536
NC, 01600	1	0	0	4200	70676	0.000512035
NC, 01701	1	0	0	3250	63880	0.000476401
NC, 01702	1	0	0	2199	54058	0.000394016
NC, 01703	1	0	0	2105	50105	0.000363508
NC, 01704	1	0	0	3104	60321	0.000444032
NC, 01801	1	0	0	2422	48154	0.000359832
NC, 01802	1	0	0	2699	57496	0.000418397
NC, 01803	1	0	0	3379	59252	0.000428996
NC, 01900	1	0	0	2445	47647	0.000349524
NC, 02000	1	0	0	2558	54532	0.000404136
NC, 02100	0	0	1	3001	62639	0.000461958
NC, 02201	1	0	0	3008	64620	0.000444168
NC, 02202	1	0	0	2599	59039	0.000426483
NC, 02300	0	0	1	3460	64842	0.000479907
NC, 02400	0	0	1	3544	75208	0.000550807
NC, 02500	0	0	1	3564	77172	0.000562345
NC, 02600	0	0	1	3671	68437	0.000507929
NC, 02700	0	0	1	2928	57338	0.000412663
NC, 02800	1	0	0	3219	68886	0.000511021
NC, 02900	1	0	0	3576	62723	0.000445661
NC, 03001	1	0	0	2748	44886	0.000330088
NC, 03002	1	0	0	2766	48003	0.000347098
NC, 03101	0	1	0	3074	58830	0.000400455
NC, 03102	1	0	0	2462	51295	0.000370143
NC, 03103	0	1	0	2011	48524	0.000350431
NC, 03104	1	0	0	3327	67460	0.000489626
NC, 03105	1	0	0	2584	53446	0.000374243
NC, 03106	1	0	0	2905	64581	0.00045484
NC, 03107	1	0	0	2356	50834	0.000357555
NC, 03108	1	0	0	2423	50313	0.000350416
NC, 03200	1	0	0	2736	59091	0.000426526
NC, 03300	0	0	1	2517	48151	0.00034342
NC, 03400	1	0	0	2933	61641	0.000453939
NC, 03500	1	0	0	3314	74821	0.00054838
NC, 03600	1	0	0	2923	62411	0.000460231
NC, 03700	0	0	1	2937	63531	0.000460417
NC, 03800	0	0	1	4087	51828	0.00036995
NC, 03900	0	0	1	2988	53701	0.000395387
NC, 04000	1	0	0	2374	54265	0.000399367
NC, 04100	0	0	1	2234	51037	0.000369776
NC, 04200	1	0	0	3012	79384	0.000576087
NC, 04300	1	0	0	2134	47146	0.000344898
NC, 04400	0	0	1	6009	84034	0.000614792
NC, 04500	1	0	0	2362	60836	0.000439212
NC, 04600	1	0	0	2570	53454	0.000377845
NC, 04700	1	0	0	3683	86607	0.000620098
NC, 04800	1	0	0	4991	89368	0.000613492
NC, 04900	0	0	1	2785	49845	0.000367929
NC, 05001	1	0	0	3275	56042	0.000412308
NC, 05002	1	0	0	2364	43833	0.000321433
NC, 05003	1	0	0	2670	46446	0.000342796
NC, 05100	0	0	1	3940	47636	0.000351895
NC, 05200	0	0	1	3201	57777	0.000420288
NC, 05300	0	0	1	2360	47429	0.000348525
NC, 05400	1	0	0	2699	45253	0.000312515
ND, 00100	0	0	1	5721	110735	0.00075901
ND, 00200	0	0	1	4633	63262	0.000468804
ND, 00300	0	0	1	2656	64488	0.000452912
ND, 00400	0	0	1	3118	52691	0.000381599
ND, 00500	1	0	0	2515	81887	0.000565999
NE, 00100	0	0	1	3287	55077	0.000410417
NE, 00200	0	0	1	5609	80860	0.000598712
NE, 00300	0	0	1	3077	49655	0.000364536
NE, 00400	0	0	1	3188	52501	0.000388783
NE, 00500	0	0	1	3315	53041	0.000390411
NE, 00600	0	0	1	4868	65101	0.000484334
NE, 00701	0	0	1	2656	46563	0.000342894
NE, 00702	1	0	0	2578	69059	0.000493568
NE, 00801	1	0	0	2383	71500	0.000515065
NE, 00802	1	0	0	2248	59599	0.000425115
NE, 00901	1	0	0	2851	77591	0.000547337
NE, 00902	1	0	0	2438	63148	0.000458151
NE, 00903	1	0	0	1589	46604	0.000346814
NE, 00904	0	1	0	1735	47177	0.000351797
NH, 00100	0	0	1	5581	74507	0.000548359
NH, 00200	0	0	1	3851	85755	0.000627839
NH, 00300	0	0	1	2770	67035	0.00049025
NH, 00400	0	0	1	2703	49520	0.000365595
NH, 00500	0	0	1	3563	58240	0.000430331
NH, 00600	1	0	0	2475	46005	0.00033821
NH, 00700	0	0	1	2447	60200	0.000444714
NH, 00800	0	1	0	2130	49445	0.000367479
NH, 00900	1	0	0	2223	55645	0.000402676
NH, 01000	1	0	0	3889	88376	0.000644121
NJ, 00101	1	0	0	3103	63448	0.000467648
NJ, 00102	1	0	0	2961	59421	0.00045027
NJ, 00301	1	0	0	1746	45530	0.000338863
NJ, 00302	1	0	0	2224	49154	0.000363433
NJ, 00303	1	0	0	2782	62381	0.000462768
NJ, 00304	1	0	0	2004	46004	0.00034725
NJ, 00305	1	0	0	2142	38080	0.00028035
NJ, 00306	1	0	0	2070	39050	0.000290843
NJ, 00307	1	0	0	2108	40457	0.000303094
NJ, 00308	1	0	0	2070	37172	0.000276535
NJ, 00400	1	0	0	2183	49724	0.000371795
NJ, 00501	1	0	0	2031	46680	0.000355341
NJ, 00502	1	0	0	1740	40379	0.000301098
NJ, 00503	1	0	0	1967	40081	0.000297728
NJ, 00601	0	1	0	3285	65641	0.000478323
NJ, 00602	0	1	0	1841	45571	0.000337964
NJ, 00701	1	0	0	2231	57344	0.000420245
NJ, 00702	1	0	0	2890	61652	0.000451299
NJ, 00703	1	0	0	2583	51831	0.000384654
NJ, 00800	1	0	0	3163	50249	0.000374391
NJ, 00901	1	0	0	2356	49045	0.000360965
NJ, 00902	1	0	0	2011	43943	0.000327664
NJ, 00903	1	0	0	2115	39024	0.000290005
NJ, 00904	1	0	0	2319	40269	0.000303726
NJ, 00905	1	0	0	1854	39262	0.000292572
NJ, 00906	1	0	0	2452	49652	0.000365077
NJ, 00907	1	0	0	1905	40391	0.000303217
NJ, 01001	1	0	0	2275	40851	0.000306736
NJ, 01002	1	0	0	1840	42442	0.000305255
NJ, 01003	1	0	0	2175	43424	0.000328077
NJ, 01101	1	0	0	2704	51882	0.000390075
NJ, 01102	1	0	0	2013	40450	0.000301624
NJ, 01103	1	0	0	2699	49644	0.000368448
NJ, 01104	1	0	0	2233	40832	0.000308876
NJ, 01105	1	0	0	2090	42529	0.000316082
NJ, 01106	1	0	0	1868	36235	0.000268287
NJ, 01201	1	0	0	4068	74804	0.000540515
NJ, 01202	1	0	0	3091	56317	0.000422743
NJ, 01203	1	0	0	1921	46200	0.00034951
NJ, 01204	1	0	0	2273	52186	0.000384858
NJ, 01205	1	0	0	3177	53790	0.000408045
NJ, 01301	0	1	0	2244	59988	0.000438995
NJ, 01302	0	1	0	2409	55067	0.000393093
NJ, 01401	1	0	0	2302	44513	0.000328761
NJ, 01402	1	0	0	3538	78242	0.000613548
NJ, 01403	1	0	0	2271	41811	0.000308163
NJ, 01404	1	0	0	1823	37693	0.000277408
NJ, 01501	1	0	0	2340	52569	0.00038608
NJ, 01502	1	0	0	2557	49734	0.00036898
NJ, 01503	1	0	0	2260	42634	0.000325283
NJ, 01504	1	0	0	2607	48402	0.000354026
NJ, 01600	1	0	0	3790	62644	0.000467181
NJ, 01700	1	0	0	2754	45473	0.000340208
NJ, 01800	1	0	0	1928	44446	0.000333408
NJ, 01901	1	0	0	1772	39415	0.000299477
NJ, 01902	1	0	0	1930	39346	0.000295904
NJ, 01903	1	0	0	1575	36518	0.000268655
NJ, 01904	1	0	0	2052	42529	0.000312193
NJ, 02001	1	0	0	3008	52694	0.000391711
NJ, 02002	1	0	0	3565	64096	0.000480238
NJ, 02003	1	0	0	3621	62624	0.000461404
NJ, 02101	1	0	0	2066	48025	0.000369222
NJ, 02102	1	0	0	3122	53324	0.000398887
NJ, 02103	1	0	0	2747	57222	0.000427159
NJ, 02104	1	0	0	2540	47507	0.000349599
NJ, 02201	1	0	0	3005	52533	0.000384873
NJ, 02202	1	0	0	3038	60952	0.000456665
NJ, 02301	1	0	0	2073	48806	0.000365467
NJ, 02302	1	0	0	2466	55839	0.00041053
NJ, 02303	1	0	0	1706	40210	0.00030624
NJ, 02400	1	0	0	2111	42477	0.000318025
NJ, 02500	1	0	0	2982	41566	0.000311998
NJ, 02600	1	0	0	6079	104694	0.000782462
NM, 00100	0	0	1	5608	49196	0.000358328
NM, 00200	1	0	0	1699	39626	0.000290881
NM, 00300	0	0	1	4299	68449	0.000500744
NM, 00400	0	0	1	2971	52435	0.000381186
NM, 00500	1	0	0	5043	72988	0.000538607
NM, 00600	1	0	0	3391	56585	0.000406804
NM, 00700	1	0	0	1826	43515	0.000314197
NM, 00801	1	0	0	1873	47358	0.000352969
NM, 00802	0	1	0	2324	47241	0.000359349
NM, 00803	1	0	0	1698	47586	0.000352901
NM, 00804	1	0	0	1975	48824	0.000360633
NM, 00805	1	0	0	2014	49748	0.000357661
NM, 00806	1	0	0	1395	40723	0.000291437
NM, 00900	0	0	1	2746	57383	0.000420454
NM, 01001	1	0	0	1405	40266	0.00027749
NM, 01002	1	0	0	1443	47631	0.000353975
NM, 01100	0	0	1	2969	77180	0.000565677
NM, 01200	0	0	1	1945	51186	0.000366083
NV, 00101	1	0	0	4082	85590	0.000619663
NV, 00102	1	0	0	2819	52991	0.000369183
NV, 00103	1	0	0	2857	58790	0.000420265
NV, 00200	0	0	1	4301	73766	0.000538202
NV, 00300	0	0	1	4031	79886	0.000577559
NV, 00401	1	0	0	2805	60557	0.000419688
NV, 00402	1	0	0	2561	50440	0.000368831
NV, 00403	1	0	0	3284	64543	0.000469351
NV, 00404	1	0	0	3202	57333	0.000422375
NV, 00405	0	1	0	2960	50854	0.000377808
NV, 00406	1	0	0	2638	56470	0.000420551
NV, 00407	1	0	0	3681	70614	0.000518482
NV, 00408	1	0	0	4442	97448	0.000685377
NV, 00409	1	0	0	4669	89245	0.000666911
NV, 00410	1	0	0	2981	60381	0.000445383
NV, 00411	1	0	0	4595	100485	0.000703701
NV, 00412	1	0	0	3522	73890	0.00049871
NV, 00413	1	0	0	2926	67610	0.000489784
NY, 00100	0	0	1	4314	53194	0.000392386
NY, 00200	0	0	1	8091	97574	0.000719165
NY, 00300	1	0	0	4514	69439	0.000510758
NY, 00401	1	0	0	4181	58885	0.000434979
NY, 00402	1	0	0	3719	71589	0.000534885
NY, 00403	0	0	1	5562	57344	0.000420656
NY, 00500	0	0	1	5897	75648	0.000555603
NY, 00600	1	0	0	3530	54511	0.000403007
NY, 00701	0	1	0	3702	67812	0.000492373
NY, 00702	1	0	0	2693	54438	0.000399794
NY, 00703	1	0	0	4214	70166	0.000526491
NY, 00704	0	0	1	4626	53037	0.000389849
NY, 00800	0	0	1	4132	58117	0.000432764
NY, 00901	1	0	0	2814	59357	0.000433073
NY, 00902	0	1	0	2868	53157	0.000393385
NY, 00903	0	1	0	2126	46731	0.000340777
NY, 00904	1	0	0	2537	54632	0.000416782
NY, 00905	1	0	0	2176	41852	0.000311735
NY, 00906	1	0	0	3279	72151	0.000539433
NY, 01000	0	0	1	3236	44381	0.000331537
NY, 01101	1	0	0	2624	52616	0.000390568
NY, 01102	1	0	0	2476	47757	0.000353801
NY, 01201	1	0	0	2151	51622	0.000379032
NY, 01202	1	0	0	2256	54176	0.000391786
NY, 01203	1	0	0	2024	46880	0.000334488
NY, 01204	1	0	0	3819	70362	0.000533952
NY, 01205	0	1	0	3237	72764	0.000547067
NY, 01206	0	1	0	2596	58345	0.000436127
NY, 01207	1	0	0	3815	74213	0.000540545
NY, 01300	0	0	1	3793	45714	0.000340688
NY, 01400	1	0	0	4344	64727	0.000476085
NY, 01500	0	0	1	4108	53015	0.000392341
NY, 01600	0	0	1	3571	52608	0.000389144
NY, 01700	1	0	0	3519	69615	0.000512221
NY, 01801	1	0	0	2174	52067	0.000371953
NY, 01802	1	0	0	3139	53962	0.000393609
NY, 01900	1	0	0	3810	73011	0.000538674
NY, 02001	1	0	0	2060	52900	0.000387445
NY, 02002	1	0	0	4365	88653	0.000651829
NY, 02100	0	0	1	4203	63164	0.000466499
NY, 02201	1	0	0	2956	58357	0.000437366
NY, 02202	1	0	0	2997	47658	0.000349013
NY, 02203	0	0	1	5363	64692	0.000475215
NY, 02300	1	0	0	2042	43471	0.000316164
NY, 02401	0	0	1	2504	46689	0.000347414
NY, 02402	0	0	1	5316	51561	0.000378694
NY, 02500	0	0	1	7714	67969	0.000502674
NY, 02600	0	0	1	4800	67645	0.000500857
NY, 02701	0	0	1	3741	71927	0.000529292
NY, 02702	1	0	0	3096	63927	0.000472144
NY, 02801	1	0	0	3156	52838	0.000390591
NY, 02802	1	0	0	3164	67951	0.000502869
NY, 02901	1	0	0	2076	49152	0.000356271
NY, 02902	1	0	0	2280	49284	0.000363664
NY, 02903	1	0	0	2184	44816	0.000329166
NY, 03001	1	0	0	1793	37008	0.000271326
NY, 03002	1	0	0	1791	38391	0.000291632
NY, 03003	1	0	0	1631	30897	0.000222616
NY, 03101	1	0	0	1910	40065	0.000297938
NY, 03102	1	0	0	2602	56283	0.000407716
NY, 03103	1	0	0	2372	52247	0.000385031
NY, 03104	1	0	0	1814	42080	0.0003172
NY, 03105	1	0	0	3203	66049	0.000478173
NY, 03106	1	0	0	3275	81145	0.000615132
NY, 03107	1	0	0	3369	75674	0.000563366
NY, 03201	1	0	0	2870	43485	0.000324616
NY, 03202	1	0	0	2601	41822	0.000305422
NY, 03203	1	0	0	1808	36223	0.000263971
NY, 03204	1	0	0	2149	38791	0.000287422
NY, 03205	1	0	0	1987	38275	0.000284584
NY, 03206	1	0	0	2018	45382	0.000331575
NY, 03207	1	0	0	1887	37582	0.000283293
NY, 03208	1	0	0	2131	39721	0.000288458
NY, 03209	1	0	0	1717	34879	0.000262777
NY, 03210	1	0	0	1814	37951	0.000283826
NY, 03211	1	0	0	1661	36929	0.0002746
NY, 03212	1	0	0	1925	41506	0.000316006
NY, 03301	1	0	0	2018	38966	0.000287511
NY, 03302	1	0	0	1797	36193	0.000269143
NY, 03303	1	0	0	2341	42738	0.000313027
NY, 03304	1	0	0	2156	40995	0.000310971
NY, 03305	1	0	0	4844	103181	0.000745619
NY, 03306	1	0	0	2463	49873	0.00037281
NY, 03307	1	0	0	1697	48489	0.000353991
NY, 03308	1	0	0	1973	36790	0.000274804
NY, 03309	1	0	0	1879	35651	0.000269699
NY, 03310	1	0	0	1517	34494	0.000257395
NY, 03311	1	0	0	2194	37647	0.000284666
NY, 03312	1	0	0	1770	34420	0.000265134
NY, 03313	1	0	0	1680	36523	0.000277497
NY, 03701	0	1	0	1893	45154	0.0003378
NY, 03702	0	1	0	2173	53247	0.000386292
NY, 03703	0	1	0	1532	49886	0.000373839
NY, 03704	0	1	0	2202	47088	0.000351243
NY, 03705	0	1	0	2370	62199	0.000455797
NY, 03706	0	1	0	1546	47796	0.000353772
NY, 03707	0	1	0	1885	48143	0.000359086
NY, 03708	0	1	0	1696	52004	0.000384566
NY, 03709	0	1	0	2441	69011	0.000514513
NY, 03710	0	1	0	2050	55268	0.00040457
NY, 03801	0	1	0	2657	81164	0.000589954
NY, 03802	0	1	0	1619	52347	0.00038639
NY, 03803	0	1	0	2137	62688	0.000452109
NY, 03804	0	1	0	1785	54238	0.000386518
NY, 03805	0	1	0	3251	134606	0.00102643
NY, 03806	0	1	0	2565	117879	0.000881031
NY, 03807	0	1	0	3143	109015	0.000785344
NY, 03808	0	1	0	2170	96516	0.000721568
NY, 03809	0	1	0	2536	77853	0.000583439
NY, 03810	0	1	0	3057	93779	0.000692802
NY, 03901	0	1	0	2419	61294	0.00045696
NY, 03902	0	1	0	2156	50854	0.000379123
NY, 03903	0	1	0	3114	68177	0.000504627
NY, 04001	0	1	0	3071	71265	0.000503981
NY, 04002	0	1	0	2025	51292	0.000371564
NY, 04003	0	1	0	2458	60695	0.000437651
NY, 04004	0	1	0	3263	68177	0.000474531
NY, 04005	0	1	0	2566	52952	0.00039828
NY, 04006	0	1	0	2383	60580	0.000437088
NY, 04007	0	1	0	1982	51433	0.000366661
NY, 04008	0	1	0	2536	63795	0.000454774
NY, 04009	0	1	0	4251	73880	0.000548652
NY, 04010	0	1	0	2581	55460	0.00041014
NY, 04011	0	1	0	1815	46462	0.00033879
NY, 04012	0	1	0	2256	47628	0.000367501
NY, 04013	0	1	0	3171	53011	0.000400202
NY, 04014	0	1	0	2661	48641	0.000371713
NY, 04015	0	1	0	2887	61056	0.000454631
NY, 04016	0	1	0	3554	61072	0.000458843
NY, 04017	0	1	0	3704	67520	0.000507764
NY, 04018	0	1	0	2018	49574	0.000367111
NY, 04101	0	1	0	4482	84700	0.000606251
NY, 04102	0	1	0	2460	61304	0.000454512
NY, 04103	0	1	0	4263	95614	0.000716006
NY, 04104	0	1	0	2595	46517	0.000344585
NY, 04105	0	1	0	3533	64691	0.000481874
NY, 04106	0	1	0	2486	59333	0.000439445
NY, 04107	0	1	0	1800	47056	0.00035679
NY, 04108	0	1	0	2527	56168	0.000416529
NY, 04109	0	1	0	2664	62134	0.000432135
NY, 04110	0	1	0	3873	67738	0.000503004
NY, 04111	0	1	0	2951	47583	0.000366752
NY, 04112	0	1	0	4003	77189	0.000573763
NY, 04113	0	1	0	2093	42140	0.000319483
NY, 04114	0	1	0	1693	47388	0.000344659
OH, 00100	0	0	1	3758	54309	0.000404651
OH, 00200	1	0	0	3171	47126	0.000348029
OH, 00300	1	0	0	2938	64761	0.000477879
OH, 00400	1	0	0	2600	65489	0.000492944
OH, 00500	0	1	0	3323	68621	0.000516576
OH, 00600	0	0	1	3325	57334	0.000424754
OH, 00700	0	0	1	3358	64199	0.000480003
OH, 00801	1	0	0	2928	61546	0.000461611
OH, 00802	1	0	0	3357	69644	0.000504985
OH, 00901	1	0	0	2275	44459	0.000334989
OH, 00902	1	0	0	3832	67030	0.000507327
OH, 00903	1	0	0	2257	48997	0.000361945
OH, 00904	1	0	0	2988	55722	0.000419574
OH, 00905	0	1	0	2570	52240	0.000387679
OH, 00906	0	1	0	3275	66183	0.000484664
OH, 00907	1	0	0	2661	50317	0.000380939
OH, 00908	0	1	0	4541	94668	0.000720972
OH, 00909	1	0	0	3863	75729	0.000571735
OH, 00910	1	0	0	3600	63050	0.000474314
OH, 01000	1	0	0	2559	47505	0.000353899
OH, 01100	1	0	0	2282	46781	0.000345086
OH, 01200	1	0	0	2293	45857	0.000341567
OH, 01300	0	0	1	2457	46174	0.000344179
OH, 01400	1	0	0	3203	58682	0.000435166
OH, 01500	1	0	0	4546	92944	0.000700194
OH, 01600	1	0	0	2444	55422	0.000416565
OH, 01700	1	0	0	3130	69138	0.000511246
OH, 01801	1	0	0	2302	47413	0.000347916
OH, 01802	1	0	0	2275	49090	0.000363297
OH, 01803	1	0	0	2040	49243	0.000372074
OH, 01804	1	0	0	2281	54565	0.000414349
OH, 01805	1	0	0	2191	45678	0.000342714
OH, 01900	1	0	0	3693	72430	0.000530786
OH, 02000	0	0	1	2909	46648	0.00034532
OH, 02100	0	0	1	2850	47619	0.000354335
OH, 02200	1	0	0	2574	54190	0.000406933
OH, 02300	0	0	1	3493	54125	0.000404344
OH, 02400	0	0	1	3022	48135	0.000355386
OH, 02500	1	0	0	2615	45081	0.000336672
OH, 02600	0	0	1	3608	50641	0.000375729
OH, 02700	0	0	1	3504	53390	0.000397565
OH, 02800	0	0	1	3342	68007	0.000505443
OH, 02900	0	0	1	2938	49394	0.000367959
OH, 03000	0	0	1	2966	48306	0.000360408
OH, 03100	1	0	0	3062	60817	0.000450172
OH, 03200	1	0	0	2702	64871	0.000489379
OH, 03300	1	0	0	2883	54644	0.000404636
OH, 03400	0	0	1	2309	46829	0.00034974
OH, 03500	1	0	0	4195	64720	0.000484753
OH, 03600	0	0	1	3061	49847	0.000370887
OH, 03700	0	0	1	2905	53275	0.000396942
OH, 03800	1	0	0	3237	70821	0.000524915
OH, 03900	1	0	0	2988	61093	0.000447462
OH, 04000	1	0	0	3456	73234	0.000522136
OH, 04101	1	0	0	1767	52421	0.000355484
OH, 04102	1	0	0	2204	45763	0.000342167
OH, 04103	1	0	0	1805	50890	0.000349726
OH, 04104	1	0	0	2397	52328	0.000376067
OH, 04105	0	1	0	2625	54116	0.00039915
OH, 04106	1	0	0	2519	59531	0.000443566
OH, 04107	1	0	0	2801	52186	0.000393076
OH, 04108	1	0	0	1750	53573	0.000400794
OH, 04109	1	0	0	1903	45031	0.000325403
OH, 04110	1	0	0	1936	45405	0.000348381
OH, 04111	1	0	0	1561	43846	0.000325607
OH, 04200	1	0	0	3295	58791	0.000428958
OH, 04300	1	0	0	3533	61272	0.000458976
OH, 04400	1	0	0	2171	44320	0.000331626
OH, 04500	0	0	1	4567	61253	0.000457168
OH, 04601	1	0	0	2122	50216	0.00037314
OH, 04602	1	0	0	2381	59093	0.000441441
OH, 04603	1	0	0	3847	87714	0.000660681
OH, 04604	1	0	0	3239	57787	0.000434295
OH, 04700	1	0	0	3240	70344	0.000519
OH, 04800	0	0	1	2280	44808	0.00033388
OH, 04900	0	0	1	2204	47385	0.000349441
OH, 05000	0	0	1	2959	51777	0.000383596
OH, 05100	0	0	1	2811	62106	0.0004606
OH, 05200	0	0	1	2711	50451	0.000375398
OH, 05301	1	0	0	1767	42944	0.000305339
OH, 05302	1	0	0	1690	44221	0.000323317
OH, 05401	1	0	0	1909	43315	0.000307149
OH, 05402	1	0	0	2262	56786	0.000428237
OH, 05403	1	0	0	2435	51786	0.000386239
OH, 05501	1	0	0	2191	45868	0.000335765
OH, 05502	1	0	0	2664	64326	0.000483059
OH, 05503	1	0	0	2352	56176	0.000422758
OH, 05504	1	0	0	3236	67028	0.000496301
OH, 05505	1	0	0	2644	56105	0.000422292
OH, 05506	1	0	0	2124	47238	0.000354658
OH, 05507	1	0	0	2017	42661	0.000317178
OH, 05600	1	0	0	2360	54666	0.000404533
OH, 05700	1	0	0	2513	48744	0.000355965
OK, 00100	0	0	1	6811	82197	0.00060808
OK, 00200	0	0	1	3046	50832	0.000373904
OK, 00300	0	0	1	6765	85872	0.000636763
OK, 00400	0	0	1	2272	51501	0.000384969
OK, 00500	0	0	1	3207	53031	0.000394683
OK, 00601	1	0	0	1359	44198	0.00033011
OK, 00602	0	0	1	3570	51777	0.000390246
OK, 00701	0	0	1	3061	48884	0.000364056
OK, 00702	0	0	1	3930	59029	0.00043615
OK, 00800	1	0	0	1815	48467	0.000353756
OK, 00900	1	0	0	3158	114796	0.000828249
OK, 01001	1	0	0	1429	45943	0.000342159
OK, 01002	1	0	0	2312	73601	0.000536167
OK, 01003	1	0	0	1767	63847	0.000447191
OK, 01004	1	0	0	2052	51472	0.000383153
OK, 01005	1	0	0	1563	47804	0.000351752
OK, 01006	1	0	0	1900	56015	0.000418523
OK, 01101	0	0	1	2712	46429	0.000340267
OK, 01102	0	0	1	3133	54695	0.000405867
OK, 01201	0	1	0	4617	101443	0.000765794
OK, 01202	1	0	0	3639	84091	0.000604649
