Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Floor Area	Dependency=Vintage	Option=1 ACH50	Option=2 ACH50	Option=3 ACH50	Option=4 ACH50	Option=5 ACH50	Option=6 ACH50	Option=7 ACH50	Option=8 ACH50	Option=10 ACH50	Option=15 ACH50	Option=20 ACH50	Option=25 ACH50	Option=30 ACH50	Option=40 ACH50	Option=50 ACH50	source_count	source_weight	sampling_probability
4A	2000-2499	2010s	4.86296e-06	0.00120377	0.0130634	0.0420717	0.0755798	0.0994624	0.109286	0.107427	0.183952	0.250205	0.0809199	0.0248076	0.00786351	0.00356487	0.000588589	0	0	0.00132698
4B	2000-2499	2010s	0.0001549	0.011068	0.059736	0.118767	0.148908	0.147214	0.127434	0.101999	0.13552	0.120402	0.0227541	0.00461971	0.00104879	0.000339037	3.44074e-05	0	0	3.46906e-05
4C	2000-2499	2010s	1.18593e-05	0.00201013	0.018565	0.0540235	0.0901724	0.111975	0.11723	0.110537	0.17971	0.223976	0.0651711	0.0184467	0.0054871	0.00233317	0.00035093	0	0	0.000250977
5A	2000-2499	2010s	5.64185e-05	0.00541495	0.0366383	0.0863232	0.123203	0.135091	0.127484	0.109911	0.159945	0.165457	0.0381416	0.00904028	0.00233154	0.000858626	0.000104859	0	0	0.000930703
5B	2000-2499	2010s	0.0001549	0.011068	0.059736	0.118767	0.148908	0.147214	0.127434	0.101999	0.13552	0.120402	0.0227541	0.00461971	0.00104879	0.000339037	3.44074e-05	0	0	0.000326725
6A	2000-2499	2010s	0.00014337	0.0105256	0.0577564	0.116241	0.147127	0.146573	0.1277	0.102783	0.137494	0.123555	0.0237084	0.00487247	0.00111767	0.000365267	3.76074e-05	0	0	0.000295367
6B	2000-2499	2010s	0.000122122	0.00944977	0.0537116	0.110967	0.143302	0.145089	0.12813	0.104341	0.141589	0.130311	0.0258078	0.00543693	0.00127306	0.000424911	4.51111e-05	0	0	1.8923e-05
7A	2000-2499	2010s	0.00014337	0.0105256	0.0577564	0.116241	0.147127	0.146573	0.1277	0.102783	0.137494	0.123555	0.0237084	0.00487247	0.00111767	0.000365267	3.76074e-05	0	0	4.81516e-05
7AK	2000-2499	2010s	0.188669	0.478446	0.231419	0.070945	0.0180584	0.00666608	0.00231367	0.00135751	0.00140553	0.000633873	8.56259e-05	0	0	0	0	2101	2101	6.91087e-06
7B	2000-2499	2010s	0.000122122	0.00944977	0.0537116	0.110967	0.143302	0.145089	0.12813	0.104341	0.141589	0.130311	0.0258078	0.00543693	0.00127306	0.000424911	4.51111e-05	0	0	9.38831e-07
8AK	2000-2499	2010s	0.629416	0.30302	0.0408415	0.014907	0.00400263	0.00477054	0.00304196	0	0	0	0	0	0	0	0	256	256	1.11279e-06
1A	2500-2999	2010s	2.14444e-06	0.000765563	0.00953656	0.0334684	0.0640062	0.0885108	0.101351	0.103229	0.184778	0.270827	0.0957204	0.0313828	0.0104963	0.00502606	0.000899896	0	0	5.33313e-05
2A	2500-2999	2010s	2.14444e-06	0.000765563	0.00953656	0.0334684	0.0640062	0.0885108	0.101351	0.103229	0.184778	0.270827	0.0957204	0.0313828	0.0104963	0.00502606	0.000899896	0	0	0.000836992
2B	2500-2999	2010s	0.000329459	0.0204351	0.0906605	0.152973	0.168761	0.150614	0.119758	0.0891195	0.108417	0.0832109	0.0129006	0.00223859	0.000445363	0.000125656	1.07741e-05	0	0	9.46764e-05
3A	2500-2999	2010s	3.36926e-05	0.00386881	0.0291356	0.0739255	0.111489	0.127728	0.125033	0.111265	0.168385	0.186077	0.0466557	0.0117937	0.00320364	0.00124283	0.000163448	0	0	0.000917589
3B	2500-2999	2010s	0.000329459	0.0204351	0.0906605	0.152973	0.168761	0.150614	0.119758	0.0891195	0.108417	0.0832109	0.0129006	0.00223859	0.000445363	0.000125656	1.07741e-05	0	0	0.000377183
3C	2500-2999	2010s	0.000190693	0.0131748	0.0673649	0.128022	0.154996	0.149022	0.126052	0.0989104	0.128281	0.109462	0.0195931	0.00381042	0.000834507	0.000259993	2.51111e-05	0	0	5.94052e-05
4A	2500-2999	2010s	1.47148e-05	0.00233606	0.0206407	0.0582133	0.0949282	0.115731	0.11933	0.111058	0.177667	0.215507	0.0606455	0.0167307	0.00487419	0.00202896	0.000295663	0	0	0.00102165
4B	2500-2999	2010s	0.000272781	0.017671	0.0823208	0.14459	0.164574	0.150599	0.122265	0.0926267	0.115143	0.0915958	0.0149179	0.00269339	0.000554378	0.0001621	1.45185e-05	0	0	1.95256e-05
4C	2500-2999	2010s	3.22889e-05	0.00374787	0.0284838	0.0727726	0.110339	0.126957	0.124728	0.111339	0.16914	0.188092	0.0475282	0.0120853	0.00329868	0.0012862	0.000170526	0	0	0.000193005
5A	2500-2999	2010s	0.00012183	0.00928044	0.052939	0.109911	0.142521	0.144773	0.128199	0.104641	0.142398	0.131661	0.0262242	0.00554625	0.00130219	0.000435578	4.62926e-05	0	0	0.000774967
5B	2500-2999	2010s	0.000272781	0.017671	0.0823208	0.14459	0.164574	0.150599	0.122265	0.0926267	0.115143	0.0915958	0.0149179	0.00269339	0.000554378	0.0001621	1.45185e-05	0	0	0.00018412
6A	2500-2999	2010s	0.000264419	0.0169571	0.0798474	0.141905	0.163116	0.150468	0.122977	0.0936958	0.117261	0.0943041	0.0155798	0.00284322	0.000590252	0.000174015	1.5663e-05	0	0	0.000334532
6B	2500-2999	2010s	0.000232137	0.01534	0.0747019	0.136405	0.160073	0.150097	0.124341	0.0958373	0.121634	0.100142	0.0170898	0.00320227	0.000680048	0.00020533	1.91e-05	0	0	2.79514e-05
7A	2500-2999	2010s	0.000264419	0.0169571	0.0798474	0.141905	0.163116	0.150468	0.122977	0.0936958	0.117261	0.0943041	0.0155798	0.00284322	0.000590252	0.000174015	1.5663e-05	0	0	4.4533e-05
7AK	2500-2999	2010s	0.1823	0.484764	0.229939	0.0739093	0.0187208	0.00516906	0.00245056	0.000786657	0.000969297	0.000991487	0	0	0	0	0	1020	1020	4.76937e-06
7B	2500-2999	2010s	0.000232137	0.01534	0.0747019	0.136405	0.160073	0.150097	0.124341	0.0958373	0.121634	0.100142	0.0170898	0.00320227	0.000680048	0.00020533	1.91e-05	0	0	1.75528e-06
8AK	2500-2999	2010s	0.687511	0.250733	0.0371986	0.0245574	0	0	0	0	0	0	0	0	0	0	0	99	99	6.61654e-07
1A	3000-3999	2010s	9.85556e-06	0.00180965	0.0172753	0.0513361	0.0870126	0.109376	0.115679	0.110037	0.180865	0.229627	0.0683638	0.0196988	0.00594646	0.00256785	0.000395563	0	0	5.01161e-05
2A	3000-3999	2010s	9.85556e-06	0.00180965	0.0172753	0.0513361	0.0870126	0.109376	0.115679	0.110037	0.180865	0.229627	0.0683638	0.0196988	0.00594646	0.00256785	0.000395563	0	0	0.00125738
2B	3000-3999	2010s	0.000575493	0.0341292	0.127442	0.184103	0.179734	0.145507	0.106755	0.0741797	0.0831704	0.0558701	0.00721061	0.00108233	0.000190522	4.73889e-05	3.84444e-06	0	0	0.000189974
3A	3000-3999	2010s	9.67481e-05	0.00783095	0.0470703	0.1018	0.136245	0.141964	0.128411	0.106751	0.148564	0.142629	0.0298594	0.0065697	0.00159456	0.000552185	6.17333e-05	0	0	0.00119665
3B	3000-3999	2010s	0.000575493	0.0341292	0.127442	0.184103	0.179734	0.145507	0.106755	0.0741797	0.0831704	0.0558701	0.00721061	0.00108233	0.000190522	4.73889e-05	3.84444e-06	0	0	0.000416863
3C	3000-3999	2010s	0.00037677	0.0230775	0.0984127	0.160288	0.171978	0.150116	0.117199	0.0858697	0.102548	0.0763724	0.0113692	0.0019114	0.000370389	0.000101748	8.54074e-06	0	0	6.04215e-05
4A	3000-3999	2010s	4.93556e-05	0.00497134	0.0345869	0.0830365	0.120173	0.133246	0.126931	0.110338	0.16223	0.170809	0.0402914	0.00972271	0.00254459	0.000951204	0.000118715	0	0	0.0010909
4B	3000-3999	2010s	0.000504548	0.030042	0.117183	0.176279	0.177701	0.147586	0.110581	0.0782241	0.089579	0.0622748	0.0084274	0.00131314	0.000238556	6.12963e-05	4.96667e-06	0	0	3.7736e-05
4C	3000-3999	2010s	9.09481e-05	0.00757536	0.0461223	0.100505	0.13521	0.141453	0.128383	0.107046	0.149536	0.144508	0.0305207	0.00676112	0.00164994	0.000574359	6.46333e-05	0	0	0.000174985
5A	3000-3999	2010s	0.000258011	0.0168585	0.0796877	0.141763	0.163017	0.150423	0.122982	0.0937382	0.117392	0.0945553	0.0156672	0.00286804	0.000597274	0.000176752	1.60259e-05	0	0	0.000758716
5B	3000-3999	2010s	0.000504548	0.030042	0.117183	0.176279	0.177701	0.147586	0.110581	0.0782241	0.089579	0.0622748	0.0084274	0.00131314	0.000238556	6.12963e-05	4.96667e-06	0	0	0.000397235
6A	3000-3999	2010s	0.000480585	0.0288282	0.114096	0.173806	0.176948	0.148126	0.111713	0.0794661	0.0916038	0.0643692	0.00884128	0.00139423	0.00025593	6.64815e-05	5.38148e-06	0	0	0.000267048
6B	3000-3999	2010s	0.000438919	0.0264509	0.107741	0.1685	0.175143	0.149072	0.113987	0.0820452	0.0959171	0.0689669	0.0097763	0.00158023	0.000296133	7.85815e-05	6.45926e-06	0	0	7.98527e-05
7A	3000-3999	2010s	0.000480585	0.0288282	0.114096	0.173806	0.176948	0.148126	0.111713	0.0794661	0.0916038	0.0643692	0.00884128	0.00139423	0.00025593	6.64815e-05	5.38148e-06	0	0	4.76972e-05
7AK	3000-3999	2010s	0.177217	0.498087	0.23639	0.0675142	0.0125745	0.00581523	0.00240208	0	0	0	0	0	0	0	0	780	780	9.09445e-06
7B	3000-3999	2010s	0.000438919	0.0264509	0.107741	0.1685	0.175143	0.149072	0.113987	0.0820452	0.0959171	0.0689669	0.0097763	0.00158023	0.000296133	7.85815e-05	6.45926e-06	0	0	5.38272e-06
8AK	3000-3999	2010s	0.627004	0.31878	0.0541847	3.03959e-05	0	0	0	0	0	0	0	0	0	0	0	94	94	2.64525e-06
1A	4000+	2010s	0.00578934	0.155876	0.288476	0.232037	0.142622	0.0797498	0.0432246	0.0233158	0.019634	0.00856098	0.000636867	6.61667e-05	8.86667e-06	1.7e-06	7.66667e-07	0	0	1.9906e-05
2A	4000+	2010s	0.00578934	0.155876	0.288476	0.232037	0.142622	0.0797498	0.0432246	0.0233158	0.019634	0.00856098	0.000636867	6.61667e-05	8.86667e-06	1.7e-06	7.66667e-07	0	0	0.000660084
2B	4000+	2010s	0.0852845	0.446028	0.293397	0.114355	0.0395766	0.0136009	0.00481368	0.00177541	0.000959433	0.000203567	4.85556e-06	1.77778e-07	0	0	5.55556e-07	0	0	8.71272e-05
3A	4000+	2010s	0.0230858	0.274446	0.332334	0.196048	0.0939077	0.042721	0.0194811	0.00908141	0.00651121	0.00224588	0.000125044	1.09889e-05	1.3e-06	2.22222e-07	6.44444e-07	0	0	0.000615628
3B	4000+	2010s	0.0852845	0.446028	0.293397	0.114355	0.0395766	0.0136009	0.00481368	0.00177541	0.000959433	0.000203567	4.85556e-06	1.77778e-07	0	0	5.55556e-07	0	0	0.000110435
3C	4000+	2010s	0.0610569	0.397951	0.31608	0.139482	0.0530075	0.0197335	0.00751559	0.00297194	0.00175136	0.000434933	1.41667e-05	7.88889e-07	5.55556e-08	0	6.22222e-07	0	0	7.3856e-06
4A	4000+	2010s	0.0150816	0.232025	0.324303	0.211986	0.110333	0.0538277	0.0260543	0.0127844	0.0097063	0.00364678	0.000226922	2.13444e-05	2.65556e-06	4.88889e-07	7.44444e-07	0	0	0.000510678
4B	4000+	2010s	0.0765232	0.43047	0.30197	0.122652	0.0437694	0.0154441	0.00560258	0.00211659	0.00117941	0.000265111	7.15556e-06	3.11111e-07	1.11111e-08	0	5.66667e-07	0	0	1.40705e-05
4C	4000+	2010s	0.0223955	0.27177	0.331824	0.197101	0.0950134	0.0434679	0.0199179	0.00932317	0.00671393	0.00232956	0.000130467	1.14778e-05	1.35556e-06	2.33333e-07	7.33333e-07	0	0	2.38159e-05
5A	4000+	2010s	0.0463556	0.360112	0.326939	0.15812	0.0646284	0.0256447	0.0103555	0.00432579	0.00272573	0.000760956	3.05111e-05	2.06667e-06	1.88889e-07	2.22222e-08	6.33333e-07	0	0	0.000418741
5B	4000+	2010s	0.0765232	0.43047	0.30197	0.122652	0.0437694	0.0154441	0.00560258	0.00211659	0.00117941	0.000265111	7.15556e-06	3.11111e-07	1.11111e-08	0	5.66667e-07	0	0	0.000121307
6A	4000+	2010s	0.0740512	0.425187	0.304479	0.125346	0.0451843	0.016081	0.00587942	0.00223757	0.00125804	0.000287356	7.97778e-06	3.66667e-07	2.22222e-08	0	5.88889e-07	0	0	0.000136533
6B	4000+	2010s	0.0686486	0.414658	0.309303	0.130899	0.0482055	0.0174768	0.00649966	0.00251397	0.0014421	0.000341478	1.01778e-05	5e-07	3.33333e-08	0	5.55556e-07	0	0	3.46358e-06
7A	4000+	2010s	0.0740512	0.425187	0.304479	0.125346	0.0451843	0.016081	0.00587942	0.00223757	0.00125804	0.000287356	7.97778e-06	3.66667e-07	2.22222e-08	0	5.88889e-07	0	0	2.33179e-05
7AK	4000+	2010s	0.233036	0.443895	0.248361	0.063158	0.00754154	0.00280989	0.00119918	0	0	0	0	0	0	0	0	499	499	2.44301e-06
7B	4000+	2010s	0.0686486	0.414658	0.309303	0.130899	0.0482055	0.0174768	0.00649966	0.00251397	0.0014421	0.000341478	1.01778e-05	5e-07	3.33333e-08	0	5.55556e-07	0	0	1.62567e-07
8AK	4000+	2010s	0.459217	0.27011	0.196046	0.0389127	0.00595411	0.011903	0	0.0114896	0.00636753	0	0	0	0	0	0	56	56	0
1A	500-749	2010s	0	3.41815e-05	0.000924089	0.0054446	0.0154405	0.0293556	0.0439143	0.0563195	0.134998	0.324961	0.200378	0.100036	0.0468049	0.0317634	0.00962596	0	0	6.77885e-05
2A	500-749	2010s	0	3.41815e-05	0.000924089	0.0054446	0.0154405	0.0293556	0.0439143	0.0563195	0.134998	0.324961	0.200378	0.100036	0.0468049	0.0317634	0.00962596	0	0	0.000568529
2B	500-749	2010s	1.31111e-05	0.00218576	0.0197512	0.0564783	0.0929921	0.114218	0.118495	0.110864	0.178526	0.218979	0.0624853	0.0174234	0.00511995	0.00214999	0.000317407	0	0	5.608e-05
3A	500-749	2010s	1.77778e-07	0.000214959	0.00386418	0.0170167	0.0384148	0.0605956	0.0774297	0.0866631	0.174636	0.312707	0.139225	0.0543172	0.020863	0.01151	0.00254197	0	0	0.000567755
3B	500-749	2010s	1.31111e-05	0.00218576	0.0197512	0.0564783	0.0929921	0.114218	0.118495	0.110864	0.178526	0.218979	0.0624853	0.0174234	0.00511995	0.00214999	0.000317407	0	0	0.000411773
3C	500-749	2010s	4.52222e-06	0.00115623	0.0126918	0.0411881	0.0744284	0.0984161	0.10857	0.107091	0.184157	0.252254	0.0822686	0.0253837	0.00808894	0.00368782	0.000614333	0	0	0.000137222
4A	500-749	2010s	5.18519e-08	0.000118319	0.00245586	0.0119338	0.0290658	0.0487742	0.0656621	0.0768818	0.164051	0.323762	0.160739	0.0680873	0.0279285	0.0164991	0.00404194	0	0	0.000727974
4B	500-749	2010s	9.18519e-06	0.00176816	0.0170707	0.0509519	0.0865732	0.109017	0.115469	0.109977	0.181057	0.23047	0.0688004	0.0198523	0.00599631	0.00258943	0.000398411	0	0	1.84632e-05
4C	500-749	2010s	1.66667e-07	0.000208163	0.00376066	0.0166411	0.0377333	0.059754	0.0766176	0.086015	0.174005	0.313639	0.140682	0.0551992	0.0213016	0.0118124	0.00263077	0	0	0.0002389
5A	500-749	2010s	1.65556e-06	0.000688359	0.00891239	0.0318929	0.0617863	0.086296	0.0996364	0.102212	0.184621	0.274788	0.0988773	0.0328473	0.011098	0.0053672	0.000974389	0	0	0.000485689
5B	500-749	2010s	9.18519e-06	0.00176816	0.0170707	0.0509519	0.0865732	0.109017	0.115469	0.109977	0.181057	0.23047	0.0688004	0.0198523	0.00599631	0.00258943	0.000398411	0	0	0.000157678
6A	500-749	2010s	8.40741e-06	0.00165569	0.0162935	0.0493036	0.0846178	0.107389	0.114474	0.109625	0.181699	0.233953	0.0708407	0.0206685	0.00629907	0.00274501	0.000427889	0	0	0.000156926
6B	500-749	2010s	6.58889e-06	0.00143844	0.0147765	0.0459685	0.0805228	0.103867	0.112232	0.108741	0.182874	0.241295	0.0752604	0.022458	0.00696947	0.00309368	0.000495604	0	0	2.97708e-05
7A	500-749	2010s	8.40741e-06	0.00165569	0.0162935	0.0493036	0.0846178	0.107389	0.114474	0.109625	0.181699	0.233953	0.0708407	0.0206685	0.00629907	0.00274501	0.000427889	0	0	5.35122e-05
7AK	500-749	2010s	0.102422	0.277112	0.255019	0.157258	0.0273387	0.0114866	0.0178998	0.0310371	0.028712	0.0325926	0.0306045	0.00724178	0.00522491	0.0160517	0	94	94	6.98943e-06
7B	500-749	2010s	6.58889e-06	0.00143844	0.0147765	0.0459685	0.0805228	0.103867	0.112232	0.108741	0.182874	0.241295	0.0752604	0.022458	0.00696947	0.00309368	0.000495604	0	0	1.75338e-06
8AK	500-749	2010s	0.181131	0.257851	0.188669	0.0571696	0.123229	0.0432393	0.0240002	0.0159838	0.0648573	0.0234616	0	0	0.0146684	0.0057398	0	49	49	3.08222e-06
1A	750-999	2010s	1.11111e-08	5.05296e-05	0.00126291	0.00701525	0.0189812	0.0347173	0.0502633	0.0626653	0.144862	0.327708	0.18897	0.0896539	0.0402674	0.0261679	0.0074161	0	0	0.000135092
2A	750-999	2010s	1.11111e-08	5.05296e-05	0.00126291	0.00701525	0.0189812	0.0347173	0.0502633	0.0626653	0.144862	0.327708	0.18897	0.0896539	0.0402674	0.0261679	0.0074161	0	0	0.000952935
2B	750-999	2010s	2.28185e-05	0.00302519	0.0246327	0.0658701	0.10327	0.12201	0.122542	0.111488	0.173404	0.200629	0.0532713	0.0140659	0.00395704	0.00159039	0.000220263	0	0	0.000117854
3A	750-999	2010s	4.14815e-07	0.000319107	0.00512551	0.0210708	0.045245	0.0685978	0.0848144	0.092282	0.179456	0.302553	0.125788	0.0466044	0.0171784	0.0090832	0.00188249	0	0	0.00110914
3B	750-999	2010s	2.28185e-05	0.00302519	0.0246327	0.0658701	0.10327	0.12201	0.122542	0.111488	0.173404	0.200629	0.0532713	0.0140659	0.00395704	0.00159039	0.000220263	0	0	0.000499636
3C	750-999	2010s	8.14074e-06	0.00163008	0.0161098	0.0488809	0.0840884	0.106937	0.114197	0.109532	0.181894	0.234909	0.0713614	0.0208663	0.00637038	0.00278127	0.000435019	0	0	0.000145778
4A	750-999	2010s	1.25926e-07	0.000172689	0.00327723	0.0149613	0.0347229	0.0560281	0.0729854	0.0830687	0.171007	0.317583	0.147335	0.0592871	0.0233379	0.0132052	0.00302859	0	0	0.00144501
4B	750-999	2010s	1.6737e-05	0.00248467	0.021457	0.0597778	0.0966742	0.117099	0.120083	0.111226	0.176864	0.212327	0.0589963	0.0161241	0.00466383	0.00192806	0.000278359	0	0	3.79741e-05
4C	750-999	2010s	3.55556e-07	0.000303996	0.00497616	0.0206189	0.0444932	0.0677182	0.0840044	0.0916705	0.178953	0.303742	0.127266	0.0474235	0.0175585	0.00932555	0.00194509	0	0	0.000262508
5A	750-999	2010s	3.38148e-06	0.00099767	0.0114958	0.0383653	0.0707073	0.0949548	0.106115	0.105847	0.184594	0.258953	0.08689	0.0273864	0.00887441	0.00411396	0.00070187	0	0	0.00088046
5B	750-999	2010s	1.6737e-05	0.00248467	0.021457	0.0597778	0.0966742	0.117099	0.120083	0.111226	0.176864	0.212327	0.0589963	0.0161241	0.00466383	0.00192806	0.000278359	0	0	0.000310211
6A	750-999	2010s	1.49963e-05	0.00232433	0.020524	0.0579698	0.094664	0.115537	0.119235	0.111048	0.1778	0.215953	0.060869	0.0168142	0.00490407	0.00204396	0.000298519	0	0	0.000310089
6B	750-999	2010s	1.22037e-05	0.00202879	0.0186704	0.0542424	0.0904343	0.112194	0.117361	0.110579	0.17961	0.223495	0.0649075	0.0183479	0.00545272	0.00231687	0.000348215	0	0	0.000118476
7A	750-999	2010s	1.49963e-05	0.00232433	0.020524	0.0579698	0.094664	0.115537	0.119235	0.111048	0.1778	0.215953	0.060869	0.0168142	0.00490407	0.00204396	0.000298519	0	0	6.71729e-05
7AK	750-999	2010s	0.0759183	0.274855	0.341932	0.206863	0.0498403	0.0250984	0.00511369	0.0030121	0.00984702	0.00636894	0.00115088	0	0	0	0	623	623	1.25666e-05
7B	750-999	2010s	1.22037e-05	0.00202879	0.0186704	0.0542424	0.0904343	0.112194	0.117361	0.110579	0.17961	0.223495	0.0649075	0.0183479	0.00545272	0.00231687	0.000348215	0	0	9.55052e-06
8AK	750-999	2010s	0.253288	0.307716	0.220634	0.130996	0.0265413	0.0385405	0.0051894	0.0148709	0.00222307	0	0	0	0	0	0	117	117	4.6774e-06
1A	0-499	<1940	0	0	3.81481e-07	7.69259e-06	5.41667e-05	0.000216978	0.000608489	0.00134061	0.00656259	0.0550231	0.114627	0.146218	0.14601	0.230547	0.298785	0	0	3.56954e-05
2A	0-499	<1940	0	0	3.81481e-07	7.69259e-06	5.41667e-05	0.000216978	0.000608489	0.00134061	0.00656259	0.0550231	0.114627	0.146218	0.14601	0.230547	0.298785	0	0	0.000125646
2B	0-499	<1940	0	1.41852e-06	6.42778e-05	0.00057613	0.0023233	0.00593815	0.0114308	0.0182368	0.0580687	0.228399	0.233642	0.171853	0.109908	0.104746	0.0548123	0	0	1.28513e-05
3A	0-499	<1940	0	3.33333e-08	4.21852e-06	5.71333e-05	0.000315459	0.00104091	0.00248174	0.0047567	0.0193017	0.116038	0.178416	0.179779	0.148324	0.188096	0.161388	0	0	0.000142632
3B	0-499	<1940	0	1.41852e-06	6.42778e-05	0.00057613	0.0023233	0.00593815	0.0114308	0.0182368	0.0580687	0.228399	0.233642	0.171853	0.109908	0.104746	0.0548123	0	0	0.000548878
3C	0-499	<1940	0	5.40741e-07	3.00852e-05	0.00030337	0.00134116	0.00369443	0.00757256	0.0127502	0.0435758	0.193904	0.22393	0.180863	0.124763	0.12933	0.0779414	0	0	0.0002749
4A	0-499	<1940	0	1.11111e-08	1.97037e-06	3.00741e-05	0.000180204	0.000634426	0.0015962	0.00320339	0.0138233	0.0926512	0.157595	0.171762	0.151009	0.205894	0.20162	0	0	0.00214743
4B	0-499	<1940	0	1.02593e-06	4.97222e-05	0.000464963	0.00193631	0.00507828	0.00998693	0.0162265	0.0529115	0.216887	0.231113	0.175444	0.115112	0.112865	0.061924	0	0	8.9793e-06
4C	0-499	<1940	0	2.96296e-08	3.9963e-06	5.47074e-05	0.000304122	0.00100804	0.00241176	0.00463594	0.0188844	0.114332	0.177005	0.179341	0.148628	0.189438	0.163953	0	0	0.000173552
5A	0-499	<1940	0	2.51852e-07	1.67185e-05	0.000184137	0.000871826	0.00253954	0.00545519	0.00956237	0.0344651	0.168307	0.212633	0.184056	0.134279	0.14819	0.0994408	0	0	0.00228699
5B	0-499	<1940	0	1.02593e-06	4.97222e-05	0.000464963	0.00193631	0.00507828	0.00998693	0.0162265	0.0529115	0.216887	0.231113	0.175444	0.115112	0.112865	0.061924	0	0	0.000114801
6A	0-499	<1940	0	9.48148e-07	4.6563e-05	0.000437374	0.00183278	0.00483709	0.00956877	0.0156308	0.0513449	0.213251	0.2302	0.176477	0.116703	0.115418	0.0642514	0	0	0.000523756
6B	0-499	<1940	0	7.59259e-07	3.89889e-05	0.000378196	0.00162106	0.00435359	0.00873536	0.0144412	0.0481813	0.205601	0.227948	0.178409	0.119979	0.120889	0.069423	0	0	2.8073e-05
7A	0-499	<1940	0	9.48148e-07	4.6563e-05	0.000437374	0.00183278	0.00483709	0.00956877	0.0156308	0.0513449	0.213251	0.2302	0.176477	0.116703	0.115418	0.0642514	0	0	4.58888e-05
7AK	0-499	<1940	0	0	0	0.00961538	0.0668676	0.000440066	0	0.0831287	0.175722	0.209162	0.214023	0.0797296	0.0474719	0.0369162	0.0769231	26	26	1.41869e-06
7B	0-499	<1940	0	7.59259e-07	3.89889e-05	0.000378196	0.00162106	0.00435359	0.00873536	0.0144412	0.0481813	0.205601	0.227948	0.178409	0.119979	0.120889	0.069423	0	0	1.47414e-06
8AK	0-499	<1940	0	0	0	0.0274658	0.100915	0.151405	0.0639636	0.162136	0.297194	0.0406699	0.0834775	0.0415225	0	0	0.03125	32	32	1.1706e-06
1A	1000-1499	<1940	0	1.48148e-08	2.29259e-06	3.38704e-05	0.0001995	0.000693707	0.00172832	0.00344037	0.0146867	0.0965792	0.16138	0.17345	0.150778	0.202948	0.194079	0	0	0.000119873
2A	1000-1499	<1940	0	1.48148e-08	2.29259e-06	3.38704e-05	0.0001995	0.000693707	0.00172832	0.00344037	0.0146867	0.0965792	0.16138	0.17345	0.150778	0.202948	0.194079	0	0	0.00107504
2B	1000-1499	<1940	0	6.52963e-06	0.000230381	0.00170631	0.0058669	0.0131149	0.0225205	0.0325433	0.0910147	0.285626	0.232581	0.143577	0.0797165	0.0650652	0.0264306	0	0	8.10918e-05
3A	1000-1499	<1940	0	3.22222e-07	2.02074e-05	0.000215322	0.000995844	0.00284867	0.00602951	0.0104385	0.0370181	0.175796	0.216278	0.183438	0.131644	0.14262	0.092658	0	0	0.00188265
3B	1000-1499	<1940	0	6.52963e-06	0.000230381	0.00170631	0.0058669	0.0131149	0.0225205	0.0325433	0.0910147	0.285626	0.232581	0.143577	0.0797165	0.0650652	0.0264306	0	0	0.00158683
3C	1000-1499	<1940	0	2.95185e-06	0.000117933	0.000966389	0.00361817	0.00869	0.0158651	0.0241764	0.0724779	0.256622	0.236295	0.160304	0.0960477	0.0851996	0.0396162	0	0	0.000793481
4A	1000-1499	<1940	0	1.22222e-07	9.87407e-06	0.000118296	0.000595715	0.0018222	0.00407558	0.0073938	0.027883	0.147368	0.200768	0.184238	0.140924	0.164032	0.120771	0	0	0.00928162
4B	1000-1499	<1940	0	5.04444e-06	0.000185407	0.00141807	0.00501097	0.011466	0.0200896	0.0295465	0.0845718	0.276393	0.234655	0.149563	0.0852029	0.0715113	0.0303804	0	0	0.000132278
4C	1000-1499	<1940	0	3e-07	1.91556e-05	0.00020633	0.00096097	0.00276329	0.00587305	0.0102024	0.036339	0.173842	0.215346	0.183608	0.132332	0.14407	0.0944372	0	0	0.000773189
5A	1000-1499	<1940	0	1.56296e-06	6.96111e-05	0.000617593	0.00246799	0.00625807	0.0119633	0.0189699	0.0599127	0.232303	0.234292	0.170478	0.108086	0.102031	0.0525501	0	0	0.0141633
5B	1000-1499	<1940	0	5.04444e-06	0.000185407	0.00141807	0.00501097	0.011466	0.0200896	0.0295465	0.0845718	0.276393	0.234655	0.149563	0.0852029	0.0715113	0.0303804	0	0	0.000795721
6A	1000-1499	<1940	0	4.54074e-06	0.000171274	0.00133122	0.00475768	0.0109805	0.0193722	0.0286559	0.0826256	0.273426	0.235113	0.151341	0.0869106	0.0735911	0.0317185	0	0	0.00314102
6B	1000-1499	<1940	0	3.9963e-06	0.000150278	0.00118175	0.00428487	0.0100286	0.0179198	0.0268128	0.0785043	0.266893	0.235884	0.155047	0.090545	0.0780803	0.0346637	0	0	0.000333614
7A	1000-1499	<1940	0	4.54074e-06	0.000171274	0.00133122	0.00475768	0.0109805	0.0193722	0.0286559	0.0826256	0.273426	0.235113	0.151341	0.0869106	0.0735911	0.0317185	0	0	0.000331005
7AK	1000-1499	<1940	0.0149873	0.0267414	0.0470123	0.0712223	0.101123	0.094812	0.10593	0.132151	0.174902	0.131146	0.055853	0.0254697	0.0133082	0.00319585	0.00214633	592	592	5.33721e-06
