Dependency=Location	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
NC_Wilmington.Intl.AP.723013	1990s	0.690000	0.000000	0.200000	0.000000	0.050000	0.060000
NC_Wilmington.Intl.AP.723013	2000s	0.400000	0.000000	0.580000	0.000000	0.000000	0.020000
ND_Bismarck.Muni.AP.727640	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
ND_Bismarck.Muni.AP.727640	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
ND_Bismarck.Muni.AP.727640	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
ND_Bismarck.Muni.AP.727640	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
ND_Bismarck.Muni.AP.727640	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
ND_Bismarck.Muni.AP.727640	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
ND_Bismarck.Muni.AP.727640	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
ND_Fargo-Hector.Intl.AP.727530	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
ND_Fargo-Hector.Intl.AP.727530	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
ND_Fargo-Hector.Intl.AP.727530	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
ND_Fargo-Hector.Intl.AP.727530	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
ND_Fargo-Hector.Intl.AP.727530	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
ND_Fargo-Hector.Intl.AP.727530	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
ND_Fargo-Hector.Intl.AP.727530	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
ND_Minot.Intl.AP.727676	<1950	0.100000	0.060000	0.520000	0.000000	0.090000	0.230000
ND_Minot.Intl.AP.727676	1950s	0.070000	0.100000	0.690000	0.000000	0.000000	0.140000
ND_Minot.Intl.AP.727676	1960s	0.140000	0.050000	0.680000	0.000000	0.000000	0.130000
ND_Minot.Intl.AP.727676	1970s	0.140000	0.060000	0.640000	0.000000	0.010000	0.150000
ND_Minot.Intl.AP.727676	1980s	0.140000	0.050000	0.550000	0.000000	0.030000	0.230000
ND_Minot.Intl.AP.727676	1990s	0.030000	0.000000	0.670000	0.000000	0.010000	0.290000
ND_Minot.Intl.AP.727676	2000s	0.160000	0.000000	0.580000	0.000000	0.000000	0.260000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	<1950	0.110000	0.000000	0.750000	0.000000	0.040000	0.110000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1950s	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1960s	0.040000	0.000000	0.960000	0.000000	0.000000	0.000000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1970s	0.120000	0.000000	0.760000	0.000000	0.060000	0.070000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1980s	0.390000	0.000000	0.570000	0.000000	0.000000	0.050000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	1990s	0.140000	0.000000	0.860000	0.000000	0.000000	0.000000
NE_Grand.Island-Central.Nebraska.Rgnl.AP.725520	2000s	0.190000	0.000000	0.680000	0.000000	0.000000	0.130000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	<1950	0.110000	0.000000	0.750000	0.000000	0.040000	0.110000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1950s	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1960s	0.040000	0.000000	0.960000	0.000000	0.000000	0.000000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1970s	0.120000	0.000000	0.760000	0.000000	0.060000	0.070000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1980s	0.390000	0.000000	0.570000	0.000000	0.000000	0.050000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	1990s	0.140000	0.000000	0.860000	0.000000	0.000000	0.000000
NE_Norfolk-Karl.Stefan.Mem.AP.725560	2000s	0.190000	0.000000	0.680000	0.000000	0.000000	0.130000
NE_North.Platte.Rgnl.AP.725620	<1950	0.110000	0.000000	0.750000	0.000000	0.040000	0.110000
NE_North.Platte.Rgnl.AP.725620	1950s	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
NE_North.Platte.Rgnl.AP.725620	1960s	0.040000	0.000000	0.960000	0.000000	0.000000	0.000000
NE_North.Platte.Rgnl.AP.725620	1970s	0.120000	0.000000	0.760000	0.000000	0.060000	0.070000
NE_North.Platte.Rgnl.AP.725620	1980s	0.390000	0.000000	0.570000	0.000000	0.000000	0.050000
NE_North.Platte.Rgnl.AP.725620	1990s	0.140000	0.000000	0.860000	0.000000	0.000000	0.000000
NE_North.Platte.Rgnl.AP.725620	2000s	0.190000	0.000000	0.680000	0.000000	0.000000	0.130000
NE_Omaha-Eppley.Airfield.725500	<1950	0.110000	0.000000	0.750000	0.000000	0.040000	0.110000
NE_Omaha-Eppley.Airfield.725500	1950s	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
NE_Omaha-Eppley.Airfield.725500	1960s	0.040000	0.000000	0.960000	0.000000	0.000000	0.000000
NE_Omaha-Eppley.Airfield.725500	1970s	0.120000	0.000000	0.760000	0.000000	0.060000	0.070000
NE_Omaha-Eppley.Airfield.725500	1980s	0.390000	0.000000	0.570000	0.000000	0.000000	0.050000
NE_Omaha-Eppley.Airfield.725500	1990s	0.140000	0.000000	0.860000	0.000000	0.000000	0.000000
NE_Omaha-Eppley.Airfield.725500	2000s	0.190000	0.000000	0.680000	0.000000	0.000000	0.130000
NE_Scottsbluff-W.B.Heilig.Field.725660	<1950	0.110000	0.000000	0.750000	0.000000	0.040000	0.110000
NE_Scottsbluff-W.B.Heilig.Field.725660	1950s	0.080000	0.000000	0.920000	0.000000	0.000000	0.000000
NE_Scottsbluff-W.B.Heilig.Field.725660	1960s	0.040000	0.000000	0.960000	0.000000	0.000000	0.000000
NE_Scottsbluff-W.B.Heilig.Field.725660	1970s	0.120000	0.000000	0.760000	0.000000	0.060000	0.070000
NE_Scottsbluff-W.B.Heilig.Field.725660	1980s	0.390000	0.000000	0.570000	0.000000	0.000000	0.050000
NE_Scottsbluff-W.B.Heilig.Field.725660	1990s	0.140000	0.000000	0.860000	0.000000	0.000000	0.000000
NE_Scottsbluff-W.B.Heilig.Field.725660	2000s	0.190000	0.000000	0.680000	0.000000	0.000000	0.130000
NH_Concord.Muni.AP.726050	<1950	0.000000	0.680000	0.200000	0.000000	0.100000	0.020000
NH_Concord.Muni.AP.726050	1950s	0.020000	0.780000	0.120000	0.000000	0.080000	0.000000
NH_Concord.Muni.AP.726050	1960s	0.000000	0.730000	0.130000	0.000000	0.100000	0.040000
NH_Concord.Muni.AP.726050	1970s	0.020000	0.490000	0.150000	0.000000	0.280000	0.060000
NH_Concord.Muni.AP.726050	1980s	0.070000	0.590000	0.160000	0.000000	0.140000	0.030000
NH_Concord.Muni.AP.726050	1990s	0.000000	0.610000	0.130000	0.000000	0.210000	0.050000
NH_Concord.Muni.AP.726050	2000s	0.000000	0.660000	0.100000	0.000000	0.150000	0.090000
NJ_Atlantic.City.Intl.AP.724070	<1950	0.000000	0.300000	0.620000	0.000000	0.090000	0.000000
NJ_Atlantic.City.Intl.AP.724070	1950s	0.000000	0.110000	0.890000	0.000000	0.000000	0.000000
NJ_Atlantic.City.Intl.AP.724070	1960s	0.050000	0.100000	0.850000	0.000000	0.000000	0.000000
NJ_Atlantic.City.Intl.AP.724070	1970s	0.090000	0.130000	0.780000	0.000000	0.000000	0.000000
NJ_Atlantic.City.Intl.AP.724070	1980s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NJ_Atlantic.City.Intl.AP.724070	1990s	0.070000	0.070000	0.760000	0.000000	0.000000	0.100000
NJ_Atlantic.City.Intl.AP.724070	2000s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NJ_Newark.Intl.AP.725020	<1950	0.000000	0.300000	0.620000	0.000000	0.090000	0.000000
NJ_Newark.Intl.AP.725020	1950s	0.000000	0.110000	0.890000	0.000000	0.000000	0.000000
NJ_Newark.Intl.AP.725020	1960s	0.050000	0.100000	0.850000	0.000000	0.000000	0.000000
NJ_Newark.Intl.AP.725020	1970s	0.090000	0.130000	0.780000	0.000000	0.000000	0.000000
NJ_Newark.Intl.AP.725020	1980s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NJ_Newark.Intl.AP.725020	1990s	0.070000	0.070000	0.760000	0.000000	0.000000	0.100000
NJ_Newark.Intl.AP.725020	2000s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NM_Albuquerque.Intl.AP.723650	<1950	0.000000	0.000000	0.520000	0.000000	0.480000	0.000000
NM_Albuquerque.Intl.AP.723650	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NM_Albuquerque.Intl.AP.723650	1960s	0.800000	0.000000	0.200000	0.000000	0.000000	0.000000
NM_Albuquerque.Intl.AP.723650	1970s	0.040000	0.120000	0.790000	0.000000	0.040000	0.000000
NM_Albuquerque.Intl.AP.723650	1980s	0.250000	0.000000	0.600000	0.000000	0.070000	0.080000
NM_Albuquerque.Intl.AP.723650	1990s	0.030000	0.000000	0.780000	0.000000	0.000000	0.190000
NM_Albuquerque.Intl.AP.723650	2000s	0.140000	0.000000	0.640000	0.050000	0.120000	0.040000
NM_Tucumcari.AP.723676	<1950	0.000000	0.000000	0.520000	0.000000	0.480000	0.000000
NM_Tucumcari.AP.723676	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NM_Tucumcari.AP.723676	1960s	0.800000	0.000000	0.200000	0.000000	0.000000	0.000000
NM_Tucumcari.AP.723676	1970s	0.040000	0.120000	0.790000	0.000000	0.040000	0.000000
NM_Tucumcari.AP.723676	1980s	0.250000	0.000000	0.600000	0.000000	0.070000	0.080000
NM_Tucumcari.AP.723676	1990s	0.030000	0.000000	0.780000	0.000000	0.000000	0.190000
NM_Tucumcari.AP.723676	2000s	0.140000	0.000000	0.640000	0.050000	0.120000	0.040000
NV_Elko.Muni.AP.725825	<1950	0.000000	0.000000	0.520000	0.000000	0.480000	0.000000
NV_Elko.Muni.AP.725825	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NV_Elko.Muni.AP.725825	1960s	0.800000	0.000000	0.200000	0.000000	0.000000	0.000000
NV_Elko.Muni.AP.725825	1970s	0.040000	0.120000	0.790000	0.000000	0.040000	0.000000
NV_Elko.Muni.AP.725825	1980s	0.250000	0.000000	0.600000	0.000000	0.070000	0.080000
NV_Elko.Muni.AP.725825	1990s	0.030000	0.000000	0.780000	0.000000	0.000000	0.190000
NV_Elko.Muni.AP.725825	2000s	0.140000	0.000000	0.640000	0.050000	0.120000	0.040000
NV_Ely-Yelland.Field.724860	<1950	0.000000	0.000000	0.520000	0.000000	0.480000	0.000000
NV_Ely-Yelland.Field.724860	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NV_Ely-Yelland.Field.724860	1960s	0.800000	0.000000	0.200000	0.000000	0.000000	0.000000
NV_Ely-Yelland.Field.724860	1970s	0.040000	0.120000	0.790000	0.000000	0.040000	0.000000
NV_Ely-Yelland.Field.724860	1980s	0.250000	0.000000	0.600000	0.000000	0.070000	0.080000
NV_Ely-Yelland.Field.724860	1990s	0.030000	0.000000	0.780000	0.000000	0.000000	0.190000
NV_Ely-Yelland.Field.724860	2000s	0.140000	0.000000	0.640000	0.050000	0.120000	0.040000
NV_Las.Vegas-McCarran.Intl.AP.723860	<1950	0.000000	0.000000	0.520000	0.000000	0.480000	0.000000
NV_Las.Vegas-McCarran.Intl.AP.723860	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NV_Las.Vegas-McCarran.Intl.AP.723860	1960s	0.800000	0.000000	0.200000	0.000000	0.000000	0.000000
NV_Las.Vegas-McCarran.Intl.AP.723860	1970s	0.040000	0.120000	0.790000	0.000000	0.040000	0.000000
NV_Las.Vegas-McCarran.Intl.AP.723860	1980s	0.250000	0.000000	0.600000	0.000000	0.070000	0.080000
NV_Las.Vegas-McCarran.Intl.AP.723860	1990s	0.030000	0.000000	0.780000	0.000000	0.000000	0.190000
NV_Las.Vegas-McCarran.Intl.AP.723860	2000s	0.140000	0.000000	0.640000	0.050000	0.120000	0.040000
NV_Reno-Tahoe.Intl.AP.724880	<1950	0.000000	0.000000	0.520000	0.000000	0.480000	0.000000
NV_Reno-Tahoe.Intl.AP.724880	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NV_Reno-Tahoe.Intl.AP.724880	1960s	0.800000	0.000000	0.200000	0.000000	0.000000	0.000000
NV_Reno-Tahoe.Intl.AP.724880	1970s	0.040000	0.120000	0.790000	0.000000	0.040000	0.000000
NV_Reno-Tahoe.Intl.AP.724880	1980s	0.250000	0.000000	0.600000	0.000000	0.070000	0.080000
NV_Reno-Tahoe.Intl.AP.724880	1990s	0.030000	0.000000	0.780000	0.000000	0.000000	0.190000
NV_Reno-Tahoe.Intl.AP.724880	2000s	0.140000	0.000000	0.640000	0.050000	0.120000	0.040000
NV_Tonopah.AP.724855	<1950	0.000000	0.000000	0.520000	0.000000	0.480000	0.000000
NV_Tonopah.AP.724855	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NV_Tonopah.AP.724855	1960s	0.800000	0.000000	0.200000	0.000000	0.000000	0.000000
NV_Tonopah.AP.724855	1970s	0.040000	0.120000	0.790000	0.000000	0.040000	0.000000
NV_Tonopah.AP.724855	1980s	0.250000	0.000000	0.600000	0.000000	0.070000	0.080000
NV_Tonopah.AP.724855	1990s	0.030000	0.000000	0.780000	0.000000	0.000000	0.190000
NV_Tonopah.AP.724855	2000s	0.140000	0.000000	0.640000	0.050000	0.120000	0.040000
NV_Winnemucca.Muni.AP.725830	<1950	0.000000	0.000000	0.520000	0.000000	0.480000	0.000000
NV_Winnemucca.Muni.AP.725830	1950s	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
NV_Winnemucca.Muni.AP.725830	1960s	0.800000	0.000000	0.200000	0.000000	0.000000	0.000000
NV_Winnemucca.Muni.AP.725830	1970s	0.040000	0.120000	0.790000	0.000000	0.040000	0.000000
NV_Winnemucca.Muni.AP.725830	1980s	0.250000	0.000000	0.600000	0.000000	0.070000	0.080000
NV_Winnemucca.Muni.AP.725830	1990s	0.030000	0.000000	0.780000	0.000000	0.000000	0.190000
NV_Winnemucca.Muni.AP.725830	2000s	0.140000	0.000000	0.640000	0.050000	0.120000	0.040000
NY_Albany.County.AP.725180	<1950	0.020000	0.290000	0.660000	0.000000	0.020000	0.010000
NY_Albany.County.AP.725180	1950s	0.050000	0.330000	0.610000	0.000000	0.010000	0.000000
NY_Albany.County.AP.725180	1960s	0.020000	0.240000	0.650000	0.000000	0.090000	0.000000
NY_Albany.County.AP.725180	1970s	0.060000	0.300000	0.460000	0.000000	0.150000	0.040000
NY_Albany.County.AP.725180	1980s	0.080000	0.160000	0.590000	0.000000	0.060000	0.110000
NY_Albany.County.AP.725180	1990s	0.090000	0.250000	0.660000	0.000000	0.000000	0.000000
NY_Albany.County.AP.725180	2000s	0.050000	0.110000	0.490000	0.000000	0.110000	0.230000
NY_Binghamton-Edwin.A.Link.Field.725150	<1950	0.020000	0.290000	0.660000	0.000000	0.020000	0.010000
NY_Binghamton-Edwin.A.Link.Field.725150	1950s	0.050000	0.330000	0.610000	0.000000	0.010000	0.000000
NY_Binghamton-Edwin.A.Link.Field.725150	1960s	0.020000	0.240000	0.650000	0.000000	0.090000	0.000000
NY_Binghamton-Edwin.A.Link.Field.725150	1970s	0.060000	0.300000	0.460000	0.000000	0.150000	0.040000
NY_Binghamton-Edwin.A.Link.Field.725150	1980s	0.080000	0.160000	0.590000	0.000000	0.060000	0.110000
NY_Binghamton-Edwin.A.Link.Field.725150	1990s	0.090000	0.250000	0.660000	0.000000	0.000000	0.000000
NY_Binghamton-Edwin.A.Link.Field.725150	2000s	0.050000	0.110000	0.490000	0.000000	0.110000	0.230000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	<1950	0.020000	0.290000	0.660000	0.000000	0.020000	0.010000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1950s	0.050000	0.330000	0.610000	0.000000	0.010000	0.000000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1960s	0.020000	0.240000	0.650000	0.000000	0.090000	0.000000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1970s	0.060000	0.300000	0.460000	0.000000	0.150000	0.040000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1980s	0.080000	0.160000	0.590000	0.000000	0.060000	0.110000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	1990s	0.090000	0.250000	0.660000	0.000000	0.000000	0.000000
NY_Buffalo-Greater.Buffalo.Intl.AP.725280	2000s	0.050000	0.110000	0.490000	0.000000	0.110000	0.230000
NY_Massena.AP.726223	<1950	0.020000	0.290000	0.660000	0.000000	0.020000	0.010000
NY_Massena.AP.726223	1950s	0.050000	0.330000	0.610000	0.000000	0.010000	0.000000
NY_Massena.AP.726223	1960s	0.020000	0.240000	0.650000	0.000000	0.090000	0.000000
NY_Massena.AP.726223	1970s	0.060000	0.300000	0.460000	0.000000	0.150000	0.040000
NY_Massena.AP.726223	1980s	0.080000	0.160000	0.590000	0.000000	0.060000	0.110000
NY_Massena.AP.726223	1990s	0.090000	0.250000	0.660000	0.000000	0.000000	0.000000
NY_Massena.AP.726223	2000s	0.050000	0.110000	0.490000	0.000000	0.110000	0.230000
NY_New.York-J.F.Kennedy.Intl.AP.744860	<1950	0.020000	0.290000	0.660000	0.000000	0.020000	0.010000
NY_New.York-J.F.Kennedy.Intl.AP.744860	1950s	0.050000	0.330000	0.610000	0.000000	0.010000	0.000000
NY_New.York-J.F.Kennedy.Intl.AP.744860	1960s	0.020000	0.240000	0.650000	0.000000	0.090000	0.000000
NY_New.York-J.F.Kennedy.Intl.AP.744860	1970s	0.060000	0.300000	0.460000	0.000000	0.150000	0.040000
NY_New.York-J.F.Kennedy.Intl.AP.744860	1980s	0.080000	0.160000	0.590000	0.000000	0.060000	0.110000
NY_New.York-J.F.Kennedy.Intl.AP.744860	1990s	0.090000	0.250000	0.660000	0.000000	0.000000	0.000000
NY_New.York-J.F.Kennedy.Intl.AP.744860	2000s	0.050000	0.110000	0.490000	0.000000	0.110000	0.230000
NY_Rochester-Greater.Rochester.Intl.AP.725290	<1950	0.020000	0.290000	0.660000	0.000000	0.020000	0.010000
NY_Rochester-Greater.Rochester.Intl.AP.725290	1950s	0.050000	0.330000	0.610000	0.000000	0.010000	0.000000
NY_Rochester-Greater.Rochester.Intl.AP.725290	1960s	0.020000	0.240000	0.650000	0.000000	0.090000	0.000000
NY_Rochester-Greater.Rochester.Intl.AP.725290	1970s	0.060000	0.300000	0.460000	0.000000	0.150000	0.040000
NY_Rochester-Greater.Rochester.Intl.AP.725290	1980s	0.080000	0.160000	0.590000	0.000000	0.060000	0.110000
NY_Rochester-Greater.Rochester.Intl.AP.725290	1990s	0.090000	0.250000	0.660000	0.000000	0.000000	0.000000
NY_Rochester-Greater.Rochester.Intl.AP.725290	2000s	0.050000	0.110000	0.490000	0.000000	0.110000	0.230000
NY_Syracuse-Hancock.Intl.AP.725190	<1950	0.020000	0.290000	0.660000	0.000000	0.020000	0.010000
NY_Syracuse-Hancock.Intl.AP.725190	1950s	0.050000	0.330000	0.610000	0.000000	0.010000	0.000000
NY_Syracuse-Hancock.Intl.AP.725190	1960s	0.020000	0.240000	0.650000	0.000000	0.090000	0.000000
NY_Syracuse-Hancock.Intl.AP.725190	1970s	0.060000	0.300000	0.460000	0.000000	0.150000	0.040000
NY_Syracuse-Hancock.Intl.AP.725190	1980s	0.080000	0.160000	0.590000	0.000000	0.060000	0.110000
NY_Syracuse-Hancock.Intl.AP.725190	1990s	0.090000	0.250000	0.660000	0.000000	0.000000	0.000000
NY_Syracuse-Hancock.Intl.AP.725190	2000s	0.050000	0.110000	0.490000	0.000000	0.110000	0.230000
OH_Akron.Canton.Rgnl.AP.725210	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
OH_Akron.Canton.Rgnl.AP.725210	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
OH_Akron.Canton.Rgnl.AP.725210	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
OH_Akron.Canton.Rgnl.AP.725210	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
OH_Akron.Canton.Rgnl.AP.725210	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
OH_Akron.Canton.Rgnl.AP.725210	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
OH_Akron.Canton.Rgnl.AP.725210	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
OH_Cleveland-Hopkins.Intl.AP.725240	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
OH_Cleveland-Hopkins.Intl.AP.725240	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
OH_Cleveland-Hopkins.Intl.AP.725240	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
OH_Cleveland-Hopkins.Intl.AP.725240	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
OH_Cleveland-Hopkins.Intl.AP.725240	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
OH_Cleveland-Hopkins.Intl.AP.725240	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
OH_Cleveland-Hopkins.Intl.AP.725240	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
OH_Columbus-Port.Columbus.Intl.AP.724280	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
OH_Columbus-Port.Columbus.Intl.AP.724280	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
OH_Columbus-Port.Columbus.Intl.AP.724280	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
OH_Columbus-Port.Columbus.Intl.AP.724280	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
OH_Columbus-Port.Columbus.Intl.AP.724280	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
OH_Columbus-Port.Columbus.Intl.AP.724280	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
OH_Columbus-Port.Columbus.Intl.AP.724280	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
OH_Dayton.Intl.AP.724290	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
OH_Dayton.Intl.AP.724290	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
OH_Dayton.Intl.AP.724290	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
OH_Dayton.Intl.AP.724290	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
OH_Dayton.Intl.AP.724290	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
OH_Dayton.Intl.AP.724290	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
OH_Dayton.Intl.AP.724290	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
OH_Mansfield-Lahm.Muni.AP.725246	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
OH_Mansfield-Lahm.Muni.AP.725246	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
OH_Mansfield-Lahm.Muni.AP.725246	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
OH_Mansfield-Lahm.Muni.AP.725246	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
OH_Mansfield-Lahm.Muni.AP.725246	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
OH_Mansfield-Lahm.Muni.AP.725246	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
OH_Mansfield-Lahm.Muni.AP.725246	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
OH_Toledo.Express.AP.725360	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
OH_Toledo.Express.AP.725360	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
OH_Toledo.Express.AP.725360	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
OH_Toledo.Express.AP.725360	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
OH_Toledo.Express.AP.725360	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
OH_Toledo.Express.AP.725360	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
OH_Toledo.Express.AP.725360	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
OH_Youngstown.Rgnl.AP.725250	<1950	0.110000	0.010000	0.740000	0.010000	0.040000	0.080000
OH_Youngstown.Rgnl.AP.725250	1950s	0.040000	0.100000	0.860000	0.000000	0.000000	0.000000
OH_Youngstown.Rgnl.AP.725250	1960s	0.170000	0.000000	0.800000	0.000000	0.000000	0.030000
OH_Youngstown.Rgnl.AP.725250	1970s	0.480000	0.030000	0.410000	0.000000	0.000000	0.080000
OH_Youngstown.Rgnl.AP.725250	1980s	0.310000	0.000000	0.500000	0.000000	0.080000	0.110000
OH_Youngstown.Rgnl.AP.725250	1990s	0.090000	0.000000	0.800000	0.000000	0.000000	0.100000
OH_Youngstown.Rgnl.AP.725250	2000s	0.130000	0.000000	0.620000	0.000000	0.000000	0.250000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	<1950	0.200000	0.000000	0.680000	0.000000	0.000000	0.120000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1950s	0.300000	0.000000	0.700000	0.000000	0.000000	0.000000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1960s	0.130000	0.000000	0.710000	0.030000	0.000000	0.130000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1970s	0.350000	0.000000	0.550000	0.000000	0.000000	0.100000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1980s	0.370000	0.000000	0.330000	0.000000	0.060000	0.240000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	1990s	0.630000	0.000000	0.310000	0.000000	0.060000	0.000000
OK_Oklahoma.City-Will.Rogers.World.AP.723530	2000s	0.660000	0.000000	0.140000	0.000000	0.140000	0.070000
OK_Tulsa.Intl.AP.723560	<1950	0.200000	0.000000	0.680000	0.000000	0.000000	0.120000
OK_Tulsa.Intl.AP.723560	1950s	0.300000	0.000000	0.700000	0.000000	0.000000	0.000000
OK_Tulsa.Intl.AP.723560	1960s	0.130000	0.000000	0.710000	0.030000	0.000000	0.130000
OK_Tulsa.Intl.AP.723560	1970s	0.350000	0.000000	0.550000	0.000000	0.000000	0.100000
OK_Tulsa.Intl.AP.723560	1980s	0.370000	0.000000	0.330000	0.000000	0.060000	0.240000
OK_Tulsa.Intl.AP.723560	1990s	0.630000	0.000000	0.310000	0.000000	0.060000	0.000000
OK_Tulsa.Intl.AP.723560	2000s	0.660000	0.000000	0.140000	0.000000	0.140000	0.070000
OR_Astoria.Rgnl.AP.727910	<1950	0.250000	0.070000	0.570000	0.000000	0.110000	0.000000
OR_Astoria.Rgnl.AP.727910	1950s	0.420000	0.110000	0.350000	0.000000	0.080000	0.030000
OR_Astoria.Rgnl.AP.727910	1960s	0.360000	0.050000	0.510000	0.000000	0.050000	0.040000
