Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
6B	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Non-Ducted Heating	1980-99	0.275509	0.000000	0.384298	0.340193
6B	Single-Family Detached	None	1980-99	0.275509	0.000000	0.384298	0.340193
6B	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Ducted Heating	2000-09	0.000000	0.000000	0.749975	0.250025
6B	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
6B	Mobile Home	None	2000-09	0.333333	0.000000	0.333333	0.333333
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.244517	0.000000	0.656092	0.099390
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.179126	0.000000	0.000000	0.820874
6B	Multi-Family with 2 - 4 Units	None	2000-09	0.179126	0.000000	0.000000	0.820874
6B	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.244517	0.000000	0.656092	0.099390
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.179126	0.000000	0.000000	0.820874
6B	Multi-Family with 5+ Units	None	2000-09	0.179126	0.000000	0.000000	0.820874
6B	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Ducted Heating	2000-09	0.926104	0.000000	0.066636	0.007260
6B	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Non-Ducted Heating	2000-09	0.065974	0.000000	0.595983	0.338043
6B	Single-Family Attached	None	2000-09	0.065974	0.000000	0.595983	0.338043
6B	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Ducted Heating	2000-09	0.926104	0.000000	0.066636	0.007260
6B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Non-Ducted Heating	2000-09	0.065974	0.000000	0.595983	0.338043
6B	Single-Family Detached	None	2000-09	0.065974	0.000000	0.595983	0.338043
6B	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Ducted Heating	2010s	0.000000	0.000000	0.749975	0.250025
6B	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
6B	Mobile Home	None	2010s	0.333333	0.000000	0.333333	0.333333
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.244517	0.000000	0.656092	0.099390
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.179126	0.000000	0.000000	0.820874
6B	Multi-Family with 2 - 4 Units	None	2010s	0.179126	0.000000	0.000000	0.820874
6B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Ducted Heating	2010s	0.244517	0.000000	0.656092	0.099390
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.179126	0.000000	0.000000	0.820874
6B	Multi-Family with 5+ Units	None	2010s	0.179126	0.000000	0.000000	0.820874
6B	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Ducted Heating	2010s	0.926104	0.000000	0.066636	0.007260
6B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Non-Ducted Heating	2010s	0.065974	0.000000	0.595983	0.338043
6B	Single-Family Attached	None	2010s	0.065974	0.000000	0.595983	0.338043
6B	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Ducted Heating	2010s	0.926104	0.000000	0.066636	0.007260
6B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Non-Ducted Heating	2010s	0.065974	0.000000	0.595983	0.338043
6B	Single-Family Detached	None	2010s	0.065974	0.000000	0.595983	0.338043
6B	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
6B	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
6B	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333
6B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.000000	0.000000	0.354697	0.645303
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.516409	0.483591
6B	Multi-Family with 2 - 4 Units	None	<1940	0.000000	0.000000	0.516409	0.483591
6B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Ducted Heating	<1940	0.000000	0.000000	0.354697	0.645303
6B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.516409	0.483591
6B	Multi-Family with 5+ Units	None	<1940	0.000000	0.000000	0.516409	0.483591
6B	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Ducted Heating	<1940	0.421276	0.000000	0.267904	0.310820
6B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Attached	Non-Ducted Heating	<1940	0.136753	0.000000	0.428377	0.434870
6B	Single-Family Attached	None	<1940	0.136753	0.000000	0.428377	0.434870
6B	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Ducted Heating	<1940	0.421276	0.000000	0.267904	0.310820
6B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
6B	Single-Family Detached	Non-Ducted Heating	<1940	0.136753	0.000000	0.428377	0.434870
6B	Single-Family Detached	None	<1940	0.136753	0.000000	0.428377	0.434870
7A	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
7A	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
7A	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
7A	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	1.000000	0.000000
7A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
7A	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	1.000000	0.000000
7A	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Ducted Heating	1940-59	0.414601	0.000000	0.507223	0.078176
7A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Non-Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
7A	Single-Family Attached	None	1940-59	0.000000	0.000000	1.000000	0.000000
7A	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Ducted Heating	1940-59	0.414601	0.000000	0.507223	0.078176
7A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Non-Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
7A	Single-Family Detached	None	1940-59	0.000000	0.000000	1.000000	0.000000
7A	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Ducted Heating	1960-79	0.000000	0.000000	0.347327	0.652673
7A	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heating	1960-79	0.333333	0.000000	0.333333	0.333333
7A	Mobile Home	None	1960-79	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	1.000000	0.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.000000	0.000000	0.791371	0.208629
7A	Multi-Family with 2 - 4 Units	None	1960-79	0.000000	0.000000	0.791371	0.208629
7A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Ducted Heating	1960-79	1.000000	0.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.000000	0.000000	0.791371	0.208629
7A	Multi-Family with 5+ Units	None	1960-79	0.000000	0.000000	0.791371	0.208629
7A	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Ducted Heating	1960-79	0.444375	0.000000	0.555625	0.000000
7A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Non-Ducted Heating	1960-79	0.078303	0.000000	0.378628	0.543068
7A	Single-Family Attached	None	1960-79	0.078303	0.000000	0.378628	0.543068
7A	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Ducted Heating	1960-79	0.444375	0.000000	0.555625	0.000000
7A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Non-Ducted Heating	1960-79	0.078303	0.000000	0.378628	0.543068
7A	Single-Family Detached	None	1960-79	0.078303	0.000000	0.378628	0.543068
7A	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Ducted Heating	1980-99	0.660045	0.000000	0.000000	0.339955
7A	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heating	1980-99	0.333333	0.000000	0.333333	0.333333
7A	Mobile Home	None	1980-99	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.000000	0.000000	1.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.000000	0.000000	0.434840	0.565160
7A	Multi-Family with 2 - 4 Units	None	1980-99	0.000000	0.000000	0.434840	0.565160
7A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.000000	0.000000	1.000000	0.000000
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.000000	0.000000	0.434840	0.565160
7A	Multi-Family with 5+ Units	None	1980-99	0.000000	0.000000	0.434840	0.565160
7A	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Ducted Heating	1980-99	0.469190	0.000000	0.442711	0.088099
7A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Non-Ducted Heating	1980-99	0.000000	0.000000	0.582068	0.417932
7A	Single-Family Attached	None	1980-99	0.000000	0.000000	0.582068	0.417932
7A	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Ducted Heating	1980-99	0.469190	0.000000	0.442711	0.088099
7A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Non-Ducted Heating	1980-99	0.000000	0.000000	0.582068	0.417932
7A	Single-Family Detached	None	1980-99	0.000000	0.000000	0.582068	0.417932
7A	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Ducted Heating	2000-09	1.000000	0.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
7A	Mobile Home	None	2000-09	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 2 - 4 Units	None	2000-09	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 5+ Units	None	2000-09	0.000000	0.000000	0.000000	1.000000
7A	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Ducted Heating	2000-09	0.649138	0.000000	0.350862	0.000000
7A	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Non-Ducted Heating	2000-09	0.000000	0.000000	0.500000	0.500000
7A	Single-Family Attached	None	2000-09	0.000000	0.000000	0.500000	0.500000
7A	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Ducted Heating	2000-09	0.649138	0.000000	0.350862	0.000000
7A	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Non-Ducted Heating	2000-09	0.000000	0.000000	0.500000	0.500000
7A	Single-Family Detached	None	2000-09	0.000000	0.000000	0.500000	0.500000
7A	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
7A	Mobile Home	None	2010s	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 2 - 4 Units	None	2010s	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 5+ Units	None	2010s	0.000000	0.000000	0.000000	1.000000
7A	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Ducted Heating	2010s	0.649138	0.000000	0.350862	0.000000
7A	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Non-Ducted Heating	2010s	0.000000	0.000000	0.500000	0.500000
7A	Single-Family Attached	None	2010s	0.000000	0.000000	0.500000	0.500000
7A	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Ducted Heating	2010s	0.649138	0.000000	0.350862	0.000000
7A	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Non-Ducted Heating	2010s	0.000000	0.000000	0.500000	0.500000
7A	Single-Family Detached	None	2010s	0.000000	0.000000	0.500000	0.500000
7A	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
7A	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
7A	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 2 - 4 Units	None	<1940	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
7A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.000000	0.000000	0.000000	1.000000
7A	Multi-Family with 5+ Units	None	<1940	0.000000	0.000000	0.000000	1.000000
7A	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Ducted Heating	<1940	0.141129	0.000000	0.409195	0.449675
7A	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Attached	Non-Ducted Heating	<1940	0.000000	0.000000	0.816404	0.183596
7A	Single-Family Attached	None	<1940	0.000000	0.000000	0.816404	0.183596
7A	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Ducted Heating	<1940	0.141129	0.000000	0.409195	0.449675
7A	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
7A	Single-Family Detached	Non-Ducted Heating	<1940	0.000000	0.000000	0.816404	0.183596
7A	Single-Family Detached	None	<1940	0.000000	0.000000	0.816404	0.183596
7B	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7B	Mobile Home	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
7B	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7B	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
7B	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333
7B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
7B	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	1.000000	0.000000
7B	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
7B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
7B	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	1.000000	0.000000
