Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=HVAC Heating Type	Dependency=Vintage ACS	Option=Central AC	Option=Heat Pump	Option=None	Option=Room AC
3B	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Ducted Heating	2000-09	0.910927	0.000000	0.054300	0.034774
3B	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	2000-09	0.906552	0.000000	0.093448	0.000000
3B	Single-Family Detached	None	2000-09	0.906552	0.000000	0.093448	0.000000
3B	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Ducted Heating	2010s	0.863013	0.000000	0.136987	0.000000
3B	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000
3B	Mobile Home	None	2010s	0.000000	0.000000	1.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.873140	0.000000	0.126860	0.000000
3B	Multi-Family with 2 - 4 Units	None	2010s	0.873140	0.000000	0.126860	0.000000
3B	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Ducted Heating	2010s	1.000000	0.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.873140	0.000000	0.126860	0.000000
3B	Multi-Family with 5+ Units	None	2010s	0.873140	0.000000	0.126860	0.000000
3B	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Ducted Heating	2010s	0.910927	0.000000	0.054300	0.034774
3B	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	2010s	0.906552	0.000000	0.093448	0.000000
3B	Single-Family Attached	None	2010s	0.906552	0.000000	0.093448	0.000000
3B	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Ducted Heating	2010s	0.910927	0.000000	0.054300	0.034774
3B	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	2010s	0.906552	0.000000	0.093448	0.000000
3B	Single-Family Detached	None	2010s	0.906552	0.000000	0.093448	0.000000
3B	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Ducted Heating	<1940	1.000000	0.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
3B	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333
3B	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.768676	0.000000	0.231324	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.100793	0.000000	0.641262	0.257945
3B	Multi-Family with 2 - 4 Units	None	<1940	0.100793	0.000000	0.641262	0.257945
3B	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Ducted Heating	<1940	0.768676	0.000000	0.231324	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.100793	0.000000	0.641262	0.257945
3B	Multi-Family with 5+ Units	None	<1940	0.100793	0.000000	0.641262	0.257945
3B	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Ducted Heating	<1940	0.643757	0.000000	0.200774	0.155469
3B	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Attached	Non-Ducted Heating	<1940	0.022289	0.000000	0.697324	0.280387
3B	Single-Family Attached	None	<1940	0.022289	0.000000	0.697324	0.280387
3B	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Ducted Heating	<1940	0.643757	0.000000	0.200774	0.155469
3B	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3B	Single-Family Detached	Non-Ducted Heating	<1940	0.022289	0.000000	0.697324	0.280387
3B	Single-Family Detached	None	<1940	0.022289	0.000000	0.697324	0.280387
3C	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.615464	0.384536
3C	Multi-Family with 2 - 4 Units	None	1940-59	0.000000	0.000000	0.615464	0.384536
3C	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.000000	0.000000	0.615464	0.384536
3C	Multi-Family with 5+ Units	None	1940-59	0.000000	0.000000	0.615464	0.384536
3C	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Ducted Heating	1940-59	0.212086	0.000000	0.684829	0.103085
3C	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Non-Ducted Heating	1940-59	0.000000	0.000000	0.813196	0.186804
3C	Single-Family Attached	None	1940-59	0.000000	0.000000	0.813196	0.186804
3C	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Ducted Heating	1940-59	0.212086	0.000000	0.684829	0.103085
3C	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Non-Ducted Heating	1940-59	0.000000	0.000000	0.813196	0.186804
3C	Single-Family Detached	None	1940-59	0.000000	0.000000	0.813196	0.186804
3C	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Ducted Heating	1960-79	0.000000	0.000000	1.000000	0.000000
3C	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Non-Ducted Heating	1960-79	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	None	1960-79	0.333333	0.000000	0.333333	0.333333
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.116629	0.000000	0.799004	0.084367
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.000000	0.000000	0.840568	0.159432
3C	Multi-Family with 2 - 4 Units	None	1960-79	0.000000	0.000000	0.840568	0.159432
3C	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.116629	0.000000	0.799004	0.084367
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.000000	0.000000	0.840568	0.159432
3C	Multi-Family with 5+ Units	None	1960-79	0.000000	0.000000	0.840568	0.159432
3C	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Ducted Heating	1960-79	0.317910	0.000000	0.589026	0.093064
3C	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Non-Ducted Heating	1960-79	0.043025	0.000000	0.920623	0.036352
3C	Single-Family Attached	None	1960-79	0.043025	0.000000	0.920623	0.036352
3C	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Ducted Heating	1960-79	0.317910	0.000000	0.589026	0.093064
3C	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Non-Ducted Heating	1960-79	0.043025	0.000000	0.920623	0.036352
3C	Single-Family Detached	None	1960-79	0.043025	0.000000	0.920623	0.036352
3C	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Ducted Heating	1980-99	0.000000	0.000000	1.000000	0.000000
3C	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Non-Ducted Heating	1980-99	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	None	1980-99	0.333333	0.000000	0.333333	0.333333
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.487566	0.000000	0.456986	0.055448
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.000000	0.000000	0.893746	0.106254
3C	Multi-Family with 2 - 4 Units	None	1980-99	0.000000	0.000000	0.893746	0.106254
3C	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.487566	0.000000	0.456986	0.055448
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.000000	0.000000	0.893746	0.106254
3C	Multi-Family with 5+ Units	None	1980-99	0.000000	0.000000	0.893746	0.106254
3C	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Ducted Heating	1980-99	0.210663	0.000000	0.699315	0.090022
3C	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Non-Ducted Heating	1980-99	0.106181	0.000000	0.893819	0.000000
3C	Single-Family Attached	None	1980-99	0.106181	0.000000	0.893819	0.000000
3C	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Ducted Heating	1980-99	0.210663	0.000000	0.699315	0.090022
3C	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Non-Ducted Heating	1980-99	0.106181	0.000000	0.893819	0.000000
3C	Single-Family Detached	None	1980-99	0.106181	0.000000	0.893819	0.000000
3C	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Non-Ducted Heating	2000-09	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	None	2000-09	0.333333	0.000000	0.333333	0.333333
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.000000	0.000000	0.559602	0.440398
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 2 - 4 Units	None	2000-09	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heating	2000-09	0.000000	0.000000	0.559602	0.440398
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 5+ Units	None	2000-09	0.000000	0.000000	1.000000	0.000000
3C	Single-Family Attached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Ducted Heating	2000-09	0.522237	0.000000	0.477763	0.000000
3C	Single-Family Attached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Non-Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000
3C	Single-Family Attached	None	2000-09	0.000000	0.000000	1.000000	0.000000
3C	Single-Family Detached	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Ducted Heating	2000-09	0.522237	0.000000	0.477763	0.000000
3C	Single-Family Detached	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Non-Ducted Heating	2000-09	0.000000	0.000000	1.000000	0.000000
3C	Single-Family Detached	None	2000-09	0.000000	0.000000	1.000000	0.000000
3C	Mobile Home	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Non-Ducted Heating	2010s	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	None	2010s	0.333333	0.000000	0.333333	0.333333
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Ducted Heating	2010s	0.000000	0.000000	0.559602	0.440398
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 2 - 4 Units	None	2010s	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heating	2010s	0.000000	0.000000	0.559602	0.440398
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 5+ Units	None	2010s	0.000000	0.000000	1.000000	0.000000
3C	Single-Family Attached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Ducted Heating	2010s	0.522237	0.000000	0.477763	0.000000
3C	Single-Family Attached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000
3C	Single-Family Attached	None	2010s	0.000000	0.000000	1.000000	0.000000
3C	Single-Family Detached	Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Ducted Heating	2010s	0.522237	0.000000	0.477763	0.000000
3C	Single-Family Detached	Non-Ducted Heat Pump	2010s	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Non-Ducted Heating	2010s	0.000000	0.000000	1.000000	0.000000
3C	Single-Family Detached	None	2010s	0.000000	0.000000	1.000000	0.000000
3C	Mobile Home	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Mobile Home	Non-Ducted Heating	<1940	0.333333	0.000000	0.333333	0.333333
3C	Mobile Home	None	<1940	0.333333	0.000000	0.333333	0.333333
3C	Multi-Family with 2 - 4 Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Ducted Heating	<1940	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	Non-Ducted Heating	<1940	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 2 - 4 Units	None	<1940	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Ducted Heating	<1940	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 5+ Units	Non-Ducted Heating	<1940	0.000000	0.000000	1.000000	0.000000
3C	Multi-Family with 5+ Units	None	<1940	0.000000	0.000000	1.000000	0.000000
3C	Single-Family Attached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Ducted Heating	<1940	0.100426	0.000000	0.825527	0.074047
3C	Single-Family Attached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Attached	Non-Ducted Heating	<1940	0.000000	0.000000	0.888608	0.111392
3C	Single-Family Attached	None	<1940	0.000000	0.000000	0.888608	0.111392
3C	Single-Family Detached	Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Ducted Heating	<1940	0.100426	0.000000	0.825527	0.074047
3C	Single-Family Detached	Non-Ducted Heat Pump	<1940	0.000000	1.000000	0.000000	0.000000
3C	Single-Family Detached	Non-Ducted Heating	<1940	0.000000	0.000000	0.888608	0.111392
3C	Single-Family Detached	None	<1940	0.000000	0.000000	0.888608	0.111392
4A	Mobile Home	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
4A	Mobile Home	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Non-Ducted Heating	1940-59	0.333333	0.000000	0.333333	0.333333
4A	Mobile Home	None	1940-59	0.333333	0.000000	0.333333	0.333333
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heating	1940-59	0.469225	0.000000	0.133423	0.397352
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1940-59	0.041793	0.000000	0.211082	0.747125
4A	Multi-Family with 2 - 4 Units	None	1940-59	0.041793	0.000000	0.211082	0.747125
4A	Multi-Family with 5+ Units	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Ducted Heating	1940-59	0.469225	0.000000	0.133423	0.397352
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Non-Ducted Heating	1940-59	0.041793	0.000000	0.211082	0.747125
4A	Multi-Family with 5+ Units	None	1940-59	0.041793	0.000000	0.211082	0.747125
4A	Single-Family Attached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Ducted Heating	1940-59	0.716264	0.000000	0.057992	0.225744
4A	Single-Family Attached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Non-Ducted Heating	1940-59	0.281414	0.000000	0.197097	0.521490
4A	Single-Family Attached	None	1940-59	0.281414	0.000000	0.197097	0.521490
4A	Single-Family Detached	Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Ducted Heating	1940-59	0.716264	0.000000	0.057992	0.225744
4A	Single-Family Detached	Non-Ducted Heat Pump	1940-59	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Non-Ducted Heating	1940-59	0.281414	0.000000	0.197097	0.521490
4A	Single-Family Detached	None	1940-59	0.281414	0.000000	0.197097	0.521490
4A	Mobile Home	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Ducted Heating	1960-79	0.351047	0.000000	0.044950	0.604004
4A	Mobile Home	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Non-Ducted Heating	1960-79	0.176055	0.000000	0.132593	0.691352
4A	Mobile Home	None	1960-79	0.176055	0.000000	0.132593	0.691352
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heating	1960-79	0.813335	0.000000	0.052531	0.134134
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1960-79	0.188929	0.000000	0.167890	0.643181
4A	Multi-Family with 2 - 4 Units	None	1960-79	0.188929	0.000000	0.167890	0.643181
4A	Multi-Family with 5+ Units	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Ducted Heating	1960-79	0.813335	0.000000	0.052531	0.134134
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Non-Ducted Heating	1960-79	0.188929	0.000000	0.167890	0.643181
4A	Multi-Family with 5+ Units	None	1960-79	0.188929	0.000000	0.167890	0.643181
4A	Single-Family Attached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Ducted Heating	1960-79	0.924326	0.000000	0.021654	0.054020
4A	Single-Family Attached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Non-Ducted Heating	1960-79	0.434808	0.000000	0.112858	0.452333
4A	Single-Family Attached	None	1960-79	0.434808	0.000000	0.112858	0.452333
4A	Single-Family Detached	Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Ducted Heating	1960-79	0.924326	0.000000	0.021654	0.054020
4A	Single-Family Detached	Non-Ducted Heat Pump	1960-79	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Non-Ducted Heating	1960-79	0.434808	0.000000	0.112858	0.452333
4A	Single-Family Detached	None	1960-79	0.434808	0.000000	0.112858	0.452333
4A	Mobile Home	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Ducted Heating	1980-99	0.653043	0.000000	0.122390	0.224566
4A	Mobile Home	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Non-Ducted Heating	1980-99	0.248520	0.000000	0.081383	0.670096
4A	Mobile Home	None	1980-99	0.248520	0.000000	0.081383	0.670096
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heating	1980-99	0.919258	0.000000	0.034031	0.046711
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	1980-99	0.163011	0.000000	0.310843	0.526146
4A	Multi-Family with 2 - 4 Units	None	1980-99	0.163011	0.000000	0.310843	0.526146
4A	Multi-Family with 5+ Units	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Ducted Heating	1980-99	0.919258	0.000000	0.034031	0.046711
4A	Multi-Family with 5+ Units	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 5+ Units	Non-Ducted Heating	1980-99	0.163011	0.000000	0.310843	0.526146
4A	Multi-Family with 5+ Units	None	1980-99	0.163011	0.000000	0.310843	0.526146
4A	Single-Family Attached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Ducted Heating	1980-99	0.947487	0.000000	0.032862	0.019652
4A	Single-Family Attached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Attached	Non-Ducted Heating	1980-99	0.524734	0.000000	0.096155	0.379111
4A	Single-Family Attached	None	1980-99	0.524734	0.000000	0.096155	0.379111
4A	Single-Family Detached	Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Ducted Heating	1980-99	0.947487	0.000000	0.032862	0.019652
4A	Single-Family Detached	Non-Ducted Heat Pump	1980-99	0.000000	1.000000	0.000000	0.000000
4A	Single-Family Detached	Non-Ducted Heating	1980-99	0.524734	0.000000	0.096155	0.379111
4A	Single-Family Detached	None	1980-99	0.524734	0.000000	0.096155	0.379111
4A	Mobile Home	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Ducted Heating	2000-09	0.684667	0.000000	0.000000	0.315333
4A	Mobile Home	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Mobile Home	Non-Ducted Heating	2000-09	0.000000	0.000000	0.000000	1.000000
4A	Mobile Home	None	2000-09	0.000000	0.000000	0.000000	1.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Ducted Heating	2000-09	0.896241	0.000000	0.028486	0.075273
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heat Pump	2000-09	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	Non-Ducted Heating	2000-09	0.177715	0.000000	0.130619	0.691666
