name,_id,run_start_time,run_end_time,status,status_message,set_clothes_dryer.sample_value,set_clothes_washer.sample_value,set_cooking_range.sample_value,set_cooling_setpoint.sample_value,set_dishwasher.sample_value,set_door_area.sample_value,set_doors.sample_value,set_eaves.sample_value,set_exterior_finish.sample_value,set_floor_covering.sample_value,set_geometry.sample_value,set_geometry_foundation_type.sample_value,set_geometry_garage.sample_value,set_geometry_house_size.sample_value,set_geometry_stories.sample_value,set_heating_fuel.sample_value,set_heating_setpoint.sample_value,set_hot_water_fixtures.sample_value,set_hvac_system_combined.sample_value,set_hvac_system_cooling.sample_value,set_hvac_system_heating.sample_value,set_hvac_system_is_combined.sample_value,set_insulation_crawlspace.sample_value,set_insulation_finished_basement.sample_value,set_insulation_interzonal_floor.sample_value,set_insulation_interzonal_wall.sample_value,set_insulation_slab.sample_value,set_insulation_unfinished_attic.sample_value,set_insulation_unfinished_basement.sample_value,set_insulation_wall.sample_value,set_lighting.sample_value,set_location_epw.sample_value,set_location_region.sample_value,set_misc_extra_refrigerator.sample_value,set_misc_freezer.sample_value,set_misc_gas_fireplace.sample_value,set_misc_gas_grill.sample_value,set_misc_gas_lighting.sample_value,set_misc_hot_tub_spa.sample_value,set_misc_pool.sample_value,set_misc_well_pump.sample_value,set_neighbors.sample_value,set_orientation.sample_value,set_overhangs.sample_value,set_plug_loads.sample_value,set_refrigerator.sample_value,set_roof_material.sample_value,set_thermal_mass_ceiling.sample_value,set_thermal_mass_exterior_wall.sample_value,set_thermal_mass_floor.sample_value,set_thermal_mass_partition_wall.sample_value,set_uninsulated_surfaces.sample_value,set_usage_level.sample_value,set_vintage.sample_value,set_wall_sheathing.sample_value,set_water_heater.sample_value,set_window_areas.sample_value,set_windows.sample_value,res_stock_reporting.Clothes Dryer,res_stock_reporting.Clothes Washer,res_stock_reporting.Cooking Range,res_stock_reporting.Cooling Setpoint,res_stock_reporting.Dishwasher,res_stock_reporting.Door Area,res_stock_reporting.Doors,res_stock_reporting.Eaves,res_stock_reporting.Exterior Finish,res_stock_reporting.Floor Covering,res_stock_reporting.Geometry,res_stock_reporting.Geometry Foundation Type,res_stock_reporting.Geometry Garage,res_stock_reporting.Geometry House Size,res_stock_reporting.Geometry Stories,res_stock_reporting.HVAC System Combined,res_stock_reporting.HVAC System Cooling,res_stock_reporting.HVAC System Heating,res_stock_reporting.HVAC System Is Combined,res_stock_reporting.Heating Fuel,res_stock_reporting.Heating Setpoint,res_stock_reporting.Hot Water Fixtures,res_stock_reporting.Insulation Crawlspace,res_stock_reporting.Insulation Finished Basement,res_stock_reporting.Insulation Interzonal Floor,res_stock_reporting.Insulation Interzonal Wall,res_stock_reporting.Insulation Slab,res_stock_reporting.Insulation Unfinished Attic,res_stock_reporting.Insulation Unfinished Basement,res_stock_reporting.Insulation Wall,res_stock_reporting.Lighting,res_stock_reporting.Location EPW,res_stock_reporting.Location Region,res_stock_reporting.Misc Extra Refrigerator,res_stock_reporting.Misc Freezer,res_stock_reporting.Misc Gas Fireplace,res_stock_reporting.Misc Gas Grill,res_stock_reporting.Misc Gas Lighting,res_stock_reporting.Misc Hot Tub Spa,res_stock_reporting.Misc Pool,res_stock_reporting.Misc Well Pump,res_stock_reporting.Neighbors,res_stock_reporting.Orientation,res_stock_reporting.Overhangs,res_stock_reporting.Plug Loads,res_stock_reporting.Refrigerator,res_stock_reporting.Roof Material,res_stock_reporting.Thermal Mass Ceiling,res_stock_reporting.Thermal Mass Exterior Wall,res_stock_reporting.Thermal Mass Floor,res_stock_reporting.Thermal Mass Partition Wall,res_stock_reporting.Uninsulated Surfaces,res_stock_reporting.Usage Level,res_stock_reporting.Vintage,res_stock_reporting.Wall Sheathing,res_stock_reporting.Water Heater,res_stock_reporting.Window Areas,res_stock_reporting.Windows,standard_reports.Electricity Cooling kWh,standard_reports.Electricity Exterior Lighting kWh,standard_reports.Electricity Fans kWh,standard_reports.Electricity Heating kWh,standard_reports.Electricity Interior Equipment kWh,standard_reports.Electricity Interior Lighting kWh,standard_reports.Electricity Pumps kWh,standard_reports.Electricity Water Systems kWh,standard_reports.Natural Gas Heating therm,standard_reports.Natural Gas Interior Equipment therm,standard_reports.Natural Gas Water Systems therm,standard_reports.Other Fuel Heating MBtu,standard_reports.Other Fuel Interior Equipment MBtu,standard_reports.Other Fuel Water Systems MBtu,standard_reports.Total Site Electricity kWh,standard_reports.Total Site Energy MBtu,standard_reports.Total Site Natural Gas therm,standard_reports.Total Site Other Fuel MBtu
LHS Autogenerated 944,0fea0134-2289-4af0-aaf4-ff364f1802ad,2016-07-01T21:04:05Z,2016-07-01T21:06:46Z,completed,completed normal,0.3462794379258994,0.2625319436707068,0.8961784013267606,0.6255959623709787,0.5299100058821495,0.7378568615682889,0.8606429607209284,0.9746376321897842,0.9228337198898662,0.4673711735813413,0.4958764825728722,0.7110645088737365,0.4156578465034254,0.5618441427731886,0.9414619796432089,0.1321762092304416,0.21742101781023665,0.8012906683280598,0.35393303861818276,0.9984566400570329,0.3224708055062219,0.7693671914963052,0.766696846949868,0.9555898509009275,0.8930961481870617,0.7255832946188748,0.4584012122554705,0.8282199704521336,0.24387550718872808,0.5984051615158096,0.7275370157095604,0.24591918380907737,0.5641875120357145,0.039380340206203984,0.5865821538113524,0.461950028904248,0.1812705332734622,0.14235201653745025,0.29846115009649654,0.2856417301604524,0.46832577616767956,0.5202587486628909,0.32307761467644014,0.17395950710959732,0.7630850957669317,0.28627176730311477,0.047360232256585734,0.5305657475125044,0.7719329360336996,0.866205630976241,0.7149196304972284,0.3019039416261949,0.7755580469151028,0.86530598770082,0.7296623771279119,0.31261323906085453,0.620072293589823,0.6068462742918637,"Electric, 100% Usage","Standard, 120% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 3+ Stories; Heated Basement Foundation; No Garage,Heated Basement,No,1500-2499,3+,None,"FIXME Room AC, EER 9.8, 20% Conditioned",None,No,Fuel Oil,68F,200%,None,Uninsulated,Uninsulated,Uninsulated,None,"Ceiling R-7, Vented",None,Uninsulated,100% Incandescent,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1C2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,200%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,pre-1950,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Thermal-Break, Air",1844.5675,349.0692391611111,0.0,0.0,7598.908333333333,1706.8280555555555,0.0,6933.127777777778,0.0,7.086934320237392,0.0,0.0,0.0,0.0,18432.500905827776,63.602997175467195,7.086934320237392,0.0
LHS Autogenerated 197,1057cecd-f25a-4f3c-a79e-aaaf118842f7,2016-07-01T20:46:02Z,2016-07-01T20:49:16Z,completed,completed normal,0.08868238558224402,0.42525972922029903,0.9647159788019489,0.8654252900879364,0.5098823962048628,0.2019741401334759,0.8695462532902603,0.558921919916058,0.47927107963641175,0.724474272065796,0.329557677145116,0.7442300735141616,0.329033981828019,0.747059640937252,0.9006761182905175,0.6961621487897355,0.3904495379952714,0.37192075958289206,0.9621814011018723,0.9518459038324654,0.03778457220853306,0.6869038520953618,0.5835735731725581,0.6514484172882512,0.6473140126529615,0.8229245714715216,0.31395723853516394,0.17241026560682804,0.8111499895593152,0.6374298273620661,0.9627438631518744,0.5920386589500122,0.41810985702718606,0.01463268563291058,0.4133615487436764,0.4829741965739522,0.20517595910350792,0.6440535864294507,0.8122256316482089,0.5190230164190288,0.8709985561226494,0.6524810477076098,0.9053099677772262,0.3374719672081992,0.22256264789635316,0.18123779933387413,0.05200070528034121,0.8605382139238064,0.8467723008869216,0.9092338306938764,0.06515489335567691,0.8073174242132809,0.7646477190069855,0.45464772982592694,0.37321949676563965,0.4691931660617702,0.927642789049074,0.9223482949971221,"Electric, 100% Usage","EnergyStar, 120% Usage","Gas, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 3+ Stories; Heated Basement Foundation; FIXME: Garage,Heated Basement,Yes,2500-3499,3+,None,"FIXME Room AC, EER 9.8, 30% Conditioned","Gas Furnace, 80% AFUE",No,Natural Gas,68F,200%,None,Uninsulated,R-19,R-19,None,"Ceiling R-19, Vented",None,R-19,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,200%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1980s,OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",859.0083333333334,523.6040001111112,276.09682536944445,0.0,8340.613888888889,2359.224722222222,0.0,0.0,62.71104118734291,41.90277689111408,317.0947767070451,0.0,0.0,0.0,12358.547769925,84.33997484931179,421.7085947855021,0.0
LHS Autogenerated 374,105ff5ce-1648-4a84-8fa2-8a535ac30eb0,2016-07-01T20:51:00Z,2016-07-01T20:53:59Z,completed,completed normal,0.18797179718059487,0.9418177917303983,0.5958101886806544,0.6242076406795531,0.15701909204851835,0.37185761717567223,0.2149624397419393,0.9450167382843793,0.030417875140206888,0.916161381120095,0.8762510635177605,0.608153179610148,0.7917173007810488,0.362721519197803,0.18174937439570205,0.4485310514483135,0.3696995149559807,0.10879892894346267,0.8023128251335584,0.8614844205675181,0.8149059400132391,0.9569896017455031,0.9031357570509426,0.864232917989837,0.10799974347301759,0.26165345817361957,0.5455689864999149,0.3796872265015263,0.6393560660849326,0.49717570886947215,0.9063133896011859,0.32619569795089776,0.7819710621817503,0.4208678645817563,0.5529254722702317,0.8766836997298524,0.5206682804529555,0.2956302465912886,0.5231514246806037,0.00230844003893435,0.545964195148088,0.6227888252823613,0.22588804877060464,0.34451907635619866,0.6666114035549108,0.5892353844973258,0.5116606833708939,0.29268485930585303,0.2756355021859054,0.43990543320123104,0.1561903335186653,0.32160112224146725,0.3794218590236269,0.24568088282551617,0.5033372381727677,0.7697741538044065,0.3547133666218724,0.9641358616987709,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 1 Story; Heated Basement Foundation; FIXME: Garage,Heated Basement,Yes,1500-2499,1,None,None,None,No,Natural Gas,68F,100%,None,Uninsulated,R-13,R-13,None,"Ceiling R-19, Vented",None,R-13,100% Incandescent,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1970s,OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,349.0689805277778,0.0,0.0,5141.400000000001,1706.8277777777778,0.0,0.0,0.0,7.086934320237392,174.69462829128912,0.0,0.0,0.0,7197.296758305556,42.73635217614381,181.78156261152648,0.0
LHS Autogenerated 707,10a2c1d7-e191-48ff-bd35-673bb9fb295a,2016-07-01T20:59:56Z,2016-07-01T21:01:50Z,completed,completed normal,0.4214504668114241,0.15674338120641187,0.8605846994169988,0.4085737871536985,0.28948598570912143,0.028608483794378116,0.638113267447101,0.25699927465175276,0.7940697616436518,0.3611437571104616,0.5394502899453509,0.8134490483738482,0.9866711394225713,0.7578942483668215,0.6937120839217678,0.4381500412877649,0.9261313081516419,0.5293012693540659,0.34700066660740414,0.1751553929236252,0.13183962893881834,0.03092372990376316,0.19192214819393122,0.6693655154493172,0.9285799581196624,0.6422977132294327,0.3831286480515264,0.48419585075229404,0.2103146800706163,0.831436292045517,0.7676133483333979,0.07600437531014904,0.5220134578428697,0.06253339821263217,0.9569731413805858,0.373311051818775,0.8773006753034424,0.9059825062369927,0.7595254844746087,0.854456503045978,0.4295331465546042,0.4725502800696995,0.551741101291962,0.43657100971159524,0.4430724848962855,0.9472091012846213,0.09879607391497121,0.6393068455101456,0.42243856032425536,0.4701233496929053,0.10210172879928724,0.08122229883051478,0.6311584432593081,0.9591469180535059,0.41151000767853113,0.2684373202652205,0.9959899396880064,0.8054481921466068,"Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage",72F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 3+ Stories; Heated Basement Foundation; FIXME: Garage,Heated Basement,Yes,1500-2499,3+,None,None,"Gas Furnace, 68% AFUE",No,Natural Gas,72F,100%,None,Uninsulated,Uninsulated,Uninsulated,None,"Ceiling R-30, Vented",None,Uninsulated,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,pre-1950,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,349.0688306583333,653.018975663889,0.0,4729.047222222222,1706.8277777777778,0.0,0.0,771.0211056409239,35.62067345219103,171.95043233918835,0.0,0.0,0.0,7437.962806322222,123.23860370033952,978.5922114323032,0.0
LHS Autogenerated 640,10fe9bfe-c293-4f14-9ad7-6b26d25a6102,2016-07-01T20:57:09Z,2016-07-01T21:00:13Z,completed,completed normal,0.6640113801464904,0.987249819676159,0.3097946597386617,0.29048463180242107,0.4043286417007912,0.8586090693080333,0.7742622208048124,0.9668092607099097,0.6562478905245662,0.9376880556228571,0.7541908455181401,0.8895204928147141,0.5798613243631553,0.9150543653708882,0.19517094476730562,0.28846190760307944,0.06652395360870286,0.9654147245632485,0.020101962115848436,0.35265639644884506,0.7302415697481484,0.9849272633111105,0.3970420226866845,0.7045171159149614,0.696865547995083,0.21451336409896613,0.6847002782120835,0.6858613766753114,0.03894369974685833,0.3527143208601046,0.38241216376423837,0.7500449010862503,0.0417890519136563,0.368328160631936,0.31216561334370635,0.8177171096936799,0.8385315731808077,0.11982760068797506,0.23867608252260833,0.9855796188332606,0.9540470736268908,0.20180743284942582,0.4378752821388189,0.28032391824829395,0.7703647304454353,0.10761500799120403,0.17998946854495443,0.5186441724202596,0.7511057865952607,0.5082914531952701,0.10755197189352475,0.026849888098891824,0.7636762336464599,0.03134826007415541,0.08960720789455809,0.780805470536463,0.7535366627601907,0.15774197438685222,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 1 Story; Slab Foundation; No Garage,Slab,No,1500-2499,1,None,"AC, SEER 8","Gas Furnace, 90% AFUE",No,Natural Gas,65F,200%,None,None,Uninsulated,R-13,Uninsulated,"Ceiling R-60, Vented",None,R-13,100% CFL,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,200%,EF 10.2,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,1950s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",1015.2811111111112,185.9058920027778,305.23546895,0.0,7753.433333333333,909.0158333333334,0.0,0.0,35.57206624312939,7.086934320237392,275.95155202163653,0.0,0.0,0.0,10168.871638730556,66.55868553894682,318.6105525850033,0.0
LHS Autogenerated 411,111d15b9-910a-4b66-b6b5-681858cb9215,2016-07-01T20:51:05Z,2016-07-01T20:54:04Z,completed,completed normal,0.26823754660063426,0.7429294280398171,0.6704593358465936,0.3486440959062893,0.34344074617139997,0.5269963439803105,0.00792480173241347,0.37499672822351565,0.840808341236785,0.5809924474633299,0.8236071144549642,0.07652894591889345,0.08473901062156074,0.41772377307829445,0.8549222269556485,0.6935072179508861,0.2762592224976979,0.33403338794759474,0.8912982789399102,0.5018222747191321,0.6044145437236875,0.571750311875483,0.5483214108659886,0.10313865431025625,0.856787615631707,0.04538365060929209,0.2006269967316184,0.06921045379829593,0.16142196779605,0.6204512780490331,0.14609753996413202,0.9626342227829154,0.7616929726677482,0.09663052269793115,0.04578803251264617,0.6457321438309737,0.4162748496197164,0.5694414573397953,0.5363867188398727,0.6031021065518726,0.3009068384952843,0.6789477066632826,0.191555699581746,0.45819336800882593,0.14396681501017883,0.872193802626105,0.21680402316269465,0.6607023238772526,0.11756973681715317,0.2882111095020082,0.46978461695672014,0.5957496797253843,0.18142976475064643,0.2334372275779024,0.372157734969398,0.09947053666249848,0.6645960416060407,0.11076743495976553,"Electric, 100% Usage","EnergyStar, 80% Usage","Gas, 100% Usage",72F,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,1500-2499,3+,None,None,"Gas Furnace, 90% AFUE",No,Natural Gas,68F,50%,"Uninsulated, Unvented",None,Uninsulated,R-13,None,"Ceiling R-19, Vented",None,R-13,100% CFL,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,1970s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",0.0,185.90589200000002,377.141735525,0.0,3591.2000000000003,909.0161111111112,0.0,1983.5105555555556,428.35794014042216,35.62067345219103,0.0,0.0,0.0,0.0,7046.774294191667,70.44245330772847,463.97861359261316,0.0
LHS Autogenerated 907,113521b3-bb31-4293-a0a0-6d09ec07d82f,2016-07-01T21:03:34Z,2016-07-01T21:07:01Z,completed,completed normal,0.19217540563154034,0.593715275037568,0.575942901148228,0.17961614135908893,0.10700461938348599,0.11011631503584794,0.5284535303416196,0.8327497808190528,0.5061241544112564,0.8707705343875568,0.27587333317263985,0.5764022150577511,0.35336191081558355,0.22478916019061582,0.709210251252167,0.08589502110518515,0.9848203304759227,0.21374982518935576,0.34625270550348797,0.2893156116346363,0.5924237110116519,0.8426682368984911,0.5286011308426969,0.28390433950233274,0.7951360801251139,0.9047462850566953,0.13583331842022017,0.7266691397931426,0.9748639668016694,0.6129012396358885,0.9815165918348357,0.5465091930585914,0.2294443017754238,0.5089017081635538,0.17389434287115,0.3604386006921995,0.9518438627158757,0.6634371966172475,0.15056729594897478,0.40545851035648955,0.14526269381889143,0.7136544995729346,0.610793907111045,0.14334321429184638,0.6275371961037163,0.4875589884347282,0.4494503968099598,0.6632331943304743,0.2781727485619485,0.3336951225204393,0.19802859248872845,0.7454728155378252,0.7063268996078986,0.7749983108784072,0.3589433982891496,0.8100019296787213,0.5334544361999725,0.7741221758956089,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",70F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 3+ Stories; Heated Basement Foundation; No Garage,Heated Basement,No,0-1499,3+,None,None,Electric Baseboard,No,Electricity,75F,100%,None,Uninsulated,Uninsulated,Uninsulated,None,"Ceiling R-38, Vented",None,R-7,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,pre-1950,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,174.53457018055553,0.0,6525.036666666667,4834.013888888889,1054.43,0.0,3131.2891666666665,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,15719.304292402778,54.25385957874636,6.1736695883208315,0.0
LHS Autogenerated 960,1140029e-6e23-40a1-a3d8-f4dd8660a69a,2016-07-01T21:04:40Z,2016-07-01T21:07:08Z,completed,completed normal,0.9437898858960252,0.3532725800371263,0.38530577297788116,0.45220003693923355,0.17091538801975548,0.14860104833799415,0.3966319255584385,0.3616401344900951,0.9846057222827803,0.8959726412068121,0.3664352728056256,0.5565226640822366,0.0953005850755144,0.9885353445431683,0.6746519278255291,0.19831373302522115,0.42653884435398504,0.5833259260549676,0.3046453602989204,0.3286365268793888,0.21638910120422952,0.6206422224529088,0.6133595240670257,0.42655044608330356,0.4504945742103737,0.19443892900738866,0.9563634968581609,0.010668937180656939,0.8638116915812716,0.16175164889660665,0.00576653530751355,0.630485343041597,0.331652909000637,0.39322618157370015,0.3918997783053201,0.32542187746521084,0.8640189134357497,0.4850992071761284,0.8731210339509416,0.24734533924120478,0.9954934622496366,0.38898900860059077,0.7389919368762057,0.7966221072345506,0.9722606708270032,0.839913613760611,0.7326864804527722,0.4533299402736593,0.8402294737664051,0.2969925028486177,0.44900737213902175,0.5035188747048378,0.7493126399007161,0.26941844894108363,0.876536549509503,0.004889091098681092,0.001700228018220514,0.37361638092668725,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,3500-4499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,3500-4499,3+,"ASHP, SEER 14, 8.2 HSPF",None,None,Yes,Electricity,68F,100%,"Ceiling R-19, Vented",None,R-13,R-13,None,"Ceiling R-13, Vented",None,R-13,100% CFL,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1970s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",586.0030555555555,371.81176749444444,845.371397186111,2939.3272451694447,6232.961111111111,1603.918611111111,0.0,3685.4680555555556,0.0,9.497953212728374,0.0,0.0,0.0,0.0,16264.861243183333,56.447805526187786,9.497953212728374,0.0
LHS Autogenerated 682,115ae4d4-e0b6-4d6c-9993-de85534f4686,2016-07-01T20:57:37Z,2016-07-01T21:00:35Z,completed,completed normal,0.03184363695932552,0.3085662713290658,0.23682606478664092,0.04222284938790835,0.6688032574893441,0.2101418747578282,0.8073850901126861,0.21800207458343357,0.6869651499481406,0.45554325927770695,0.060866607214091345,0.49509810672816823,0.8064741481894162,0.23261159514938481,0.3779939551970456,0.4026097035552375,0.973262817644747,0.5822920467280783,0.6055623529138975,0.6292969264634884,0.9770314602376893,0.1750563406490255,0.0009604001382831484,0.6167215177984908,0.07961867111944594,0.7296829145187512,0.9300913180606439,0.4672292619915679,0.7329140316713602,0.14311939951451497,0.014260108104208484,0.1334619941445999,0.17157079888158477,0.07773076396947727,0.5706666622441262,0.7462115174653009,0.4256341899551917,0.9670821994887665,0.8243700670916587,0.6322301294512581,0.6863782892934978,0.0618381668550428,0.700578282210743,0.12030989715224132,0.5029047032645904,0.6319401024924591,0.9907316748043522,0.7637145483708009,0.26232570785400455,0.30098036613687873,0.1876671771593392,0.3948622689552139,0.7124077397789806,0.18162759427144193,0.11624438949069008,0.9775918322904036,0.4511079220657703,0.07036826230515726,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",65F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 2 Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,1500-2499,2,None,None,None,No,Natural Gas,75F,100%,"Ceiling R-13, Vented",None,R-13,R-7,None,"Ceiling R-19, Vented",None,R-13,100% CFL,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1960s,OSB,Gas Tankless,F15 B15 L15 R15,"Clear, Double, Metal, Air",0.0,185.90589200000002,0.0,0.0,5126.397222222222,909.0155555555556,0.0,64.66632000000001,0.0,7.086934320237392,142.63600322797478,0.0,0.0,0.0,6285.9849897777785,36.42096484365929,149.72293754821217,0.0
LHS Autogenerated 10,11cb3932-c696-40a1-8347-894e32031679,2016-07-01T20:42:17Z,2016-07-01T20:45:32Z,completed,completed normal,0.014476429225876927,0.9422188219723757,0.21613297936879097,0.6787493714238517,0.6308703690452967,0.6631210244146641,0.18061409707809797,0.47613573080394417,0.5271802725072484,0.5740871840131003,0.16362914838455617,0.3290283717722632,0.1263038349947892,0.33228934479365124,0.368689978397917,0.2079875911937561,0.6035990569435525,0.868351841080701,0.7048883825382217,0.12472641217010096,0.05297583806444891,0.7275758197377435,0.29992770095472226,0.3256816800334491,0.8667951354582328,0.7757524911691435,0.8290225434072781,0.26234377252310515,0.9713056593891233,0.23452857988583856,0.2322392811945174,0.6069564925159794,0.1399435302473139,0.10786854469170794,0.5902474929098971,0.26377764067286624,0.9338529923921451,0.6477041044563521,0.5271081078993156,0.6832749506882392,0.46332979387952944,0.6108157007754781,0.0010163475924637169,0.26415949911484493,0.42108586545009163,0.06581543328193948,0.8388522562019062,0.3083000743424054,0.8416173837939277,0.6108151512811891,0.49135266887932083,0.8143479314593133,0.7723490462007466,0.9961567491649185,0.00925633609900251,0.577032731730491,0.3308954401835799,0.5266674422696233,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 2 Stories; Crawl Foundation; No Garage,Crawl,No,0-1499,2,"ASHP, SEER 17, 8.7 HSPF",None,None,Yes,Electricity,70F,200%,"Ceiling R-19, Vented",None,Uninsulated,R-7,None,"Ceiling R-19, Vented",None,R-13,100% CFL,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,200%,EF 10.2,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,pre-1950,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Thermal-Break, Air",506.41305555555556,92.95294600000001,154.26605940555558,756.4571936555556,7167.852777777778,561.5638888888889,0.0,6194.022222222222,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,15433.528143505557,53.278750883339185,6.1736695883208315,0.0
