name,_id,run_start_time,run_end_time,status,status_message,set_clothes_dryer.sample_value,set_clothes_washer.sample_value,set_cooking_range.sample_value,set_cooling_setpoint.sample_value,set_dishwasher.sample_value,set_door_area.sample_value,set_doors.sample_value,set_eaves.sample_value,set_exterior_finish.sample_value,set_floor_covering.sample_value,set_geometry.sample_value,set_geometry_foundation_type.sample_value,set_geometry_garage.sample_value,set_geometry_house_size.sample_value,set_geometry_stories.sample_value,set_heating_fuel.sample_value,set_heating_setpoint.sample_value,set_hot_water_fixtures.sample_value,set_hvac_system_combined.sample_value,set_hvac_system_cooling.sample_value,set_hvac_system_heating.sample_value,set_hvac_system_is_combined.sample_value,set_insulation_crawlspace.sample_value,set_insulation_finished_basement.sample_value,set_insulation_interzonal_floor.sample_value,set_insulation_interzonal_wall.sample_value,set_insulation_slab.sample_value,set_insulation_unfinished_attic.sample_value,set_insulation_unfinished_basement.sample_value,set_insulation_wall.sample_value,set_lighting.sample_value,set_location_epw.sample_value,set_location_region.sample_value,set_misc_extra_refrigerator.sample_value,set_misc_freezer.sample_value,set_misc_gas_fireplace.sample_value,set_misc_gas_grill.sample_value,set_misc_gas_lighting.sample_value,set_misc_hot_tub_spa.sample_value,set_misc_pool.sample_value,set_misc_well_pump.sample_value,set_neighbors.sample_value,set_orientation.sample_value,set_overhangs.sample_value,set_plug_loads.sample_value,set_refrigerator.sample_value,set_roof_material.sample_value,set_thermal_mass_ceiling.sample_value,set_thermal_mass_exterior_wall.sample_value,set_thermal_mass_floor.sample_value,set_thermal_mass_partition_wall.sample_value,set_uninsulated_surfaces.sample_value,set_usage_level.sample_value,set_vintage.sample_value,set_wall_sheathing.sample_value,set_water_heater.sample_value,set_window_areas.sample_value,set_windows.sample_value,res_stock_reporting.Clothes Dryer,res_stock_reporting.Clothes Washer,res_stock_reporting.Cooking Range,res_stock_reporting.Cooling Setpoint,res_stock_reporting.Dishwasher,res_stock_reporting.Door Area,res_stock_reporting.Doors,res_stock_reporting.Eaves,res_stock_reporting.Exterior Finish,res_stock_reporting.Floor Covering,res_stock_reporting.Geometry,res_stock_reporting.Geometry Foundation Type,res_stock_reporting.Geometry Garage,res_stock_reporting.Geometry House Size,res_stock_reporting.Geometry Stories,res_stock_reporting.HVAC System Combined,res_stock_reporting.HVAC System Cooling,res_stock_reporting.HVAC System Heating,res_stock_reporting.HVAC System Is Combined,res_stock_reporting.Heating Fuel,res_stock_reporting.Heating Setpoint,res_stock_reporting.Hot Water Fixtures,res_stock_reporting.Insulation Crawlspace,res_stock_reporting.Insulation Finished Basement,res_stock_reporting.Insulation Interzonal Floor,res_stock_reporting.Insulation Interzonal Wall,res_stock_reporting.Insulation Slab,res_stock_reporting.Insulation Unfinished Attic,res_stock_reporting.Insulation Unfinished Basement,res_stock_reporting.Insulation Wall,res_stock_reporting.Lighting,res_stock_reporting.Location EPW,res_stock_reporting.Location Region,res_stock_reporting.Misc Extra Refrigerator,res_stock_reporting.Misc Freezer,res_stock_reporting.Misc Gas Fireplace,res_stock_reporting.Misc Gas Grill,res_stock_reporting.Misc Gas Lighting,res_stock_reporting.Misc Hot Tub Spa,res_stock_reporting.Misc Pool,res_stock_reporting.Misc Well Pump,res_stock_reporting.Neighbors,res_stock_reporting.Orientation,res_stock_reporting.Overhangs,res_stock_reporting.Plug Loads,res_stock_reporting.Refrigerator,res_stock_reporting.Roof Material,res_stock_reporting.Thermal Mass Ceiling,res_stock_reporting.Thermal Mass Exterior Wall,res_stock_reporting.Thermal Mass Floor,res_stock_reporting.Thermal Mass Partition Wall,res_stock_reporting.Uninsulated Surfaces,res_stock_reporting.Usage Level,res_stock_reporting.Vintage,res_stock_reporting.Wall Sheathing,res_stock_reporting.Water Heater,res_stock_reporting.Window Areas,res_stock_reporting.Windows,standard_reports.Electricity Cooling kWh,standard_reports.Electricity Exterior Lighting kWh,standard_reports.Electricity Fans kWh,standard_reports.Electricity Heating kWh,standard_reports.Electricity Interior Equipment kWh,standard_reports.Electricity Interior Lighting kWh,standard_reports.Electricity Pumps kWh,standard_reports.Electricity Water Systems kWh,standard_reports.Natural Gas Heating therm,standard_reports.Natural Gas Interior Equipment therm,standard_reports.Natural Gas Water Systems therm,standard_reports.Other Fuel Heating MBtu,standard_reports.Other Fuel Interior Equipment MBtu,standard_reports.Other Fuel Water Systems MBtu,standard_reports.Total Site Electricity kWh,standard_reports.Total Site Energy MBtu,standard_reports.Total Site Natural Gas therm,standard_reports.Total Site Other Fuel MBtu
LHS Autogenerated 483,94411349-5b47-412b-bc6f-aaf4ec0a13d4,2016-07-01T20:53:58Z,2016-07-01T20:57:08Z,completed,completed normal,0.048132159171393143,0.17286332164960913,0.41210480955732054,0.8429840786531567,0.7814508402636274,0.31848922970937565,0.42637279274105094,0.567879790697014,0.5427127122718375,0.5353286638753488,0.9943334946534597,0.27722401729319246,0.9316993721879553,0.06040284742601216,0.6547534196837805,0.15248954627709463,0.373188256040914,0.689198348314967,0.35686724236677403,0.8347583495294675,0.9825900158148725,0.8528931385357864,0.1849113988757599,0.3046262382613495,0.1175264356220141,0.611121604564134,0.4725041210700292,0.6577901398430113,0.12004027351271361,0.31917332984181124,0.03984814160689711,0.22010008152457886,0.66899353694194,0.209165963859763,0.8285118848064449,0.10958829321013763,0.5017452917809132,0.6387037886241451,0.08810135587700643,0.9286413898568134,0.07613290417171083,0.7982968436197844,0.3901850477657281,0.37306933449953794,0.1657039234805852,0.09386668219580314,0.13715776869747787,0.9030384801602922,0.5305787427912001,0.4445167517880909,0.8244866540266667,0.24591708621825092,0.6392911455093417,0.35267169309430757,0.2675718890489079,0.5536781561749522,0.15612526396126486,0.32553786066384055,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 2 Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,0-1499,2,"ASHP, SEER 14, 8.2 HSPF",None,None,Yes,Electricity,68F,100%,"Ceiling R-19, Vented",None,R-13,R-13,None,"Ceiling R-38, Vented",None,R-13,100% CFL,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1C3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,100%,EF 10.2,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1970s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",479.24972222222226,92.95294600555557,260.33631784166664,903.6325602916668,5227.7,561.5638888888889,0.0,3430.1983333333337,0.0,6.1736695883208315,0.0,0.0,0.0,0.0,10955.633768583331,37.99954105791764,6.1736695883208315,0.0
LHS Autogenerated 126,947fea2d-d384-4c91-bdce-0c786b267da9,2016-07-01T20:42:20Z,2016-07-01T20:46:02Z,completed,completed normal,0.8461697818860412,0.09720950719504617,0.5390708301113919,0.1525001620396506,0.7182876152063254,0.9820341745144687,0.9466618109736592,0.8063584438187535,0.5647211037511006,0.23042665054625833,0.0323406531047076,0.021799941255478187,0.5204627596675419,0.9927759726496879,0.491317242261488,0.41778941680514253,0.6543187611417379,0.565439535901649,0.25416853130445816,0.2697838840323966,0.7391627600605134,0.4150947504057549,0.22549917420302518,0.7514310272594448,0.8344740096849855,0.38967587993713093,0.8614241648886819,0.4667630834097508,0.2293157612613868,0.2755335647163447,0.30427353365300225,0.42968783383071424,0.739700617750641,0.9789967323250603,0.7528896495045628,0.47876453627157023,0.6227447198969313,0.1812703798892908,0.7078950809880625,0.20198932605003939,0.05265398014802486,0.763609059742419,0.439752375211101,0.7705186750304419,0.4002478423397988,0.1927584163034335,0.03750481584854424,0.8684804157924373,0.8275386743298732,0.02532057998632081,0.47278356870869176,0.31330993890063835,0.053882370222825555,0.7736340178798419,0.7950922779175453,0.8274189187090378,0.2692632050691173,0.22948635010654106,"Electric, 100% Usage","Standard, 80% Usage","Electric, 100% Usage",70F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,3500-4499 sqft; 2 Stories; Crawl Foundation; FIXME: Garage,Crawl,Yes,3500-4499,2,None,"AC, SEER 10",None,No,Natural Gas,70F,50%,"Ceiling R-19, Vented",None,R-19,R-19,None,"Ceiling R-38, Vented",None,R-13,100% CFL,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1C3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,South,None,50%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Low,2000s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",1814.9833333333333,371.8121906361111,297.5811111111111,0.0,4960.944444444444,1603.9191666666668,0.0,0.0,0.0,9.497953212728374,136.18554851214168,0.0,0.0,0.0,9049.240246191668,45.44563956469454,145.68350172487004,0.0
LHS Autogenerated 439,94b4bdca-06bc-4dbf-a7ba-4b8857dfaf9a,2016-07-01T20:51:33Z,2016-07-01T20:54:35Z,completed,completed normal,0.7229717160009314,0.9182906080638058,0.8872810637427029,0.2344435647954233,0.3885594341633841,0.044368995514931155,0.1864776803404093,0.23761193276429549,0.5837339610096532,0.38058201016788373,0.784375680135563,0.3589566446421668,0.1667022541151382,0.555131447520107,0.7228636990999803,0.3423776211370714,0.4534243432295043,0.23411603632289915,0.9910396573906765,0.1793133966026362,0.17885542633058504,0.7999138842164539,0.5202189602127765,0.6848477828786709,0.6198126791906543,0.4628114415570162,0.27638830822031013,0.30112846695655027,0.5131023624329828,0.4269993473612703,0.6472571477377788,0.28212677481793796,0.671065980219515,0.5537890328096692,0.6080817595848348,0.38786890562972987,0.4828506232697982,0.9540467656713445,0.9795123786367476,0.7619546033518855,0.2751536565790884,0.6513151217801496,0.5467649308871478,0.9582022421716246,0.5620903334959876,0.702604037740035,0.9798732542407234,0.8832689618754667,0.26726165058533663,0.8896044844731222,0.7027775391533505,0.017866590639576317,0.4013358855575789,0.9812184724286198,0.901939895534888,0.585386424753815,0.5540075355749577,0.6935200817335863,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",70F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,1500-2499,3+,"FIXME MSHP, SEER 18, 9.6 HSPF, 60% Conditioned",None,None,Yes,Electricity,68F,100%,"Uninsulated, Unvented",None,Uninsulated,Uninsulated,None,"Ceiling R-30, Vented",None,Uninsulated,100% Incandescent,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1C3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,pre-1950,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Thermal-Break, Air",1089.281111111111,349.06937650555557,221.3736790527778,4813.258717786111,5115.747222222222,1706.8280555555555,0.0,3145.721111111111,0.0,7.086934320237392,0.0,0.0,0.0,0.0,16441.279273344444,56.80866694248583,7.086934320237392,0.0
LHS Autogenerated 142,94b8137f-1b94-46b2-80fa-d58e94a71b1f,2016-07-01T20:45:08Z,2016-07-01T20:48:04Z,completed,completed normal,0.2352208285185043,0.3359433824256994,0.18231823651702142,0.8204817539593204,0.656004069959512,0.5454404759970494,0.9902902528662234,0.8447234383819159,0.7214493239559233,0.5282454461443704,0.4625352970596869,0.6301043295343407,0.022410929475910963,0.6669308329033665,0.447737320717657,0.5587086173202842,0.5813950928223786,0.059731139794224876,0.09228298372821882,0.005220436294330284,0.6334650480083656,0.3322926895089913,0.3748971202885732,0.8209009060086683,0.47936362780118363,0.9272582589164376,0.7346797002370004,0.9659261560137383,0.4463768191868439,0.24141956142429263,0.9100764997256919,0.6622636900481302,0.4922039492165204,0.7927929412971716,0.5675099396526347,0.5119764406217728,0.751810378896771,0.5934260791600682,0.8611992586350534,0.2079717211103998,0.4188859912531916,0.8150800015521236,0.9699020611236338,0.7416005744559224,0.7134795374465175,0.4272168675113935,0.8866900543507654,0.2727360550914891,0.6732451675678603,0.8202998135450762,0.7507507938307244,0.1960460802267771,0.4282941610289272,0.43546367637393996,0.536157358289929,0.520134512721328,0.43493722603609786,0.056343980567529796,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 2 Stories; Crawl Foundation; No Garage,Crawl,No,1500-2499,2,None,None,"Gas Furnace, 96% AFUE",No,Natural Gas,70F,100%,"Ceiling R-19, Vented",None,R-19,R-7,None,"Ceiling R-38, Vented",None,R-13,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1980s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",0.0,349.0688306583333,207.4786867805556,0.0,5123.752777777778,1706.8277777777778,0.0,0.0,173.5208514649489,7.086934320237392,172.2249296554023,0.0,0.0,0.0,7387.128072994445,60.48919879117138,352.8327154405886,0.0
LHS Autogenerated 414,9510288b-0bb6-421c-870f-2ad1f4e685ed,2016-07-01T20:51:05Z,2016-07-01T20:54:01Z,completed,completed normal,0.9212798891353886,0.7011924144423101,0.30384213553066364,0.8463492433917709,0.7109468297560234,0.4888073696165811,0.722160110426601,0.42181122306035834,0.775399623708101,0.4508480331741739,0.6609498710900079,0.33853003957076,0.20488570650015026,0.11286623462662101,0.7798029569964856,0.5676627247454599,0.21241992589412256,0.671069333930267,0.32889419521647506,0.08841376584139653,0.9521381838633679,0.8148737307591364,0.2697403426312376,0.47061038718977943,0.4912834408262279,0.7024170472887344,0.6708322434383445,0.9335358538569417,0.0052592568132095036,0.24075713634584098,0.7728261094768532,0.6759762633540668,0.9853870155338663,0.12458443301240914,0.7414161733465735,0.8001392956778873,0.05214916970487684,0.8726551717589609,0.06453072208142839,0.4877187032359652,0.6256076886816881,0.7296869453596883,0.22045503758522683,0.33185473815142175,0.15348022414557635,0.8703814944166225,0.9700936542267445,0.9396564934463241,0.20633814040222206,0.7167458598800004,0.8350996019523591,0.008663746935315431,0.7967983950874769,0.9618313485796097,0.21019002813566476,0.8977609660828021,0.8216199949770234,0.22786110170767643,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,0-1499,3+,None,"AC, SEER 10",None,No,Natural Gas,68F,200%,"Uninsulated, Unvented",None,R-19,R-19,None,"Ceiling R-60, Vented",None,R-13,100% Incandescent,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,H3,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,200%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,pre-1950,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",609.6458333333334,174.53457017777782,148.36700067222225,0.0,6756.516666666667,1054.43,0.0,0.0,0.0,6.1736695883208315,323.16990532140534,0.0,0.0,0.0,8743.49407085,62.76839762912721,329.34357490972616,0.0
LHS Autogenerated 722,9592ec4f-edb7-456d-a837-0e83537e0ec5,2016-07-01T21:00:10Z,2016-07-01T21:01:48Z,completed,completed normal,0.3673168508538511,0.043327063622651624,0.9174105294132605,0.753559937534621,0.6453572114629206,0.5436847056711558,0.07234112386801281,0.8951578495190479,0.570225259677507,0.13083812666055747,0.5764476566563826,0.10815472691156901,0.6989990945109166,0.052700224675703795,0.2189430883047171,0.6118166809459217,0.6742320272955112,0.812287322798511,0.6210602164971643,0.43582280310220084,0.7932179151999299,0.1614059678267222,0.261383434867952,0.9327735896185041,0.1991775096352212,0.4473046839993913,0.7136712814066559,0.9672857192838564,0.5050171321909874,0.6803877387249376,0.571897730122786,0.09859522884758189,0.3891683134851046,0.24686025769356637,0.4048665798427537,0.06405221665161662,0.03738454670575447,0.3546032447540201,0.07954595776228233,0.3515735227989499,0.9502742165699601,0.31658907782007006,0.1681024875503499,0.24874184089386836,0.94237524567754,0.3416244656313211,0.5708968158753123,0.042947940179146826,0.40372960348334164,0.02638919046171941,0.2735766709835734,0.35843912728177385,0.8272595115285367,0.8724140837478918,0.22510044515365735,0.40489120192243716,0.8939799974537455,0.42205486879241655,"Electric, 100% Usage","Standard, 120% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,0-1499 sqft; 1 Story; Crawl Foundation; No Garage,Crawl,No,0-1499,1,None,None,"Gas Furnace, 96% AFUE",No,Natural Gas,70F,200%,"Ceiling R-19, Vented",None,R-13,R-7,None,"Uninsulated, Vented",None,Uninsulated,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,200%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,High,pre-1950,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,174.53457018055553,470.0916796138889,0.0,6345.775000000001,1054.43,0.0,0.0,393.15214352864956,34.707394787741926,281.87929507378806,0.0,0.0,0.0,8044.831249794445,98.42398697793028,709.7388333901796,0.0
LHS Autogenerated 980,961db1c0-dc74-402c-bf9a-b374de194c8d,2016-07-01T21:05:57Z,2016-07-01T21:08:04Z,completed,completed normal,0.8558367921779864,0.5926751646383199,0.30498362898128106,0.578726767002605,0.8648426966306287,0.5230555002291222,0.048698286605533214,0.30993942949245684,0.7995056597087532,0.7162186450208538,0.8527832853982691,0.45635849942383355,0.39086191466660236,0.6827909070078749,0.5629693057213444,0.8653580574656371,0.18782868150481954,0.5268565307557583,0.7832472439128906,0.8866995821276213,0.28515785654378123,0.9588544211809058,0.9857786612468772,0.38552866126969454,0.1579793545533903,0.5266225022035651,0.10818931050342508,0.08609384112176485,0.5393693396816961,0.4748354924470186,0.9937283464802895,0.1350571245001629,0.2778093146129977,0.6613249299644959,0.10520011662156321,0.019881507840240373,0.01979795833490789,0.9830710010444745,0.11369626890332438,0.44540685846307315,0.2472712230903562,0.8990012532344553,0.5374265085626394,0.6918369411553722,0.7524711968067568,0.9052013925812207,0.7264422598229722,0.8018905545107554,0.15882573422859422,0.8228809014628641,0.25602193899359554,0.7104258670129348,0.7256360866865144,0.9713880806982051,0.5539934158045798,0.4227256036759354,0.45781684015272184,0.8201986906791572,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 2 Stories; Crawl Foundation; No Garage,Crawl,No,1500-2499,2,None,None,"Gas Furnace, 80% AFUE",No,Natural Gas,68F,100%,"Uninsulated, Vented",None,R-13,R-7,None,"Ceiling R-13, Vented",None,R-7,100% Incandescent,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1C1 WA,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,pre-1950,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,349.0688306583333,263.5367835777778,0.0,5115.747222222222,1706.8277777777778,0.0,0.0,264.484605063846,7.086934320237392,168.2644568618307,0.0,0.0,0.0,7435.180614236111,69.35348894825223,439.8359962459141,0.0
LHS Autogenerated 42,96910ebf-3461-4150-afb4-e793092e4301,2016-07-01T20:43:05Z,2016-07-01T20:48:05Z,completed,completed normal,0.48942739590094425,0.9115856899379287,0.13656901421304793,0.5564917208908592,0.963950779672712,0.1507466974928975,0.0960231578417588,0.8405831389864906,0.4613219202605542,0.8863419866946061,0.7119927398543805,0.8529131231901702,0.05573460013535805,0.4824237579731271,0.6395569507468026,0.7901672639627941,0.5914191675940529,0.6101203270941041,0.249361835898133,0.4017331377426162,0.5291636658862698,0.9377287025616969,0.30607385822408834,0.6020894038625992,0.9055510349671823,0.6926013560933061,0.20106080922251568,0.7047421265710145,0.12942990486999043,0.3044246606528759,0.049839522345224395,0.9585771658543963,0.6191218656555284,0.8532935423003509,0.251272141022142,0.7903049835602287,0.941064982195152,0.8920201097126119,0.5035140428342857,0.7321810090637301,0.5511662828386761,0.1643623636162374,0.0004981038309633732,0.26265451541217044,0.06370781683991664,0.9984366160728969,0.2688672351757996,0.03622383362287655,0.7034058603213634,0.3483501422281843,0.010140356327407061,0.2945175914466381,0.4147021284902003,0.4477071996319573,0.8167221041838638,0.294305954155745,0.5051050853447523,0.4524424546295777,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 2 Stories; Slab Foundation; No Garage,Slab,No,1500-2499,2,None,None,"Gas Furnace, 90% AFUE",No,Natural Gas,70F,100%,None,None,R-19,R-19,Uninsulated,"Ceiling R-30, Vented",None,R-13,100% CFL,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1C2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1980s,OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,185.90589200000002,271.8424031222222,0.0,5115.747222222222,909.0158333333334,0.0,0.0,313.82280728018736,7.086934320237392,171.4087074640733,0.0,0.0,0.0,6482.511350677778,71.3510917733219,492.31844906449805,0.0
LHS Autogenerated 235,96c8985c-be02-46df-b3f0-16fe16581b17,2016-07-01T20:48:00Z,2016-07-01T20:50:55Z,completed,completed normal,0.9042401429095771,0.06414642355032266,0.3258495098687708,0.7887005127323792,0.8293148620969151,0.8039305643569679,0.28001202824129723,0.9516666596976574,0.0983654428126756,0.9692828838005662,0.134915163786849,0.5353771582203917,0.5396256950390526,0.573283625088865,0.7062083851168863,0.4981316137255635,0.5590096946740523,0.6122763716243207,0.5050901369883213,0.2631905738869682,0.4761046296460554,0.21786920226016082,0.8285362130890135,0.44953228216990826,0.09612160930852406,0.24064100120146759,0.08533419184805825,0.0628335892695468,0.24519511690270154,0.12450108879245818,0.20813481497415343,0.11242464736592955,0.8396821339004673,0.14214261263981462,0.030755912363994865,0.07715272606606595,0.5720709003035445,0.38179504062864,0.26009568038000724,0.9310504929819144,0.16989554390241393,0.9943092249787878,0.9678217402009759,0.528419999999227,0.9660347878453321,0.13653890187083745,0.4219731706653256,0.3143876262446865,0.4107048821495846,0.6674131332968828,0.9397003728842829,0.12772555074072442,0.5219050376773812,0.3268572122619953,0.49722600780427456,0.8849913427564315,0.675967609686777,0.6501353598502465,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,2500-3499 sqft; 3+ Stories; Heated Basement Foundation; FIXME: Garage,Heated Basement,Yes,2500-3499,3+,None,"AC, SEER 8","Gas Furnace, 90% AFUE",No,Natural Gas,70F,100%,None,Uninsulated,R-13,R-13,None,"Ceiling R-19, Vented",None,R-13,100% CFL,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,West,None,100%,EF 10.5,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1970s,OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",1000.7480555555555,278.8587904666666,477.78843966666676,0.0,6152.183333333333,1256.4675,0.0,0.0,349.530440846454,8.584688480811812,204.6095469390772,0.0,0.0,0.0,9166.046119022223,87.54831520052082,562.724676266343,0.0
LHS Autogenerated 817,970d769a-9028-410e-a3f1-0f0fe17d11c2,2016-07-01T21:00:51Z,2016-07-01T21:04:01Z,completed,completed normal,0.42385473786550576,0.2652598531893455,0.6078241000922863,0.48057517417590134,0.22194198591820896,0.8308485365598463,0.46780605700123123,0.0514524964527227,0.2725022728848271,0.6725722738918848,0.521746043055784,0.5741914008648601,0.35469436408136973,0.40142457105009816,0.8097175058312714,0.724875618181657,0.5693421998077538,0.5876096992962994,0.04642730275378563,0.9006877549793572,0.4915794672248885,0.7934841879298911,0.7790290895113722,0.8630724075583276,0.06812733788229525,0.5381370631735772,0.5817901369323955,0.08918336767656729,0.10277431450621224,0.47177562699466946,0.2571149295340292,0.6273099902353715,0.1243794692424126,0.9976291556265205,0.1194488054397516,0.8326679343990981,0.26009947390831073,0.9955464171734638,0.5986040398136246,0.7173032502196729,0.4302376681296155,0.40756273294449785,0.22960760452318937,0.7461388696513604,0.017100606193067507,0.4363939155878033,0.419918084965786,0.8927277016041335,0.98695482537942,0.08018135987012646,0.1573346055659931,0.42146391029912045,0.5659757713973522,0.2547523915460333,0.24926162992347964,0.19340541038871742,0.6735345010496676,0.027840314357774332,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,2 ft,"Vinyl, Light",80% Carpet,1500-2499 sqft; 3+ Stories; Crawl Foundation; No Garage,Crawl,No,1500-2499,3+,None,"FIXME Room AC, EER 9.8, 30% Conditioned","Gas Furnace, 96% AFUE",No,Natural Gas,70F,100%,"Uninsulated, Unvented",None,R-13,R-13,None,"Ceiling R-13, Vented",None,R-13,100% CFL,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1C1 OR,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,Left/Right at 15ft,North,None,100%,EF 15.9,"Asphalt Shingles, Medium",1/2 in. Drywall,1/2 in. Drywall,Wood Surface,1/2 in. Drywall,Uninsulated,Medium,1960s,OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",1352.5977777777778,185.9058920027778,706.4866577027777,0.0,5149.408333333333,909.0158333333334,0.0,3368.2675,246.6417757257102,7.086934320237392,0.0,0.0,0.0,0.0,11671.681994150002,65.19830306546373,253.7287100459476,0.0
