Dependency=PUMA	Dependency=Geometry Building Type RECS	Option=Occupied	Option=Vacant
GA, 02300	Multi-Family with 5+ Units	1.000000	0.000000
GA, 02300	Single-Family Attached	1.000000	0.000000
GA, 02300	Single-Family Detached	1.000000	0.000000
GA, 02400	Mobile Home	1.000000	0.000000
GA, 02400	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 02400	Multi-Family with 5+ Units	1.000000	0.000000
GA, 02400	Single-Family Attached	1.000000	0.000000
GA, 02400	Single-Family Detached	1.000000	0.000000
GA, 02500	Mobile Home	1.000000	0.000000
GA, 02500	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 02500	Multi-Family with 5+ Units	1.000000	0.000000
GA, 02500	Single-Family Attached	1.000000	0.000000
GA, 02500	Single-Family Detached	1.000000	0.000000
GA, 02600	Mobile Home	1.000000	0.000000
GA, 02600	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 02600	Multi-Family with 5+ Units	1.000000	0.000000
GA, 02600	Single-Family Attached	1.000000	0.000000
GA, 02600	Single-Family Detached	1.000000	0.000000
GA, 02700	Mobile Home	1.000000	0.000000
GA, 02700	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 02700	Multi-Family with 5+ Units	1.000000	0.000000
GA, 02700	Single-Family Attached	1.000000	0.000000
GA, 02700	Single-Family Detached	1.000000	0.000000
GA, 02800	Mobile Home	1.000000	0.000000
GA, 02800	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 02800	Multi-Family with 5+ Units	1.000000	0.000000
GA, 02800	Single-Family Attached	1.000000	0.000000
GA, 02800	Single-Family Detached	1.000000	0.000000
GA, 02900	Mobile Home	1.000000	0.000000
GA, 02900	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 02900	Multi-Family with 5+ Units	1.000000	0.000000
GA, 02900	Single-Family Attached	1.000000	0.000000
GA, 02900	Single-Family Detached	1.000000	0.000000
GA, 03001	Mobile Home	1.000000	0.000000
GA, 03001	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03001	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03001	Single-Family Attached	1.000000	0.000000
GA, 03001	Single-Family Detached	1.000000	0.000000
GA, 03002	Mobile Home	1.000000	0.000000
GA, 03002	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03002	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03002	Single-Family Attached	1.000000	0.000000
GA, 03002	Single-Family Detached	1.000000	0.000000
GA, 03003	Mobile Home	1.000000	0.000000
GA, 03003	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03003	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03003	Single-Family Attached	1.000000	0.000000
GA, 03003	Single-Family Detached	1.000000	0.000000
GA, 03004	Mobile Home	1.000000	0.000000
GA, 03004	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03004	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03004	Single-Family Attached	1.000000	0.000000
GA, 03004	Single-Family Detached	1.000000	0.000000
GA, 03005	Mobile Home	1.000000	0.000000
GA, 03005	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03005	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03005	Single-Family Attached	1.000000	0.000000
GA, 03005	Single-Family Detached	1.000000	0.000000
GA, 03101	Mobile Home	1.000000	0.000000
GA, 03101	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03101	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03101	Single-Family Attached	1.000000	0.000000
GA, 03101	Single-Family Detached	1.000000	0.000000
GA, 03102	Mobile Home	1.000000	0.000000
GA, 03102	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03102	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03102	Single-Family Attached	1.000000	0.000000
GA, 03102	Single-Family Detached	1.000000	0.000000
GA, 03200	Mobile Home	1.000000	0.000000
GA, 03200	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03200	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03200	Single-Family Attached	1.000000	0.000000
GA, 03200	Single-Family Detached	1.000000	0.000000
GA, 03300	Mobile Home	1.000000	0.000000
GA, 03300	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03300	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03300	Single-Family Attached	1.000000	0.000000
GA, 03300	Single-Family Detached	1.000000	0.000000
GA, 03400	Mobile Home	1.000000	0.000000
GA, 03400	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03400	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03400	Single-Family Attached	1.000000	0.000000
GA, 03400	Single-Family Detached	1.000000	0.000000
GA, 03500	Mobile Home	1.000000	0.000000
GA, 03500	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03500	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03500	Single-Family Attached	1.000000	0.000000
GA, 03500	Single-Family Detached	1.000000	0.000000
GA, 03600	Mobile Home	1.000000	0.000000
GA, 03600	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03600	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03600	Single-Family Attached	1.000000	0.000000
GA, 03600	Single-Family Detached	1.000000	0.000000
GA, 03700	Mobile Home	1.000000	0.000000
GA, 03700	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03700	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03700	Single-Family Attached	1.000000	0.000000
GA, 03700	Single-Family Detached	1.000000	0.000000
GA, 03800	Mobile Home	1.000000	0.000000
GA, 03800	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03800	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03800	Single-Family Attached	1.000000	0.000000
GA, 03800	Single-Family Detached	1.000000	0.000000
GA, 03900	Mobile Home	1.000000	0.000000
GA, 03900	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 03900	Multi-Family with 5+ Units	1.000000	0.000000
GA, 03900	Single-Family Attached	1.000000	0.000000
GA, 03900	Single-Family Detached	1.000000	0.000000
GA, 04000	Mobile Home	1.000000	0.000000
GA, 04000	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04000	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04000	Single-Family Attached	1.000000	0.000000
GA, 04000	Single-Family Detached	1.000000	0.000000
GA, 04001	Mobile Home	1.000000	0.000000
GA, 04001	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04001	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04001	Single-Family Attached	1.000000	0.000000
GA, 04001	Single-Family Detached	1.000000	0.000000
GA, 04002	Mobile Home	1.000000	0.000000
GA, 04002	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04002	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04002	Single-Family Attached	1.000000	0.000000
GA, 04002	Single-Family Detached	1.000000	0.000000
GA, 04003	Mobile Home	1.000000	0.000000
GA, 04003	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04003	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04003	Single-Family Attached	1.000000	0.000000
GA, 04003	Single-Family Detached	1.000000	0.000000
GA, 04004	Mobile Home	1.000000	0.000000
GA, 04004	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04004	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04004	Single-Family Attached	1.000000	0.000000
GA, 04004	Single-Family Detached	1.000000	0.000000
GA, 04005	Mobile Home	1.000000	0.000000
GA, 04005	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04005	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04005	Single-Family Attached	1.000000	0.000000
GA, 04005	Single-Family Detached	1.000000	0.000000
GA, 04006	Mobile Home	1.000000	0.000000
GA, 04006	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04006	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04006	Single-Family Attached	1.000000	0.000000
GA, 04006	Single-Family Detached	1.000000	0.000000
GA, 04100	Mobile Home	1.000000	0.000000
GA, 04100	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04100	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04100	Single-Family Attached	1.000000	0.000000
GA, 04100	Single-Family Detached	1.000000	0.000000
GA, 04200	Mobile Home	1.000000	0.000000
GA, 04200	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04200	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04200	Single-Family Attached	1.000000	0.000000
GA, 04200	Single-Family Detached	1.000000	0.000000
GA, 04300	Mobile Home	1.000000	0.000000
GA, 04300	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04300	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04300	Single-Family Attached	1.000000	0.000000
GA, 04300	Single-Family Detached	1.000000	0.000000
GA, 04400	Mobile Home	1.000000	0.000000
GA, 04400	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04400	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04400	Single-Family Attached	1.000000	0.000000
GA, 04400	Single-Family Detached	1.000000	0.000000
GA, 04500	Mobile Home	1.000000	0.000000
GA, 04500	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04500	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04500	Single-Family Attached	1.000000	0.000000
GA, 04500	Single-Family Detached	1.000000	0.000000
GA, 04600	Mobile Home	1.000000	0.000000
GA, 04600	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 04600	Multi-Family with 5+ Units	1.000000	0.000000
GA, 04600	Single-Family Attached	1.000000	0.000000
GA, 04600	Single-Family Detached	1.000000	0.000000
GA, 05001	Mobile Home	1.000000	0.000000
GA, 05001	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 05001	Multi-Family with 5+ Units	1.000000	0.000000
GA, 05001	Single-Family Attached	1.000000	0.000000
GA, 05001	Single-Family Detached	1.000000	0.000000
GA, 05002	Mobile Home	1.000000	0.000000
GA, 05002	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 05002	Multi-Family with 5+ Units	1.000000	0.000000
GA, 05002	Single-Family Attached	1.000000	0.000000
GA, 05002	Single-Family Detached	1.000000	0.000000
GA, 06001	Mobile Home	1.000000	0.000000
GA, 06001	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 06001	Multi-Family with 5+ Units	1.000000	0.000000
GA, 06001	Single-Family Attached	1.000000	0.000000
GA, 06001	Single-Family Detached	1.000000	0.000000
GA, 06002	Mobile Home	1.000000	0.000000
GA, 06002	Multi-Family with 2 - 4 Units	1.000000	0.000000
GA, 06002	Multi-Family with 5+ Units	1.000000	0.000000
GA, 06002	Single-Family Attached	1.000000	0.000000
GA, 06002	Single-Family Detached	1.000000	0.000000
IA, 00100	Mobile Home	1.000000	0.000000
IA, 00100	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 00100	Multi-Family with 5+ Units	1.000000	0.000000
IA, 00100	Single-Family Attached	1.000000	0.000000
IA, 00100	Single-Family Detached	1.000000	0.000000
IA, 00200	Mobile Home	1.000000	0.000000
IA, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 00200	Multi-Family with 5+ Units	1.000000	0.000000
IA, 00200	Single-Family Attached	1.000000	0.000000
IA, 00200	Single-Family Detached	1.000000	0.000000
IA, 00400	Mobile Home	1.000000	0.000000
IA, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 00400	Multi-Family with 5+ Units	1.000000	0.000000
IA, 00400	Single-Family Attached	1.000000	0.000000
IA, 00400	Single-Family Detached	1.000000	0.000000
IA, 00500	Mobile Home	1.000000	0.000000
IA, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 00500	Multi-Family with 5+ Units	1.000000	0.000000
IA, 00500	Single-Family Attached	1.000000	0.000000
IA, 00500	Single-Family Detached	1.000000	0.000000
IA, 00600	Mobile Home	1.000000	0.000000
IA, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 00600	Multi-Family with 5+ Units	1.000000	0.000000
IA, 00600	Single-Family Attached	1.000000	0.000000
IA, 00600	Single-Family Detached	1.000000	0.000000
IA, 00700	Mobile Home	1.000000	0.000000
IA, 00700	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 00700	Multi-Family with 5+ Units	1.000000	0.000000
IA, 00700	Single-Family Attached	1.000000	0.000000
IA, 00700	Single-Family Detached	1.000000	0.000000
IA, 00800	Mobile Home	1.000000	0.000000
IA, 00800	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 00800	Multi-Family with 5+ Units	1.000000	0.000000
IA, 00800	Single-Family Attached	1.000000	0.000000
IA, 00800	Single-Family Detached	1.000000	0.000000
IA, 00900	Mobile Home	1.000000	0.000000
IA, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 00900	Multi-Family with 5+ Units	1.000000	0.000000
IA, 00900	Single-Family Attached	1.000000	0.000000
IA, 00900	Single-Family Detached	1.000000	0.000000
IA, 01000	Mobile Home	1.000000	0.000000
IA, 01000	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01000	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01000	Single-Family Attached	1.000000	0.000000
IA, 01000	Single-Family Detached	1.000000	0.000000
IA, 01100	Mobile Home	1.000000	0.000000
IA, 01100	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01100	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01100	Single-Family Attached	1.000000	0.000000
IA, 01100	Single-Family Detached	1.000000	0.000000
IA, 01200	Mobile Home	1.000000	0.000000
IA, 01200	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01200	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01200	Single-Family Attached	1.000000	0.000000
IA, 01200	Single-Family Detached	1.000000	0.000000
IA, 01300	Mobile Home	1.000000	0.000000
IA, 01300	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01300	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01300	Single-Family Attached	1.000000	0.000000
IA, 01300	Single-Family Detached	1.000000	0.000000
IA, 01400	Mobile Home	1.000000	0.000000
IA, 01400	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01400	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01400	Single-Family Attached	1.000000	0.000000
IA, 01400	Single-Family Detached	1.000000	0.000000
IA, 01500	Mobile Home	1.000000	0.000000
IA, 01500	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01500	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01500	Single-Family Attached	1.000000	0.000000
IA, 01500	Single-Family Detached	1.000000	0.000000
IA, 01600	Mobile Home	1.000000	0.000000
IA, 01600	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01600	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01600	Single-Family Attached	1.000000	0.000000
IA, 01600	Single-Family Detached	1.000000	0.000000
IA, 01700	Mobile Home	1.000000	0.000000
IA, 01700	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01700	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01700	Single-Family Attached	1.000000	0.000000
IA, 01700	Single-Family Detached	1.000000	0.000000
IA, 01800	Mobile Home	1.000000	0.000000
IA, 01800	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01800	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01800	Single-Family Attached	1.000000	0.000000
IA, 01800	Single-Family Detached	1.000000	0.000000
IA, 01900	Mobile Home	1.000000	0.000000
IA, 01900	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 01900	Multi-Family with 5+ Units	1.000000	0.000000
IA, 01900	Single-Family Attached	1.000000	0.000000
IA, 01900	Single-Family Detached	1.000000	0.000000
IA, 02000	Mobile Home	1.000000	0.000000
IA, 02000	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 02000	Multi-Family with 5+ Units	1.000000	0.000000
IA, 02000	Single-Family Attached	1.000000	0.000000
IA, 02000	Single-Family Detached	1.000000	0.000000
IA, 02100	Mobile Home	1.000000	0.000000
IA, 02100	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 02100	Multi-Family with 5+ Units	1.000000	0.000000
IA, 02100	Single-Family Attached	1.000000	0.000000
IA, 02100	Single-Family Detached	1.000000	0.000000
IA, 02200	Mobile Home	1.000000	0.000000
IA, 02200	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 02200	Multi-Family with 5+ Units	1.000000	0.000000
IA, 02200	Single-Family Attached	1.000000	0.000000
IA, 02200	Single-Family Detached	1.000000	0.000000
IA, 02300	Mobile Home	1.000000	0.000000
IA, 02300	Multi-Family with 2 - 4 Units	1.000000	0.000000
IA, 02300	Multi-Family with 5+ Units	1.000000	0.000000
IA, 02300	Single-Family Attached	1.000000	0.000000
IA, 02300	Single-Family Detached	1.000000	0.000000
ID, 00100	Mobile Home	1.000000	0.000000
ID, 00100	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00100	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00100	Single-Family Attached	1.000000	0.000000
ID, 00100	Single-Family Detached	1.000000	0.000000
ID, 00200	Mobile Home	1.000000	0.000000
ID, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00200	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00200	Single-Family Attached	1.000000	0.000000
ID, 00200	Single-Family Detached	1.000000	0.000000
ID, 00300	Mobile Home	1.000000	0.000000
ID, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00300	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00300	Single-Family Attached	1.000000	0.000000
ID, 00300	Single-Family Detached	1.000000	0.000000
ID, 00400	Mobile Home	1.000000	0.000000
ID, 00400	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00400	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00400	Single-Family Attached	1.000000	0.000000
ID, 00400	Single-Family Detached	1.000000	0.000000
ID, 00500	Mobile Home	1.000000	0.000000
ID, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00500	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00500	Single-Family Attached	1.000000	0.000000
ID, 00500	Single-Family Detached	1.000000	0.000000
ID, 00600	Mobile Home	1.000000	0.000000
ID, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00600	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00600	Single-Family Attached	1.000000	0.000000
ID, 00600	Single-Family Detached	1.000000	0.000000
ID, 00701	Mobile Home	1.000000	0.000000
ID, 00701	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00701	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00701	Single-Family Attached	1.000000	0.000000
ID, 00701	Single-Family Detached	1.000000	0.000000
ID, 00702	Mobile Home	1.000000	0.000000
ID, 00702	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00702	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00702	Single-Family Attached	1.000000	0.000000
ID, 00702	Single-Family Detached	1.000000	0.000000
ID, 00800	Mobile Home	1.000000	0.000000
ID, 00800	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00800	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00800	Single-Family Attached	1.000000	0.000000
ID, 00800	Single-Family Detached	1.000000	0.000000
ID, 00900	Mobile Home	1.000000	0.000000
ID, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 00900	Multi-Family with 5+ Units	1.000000	0.000000
ID, 00900	Single-Family Attached	1.000000	0.000000
ID, 00900	Single-Family Detached	1.000000	0.000000
ID, 01000	Mobile Home	1.000000	0.000000
ID, 01000	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 01000	Multi-Family with 5+ Units	1.000000	0.000000
ID, 01000	Single-Family Attached	1.000000	0.000000
ID, 01000	Single-Family Detached	1.000000	0.000000
ID, 01100	Mobile Home	1.000000	0.000000
ID, 01100	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 01100	Multi-Family with 5+ Units	1.000000	0.000000
ID, 01100	Single-Family Attached	1.000000	0.000000
ID, 01100	Single-Family Detached	1.000000	0.000000
ID, 01200	Mobile Home	1.000000	0.000000
ID, 01200	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 01200	Multi-Family with 5+ Units	1.000000	0.000000
ID, 01200	Single-Family Attached	1.000000	0.000000
ID, 01200	Single-Family Detached	1.000000	0.000000
ID, 01300	Mobile Home	1.000000	0.000000
ID, 01300	Multi-Family with 2 - 4 Units	1.000000	0.000000
ID, 01300	Multi-Family with 5+ Units	1.000000	0.000000
ID, 01300	Single-Family Attached	1.000000	0.000000
ID, 01300	Single-Family Detached	1.000000	0.000000
IL, 00104	Mobile Home	1.000000	0.000000
IL, 00104	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00104	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00104	Single-Family Attached	1.000000	0.000000
IL, 00104	Single-Family Detached	1.000000	0.000000
IL, 00105	Mobile Home	1.000000	0.000000
IL, 00105	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00105	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00105	Single-Family Attached	1.000000	0.000000
IL, 00105	Single-Family Detached	1.000000	0.000000
IL, 00202	Mobile Home	1.000000	0.000000
IL, 00202	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00202	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00202	Single-Family Attached	1.000000	0.000000
IL, 00202	Single-Family Detached	1.000000	0.000000
IL, 00300	Mobile Home	1.000000	0.000000
IL, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00300	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00300	Single-Family Attached	1.000000	0.000000
IL, 00300	Single-Family Detached	1.000000	0.000000
IL, 00401	Mobile Home	1.000000	0.000000
IL, 00401	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00401	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00401	Single-Family Attached	1.000000	0.000000
IL, 00401	Single-Family Detached	1.000000	0.000000
IL, 00501	Mobile Home	1.000000	0.000000
IL, 00501	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00501	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00501	Single-Family Attached	1.000000	0.000000
IL, 00501	Single-Family Detached	1.000000	0.000000
IL, 00600	Mobile Home	1.000000	0.000000
IL, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00600	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00600	Single-Family Attached	1.000000	0.000000
IL, 00600	Single-Family Detached	1.000000	0.000000
IL, 00700	Mobile Home	1.000000	0.000000
IL, 00700	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00700	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00700	Single-Family Attached	1.000000	0.000000
IL, 00700	Single-Family Detached	1.000000	0.000000
IL, 00800	Mobile Home	1.000000	0.000000
IL, 00800	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00800	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00800	Single-Family Attached	1.000000	0.000000
IL, 00800	Single-Family Detached	1.000000	0.000000
IL, 00900	Mobile Home	1.000000	0.000000
IL, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 00900	Multi-Family with 5+ Units	1.000000	0.000000
IL, 00900	Single-Family Attached	1.000000	0.000000
IL, 00900	Single-Family Detached	1.000000	0.000000
IL, 01001	Mobile Home	1.000000	0.000000
IL, 01001	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01001	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01001	Single-Family Attached	1.000000	0.000000
IL, 01001	Single-Family Detached	1.000000	0.000000
IL, 01104	Mobile Home	1.000000	0.000000
IL, 01104	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01104	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01104	Single-Family Attached	1.000000	0.000000
IL, 01104	Single-Family Detached	1.000000	0.000000
IL, 01105	Mobile Home	1.000000	0.000000
IL, 01105	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01105	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01105	Single-Family Attached	1.000000	0.000000
IL, 01105	Single-Family Detached	1.000000	0.000000
IL, 01204	Mobile Home	1.000000	0.000000
IL, 01204	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01204	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01204	Single-Family Attached	1.000000	0.000000
IL, 01204	Single-Family Detached	1.000000	0.000000
IL, 01205	Mobile Home	1.000000	0.000000
IL, 01205	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01205	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01205	Single-Family Attached	1.000000	0.000000
IL, 01205	Single-Family Detached	1.000000	0.000000
IL, 01300	Mobile Home	1.000000	0.000000
IL, 01300	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01300	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01300	Single-Family Attached	1.000000	0.000000
IL, 01300	Single-Family Detached	1.000000	0.000000
IL, 01500	Mobile Home	1.000000	0.000000
IL, 01500	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01500	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01500	Single-Family Attached	1.000000	0.000000
IL, 01500	Single-Family Detached	1.000000	0.000000
IL, 01602	Mobile Home	1.000000	0.000000
IL, 01602	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01602	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01602	Single-Family Attached	1.000000	0.000000
IL, 01602	Single-Family Detached	1.000000	0.000000
IL, 01701	Mobile Home	1.000000	0.000000
IL, 01701	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01701	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01701	Single-Family Attached	1.000000	0.000000
IL, 01701	Single-Family Detached	1.000000	0.000000
IL, 01900	Mobile Home	1.000000	0.000000
IL, 01900	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 01900	Multi-Family with 5+ Units	1.000000	0.000000
IL, 01900	Single-Family Attached	1.000000	0.000000
IL, 01900	Single-Family Detached	1.000000	0.000000
IL, 02000	Mobile Home	1.000000	0.000000
IL, 02000	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02000	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02000	Single-Family Attached	1.000000	0.000000
IL, 02000	Single-Family Detached	1.000000	0.000000
IL, 02100	Mobile Home	1.000000	0.000000
IL, 02100	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02100	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02100	Single-Family Attached	1.000000	0.000000
IL, 02100	Single-Family Detached	1.000000	0.000000
IL, 02200	Mobile Home	1.000000	0.000000
IL, 02200	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02200	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02200	Single-Family Attached	1.000000	0.000000
IL, 02200	Single-Family Detached	1.000000	0.000000
IL, 02300	Mobile Home	1.000000	0.000000
IL, 02300	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02300	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02300	Single-Family Attached	1.000000	0.000000
IL, 02300	Single-Family Detached	1.000000	0.000000
IL, 02400	Mobile Home	1.000000	0.000000
