Dependency=PUMA	Dependency=Geometry Building Type RECS	Option=Occupied	Option=Vacant
IL, 02400	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02400	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02400	Single-Family Attached	1.000000	0.000000
IL, 02400	Single-Family Detached	1.000000	0.000000
IL, 02501	Mobile Home	1.000000	0.000000
IL, 02501	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02501	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02501	Single-Family Attached	1.000000	0.000000
IL, 02501	Single-Family Detached	1.000000	0.000000
IL, 02601	Mobile Home	1.000000	0.000000
IL, 02601	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02601	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02601	Single-Family Attached	1.000000	0.000000
IL, 02601	Single-Family Detached	1.000000	0.000000
IL, 02700	Mobile Home	1.000000	0.000000
IL, 02700	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02700	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02700	Single-Family Attached	1.000000	0.000000
IL, 02700	Single-Family Detached	1.000000	0.000000
IL, 02801	Mobile Home	1.000000	0.000000
IL, 02801	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02801	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02801	Single-Family Attached	1.000000	0.000000
IL, 02801	Single-Family Detached	1.000000	0.000000
IL, 02901	Mobile Home	1.000000	0.000000
IL, 02901	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 02901	Multi-Family with 5+ Units	1.000000	0.000000
IL, 02901	Single-Family Attached	1.000000	0.000000
IL, 02901	Single-Family Detached	1.000000	0.000000
IL, 03005	Mobile Home	1.000000	0.000000
IL, 03005	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03005	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03005	Single-Family Attached	1.000000	0.000000
IL, 03005	Single-Family Detached	1.000000	0.000000
IL, 03007	Mobile Home	1.000000	0.000000
IL, 03007	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03007	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03007	Single-Family Attached	1.000000	0.000000
IL, 03007	Single-Family Detached	1.000000	0.000000
IL, 03008	Mobile Home	1.000000	0.000000
IL, 03008	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03008	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03008	Single-Family Attached	1.000000	0.000000
IL, 03008	Single-Family Detached	1.000000	0.000000
IL, 03009	Mobile Home	1.000000	0.000000
IL, 03009	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03009	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03009	Single-Family Attached	1.000000	0.000000
IL, 03009	Single-Family Detached	1.000000	0.000000
IL, 03102	Mobile Home	1.000000	0.000000
IL, 03102	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03102	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03102	Single-Family Attached	1.000000	0.000000
IL, 03102	Single-Family Detached	1.000000	0.000000
IL, 03105	Mobile Home	1.000000	0.000000
IL, 03105	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03105	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03105	Single-Family Attached	1.000000	0.000000
IL, 03105	Single-Family Detached	1.000000	0.000000
IL, 03106	Mobile Home	1.000000	0.000000
IL, 03106	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03106	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03106	Single-Family Attached	1.000000	0.000000
IL, 03106	Single-Family Detached	1.000000	0.000000
IL, 03107	Mobile Home	1.000000	0.000000
IL, 03107	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03107	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03107	Single-Family Attached	1.000000	0.000000
IL, 03107	Single-Family Detached	1.000000	0.000000
IL, 03108	Mobile Home	1.000000	0.000000
IL, 03108	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03108	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03108	Single-Family Attached	1.000000	0.000000
IL, 03108	Single-Family Detached	1.000000	0.000000
IL, 03202	Mobile Home	1.000000	0.000000
IL, 03202	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03202	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03202	Single-Family Attached	1.000000	0.000000
IL, 03202	Single-Family Detached	1.000000	0.000000
IL, 03203	Mobile Home	1.000000	0.000000
IL, 03203	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03203	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03203	Single-Family Attached	1.000000	0.000000
IL, 03203	Single-Family Detached	1.000000	0.000000
IL, 03204	Mobile Home	1.000000	0.000000
IL, 03204	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03204	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03204	Single-Family Attached	1.000000	0.000000
IL, 03204	Single-Family Detached	1.000000	0.000000
IL, 03205	Mobile Home	1.000000	0.000000
IL, 03205	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03205	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03205	Single-Family Attached	1.000000	0.000000
IL, 03205	Single-Family Detached	1.000000	0.000000
IL, 03207	Mobile Home	1.000000	0.000000
IL, 03207	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03207	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03207	Single-Family Attached	1.000000	0.000000
IL, 03207	Single-Family Detached	1.000000	0.000000
IL, 03208	Mobile Home	1.000000	0.000000
IL, 03208	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03208	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03208	Single-Family Attached	1.000000	0.000000
IL, 03208	Single-Family Detached	1.000000	0.000000
IL, 03209	Mobile Home	1.000000	0.000000
IL, 03209	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03209	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03209	Single-Family Attached	1.000000	0.000000
IL, 03209	Single-Family Detached	1.000000	0.000000
IL, 03306	Mobile Home	1.000000	0.000000
IL, 03306	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03306	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03306	Single-Family Attached	1.000000	0.000000
IL, 03306	Single-Family Detached	1.000000	0.000000
IL, 03307	Mobile Home	1.000000	0.000000
IL, 03307	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03307	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03307	Single-Family Attached	1.000000	0.000000
IL, 03307	Single-Family Detached	1.000000	0.000000
IL, 03308	Mobile Home	1.000000	0.000000
IL, 03308	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03308	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03308	Single-Family Attached	1.000000	0.000000
IL, 03308	Single-Family Detached	1.000000	0.000000
IL, 03309	Mobile Home	1.000000	0.000000
IL, 03309	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03309	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03309	Single-Family Attached	1.000000	0.000000
IL, 03309	Single-Family Detached	1.000000	0.000000
IL, 03310	Mobile Home	1.000000	0.000000
IL, 03310	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03310	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03310	Single-Family Attached	1.000000	0.000000
IL, 03310	Single-Family Detached	1.000000	0.000000
IL, 03401	Mobile Home	1.000000	0.000000
IL, 03401	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03401	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03401	Single-Family Attached	1.000000	0.000000
IL, 03401	Single-Family Detached	1.000000	0.000000
IL, 03407	Mobile Home	1.000000	0.000000
IL, 03407	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03407	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03407	Single-Family Attached	1.000000	0.000000
IL, 03407	Single-Family Detached	1.000000	0.000000
IL, 03408	Mobile Home	1.000000	0.000000
IL, 03408	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03408	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03408	Single-Family Attached	1.000000	0.000000
IL, 03408	Single-Family Detached	1.000000	0.000000
IL, 03409	Mobile Home	1.000000	0.000000
IL, 03409	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03409	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03409	Single-Family Attached	1.000000	0.000000
IL, 03409	Single-Family Detached	1.000000	0.000000
IL, 03410	Mobile Home	1.000000	0.000000
IL, 03410	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03410	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03410	Single-Family Attached	1.000000	0.000000
IL, 03410	Single-Family Detached	1.000000	0.000000
IL, 03411	Mobile Home	1.000000	0.000000
IL, 03411	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03411	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03411	Single-Family Attached	1.000000	0.000000
IL, 03411	Single-Family Detached	1.000000	0.000000
IL, 03412	Mobile Home	1.000000	0.000000
IL, 03412	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03412	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03412	Single-Family Attached	1.000000	0.000000
IL, 03412	Single-Family Detached	1.000000	0.000000
IL, 03413	Mobile Home	1.000000	0.000000
IL, 03413	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03413	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03413	Single-Family Attached	1.000000	0.000000
IL, 03413	Single-Family Detached	1.000000	0.000000
IL, 03414	Mobile Home	1.000000	0.000000
IL, 03414	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03414	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03414	Single-Family Attached	1.000000	0.000000
IL, 03414	Single-Family Detached	1.000000	0.000000
IL, 03415	Mobile Home	1.000000	0.000000
IL, 03415	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03415	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03415	Single-Family Attached	1.000000	0.000000
IL, 03415	Single-Family Detached	1.000000	0.000000
IL, 03416	Mobile Home	1.000000	0.000000
IL, 03416	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03416	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03416	Single-Family Attached	1.000000	0.000000
IL, 03416	Single-Family Detached	1.000000	0.000000
IL, 03417	Mobile Home	1.000000	0.000000
IL, 03417	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03417	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03417	Single-Family Attached	1.000000	0.000000
IL, 03417	Single-Family Detached	1.000000	0.000000
IL, 03418	Mobile Home	1.000000	0.000000
IL, 03418	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03418	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03418	Single-Family Attached	1.000000	0.000000
IL, 03418	Single-Family Detached	1.000000	0.000000
IL, 03419	Mobile Home	1.000000	0.000000
IL, 03419	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03419	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03419	Single-Family Attached	1.000000	0.000000
IL, 03419	Single-Family Detached	1.000000	0.000000
IL, 03420	Mobile Home	1.000000	0.000000
IL, 03420	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03420	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03420	Single-Family Attached	1.000000	0.000000
IL, 03420	Single-Family Detached	1.000000	0.000000
IL, 03421	Mobile Home	1.000000	0.000000
IL, 03421	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03421	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03421	Single-Family Attached	1.000000	0.000000
IL, 03421	Single-Family Detached	1.000000	0.000000
IL, 03422	Mobile Home	1.000000	0.000000
IL, 03422	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03422	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03422	Single-Family Attached	1.000000	0.000000
IL, 03422	Single-Family Detached	1.000000	0.000000
IL, 03501	Mobile Home	1.000000	0.000000
IL, 03501	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03501	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03501	Single-Family Attached	1.000000	0.000000
IL, 03501	Single-Family Detached	1.000000	0.000000
IL, 03502	Mobile Home	1.000000	0.000000
IL, 03502	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03502	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03502	Single-Family Attached	1.000000	0.000000
IL, 03502	Single-Family Detached	1.000000	0.000000
IL, 03503	Mobile Home	1.000000	0.000000
IL, 03503	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03503	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03503	Single-Family Attached	1.000000	0.000000
IL, 03503	Single-Family Detached	1.000000	0.000000
IL, 03504	Mobile Home	1.000000	0.000000
IL, 03504	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03504	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03504	Single-Family Attached	1.000000	0.000000
IL, 03504	Single-Family Detached	1.000000	0.000000
IL, 03520	Mobile Home	1.000000	0.000000
IL, 03520	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03520	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03520	Single-Family Attached	1.000000	0.000000
IL, 03520	Single-Family Detached	1.000000	0.000000
IL, 03521	Mobile Home	1.000000	0.000000
IL, 03521	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03521	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03521	Single-Family Attached	1.000000	0.000000
IL, 03521	Single-Family Detached	1.000000	0.000000
IL, 03522	Mobile Home	1.000000	0.000000
IL, 03522	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03522	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03522	Single-Family Attached	1.000000	0.000000
IL, 03522	Single-Family Detached	1.000000	0.000000
IL, 03523	Mobile Home	1.000000	0.000000
IL, 03523	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03523	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03523	Single-Family Attached	1.000000	0.000000
IL, 03523	Single-Family Detached	1.000000	0.000000
IL, 03524	Mobile Home	1.000000	0.000000
IL, 03524	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03524	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03524	Single-Family Attached	1.000000	0.000000
IL, 03524	Single-Family Detached	1.000000	0.000000
IL, 03525	Mobile Home	1.000000	0.000000
IL, 03525	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03525	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03525	Single-Family Attached	1.000000	0.000000
IL, 03525	Single-Family Detached	1.000000	0.000000
IL, 03526	Mobile Home	1.000000	0.000000
IL, 03526	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03526	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03526	Single-Family Attached	1.000000	0.000000
IL, 03526	Single-Family Detached	1.000000	0.000000
IL, 03527	Mobile Home	1.000000	0.000000
IL, 03527	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03527	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03527	Single-Family Attached	1.000000	0.000000
IL, 03527	Single-Family Detached	1.000000	0.000000
IL, 03528	Mobile Home	1.000000	0.000000
IL, 03528	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03528	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03528	Single-Family Attached	1.000000	0.000000
IL, 03528	Single-Family Detached	1.000000	0.000000
IL, 03529	Mobile Home	1.000000	0.000000
IL, 03529	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03529	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03529	Single-Family Attached	1.000000	0.000000
IL, 03529	Single-Family Detached	1.000000	0.000000
IL, 03530	Mobile Home	1.000000	0.000000
IL, 03530	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03530	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03530	Single-Family Attached	1.000000	0.000000
IL, 03530	Single-Family Detached	1.000000	0.000000
IL, 03531	Mobile Home	1.000000	0.000000
IL, 03531	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03531	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03531	Single-Family Attached	1.000000	0.000000
IL, 03531	Single-Family Detached	1.000000	0.000000
IL, 03532	Mobile Home	1.000000	0.000000
IL, 03532	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03532	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03532	Single-Family Attached	1.000000	0.000000
IL, 03532	Single-Family Detached	1.000000	0.000000
IL, 03601	Mobile Home	1.000000	0.000000
IL, 03601	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03601	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03601	Single-Family Attached	1.000000	0.000000
IL, 03601	Single-Family Detached	1.000000	0.000000
IL, 03602	Mobile Home	1.000000	0.000000
IL, 03602	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03602	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03602	Single-Family Attached	1.000000	0.000000
IL, 03602	Single-Family Detached	1.000000	0.000000
IL, 03700	Mobile Home	1.000000	0.000000
IL, 03700	Multi-Family with 2 - 4 Units	1.000000	0.000000
IL, 03700	Multi-Family with 5+ Units	1.000000	0.000000
IL, 03700	Single-Family Attached	1.000000	0.000000
IL, 03700	Single-Family Detached	1.000000	0.000000
IN, 00101	Mobile Home	1.000000	0.000000
IN, 00101	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00101	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00101	Single-Family Attached	1.000000	0.000000
IN, 00101	Single-Family Detached	1.000000	0.000000
IN, 00102	Mobile Home	1.000000	0.000000
IN, 00102	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00102	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00102	Single-Family Attached	1.000000	0.000000
IN, 00102	Single-Family Detached	1.000000	0.000000
IN, 00103	Mobile Home	1.000000	0.000000
IN, 00103	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00103	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00103	Single-Family Attached	1.000000	0.000000
IN, 00103	Single-Family Detached	1.000000	0.000000
IN, 00104	Mobile Home	1.000000	0.000000
IN, 00104	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00104	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00104	Single-Family Attached	1.000000	0.000000
IN, 00104	Single-Family Detached	1.000000	0.000000
IN, 00200	Mobile Home	1.000000	0.000000
IN, 00200	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00200	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00200	Single-Family Attached	1.000000	0.000000
IN, 00200	Single-Family Detached	1.000000	0.000000
IN, 00300	Mobile Home	1.000000	0.000000
IN, 00300	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00300	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00300	Single-Family Attached	1.000000	0.000000
IN, 00300	Single-Family Detached	1.000000	0.000000
IN, 00401	Mobile Home	1.000000	0.000000
IN, 00401	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00401	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00401	Single-Family Attached	1.000000	0.000000
IN, 00401	Single-Family Detached	1.000000	0.000000
IN, 00402	Mobile Home	1.000000	0.000000
IN, 00402	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00402	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00402	Single-Family Attached	1.000000	0.000000
IN, 00402	Single-Family Detached	1.000000	0.000000
IN, 00500	Mobile Home	1.000000	0.000000
IN, 00500	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00500	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00500	Single-Family Attached	1.000000	0.000000
IN, 00500	Single-Family Detached	1.000000	0.000000
IN, 00600	Mobile Home	1.000000	0.000000
IN, 00600	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00600	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00600	Single-Family Attached	1.000000	0.000000
IN, 00600	Single-Family Detached	1.000000	0.000000
IN, 00700	Mobile Home	1.000000	0.000000
IN, 00700	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00700	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00700	Single-Family Attached	1.000000	0.000000
IN, 00700	Single-Family Detached	1.000000	0.000000
IN, 00800	Mobile Home	1.000000	0.000000
IN, 00800	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00800	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00800	Single-Family Attached	1.000000	0.000000
IN, 00800	Single-Family Detached	1.000000	0.000000
IN, 00900	Mobile Home	1.000000	0.000000
IN, 00900	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 00900	Multi-Family with 5+ Units	1.000000	0.000000
IN, 00900	Single-Family Attached	1.000000	0.000000
IN, 00900	Single-Family Detached	1.000000	0.000000
IN, 01001	Mobile Home	1.000000	0.000000
IN, 01001	Multi-Family with 2 - 4 Units	1.000000	0.000000
IN, 01001	Multi-Family with 5+ Units	1.000000	0.000000
IN, 01001	Single-Family Attached	1.000000	0.000000
IN, 01001	Single-Family Detached	1.000000	0.000000
