Dependency=Location Census Tract	Option=Mountain - Pacific	Option=New England	Option=South Atlantic - East South Central	Option=West North Central	Count	Weight
G0600370403200	0.25	0.25	0.25	0.25	0	0.0
G0600370403303	0.25	0.25	0.25	0.25	0	0.0
G0600370403304	0.25	0.25	0.25	0.25	0	0.0
G0600370403305	0.25	0.25	0.25	0.25	0	0.0
G0600370403312	0.25	0.25	0.25	0.25	0	0.0
G0600370403316	0.25	0.25	0.25	0.25	0	0.0
G0600370403317	0.25	0.25	0.25	0.25	0	0.0
G0600370403318	0.25	0.25	0.25	0.25	0	0.0
G0600370403319	0.25	0.25	0.25	0.25	0	0.0
G0600370403320	0.25	0.25	0.25	0.25	0	0.0
G0600370403321	0.25	0.25	0.25	0.25	0	0.0
G0600370403322	0.25	0.25	0.25	0.25	0	0.0
G0600370403323	0.25	0.25	0.25	0.25	0	0.0
G0600370403324	0.25	0.25	0.25	0.25	0	0.0
G0600370403325	0.25	0.25	0.25	0.25	0	0.0
G0600370403401	0.25	0.25	0.25	0.25	0	0.0
G0600370403402	0.25	0.25	0.25	0.25	0	0.0
G0600370403403	0.25	0.25	0.25	0.25	0	0.0
G0600370403404	0.25	0.25	0.25	0.25	0	0.0
G0600370403405	0.25	0.25	0.25	0.25	0	0.0
G0600370403406	0.25	0.25	0.25	0.25	0	0.0
G0600370403407	0.25	0.25	0.25	0.25	0	0.0
G0600370403408	0.25	0.25	0.25	0.25	0	0.0
G0600370403500	0.25	0.25	0.25	0.25	0	0.0
G0600370403600	0.25	0.25	0.25	0.25	0	0.0
G0600370403702	0.25	0.25	0.25	0.25	0	0.0
G0600370403703	0.25	0.25	0.25	0.25	0	0.0
G0600370403721	0.25	0.25	0.25	0.25	0	0.0
G0600370403722	0.25	0.25	0.25	0.25	0	0.0
G0600370403801	0.25	0.25	0.25	0.25	0	0.0
G0600370403802	0.25	0.25	0.25	0.25	0	0.0
G0600370403901	0.25	0.25	0.25	0.25	0	0.0
G0600370403902	0.25	0.25	0.25	0.25	0	0.0
G0600370404000	0.25	0.25	0.25	0.25	0	0.0
G0600370404100	0.25	0.25	0.25	0.25	0	0.0
G0600370404201	0.25	0.25	0.25	0.25	0	0.0
G0600370404202	0.25	0.25	0.25	0.25	0	0.0
G0600370404301	0.25	0.25	0.25	0.25	0	0.0
G0600370404302	0.25	0.25	0.25	0.25	0	0.0
G0600370404401	0.25	0.25	0.25	0.25	0	0.0
G0600370404402	0.25	0.25	0.25	0.25	0	0.0
G0600370404501	0.25	0.25	0.25	0.25	0	0.0
G0600370404503	0.25	0.25	0.25	0.25	0	0.0
G0600370404504	0.25	0.25	0.25	0.25	0	0.0
G0600370404600	0.25	0.25	0.25	0.25	0	0.0
G0600370404701	0.25	0.25	0.25	0.25	0	0.0
G0600370404702	0.25	0.25	0.25	0.25	0	0.0
G0600370404703	0.25	0.25	0.25	0.25	0	0.0
G4201010026800	0.25	0.25	0.25	0.25	0	0.0
G4201010026900	0.25	0.25	0.25	0.25	0	0.0
G4201010027000	0.25	0.25	0.25	0.25	0	0.0
G4201010027100	0.25	0.25	0.25	0.25	0	0.0
G4201010027200	0.25	0.25	0.25	0.25	0	0.0
G4201010027300	0.25	0.25	0.25	0.25	0	0.0
G4201010027401	0.25	0.25	0.25	0.25	0	0.0
G4201010027402	0.25	0.25	0.25	0.25	0	0.0
G4201010027500	0.25	0.25	0.25	0.25	0	0.0
G4201010027600	0.25	0.25	0.25	0.25	0	0.0
G4201010027700	0.25	0.25	0.25	0.25	0	0.0
G4201010027800	0.25	0.25	0.25	0.25	0	0.0
G4201010027901	0.25	0.25	0.25	0.25	0	0.0
G4201010027902	0.25	0.25	0.25	0.25	0	0.0
G4201010028000	0.25	0.25	0.25	0.25	0	0.0
G4201010028100	0.25	0.25	0.25	0.25	0	0.0
G4201010028200	0.25	0.25	0.25	0.25	0	0.0
G4201010028300	0.25	0.25	0.25	0.25	0	0.0
G4201010028400	0.25	0.25	0.25	0.25	0	0.0
G4201010028500	0.25	0.25	0.25	0.25	0	0.0
G4201010028600	0.25	0.25	0.25	0.25	0	0.0
G4201010028700	0.25	0.25	0.25	0.25	0	0.0
G4201010028800	0.25	0.25	0.25	0.25	0	0.0
G4201010028901	0.25	0.25	0.25	0.25	0	0.0
G4201010028902	0.25	0.25	0.25	0.25	0	0.0
G4201010029000	0.25	0.25	0.25	0.25	0	0.0
G4201010029100	0.25	0.25	0.25	0.25	0	0.0
G4201010029200	0.25	0.25	0.25	0.25	0	0.0
G4201010029300	0.25	0.25	0.25	0.25	0	0.0
G4201010029400	0.25	0.25	0.25	0.25	0	0.0
G4201010029800	0.25	0.25	0.25	0.25	0	0.0
G4201010029900	0.25	0.25	0.25	0.25	0	0.0
G4201010030000	0.25	0.25	0.25	0.25	0	0.0
G4201010030100	0.25	0.25	0.25	0.25	0	0.0
G4201010030200	0.25	0.25	0.25	0.25	0	0.0
G4201010030501	0.25	0.25	0.25	0.25	0	0.0
G4201010030502	0.25	0.25	0.25	0.25	0	0.0
G4201010030600	0.25	0.25	0.25	0.25	0	0.0
G4201010030700	0.25	0.25	0.25	0.25	0	0.0
G4201010030800	0.25	0.25	0.25	0.25	0	0.0
G4201010030900	0.25	0.25	0.25	0.25	0	0.0
G4201010031000	0.25	0.25	0.25	0.25	0	0.0
G4201010031101	0.25	0.25	0.25	0.25	0	0.0
G4201010031102	0.25	0.25	0.25	0.25	0	0.0
G4201010031200	0.25	0.25	0.25	0.25	0	0.0
G4201010031300	0.25	0.25	0.25	0.25	0	0.0
G4201010031401	0.25	0.25	0.25	0.25	0	0.0
G4201010031402	0.25	0.25	0.25	0.25	0	0.0
G4201010031501	0.25	0.25	0.25	0.25	0	0.0
G4201010031502	0.25	0.25	0.25	0.25	0	0.0
G4201010031600	0.25	0.25	0.25	0.25	0	0.0
G4201010031700	0.25	0.25	0.25	0.25	0	0.0
G4201010031800	0.25	0.25	0.25	0.25	0	0.0
G4201010031900	0.25	0.25	0.25	0.25	0	0.0
G4201010032000	0.25	0.25	0.25	0.25	0	0.0
G4201010032100	0.25	0.25	0.25	0.25	0	0.0
G4201010032300	0.25	0.25	0.25	0.25	0	0.0
G4201010032500	0.25	0.25	0.25	0.25	0	0.0
G4201010032600	0.25	0.25	0.25	0.25	0	0.0
G4201010032900	0.25	0.25	0.25	0.25	0	0.0
G4201010033000	0.25	0.25	0.25	0.25	0	0.0
G4201010033101	0.25	0.25	0.25	0.25	0	0.0
G4201010033102	0.25	0.25	0.25	0.25	0	0.0
G4201010033200	0.25	0.25	0.25	0.25	0	0.0
G4201010033300	0.25	0.25	0.25	0.25	0	0.0
G4201010033400	0.25	0.25	0.25	0.25	0	0.0
G4201010033500	0.25	0.25	0.25	0.25	0	0.0
G4201010033600	0.25	0.25	0.25	0.25	0	0.0
G4201010033701	0.25	0.25	0.25	0.25	0	0.0
G4201010033702	0.25	0.25	0.25	0.25	0	0.0
G4201010033800	0.25	0.25	0.25	0.25	0	0.0
G4201010033900	0.25	0.25	0.25	0.25	0	0.0
G4201010034000	0.25	0.25	0.25	0.25	0	0.0
G4201010034100	0.25	0.25	0.25	0.25	0	0.0
G4201010034200	0.25	0.25	0.25	0.25	0	0.0
G4201010034400	0.25	0.25	0.25	0.25	0	0.0
G4201010034501	0.25	0.25	0.25	0.25	0	0.0
G4201010034502	0.25	0.25	0.25	0.25	0	0.0
G4201010034600	0.25	0.25	0.25	0.25	0	0.0
G4201010034701	0.25	0.25	0.25	0.25	0	0.0
G4201010034702	0.25	0.25	0.25	0.25	0	0.0
G4201010034801	0.25	0.25	0.25	0.25	0	0.0
G4201010034802	0.25	0.25	0.25	0.25	0	0.0
G4201010034803	0.25	0.25	0.25	0.25	0	0.0
G4201010034900	0.25	0.25	0.25	0.25	0	0.0
G4201010035100	0.25	0.25	0.25	0.25	0	0.0
G4201010035200	0.25	0.25	0.25	0.25	0	0.0
G4201010035301	0.25	0.25	0.25	0.25	0	0.0
G4201010035302	0.25	0.25	0.25	0.25	0	0.0
G4201010035500	0.25	0.25	0.25	0.25	0	0.0
G4201010035601	0.25	0.25	0.25	0.25	0	0.0
G4201010035602	0.25	0.25	0.25	0.25	0	0.0
G4201010035701	0.25	0.25	0.25	0.25	0	0.0
G4201010035702	0.25	0.25	0.25	0.25	0	0.0
G4201010035800	0.25	0.25	0.25	0.25	0	0.0
G4201010035900	0.25	0.25	0.25	0.25	0	0.0
G4201010036000	0.25	0.25	0.25	0.25	0	0.0
G4201010036100	0.25	0.25	0.25	0.25	0	0.0
G4201010036201	0.25	0.25	0.25	0.25	0	0.0
G4201010036202	0.25	0.25	0.25	0.25	0	0.0
G4201010036203	0.25	0.25	0.25	0.25	0	0.0
G4201010036301	0.25	0.25	0.25	0.25	0	0.0
G4201010036302	0.25	0.25	0.25	0.25	0	0.0
G4201010036303	0.25	0.25	0.25	0.25	0	0.0
G4201010036400	0.25	0.25	0.25	0.25	0	0.0
G4201010036501	0.25	0.25	0.25	0.25	0	0.0
G4201010036502	0.25	0.25	0.25	0.25	0	0.0
G4201010036600	0.25	0.25	0.25	0.25	0	0.0
G4201010036700	0.25	0.25	0.25	0.25	0	0.0
G4201010036900	0.25	0.25	0.25	0.25	0	0.0
G4201010037200	0.25	0.25	0.25	0.25	0	0.0
G4201010037300	0.25	0.25	0.25	0.25	0	0.0
G4201010037500	0.25	0.25	0.25	0.25	0	0.0
G4201010037600	0.25	0.25	0.25	0.25	0	0.0
G4201010037700	0.25	0.25	0.25	0.25	0	0.0
G4201010037800	0.25	0.25	0.25	0.25	0	0.0
G4201010037900	0.25	0.25	0.25	0.25	0	0.0
G4201010038000	0.25	0.25	0.25	0.25	0	0.0
G4201010038100	0.25	0.25	0.25	0.25	0	0.0
G4201010038200	0.25	0.25	0.25	0.25	0	0.0
G4201010038300	0.25	0.25	0.25	0.25	0	0.0
G4201010038400	0.25	0.25	0.25	0.25	0	0.0
G4201010038500	0.25	0.25	0.25	0.25	0	0.0
G4201010038600	0.25	0.25	0.25	0.25	0	0.0
G4201010038700	0.25	0.25	0.25	0.25	0	0.0
G4201010038800	0.25	0.25	0.25	0.25	0	0.0
G4201010038900	0.25	0.25	0.25	0.25	0	0.0
G4201010039000	0.25	0.25	0.25	0.25	0	0.0
G4201010980000	0.25	0.25	0.25	0.25	0	0.0
G4201010980100	0.25	0.25	0.25	0.25	0	0.0
G4201010980200	0.25	0.25	0.25	0.25	0	0.0
G4201010980300	0.25	0.25	0.25	0.25	0	0.0
G4201010980400	0.25	0.25	0.25	0.25	0	0.0
G4201010980500	0.25	0.25	0.25	0.25	0	0.0
G4201010980600	0.25	0.25	0.25	0.25	0	0.0
G4201010980700	0.25	0.25	0.25	0.25	0	0.0
G4201010980800	0.25	0.25	0.25	0.25	0	0.0
G4201010980900	0.25	0.25	0.25	0.25	0	0.0
G4201010989100	0.25	0.25	0.25	0.25	0	0.0
G4201030950102	0.25	0.25	0.25	0.25	0	0.0
G4201030950103	0.25	0.25	0.25	0.25	0	0.0
G4201030950104	0.25	0.25	0.25	0.25	0	0.0
G4201030950201	0.25	0.25	0.25	0.25	0	0.0
G4201030950202	0.25	0.25	0.25	0.25	0	0.0
G4201030950301	0.25	0.25	0.25	0.25	0	0.0
G4201030950302	0.25	0.25	0.25	0.25	0	0.0
G4201030950501	0.25	0.25	0.25	0.25	0	0.0
G4201030950502	0.25	0.25	0.25	0.25	0	0.0
G4201030950601	0.25	0.25	0.25	0.25	0	0.0
G4201030950603	0.25	0.25	0.25	0.25	0	0.0
G4201030950605	0.25	0.25	0.25	0.25	0	0.0
G4201030950606	0.25	0.25	0.25	0.25	0	0.0
G4201030950701	0.25	0.25	0.25	0.25	0	0.0
G4201030950702	0.25	0.25	0.25	0.25	0	0.0
G4201030950801	0.25	0.25	0.25	0.25	0	0.0
G4201030950802	0.25	0.25	0.25	0.25	0	0.0
G4201030950900	0.25	0.25	0.25	0.25	0	0.0
G4201050950100	0.25	0.25	0.25	0.25	0	0.0
G4201050950200	0.25	0.25	0.25	0.25	0	0.0
G4201050950300	0.25	0.25	0.25	0.25	0	0.0
G4201050950400	0.25	0.25	0.25	0.25	0	0.0
G4201050950500	0.25	0.25	0.25	0.25	0	0.0
G4201070000100	0.25	0.25	0.25	0.25	0	0.0
G4201070000200	0.25	0.25	0.25	0.25	0	0.0
G4201070000300	0.25	0.25	0.25	0.25	0	0.0
G4201070000400	0.25	0.25	0.25	0.25	0	0.0
G4201070000500	0.25	0.25	0.25	0.25	0	0.0
G4201070000601	0.25	0.25	0.25	0.25	0	0.0
G4201070000602	0.25	0.25	0.25	0.25	0	0.0
G4201070000700	0.25	0.25	0.25	0.25	0	0.0
G4201070000800	0.25	0.25	0.25	0.25	0	0.0
G4201070000900	0.25	0.25	0.25	0.25	0	0.0
G4201070001000	0.25	0.25	0.25	0.25	0	0.0
G4201070001100	0.25	0.25	0.25	0.25	0	0.0
G4201070001200	0.25	0.25	0.25	0.25	0	0.0
G4201070001300	0.25	0.25	0.25	0.25	0	0.0
G4201070001400	0.25	0.25	0.25	0.25	0	0.0
G4201070001500	0.25	0.25	0.25	0.25	0	0.0
G4201070001600	0.25	0.25	0.25	0.25	0	0.0
G4201070001700	0.25	0.25	0.25	0.25	0	0.0
G4201070001800	0.25	0.25	0.25	0.25	0	0.0
G4201070001900	0.25	0.25	0.25	0.25	0	0.0
G4201070002000	0.25	0.25	0.25	0.25	0	0.0
G4201070002100	0.25	0.25	0.25	0.25	0	0.0
G4201070002200	0.25	0.25	0.25	0.25	0	0.0
G4201070002300	0.25	0.25	0.25	0.25	0	0.0
G4201070002400	0.25	0.25	0.25	0.25	0	0.0
G4201070002500	0.25	0.25	0.25	0.25	0	0.0
G4201070002600	0.25	0.25	0.25	0.25	0	0.0
G4201070002700	0.25	0.25	0.25	0.25	0	0.0
G4201070002800	0.25	0.25	0.25	0.25	0	0.0
G4201070002900	0.25	0.25	0.25	0.25	0	0.0
G4201070003000	0.25	0.25	0.25	0.25	0	0.0
G4201070003100	0.25	0.25	0.25	0.25	0	0.0
G4201070003200	0.25	0.25	0.25	0.25	0	0.0
G4201070003300	0.25	0.25	0.25	0.25	0	0.0
G4201070003400	0.25	0.25	0.25	0.25	0	0.0
G4201070003500	0.25	0.25	0.25	0.25	0	0.0
G4201070003600	0.25	0.25	0.25	0.25	0	0.0
G4201070003700	0.25	0.25	0.25	0.25	0	0.0
G4201070003800	0.25	0.25	0.25	0.25	0	0.0
G4201070003900	0.25	0.25	0.25	0.25	0	0.0
G4201090070100	0.25	0.25	0.25	0.25	0	0.0
G4201090070200	0.25	0.25	0.25	0.25	0	0.0
G4201090070300	0.25	0.25	0.25	0.25	0	0.0
G4201090070400	0.25	0.25	0.25	0.25	0	0.0
G4201090070500	0.25	0.25	0.25	0.25	0	0.0
G4201090070600	0.25	0.25	0.25	0.25	0	0.0
G4201090070701	0.25	0.25	0.25	0.25	0	0.0
G4201090980705	0.25	0.25	0.25	0.25	0	0.0
G4201110020101	0.25	0.25	0.25	0.25	0	0.0
G4201110020102	0.25	0.25	0.25	0.25	0	0.0
G4201110020200	0.25	0.25	0.25	0.25	0	0.0
G4201110020300	0.25	0.25	0.25	0.25	0	0.0
G4201110020400	0.25	0.25	0.25	0.25	0	0.0
G4201110020500	0.25	0.25	0.25	0.25	0	0.0
G4201110020600	0.25	0.25	0.25	0.25	0	0.0
G4201110020700	0.25	0.25	0.25	0.25	0	0.0
G4201110020800	0.25	0.25	0.25	0.25	0	0.0
G4201110020900	0.25	0.25	0.25	0.25	0	0.0
G4201110021000	0.25	0.25	0.25	0.25	0	0.0
G4201110021100	0.25	0.25	0.25	0.25	0	0.0
G4201110021200	0.25	0.25	0.25	0.25	0	0.0
G4201110021300	0.25	0.25	0.25	0.25	0	0.0
G4201110021400	0.25	0.25	0.25	0.25	0	0.0
G4201110021500	0.25	0.25	0.25	0.25	0	0.0
G4201110021600	0.25	0.25	0.25	0.25	0	0.0
G4201110021700	0.25	0.25	0.25	0.25	0	0.0
G4201110021800	0.25	0.25	0.25	0.25	0	0.0
G4201110021901	0.25	0.25	0.25	0.25	0	0.0
G4201110021902	0.25	0.25	0.25	0.25	0	0.0
G4201130960100	0.25	0.25	0.25	0.25	0	0.0
G4201130960200	0.25	0.25	0.25	0.25	0	0.0
G4201150032000	0.25	0.25	0.25	0.25	0	0.0
G4201150032100	0.25	0.25	0.25	0.25	0	0.0
G4201150032200	0.25	0.25	0.25	0.25	0	0.0
G4201150032300	0.25	0.25	0.25	0.25	0	0.0
G4201150032400	0.25	0.25	0.25	0.25	0	0.0
G4201150032500	0.25	0.25	0.25	0.25	0	0.0
G4201150032600	0.25	0.25	0.25	0.25	0	0.0
G4201150032700	0.25	0.25	0.25	0.25	0	0.0
G4201150032800	0.25	0.25	0.25	0.25	0	0.0
G4201150032901	0.25	0.25	0.25	0.25	0	0.0
G4201150032902	0.25	0.25	0.25	0.25	0	0.0
G4201170950100	0.25	0.25	0.25	0.25	0	0.0
G4201170950200	0.25	0.25	0.25	0.25	0	0.0
G4201170950300	0.25	0.25	0.25	0.25	0	0.0
G4201170950400	0.25	0.25	0.25	0.25	0	0.0
G4201170950500	0.25	0.25	0.25	0.25	0	0.0
G4201170950600	0.25	0.25	0.25	0.25	0	0.0
G4201170950700	0.25	0.25	0.25	0.25	0	0.0
G4201170950800	0.25	0.25	0.25	0.25	0	0.0
G4201170950900	0.25	0.25	0.25	0.25	0	0.0
G4201170951000	0.25	0.25	0.25	0.25	0	0.0
G4201190090102	0.25	0.25	0.25	0.25	0	0.0
G4201190090200	0.25	0.25	0.25	0.25	0	0.0
G4201190090300	0.25	0.25	0.25	0.25	0	0.0
G4201190090400	0.25	0.25	0.25	0.25	0	0.0
G4201190090502	0.25	0.25	0.25	0.25	0	0.0
G4201190090600	0.25	0.25	0.25	0.25	0	0.0
G4201190090700	0.25	0.25	0.25	0.25	0	0.0
G4201190980101	0.25	0.25	0.25	0.25	0	0.0
G4201190980501	0.25	0.25	0.25	0.25	0	0.0
G4201190980800	0.25	0.25	0.25	0.25	0	0.0
G4201210200000	0.25	0.25	0.25	0.25	0	0.0
G4201210200100	0.25	0.25	0.25	0.25	0	0.0
G4201210200200	0.25	0.25	0.25	0.25	0	0.0
G4201210200300	0.25	0.25	0.25	0.25	0	0.0
G4201210200400	0.25	0.25	0.25	0.25	0	0.0
G4201210200500	0.25	0.25	0.25	0.25	0	0.0
G4201210200600	0.25	0.25	0.25	0.25	0	0.0
G4201210200700	0.25	0.25	0.25	0.25	0	0.0
G4201210200800	0.25	0.25	0.25	0.25	0	0.0
G4201210200900	0.25	0.25	0.25	0.25	0	0.0
G4201210201000	0.25	0.25	0.25	0.25	0	0.0
G4201210201100	0.25	0.25	0.25	0.25	0	0.0
G4201210201200	0.25	0.25	0.25	0.25	0	0.0
G4201210201300	0.25	0.25	0.25	0.25	0	0.0
G4201210201400	0.25	0.25	0.25	0.25	0	0.0
G4201210201500	0.25	0.25	0.25	0.25	0	0.0
G4201230970100	0.25	0.25	0.25	0.25	0	0.0
G4201230970200	0.25	0.25	0.25	0.25	0	0.0
G4201230970300	0.25	0.25	0.25	0.25	0	0.0
G4201230970400	0.25	0.25	0.25	0.25	0	0.0
G4201230970500	0.25	0.25	0.25	0.25	0	0.0
G4201230970600	0.25	0.25	0.25	0.25	0	0.0
G4201230970700	0.25	0.25	0.25	0.25	0	0.0
G4201230970800	0.25	0.25	0.25	0.25	0	0.0
G4201230970900	0.25	0.25	0.25	0.25	0	0.0
G4201230971000	0.25	0.25	0.25	0.25	0	0.0
G4201230971100	0.25	0.25	0.25	0.25	0	0.0
G4201230971200	0.25	0.25	0.25	0.25	0	0.0
G4201230971400	0.25	0.25	0.25	0.25	0	0.0
G4201250704100	0.25	0.25	0.25	0.25	0	0.0
G4201250711000	0.25	0.25	0.25	0.25	0	0.0
G4201250712700	0.25	0.25	0.25	0.25	0	0.0
G4201250713700	0.25	0.25	0.25	0.25	0	0.0
G4201250714000	0.25	0.25	0.25	0.25	0	0.0
G4201250715700	0.25	0.25	0.25	0.25	0	0.0
G4201250721000	0.25	0.25	0.25	0.25	0	0.0
G4201250722700	0.25	0.25	0.25	0.25	0	0.0
G4201250731000	0.25	0.25	0.25	0.25	0	0.0
G4201250732000	0.25	0.25	0.25	0.25	0	0.0
G4201250741100	0.25	0.25	0.25	0.25	0	0.0
G4201250741300	0.25	0.25	0.25	0.25	0	0.0
G4201250742100	0.25	0.25	0.25	0.25	0	0.0
G4201250742200	0.25	0.25	0.25	0.25	0	0.0
G4201250743700	0.25	0.25	0.25	0.25	0	0.0
G4201250744100	0.25	0.25	0.25	0.25	0	0.0
G4201250744200	0.25	0.25	0.25	0.25	0	0.0
G4201250745100	0.25	0.25	0.25	0.25	0	0.0
G4201250745200	0.25	0.25	0.25	0.25	0	0.0
G4201250746100	0.25	0.25	0.25	0.25	0	0.0
G4201250746200	0.25	0.25	0.25	0.25	0	0.0
G4201250746301	0.25	0.25	0.25	0.25	0	0.0
G4201250746302	0.25	0.25	0.25	0.25	0	0.0
G4201250751100	0.25	0.25	0.25	0.25	0	0.0
G4201250751200	0.25	0.25	0.25	0.25	0	0.0
G4201250752700	0.25	0.25	0.25	0.25	0	0.0
G4201250753700	0.25	0.25	0.25	0.25	0	0.0
G4201250754200	0.25	0.25	0.25	0.25	0	0.0
G4201250754300	0.25	0.25	0.25	0.25	0	0.0
G4201250754400	0.25	0.25	0.25	0.25	0	0.0
G4201250754500	0.25	0.25	0.25	0.25	0	0.0
G4201250754600	0.25	0.25	0.25	0.25	0	0.0
G4201250755100	0.25	0.25	0.25	0.25	0	0.0
G4201250755200	0.25	0.25	0.25	0.25	0	0.0
G4201250755700	0.25	0.25	0.25	0.25	0	0.0
G4201250761000	0.25	0.25	0.25	0.25	0	0.0
G4201250762000	0.25	0.25	0.25	0.25	0	0.0
G4201250763700	0.25	0.25	0.25	0.25	0	0.0
G4201250764000	0.25	0.25	0.25	0.25	0	0.0
G4201250771100	0.25	0.25	0.25	0.25	0	0.0
G4201250771200	0.25	0.25	0.25	0.25	0	0.0
G4201250772700	0.25	0.25	0.25	0.25	0	0.0
G4201250773100	0.25	0.25	0.25	0.25	0	0.0
G4201250773200	0.25	0.25	0.25	0.25	0	0.0
G4201250774700	0.25	0.25	0.25	0.25	0	0.0
G4201250775200	0.25	0.25	0.25	0.25	0	0.0
G4201250775300	0.25	0.25	0.25	0.25	0	0.0
G4201250781700	0.25	0.25	0.25	0.25	0	0.0
G4201250782700	0.25	0.25	0.25	0.25	0	0.0
G4201250783200	0.25	0.25	0.25	0.25	0	0.0
G4201250783300	0.25	0.25	0.25	0.25	0	0.0
G4201250784000	0.25	0.25	0.25	0.25	0	0.0
G4201250791000	0.25	0.25	0.25	0.25	0	0.0
G4201250792100	0.25	0.25	0.25	0.25	0	0.0
G4201250792200	0.25	0.25	0.25	0.25	0	0.0
G4201250795700	0.25	0.25	0.25	0.25	0	0.0
G4201250795800	0.25	0.25	0.25	0.25	0	0.0
G4201250795900	0.25	0.25	0.25	0.25	0	0.0
G4201250796000	0.25	0.25	0.25	0.25	0	0.0
G4201270960100	0.25	0.25	0.25	0.25	0	0.0
G4201270960200	0.25	0.25	0.25	0.25	0	0.0
G4201270960300	0.25	0.25	0.25	0.25	0	0.0
G4201270960400	0.25	0.25	0.25	0.25	0	0.0
G4201270960500	0.25	0.25	0.25	0.25	0	0.0
G4201270960600	0.25	0.25	0.25	0.25	0	0.0
G4201270960700	0.25	0.25	0.25	0.25	0	0.0
G4201270960800	0.25	0.25	0.25	0.25	0	0.0
G4201270960900	0.25	0.25	0.25	0.25	0	0.0
G4201270961000	0.25	0.25	0.25	0.25	0	0.0
G4201270961100	0.25	0.25	0.25	0.25	0	0.0
G4201270961200	0.25	0.25	0.25	0.25	0	0.0
G4201270961300	0.25	0.25	0.25	0.25	0	0.0
G4201270961400	0.25	0.25	0.25	0.25	0	0.0
G4201290800100	0.25	0.25	0.25	0.25	0	0.0
G4201290800200	0.25	0.25	0.25	0.25	0	0.0
G4201290800300	0.25	0.25	0.25	0.25	0	0.0
G4201290800400	0.25	0.25	0.25	0.25	0	0.0
G4201290800500	0.25	0.25	0.25	0.25	0	0.0
G4201290800600	0.25	0.25	0.25	0.25	0	0.0
G4201290800700	0.25	0.25	0.25	0.25	0	0.0
G4201290800800	0.25	0.25	0.25	0.25	0	0.0
G4201290800900	0.25	0.25	0.25	0.25	0	0.0
G4201290801001	0.25	0.25	0.25	0.25	0	0.0
G4201290801002	0.25	0.25	0.25	0.25	0	0.0
G4201290801100	0.25	0.25	0.25	0.25	0	0.0
G4201290801200	0.25	0.25	0.25	0.25	0	0.0
G4201290801300	0.25	0.25	0.25	0.25	0	0.0
G4201290801400	0.25	0.25	0.25	0.25	0	0.0
G4201290801500	0.25	0.25	0.25	0.25	0	0.0
G4201290801600	0.25	0.25	0.25	0.25	0	0.0
G4201290801701	0.25	0.25	0.25	0.25	0	0.0
G4201290801702	0.25	0.25	0.25	0.25	0	0.0
G4201290801703	0.25	0.25	0.25	0.25	0	0.0
G4201290801800	0.25	0.25	0.25	0.25	0	0.0
G4201290801900	0.25	0.25	0.25	0.25	0	0.0
G4201290802001	0.25	0.25	0.25	0.25	0	0.0
G4201290802002	0.25	0.25	0.25	0.25	0	0.0
G4201290802101	0.25	0.25	0.25	0.25	0	0.0
G4201290802102	0.25	0.25	0.25	0.25	0	0.0
G4201290802103	0.25	0.25	0.25	0.25	0	0.0
G4201290802200	0.25	0.25	0.25	0.25	0	0.0
G4201290802301	0.25	0.25	0.25	0.25	0	0.0
G4201290802303	0.25	0.25	0.25	0.25	0	0.0
G4201290802304	0.25	0.25	0.25	0.25	0	0.0
G4201290802400	0.25	0.25	0.25	0.25	0	0.0
G4201290802500	0.25	0.25	0.25	0.25	0	0.0
G4201290802600	0.25	0.25	0.25	0.25	0	0.0
G4201290802700	0.25	0.25	0.25	0.25	0	0.0
G4201290802800	0.25	0.25	0.25	0.25	0	0.0
G4201290802900	0.25	0.25	0.25	0.25	0	0.0
G4201290803000	0.25	0.25	0.25	0.25	0	0.0
G4201290803100	0.25	0.25	0.25	0.25	0	0.0
G4201290803200	0.25	0.25	0.25	0.25	0	0.0
G4201290803301	0.25	0.25	0.25	0.25	0	0.0
G4201290803302	0.25	0.25	0.25	0.25	0	0.0
G4201290803400	0.25	0.25	0.25	0.25	0	0.0
G4201290803501	0.25	0.25	0.25	0.25	0	0.0
G4201290803502	0.25	0.25	0.25	0.25	0	0.0
G4201290803600	0.25	0.25	0.25	0.25	0	0.0
G4201290803700	0.25	0.25	0.25	0.25	0	0.0
G4201290803800	0.25	0.25	0.25	0.25	0	0.0
G4201290803901	0.25	0.25	0.25	0.25	0	0.0
G4201290803902	0.25	0.25	0.25	0.25	0	0.0
G4201290804000	0.25	0.25	0.25	0.25	0	0.0
G4201290804100	0.25	0.25	0.25	0.25	0	0.0
G4201290804200	0.25	0.25	0.25	0.25	0	0.0
G4201290804300	0.25	0.25	0.25	0.25	0	0.0
G4201290804400	0.25	0.25	0.25	0.25	0	0.0
G4201290804501	0.25	0.25	0.25	0.25	0	0.0
G4201290804502	0.25	0.25	0.25	0.25	0	0.0
G4201290804600	0.25	0.25	0.25	0.25	0	0.0
G4201290804701	0.25	0.25	0.25	0.25	0	0.0
G4201290804702	0.25	0.25	0.25	0.25	0	0.0
G4201290804801	0.25	0.25	0.25	0.25	0	0.0
G4201290804802	0.25	0.25	0.25	0.25	0	0.0
G4201290804900	0.25	0.25	0.25	0.25	0	0.0
G4201290805000	0.25	0.25	0.25	0.25	0	0.0
G4201290805100	0.25	0.25	0.25	0.25	0	0.0
G4201290805200	0.25	0.25	0.25	0.25	0	0.0
