Dependency=Location EPW	Option=72F	Option=73F	Option=74F	Option=75F	Option=76F	Option=77F
0325150_US_MT_Cascade_30013_0-20000-0-72776_47.45_-111.38_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0264842_US_MT_Flathead_30029_0-20000-0-72779_48.33_-114.26_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0303807_US_MT_Glacier_30035_0-20000-0-72769_48.61_-112.38_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0152773_US_WA_Yakima_53077_0-20000-0-72781_46.57_-120.54_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0202713_US_WA_Spokane_53063_0-20000-0-72785_47.49_-117.58_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0103553_US_OR_Clatsop_41007_0-20000-0-72791_46.13_-123.9_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0117406_US_WA_Thurston_53067_0-20000-0-72792_46.97_-122.9_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0125711_US_WA_King_53033_0-20000-0-72793_47.45_-122.3_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0095843_US_WA_Clallam_53009_0-20000-0-72797_47.93_-124.58_NSRDB_2.0.1_AMY.epw	1	0	0	0	0	0
0448678_US_MT_Custer_30017_0-20000-0-74230_46.45_-105.9_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
1237137_US_NY_Queens_36081_0-20000-0-74486_40.65_-73.82_NSRDB_2.0.1_AMY.epw	0	1	0	0	0	0
