Dependency=geometry_building_type_recs,Dependency=geometry_unit_cfa_bin,Dependency=vintage,100,101-124,125,126-199,200,201+,<100
single-family attached,1000-1499,2000s,0.183278,0.002007,0.186595,0.028342,0.563328,0.026866,0.009584
single-family attached,1000-1499,2010s,0.210706,0.001082,0.048565,0.019589,0.688826,0.024309,0.006922
single-family attached,1000-1499,<1940,0.511688,0.001911,0.113526,0.020622,0.299879,0.032261,0.020112
single-family attached,1500-1999,1940s,0.582168,0.002548,0.067358,0.046036,0.273652,0.018766,0.009471
single-family attached,1500-1999,1950s,0.484987,0.004618,0.098954,0.045759,0.317451,0.03,0.018231
single-family attached,1500-1999,1960s,0.469972,0.007858,0.085564,0.052525,0.350213,0.027241,0.006626
single-family attached,1500-1999,1970s,0.490709,0.004621,0.115588,0.049886,0.288407,0.02183,0.028961
single-family attached,1500-1999,1980s,0.448408,0.004695,0.179243,0.047724,0.270238,0.023908,0.025784
single-family attached,1500-1999,1990s,0.335599,0.004049,0.181683,0.065286,0.356364,0.027399,0.029621
single-family attached,1500-1999,2000s,0.277384,0.004357,0.095567,0.078779,0.503447,0.031562,0.008903
single-family attached,1500-1999,2010s,0.288844,0.002456,0.051382,0.037566,0.587803,0.025296,0.006652
single-family attached,1500-1999,<1940,0.768628,0.002609,0.046833,0.026705,0.129096,0.015987,0.010143
single-family attached,2000-2499,1940s,0.689587,0.001349,0.032198,0.04614,0.194296,0.027823,0.008607
single-family attached,2000-2499,1950s,0.536026,0.004132,0.067989,0.036749,0.294151,0.043972,0.016981
single-family attached,2000-2499,1960s,0.398558,0.004048,0.086135,0.051211,0.417717,0.033827,0.008505
single-family attached,2000-2499,1970s,0.358441,0.005846,0.109745,0.051143,0.401661,0.044752,0.028412
single-family attached,2000-2499,1980s,0.395472,0.003935,0.088817,0.046344,0.408591,0.042682,0.014158
single-family attached,2000-2499,1990s,0.30206,0.00293,0.096088,0.047929,0.492275,0.043703,0.015015
single-family attached,2000-2499,2000s,0.232636,0.004105,0.066782,0.043128,0.598742,0.043627,0.010981
single-family attached,2000-2499,2010s,0.250143,0.001621,0.036136,0.029441,0.602013,0.070235,0.010412
single-family attached,2000-2499,<1940,0.800045,0.001487,0.015131,0.024849,0.133858,0.013589,0.01104
single-family attached,2500-2999,1940s,0.47538,0.00376,0.051971,0.055936,0.381258,0.023779,0.007916
single-family attached,2500-2999,1950s,0.272861,0.002057,0.061953,0.051177,0.561798,0.03877,0.011384
single-family attached,2500-2999,1960s,0.164882,0.003504,0.123109,0.036153,0.62411,0.031028,0.017214
single-family attached,2500-2999,1970s,0.185917,0.00273,0.041176,0.040936,0.679198,0.03375,0.016293
single-family attached,2500-2999,1980s,0.196676,0.00218,0.065543,0.044884,0.64637,0.033458,0.010889
single-family attached,2500-2999,1990s,0.107736,0.002073,0.057307,0.041811,0.749783,0.032331,0.008959
single-family attached,2500-2999,2000s,0.142522,0.001422,0.039945,0.04334,0.715159,0.036731,0.020881
single-family attached,2500-2999,2010s,0.120207,0.00111,0.024889,0.032345,0.78199,0.034279,0.005181
single-family attached,2500-2999,<1940,0.684746,0.002022,0.017234,0.051562,0.223657,0.012064,0.008713
single-family attached,3000-3999,1940s,0.24314,0.000211,0.011614,0.143456,0.558047,0.040159,0.003374
single-family attached,3000-3999,1950s,0.174057,9.4e-05,0.014273,0.077345,0.669371,0.058507,0.006353
single-family attached,3000-3999,1960s,0.168257,0.000149,0.052754,0.07843,0.670142,0.023989,0.006278
single-family attached,3000-3999,1970s,0.148188,9.3e-05,0.006785,0.054355,0.761442,0.019491,0.009645
single-family attached,3000-3999,1980s,0.157457,9.7e-05,0.025324,0.063912,0.706279,0.04369,0.003242
single-family attached,3000-3999,1990s,0.144149,0.000689,0.01538,0.075775,0.717614,0.043556,0.002837
single-family attached,3000-3999,2000s,0.170024,8.5e-05,0.011535,0.064985,0.708062,0.041359,0.00395
single-family attached,3000-3999,2010s,0.13312,5.7e-05,0.005364,0.048873,0.773775,0.03713,0.001679
single-family attached,3000-3999,<1940,0.393329,0.000117,0.005664,0.080961,0.493527,0.022927,0.003475
single-family attached,4000+,1940s,0.446627,0.000209,0.008664,0.02475,0.385897,0.124604,0.009249
single-family attached,4000+,1950s,0.276018,0.000137,0.119239,0.024668,0.324501,0.237753,0.017683
single-family attached,4000+,1960s,0.453627,0.000267,0.025898,0.077137,0.342532,0.064585,0.035954
single-family attached,4000+,1970s,0.402378,0.000164,0.007937,0.032836,0.471242,0.045998,0.039445
single-family attached,4000+,1980s,0.37422,0.00016,0.013069,0.041763,0.330666,0.225336,0.014786
single-family attached,4000+,1990s,0.282529,0.000905,0.032582,0.095428,0.330832,0.2468,0.010924
single-family attached,4000+,2000s,0.435076,0.000138,0.010535,0.037958,0.325802,0.177353,0.013139
single-family attached,4000+,2010s,0.471971,0.000109,0.008784,0.035153,0.231007,0.24497,0.008005
single-family attached,4000+,<1940,0.216726,0.000133,0.005306,0.096125,0.616385,0.051899,0.013426
single-family attached,500-749,1940s,0.482393,0.005598,0.16061,0.002254,0.262888,0.051061,0.035196
single-family attached,500-749,1950s,0.361783,0.007977,0.118332,0.008764,0.264551,0.052321,0.186272
single-family attached,500-749,1960s,0.780098,0.010188,0.115905,0.00166,0.062575,0.013431,0.016143
single-family attached,500-749,1970s,0.514989,0.005328,0.268139,0.002635,0.1119,0.06589,0.031121
single-family attached,500-749,1980s,0.383085,0.00364,0.318368,0.079503,0.12948,0.029412,0.056511
single-family attached,500-749,1990s,0.428431,0.006406,0.255383,0.003344,0.180529,0.048671,0.077235
single-family attached,500-749,2000s,0.103769,0.009266,0.316855,0.004469,0.410907,0.13264,0.022095
single-family attached,500-749,2010s,0.343057,0.004448,0.199792,0.002517,0.338596,0.097968,0.013623
single-family attached,500-749,<1940,0.452879,0.004903,0.136543,0.001577,0.294472,0.086522,0.023102
single-family attached,750-999,1940s,0.36286,0.001362,0.093223,0.018559,0.458059,0.029528,0.036408
single-family attached,750-999,1950s,0.306851,0.001887,0.102791,0.033333,0.484883,0.023984,0.04627
single-family attached,750-999,1960s,0.547731,0.00236,0.119583,0.017033,0.282907,0.015926,0.014458
single-family attached,750-999,1970s,0.485253,0.002027,0.248679,0.045758,0.156931,0.02162,0.039732
single-family attached,750-999,1980s,0.33402,0.000986,0.320602,0.041667,0.218179,0.018135,0.066412
single-family attached,750-999,1990s,0.307365,0.001341,0.231069,0.041426,0.314353,0.021196,0.083249
single-family attached,750-999,2000s,0.095963,0.001581,0.198843,0.054925,0.598344,0.034319,0.016026
single-family attached,750-999,2010s,0.190593,0.000861,0.150911,0.02398,0.589999,0.03268,0.010975
single-family attached,750-999,<1940,0.395832,0.001331,0.142132,0.017516,0.364469,0.052058,0.026661
single-family detached,0-499,1940s,0.540633,0.019611,0.252722,0.002527,0.098146,0.044319,0.042042
single-family detached,0-499,1950s,0.452883,0.027553,0.189568,0.01,0.132629,0.046235,0.141133
single-family detached,0-499,1960s,0.635153,0.048489,0.219008,0.002443,0.04909,0.019203,0.026614
single-family detached,0-499,1970s,0.524903,0.016975,0.355632,0.002685,0.050113,0.023722,0.02597
single-family detached,0-499,1980s,0.4377,0.013002,0.311971,0.080267,0.065001,0.026026,0.066033
single-family detached,0-499,1990s,0.423679,0.019802,0.354583,0.003307,0.07844,0.038783,0.081405
single-family detached,0-499,2000s,0.10675,0.029796,0.53703,0.004597,0.179976,0.117625,0.024225
single-family detached,0-499,2010s,0.394387,0.01585,0.299241,0.002869,0.184338,0.087028,0.016286
single-family detached,0-499,<1940,0.500901,0.025434,0.212036,0.001744,0.156205,0.075408,0.028271
single-family detached,1000-1499,1940s,0.367099,0.017304,0.131591,0.058088,0.37418,0.026907,0.024831
single-family detached,1000-1499,1950s,0.430611,0.010953,0.116803,0.04188,0.34657,0.031994,0.02119
single-family detached,1000-1499,1960s,0.458647,0.030772,0.125175,0.035299,0.317112,0.024245,0.008749
single-family detached,1000-1499,1970s,0.510551,0.015934,0.167423,0.039001,0.218,0.016469,0.032622
single-family detached,1000-1499,1980s,0.447946,0.017223,0.188097,0.034283,0.25254,0.01744,0.04247
single-family detached,1000-1499,1990s,0.390111,0.01243,0.150504,0.044544,0.330623,0.02088,0.050908
single-family detached,1000-1499,2000s,0.212611,0.01407,0.23719,0.034937,0.457545,0.032749,0.010897
single-family detached,1000-1499,2010s,0.259475,0.007951,0.065862,0.027243,0.600083,0.031313,0.008073
single-family detached,1000-1499,<1940,0.595295,0.010642,0.105707,0.022248,0.193448,0.054499,0.018161
single-family detached,1500-1999,1940s,0.564534,0.002471,0.063166,0.034817,0.301325,0.024503,0.009184
single-family detached,1500-1999,1950s,0.449097,0.004276,0.088612,0.032706,0.371022,0.037405,0.016882
single-family detached,1500-1999,1960s,0.446271,0.007461,0.078571,0.034957,0.391617,0.03483,0.006292
single-family detached,1500-1999,1970s,0.469187,0.004418,0.110518,0.03584,0.328438,0.023909,0.02769
single-family detached,1500-1999,1980s,0.423967,0.004439,0.163889,0.031625,0.326601,0.0251,0.024379
single-family detached,1500-1999,1990s,0.310713,0.003749,0.162668,0.039549,0.421741,0.034156,0.027425
single-family detached,1500-1999,2000s,0.242081,0.003802,0.080656,0.048186,0.561624,0.055881,0.00777
single-family detached,1500-1999,2010s,0.24941,0.002128,0.042847,0.022682,0.647739,0.029397,0.005798
single-family detached,1500-1999,<1940,0.746199,0.002532,0.043968,0.016354,0.160201,0.020899,0.009847
single-family detached,2000-2499,1940s,0.659213,0.001484,0.026313,0.065307,0.219214,0.019329,0.00914
single-family detached,2000-2499,1950s,0.540333,0.004303,0.046195,0.049212,0.313994,0.028902,0.017061
single-family detached,2000-2499,1960s,0.37777,0.004417,0.071358,0.065697,0.440327,0.031476,0.008955
single-family detached,2000-2499,1970s,0.336247,0.006314,0.087016,0.065606,0.444701,0.030509,0.029607
single-family detached,2000-2499,1980s,0.364164,0.004172,0.087206,0.057357,0.444056,0.028563,0.014482
single-family detached,2000-2499,1990s,0.277889,0.003103,0.074651,0.065287,0.534507,0.029219,0.015345
single-family detached,2000-2499,2000s,0.209796,0.004262,0.051485,0.057588,0.637276,0.028592,0.011001
single-family detached,2000-2499,2010s,0.229234,0.001688,0.027988,0.03951,0.643712,0.047252,0.010617
single-family detached,2000-2499,<1940,0.765351,0.001638,0.014304,0.043781,0.151133,0.01206,0.011733
single-family detached,2500-2999,1940s,0.504768,0.003763,0.039334,0.055978,0.367657,0.023797,0.004703
single-family detached,2500-2999,1950s,0.290952,0.002067,0.06575,0.051432,0.544044,0.038963,0.006792
single-family detached,2500-2999,1960s,0.178741,0.00358,0.132829,0.036938,0.60672,0.031702,0.00949
single-family detached,2500-2999,1970s,0.200814,0.002779,0.044267,0.041674,0.666262,0.034358,0.009846
single-family detached,2500-2999,1980s,0.201529,0.002105,0.066845,0.043347,0.647619,0.032312,0.006243
single-family detached,2500-2999,1990s,0.116779,0.002118,0.061826,0.042714,0.7381,0.03303,0.005433
single-family detached,2500-2999,2000s,0.155259,0.00146,0.04331,0.044498,0.707536,0.037712,0.010225
single-family detached,2500-2999,2010s,0.130354,0.001134,0.026865,0.033052,0.770089,0.035028,0.003477
single-family detached,2500-2999,<1940,0.684766,0.002076,0.018682,0.052929,0.221227,0.015011,0.00531
single-family detached,3000-3999,1940s,0.442241,0.000216,0.025323,0.126899,0.345397,0.056469,0.003455
single-family detached,3000-3999,1950s,0.282539,0.000108,0.040613,0.067547,0.490525,0.111366,0.007301
single-family detached,3000-3999,1960s,0.322539,0.000171,0.129051,0.078718,0.427509,0.034797,0.007215
single-family detached,3000-3999,1970s,0.288262,0.000108,0.016844,0.050216,0.60773,0.025592,0.011248
single-family detached,3000-3999,1980s,0.243965,0.000119,0.043145,0.061828,0.571665,0.075319,0.003959
single-family detached,3000-3999,1990s,0.241879,0.000693,0.03164,0.058423,0.610277,0.054234,0.002854
single-family detached,3000-3999,2000s,0.305157,0.000102,0.020538,0.061742,0.541493,0.066231,0.004737
single-family detached,3000-3999,2010s,0.262045,7.1e-05,0.013985,0.049059,0.618373,0.05454,0.001928
single-family detached,3000-3999,<1940,0.593841,0.000111,0.012148,0.067898,0.30013,0.022558,0.003314
single-family detached,4000+,1940s,0.345952,0.000187,0.007706,0.016176,0.507617,0.121174,0.001187
single-family detached,4000+,1950s,0.125171,7.9e-05,0.056714,0.010327,0.658148,0.148107,0.001454
single-family detached,4000+,1960s,0.220895,0.00015,0.011985,0.031693,0.692892,0.039484,0.002901
single-family detached,4000+,1970s,0.155866,7.3e-05,0.00353,0.010732,0.804897,0.02237,0.002532
single-family detached,4000+,1980s,0.179601,8.9e-05,0.007202,0.016912,0.659247,0.135774,0.001176
single-family detached,4000+,1990s,0.137488,0.000508,0.018206,0.075435,0.668784,0.098698,0.000881
single-family detached,4000+,2000s,0.211303,7.7e-05,0.006559,0.015554,0.657311,0.108139,0.001058
single-family detached,4000+,2010s,0.324639,8.6e-05,0.006933,0.020842,0.437454,0.209196,0.00085
single-family detached,4000+,<1940,0.22221,0.000123,0.004992,0.064616,0.655844,0.048422,0.003793
single-family detached,500-749,1940s,0.482393,0.005598,0.16061,0.002254,0.262888,0.051061,0.035196
single-family detached,500-749,1950s,0.361783,0.007977,0.118332,0.008764,0.264551,0.052321,0.186272
single-family detached,500-749,1960s,0.780098,0.010188,0.115905,0.00166,0.062575,0.013431,0.016143
single-family detached,500-749,1970s,0.514989,0.005328,0.268139,0.002635,0.1119,0.06589,0.031121
single-family detached,500-749,1980s,0.383085,0.00364,0.318368,0.079503,0.12948,0.029412,0.056511
single-family detached,500-749,1990s,0.428431,0.006406,0.255383,0.003344,0.180529,0.048671,0.077235
single-family detached,500-749,2000s,0.103769,0.009266,0.316855,0.004469,0.410907,0.13264,0.022095
single-family detached,500-749,2010s,0.343057,0.004448,0.199792,0.002517,0.338596,0.097968,0.013623
single-family detached,500-749,<1940,0.452879,0.004903,0.136543,0.001577,0.294472,0.086522,0.023102
single-family detached,750-999,1940s,0.36286,0.001362,0.093223,0.018559,0.458059,0.029528,0.036408
single-family detached,750-999,1950s,0.306851,0.001887,0.102791,0.033333,0.484883,0.023984,0.04627
single-family detached,750-999,1960s,0.547731,0.00236,0.119583,0.017033,0.282907,0.015926,0.014458
single-family detached,750-999,1970s,0.485253,0.002027,0.248679,0.045758,0.156931,0.02162,0.039732
single-family detached,750-999,1980s,0.33402,0.000986,0.320602,0.041667,0.218179,0.018135,0.066412
single-family detached,750-999,1990s,0.307365,0.001341,0.231069,0.041426,0.314353,0.021196,0.083249
single-family detached,750-999,2000s,0.095963,0.001581,0.198843,0.054925,0.598344,0.034319,0.016026
single-family detached,750-999,2010s,0.190593,0.000861,0.150911,0.02398,0.589999,0.03268,0.010975
single-family detached,750-999,<1940,0.395832,0.001331,0.142132,0.017516,0.364469,0.052058,0.026661
