"DOEID","REPORTABLE_DOMAIN","DIVISION","HDD30YR","CDD30YR","TMY3_ID","ProvState","Station","HDD65_Annual","CDD65_Annual"
2623,26,10,1490,1542,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2624,4,2,4650,1137,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
2625,21,7,3084,1956,"722670","TX","LUBBOCK/LUBBOCK INT","3274.2","1846.8"
2626,10,4,9074,476,"727530","ND","FARGO/HECTOR FIELD","8728.2","554.4"
2627,23,8,6430,694,"726770","MT","BILLINGS/LOGAN INT.","6705","630"
2628,13,5,4245,1391,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
2629,11,4,6668,911,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
2630,10,4,6398,907,"725560","NE","NORFOLK/KARL STEFAN","6458.4","955.8"
2631,1,1,6932,396,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
2632,10,4,7281,848,"726686","SD","PIERRE RGNL","7108.2","898.2"
2633,1,1,6061,629,"725130","PA","WILKES-BARRE-SCRANT","6085.8","637.2"
2634,7,3,6428,600,"725246","OH","MANSFIELD LAHM RGNL","6152.4","658.8"
2635,22,8,6883,292,"725640","WY","CHEYENNE/WARREN AFB","7050.6","338.4"
2636,26,10,1227,1250,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2637,23,8,5838,1028,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
2638,2,1,5782,720,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
2639,26,10,5609,304,"725945","CA","ARCATA","4829.4","3.6"
2640,7,3,6056,842,"725360","OH","TOLEDO EXPRESS","6073.2","797.4"
2641,21,7,3716,1759,"722670","TX","LUBBOCK/LUBBOCK INT","3274.2","1846.8"
2642,1,1,5467,794,"725040","CT","BRIDGEPORT/IGOR I.","5274","829.8"
2643,21,7,2393,2507,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
2644,3,2,6375,595,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
2645,4,2,6528,396,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
2646,21,7,1963,2647,"722446","TX","ANGELINA CO","1846.8","2646"
2647,21,7,1420,3111,"722530","TX","SAN ANTONIO INTL","1418.4","3157.2"
2648,25,9,2870,1854,"723650","NM","ALBUQUERQUE INTL","3994.2","1369.8"
2649,18,6,3453,1718,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
2650,25,9,1987,3400,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
2651,12,4,4545,1619,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
2652,3,2,6404,576,"725190","NY","SYRACUSE/HANCOCK","6577.2","594"
2653,10,4,7139,643,"726620","SD","RAPID CITY/REGIONAL","7000.2","671.4"
2654,1,1,5886,792,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
2655,17,5,558,3500,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2656,26,10,1588,264,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
2657,21,7,2122,2525,"722480","LA","SHREVEPORT REGIONAL","2116.8","2534.4"
2658,14,5,5942,453,"724170","WV","ELKINS-RANDOLPH COU","5803.2","484.2"
2659,26,10,1219,1258,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2660,3,2,7270,330,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
2661,26,10,1122,1208,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2662,26,10,3040,556,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
2663,26,10,1412,1999,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
2664,3,2,5485,701,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
2665,20,7,3837,1923,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
2666,10,4,7710,671,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
2667,4,2,6364,446,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
2668,21,7,2935,2334,"723510","TX","WICHITA FALLS/SHEPS","2811.6","2455.2"
2669,20,7,3395,2079,"723560","OK","TULSA INTL ARPT(AW)","3454.2","2050.2"
2670,26,10,1676,477,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
2671,1,1,5783,710,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
2672,3,2,5092,889,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
2673,10,4,6722,732,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
2674,17,5,171,4103,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
2675,2,1,6597,473,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2676,26,10,1017,1204,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2677,5,2,5480,849,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
2678,17,5,572,3105,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
2679,12,4,4623,1374,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
2680,21,7,1870,2629,"722446","TX","ANGELINA CO","1846.8","2646"
2681,17,5,1060,2570,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
2682,3,2,5444,782,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
2683,1,1,6929,466,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
2684,16,5,4122,1146,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
2685,3,2,6801,573,"725390","MI","LANSING/CAPITAL CIT","6814.8","574.2"
2686,3,2,5715,815,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
2687,1,1,6291,577,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
2688,21,7,2530,2594,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
2689,21,7,1883,2652,"722446","TX","ANGELINA CO","1846.8","2646"
2690,10,4,7034,798,"726686","SD","PIERRE RGNL","7108.2","898.2"
2691,24,9,632,4827,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
2692,3,2,4720,1114,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
2693,18,6,1942,2321,"722260","AL","MONTGOMERY/DANNELLY","2149.2","2320.2"
2694,22,8,6493,372,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
2695,3,2,5216,868,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
2696,18,6,1584,2531,"722230","AL","MOBILE/BATES FIELD","1652.4","2498.4"
2697,9,3,8128,429,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
2698,4,2,5055,1091,"725118","PA","HARRISBURG/CAPITAL","5108.4","1056.6"
2699,12,4,5567,1108,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
2700,21,7,1031,3483,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
2701,19,6,3707,1743,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
2702,10,4,8546,494,"727640","ND","BISMARCK MUNICIPAL","8395.2","545.4"
2703,15,5,3119,1710,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
2704,16,5,3116,1787,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
2705,20,7,3327,1950,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
2706,3,2,4844,1075,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
2707,21,7,1962,2410,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
2708,26,10,2654,148,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
2709,25,9,5787,532,"725830","NV","WINNEMUCCA MUNI","6177.6","570.6"
2710,8,3,6909,413,"726370","MI","FLINT/BISHOP INTL","6741","594"
2711,17,5,106,4642,"722020","FL","MIAMI","126","4537.8"
2712,17,5,1341,2524,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
2713,4,2,8311,134,"726223","NY","MASSENA INTL RICHAR","7930.8","417.6"
2714,3,2,6211,672,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
2715,8,3,7390,382,"726387","MI","CHERRY CAPITAL","7255.8","469.8"
2716,2,1,6503,415,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2717,1,1,8023,255,"726170","VT","BURLINGTON INTL","7351.2","505.8"
2718,24,9,1034,4626,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
2719,20,7,3804,1780,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
2720,23,8,6154,862,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
2721,15,5,2759,1817,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
2722,1,1,6100,620,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
2723,21,7,4423,1176,"723630","TX","AMARILLO INTL","4102.2","1366.2"
2724,6,3,4532,1594,"724320","IN","EVANSVILLE REGIONAL","4424.4","1436.4"
2725,10,4,7835,641,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
2726,15,5,2898,1733,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
2727,8,3,6224,755,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
2728,15,5,3569,1304,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
2729,23,8,6966,369,"725780","ID","POCATELLO MUNICIPAL","6937.2","426.6"
2730,22,8,6524,506,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
2731,17,5,486,3708,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2732,19,6,4159,1431,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
2733,2,1,6600,450,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2734,17,5,583,3438,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2735,26,10,1492,533,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
2736,26,10,1930,783,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
2737,9,3,6827,573,"725390","MI","LANSING/CAPITAL CIT","6814.8","574.2"
2738,2,1,6774,523,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2739,12,4,4561,1644,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
2740,1,1,5538,775,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
2741,2,1,6706,590,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2742,21,7,2415,2356,"722700","TX","EL PASO INTL ARPT","2383.2","2379.6"
2743,17,5,56,4804,"722010","FL","KEY WEST/INT.","70.2","4831.2"
2744,22,8,7940,104,"724675","CO","EAGLE CO RGNL","7876.8","131.4"
2745,23,8,7073,667,"726770","MT","BILLINGS/LOGAN INT.","6705","630"
2746,2,1,6546,405,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2747,17,5,574,3484,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2748,26,10,2405,1965,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
2749,21,7,1539,3142,"722530","TX","SAN ANTONIO INTL","1418.4","3157.2"
2750,1,1,7148,352,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
2751,9,3,7837,445,"726435","WI","CHIPPEWA VALLEY RGN","7801.2","599.4"
2752,17,5,135,4661,"722010","FL","KEY WEST/INT.","70.2","4831.2"
2753,1,1,9399,158,"727120","ME","CARIBOU MUNICIPAL","9311.4","190.8"
2754,22,8,5523,843,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
2755,27,10,0,3923,"725970","OR","MEDFORD-JACKSON COU","4264.2","833.4"
2756,14,5,5027,1031,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
2757,17,5,525,3662,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2758,27,10,4731,177,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
2759,24,9,1109,4183,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
2760,2,1,7614,280,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2761,3,2,4658,1164,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
2762,11,4,6410,1025,"725560","NE","NORFOLK/KARL STEFAN","6458.4","955.8"
2763,10,4,7810,707,"725485","IA","MASON CITY MUNI","7536.6","626.4"
2764,26,10,1991,214,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
2765,27,10,4358,280,"726980","OR","PORTLAND INTL ARPT","4213.8","433.8"
2766,26,10,1501,1750,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
2767,21,7,3764,1737,"722670","TX","LUBBOCK/LUBBOCK INT","3274.2","1846.8"
2768,9,3,7476,557,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
2769,18,6,4193,1196,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
2770,2,1,5907,618,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
2771,1,1,8378,246,"727120","ME","CARIBOU MUNICIPAL","9311.4","190.8"
2772,26,10,1728,1896,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
2773,13,5,4281,1256,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
2774,10,4,6476,972,"725560","NE","NORFOLK/KARL STEFAN","6458.4","955.8"
2775,21,7,2182,2530,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
2776,9,3,7231,858,"726430","WI","LA CROSSE MUNICIPAL","7009.2","817.2"
2777,17,5,1302,2592,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
2778,27,10,4334,375,"726980","OR","PORTLAND INTL ARPT","4213.8","433.8"
2779,21,7,1327,2723,"722410","TX","PORT ARTHUR/JEFFERS","1355.4","2899.8"
2780,1,1,7194,341,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
2781,21,7,1578,2748,"722317","LA","BATON ROUGE METRO R","1573.2","2709"
2782,12,4,5271,1202,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
2783,3,2,6481,611,"725180","NY","ALBANY COUNTY AIRPO","6562.8","619.2"
2784,24,9,1140,4098,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
2785,9,3,7099,538,"726410","WI","MADISON/DANE COUNTY","7104.6","619.2"
2786,12,4,4699,1668,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
2787,20,7,3424,1956,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
2788,20,7,2819,2037,"723403","AR","ADAMS FLD","2917.8","2170.8"
2789,17,5,1040,2606,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
2790,1,1,5681,737,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
2791,4,2,4998,981,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
2792,13,5,3728,1553,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
2793,25,9,2720,1959,"723650","NM","ALBUQUERQUE INTL","3994.2","1369.8"
2794,21,7,1325,2868,"722410","TX","PORT ARTHUR/JEFFERS","1355.4","2899.8"
2795,26,10,2398,1574,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
2796,16,5,4221,844,"723150","NC","ASHEVILLE MUNICIPAL","4143.6","844.2"
2797,26,10,1567,460,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
2798,8,3,6415,631,"726350","MI","GRAND RAPIDS/KENT C","6615","639"
2799,8,3,6884,531,"726370","MI","FLINT/BISHOP INTL","6741","594"
2800,10,4,7265,737,"726540","SD","HURON/HURON REGIONA","7603.2","757.8"
2801,22,8,5839,640,"724699","CO","BOULDER-BROOMFIELD-JEFFERSON COUNTY AP","5749.2","689.4"
2802,7,3,6246,702,"725250","OH","YOUNGSTOWN MUNI","6197.4","583.2"
2803,17,5,628,3362,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2804,22,8,5292,907,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
2805,14,5,4133,1624,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
2806,27,10,10315,0,"726830","OR","BURNS MUNI (AMOS)","7533","235.8"
2807,14,5,5022,1084,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
2808,21,7,2373,2641,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
2809,26,10,1243,1234,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2810,17,5,1289,2646,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
2811,1,1,5597,750,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
2812,18,6,1702,2505,"722230","AL","MOBILE/BATES FIELD","1652.4","2498.4"
2813,4,2,4964,1118,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
2814,26,10,1574,1667,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2815,26,10,1080,1250,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2816,6,3,6548,757,"725430","IL","GREATER ROCKFORD","6607.8","775.8"
2817,4,2,5970,644,"725260","PA","ERIE INTL AIRPORT","6080.4","658.8"
2818,21,7,994,3848,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
2819,26,10,2747,1479,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
2820,20,7,3139,2144,"723440","AR","FORT SMITH MUNI","3157.2","2061"
2821,26,10,2925,105,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
2822,24,9,1689,2890,"722740","AZ","TUCSON INTL","1416.6","3272.4"
2823,26,10,1555,1258,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2824,10,4,7859,637,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
2825,26,10,2416,170,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
2826,22,8,5668,714,"724699","CO","BOULDER-BROOMFIELD-JEFFERSON COUNTY AP","5749.2","689.4"
2827,12,4,4877,1429,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
2828,26,10,1550,831,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2829,2,1,5563,690,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
2830,11,4,5673,1231,"725500","NE","OMAHA/EPPLEY FIELD","6024.6","1132.2"
2831,26,10,2268,2260,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
2832,2,1,6434,632,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2833,10,4,6124,1048,"725460","IA","DES MOINES INTL","6172.2","1033.2"
2834,17,5,174,4257,"722020","FL","MIAMI","126","4537.8"
2835,17,5,613,3298,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2836,21,7,984,3428,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
2837,2,1,5791,293,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
2838,19,6,3452,1904,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
2839,26,10,1258,1431,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2840,17,5,107,4417,"722020","FL","MIAMI","126","4537.8"
2841,27,10,4480,210,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
2842,21,7,2497,2551,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
2843,12,4,5474,1146,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
2844,24,9,1237,4027,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
2845,15,5,3024,1764,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
2846,21,7,1244,3307,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
2847,26,10,2756,528,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
2848,21,7,1232,3333,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
2849,16,5,2331,1972,"723013","NC","WILMINGTON","2444.4","2030.4"
2850,9,3,7670,519,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
2851,3,2,6721,556,"725190","NY","SYRACUSE/HANCOCK","6577.2","594"
2852,17,5,1918,2234,"722080","SC","CHARLESTON MUNI","1879.2","2356.2"
2853,4,2,4701,1121,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
2854,26,10,1054,1276,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2855,26,10,1527,1504,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2856,22,8,5323,989,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
2857,11,4,6174,1136,"725500","NE","OMAHA/EPPLEY FIELD","6024.6","1132.2"
2858,15,5,3152,1691,"723080","VA","NORFOLK INTL ARPT","3229.2","1699.2"
2859,16,5,3176,1826,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
2860,3,2,4890,1184,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
2861,27,10,11472,0,"726830","OR","BURNS MUNI (AMOS)","7533","235.8"
2862,18,6,1940,2323,"722260","AL","MONTGOMERY/DANNELLY","2149.2","2320.2"
2863,21,7,1953,2555,"722446","TX","ANGELINA CO","1846.8","2646"
2864,20,7,2824,1948,"723403","AR","ADAMS FLD","2917.8","2170.8"
2865,21,7,726,3906,"722500","TX","BROWNSVILLE INTL","538.2","3985.2"
2866,26,10,1460,1936,"723840","CA","BAKERSFIELD/MEADOWS","2095.2","2253.6"
2867,2,1,5641,776,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
2868,6,3,5804,1020,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
2869,20,7,4045,1681,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
2870,16,5,4347,1085,"724140","WV","YEAGER","4444.2","1076.4"
2871,2,1,6570,519,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2872,22,8,5268,913,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
2873,12,4,4903,1288,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
2874,12,4,4331,1731,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
2875,26,10,1060,1774,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2876,17,5,435,3046,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
2877,8,3,6420,696,"726350","MI","GRAND RAPIDS/KENT C","6615","639"
2878,26,10,2454,1925,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
2879,9,3,7441,430,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
2880,17,5,447,3699,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2881,3,2,4937,1169,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
2882,26,10,2263,1493,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
2883,7,3,5505,861,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
2884,12,4,5064,1309,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
2885,10,4,7262,975,"726686","SD","PIERRE RGNL","7108.2","898.2"
2886,7,3,6200,808,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
2887,16,5,3408,1687,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
2888,13,5,4830,801,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
2889,12,4,5519,1235,"725720","UT","SALT LAKE CITY INTL","5506.2","1218.6"
2890,11,4,6051,1140,"725500","NE","OMAHA/EPPLEY FIELD","6024.6","1132.2"
2891,27,10,5188,728,"726880","OR","PENDLETON MUNICIPAL","5193","657"
2892,24,9,2745,2093,"722740","AZ","TUCSON INTL","1416.6","3272.4"
2893,19,6,3927,1202,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
2894,2,1,6185,678,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2895,6,3,6383,832,"725430","IL","GREATER ROCKFORD","6607.8","775.8"
2896,21,7,2546,2577,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
2897,17,5,203,4104,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
2898,25,9,2141,3250,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
2899,17,5,175,4100,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
2900,17,5,381,3408,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
2901,10,4,7418,727,"726580","MN","MINNEAPOLIS/ST.PAUL","7471.8","765"
2902,21,7,2449,2324,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
2903,20,7,4030,1511,"723630","TX","AMARILLO INTL","4102.2","1366.2"
2904,7,3,5342,835,"724380","IN","INDIANAPOLIS/I.-MUN","5272.2","1087.2"
2905,16,5,3828,1384,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
2906,4,2,4639,1140,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
2907,18,6,4059,1488,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
2908,7,3,6004,854,"725330","IN","FORT WAYNE/BAER FLD","5990.4","824.4"
2909,6,3,6381,823,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
2910,27,10,4428,351,"726940","OR","SALEM/MCNARY","4532.4","313.2"
2911,21,7,2341,2561,"722700","TX","EL PASO INTL ARPT","2383.2","2379.6"
2912,3,2,7412,342,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
2913,11,4,4732,1518,"724510","KS","DODGE CITY(AWOS)","4879.8","1427.4"
2914,26,10,1262,1081,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
2915,2,1,6350,673,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
2916,22,8,7242,158,"724675","CO","EAGLE CO RGNL","7876.8","131.4"
2917,21,7,1566,2770,"722540","TX","AUSTIN/MUELLER MUNI","1670.4","2962.8"
2918,5,2,5778,699,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
2919,26,10,2707,166,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
2920,5,2,5434,888,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
2921,13,5,4884,784,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
2922,13,5,3692,1420,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
2923,25,9,2829,1956,"723650","NM","ALBUQUERQUE INTL","3994.2","1369.8"
2924,26,10,1260,738,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
2925,17,5,154,4181,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
2926,21,7,1677,2800,"722540","TX","AUSTIN/MUELLER MUNI","1670.4","2962.8"
2927,17,5,1031,2623,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
2928,26,10,2510,492,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
2929,17,5,1340,2527,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
2930,27,10,4675,146,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
2931,6,3,6048,994,"725440","IL","MOLINE/QUAD CITY","6073.2","993.6"
2932,12,4,4810,1259,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
2933,26,10,2653,149,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
2934,27,10,5048,56,"727910","OR","ASTORIA/CLATSOP","4948.2","19.8"
2935,19,6,3584,1694,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
2936,26,10,1650,1466,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
