"DOEID","REPORTABLE_DOMAIN","DIVISION","HDD30YR","CDD30YR","TMY3_ID","ProvState","Station","HDD65_Annual","CDD65_Annual"
10911,20,7,3353,1935,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
10912,11,4,4561,1506,"724500","KS","WICHITA/MID-CONTINE","4464","1681.2"
10913,26,10,1551,829,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
10914,17,5,1062,2567,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
10915,27,10,4258,405,"726980","OR","PORTLAND INTL ARPT","4213.8","433.8"
10916,17,5,449,3698,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
10917,9,3,7359,557,"726410","WI","MADISON/DANE COUNTY","7104.6","619.2"
10918,2,1,6683,485,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
10919,1,1,5613,755,"725070","RI","PROVIDENCE/GREEN ST","5562","743.4"
10920,27,10,4976,725,"726880","OR","PENDLETON MUNICIPAL","5193","657"
10921,12,4,4713,1381,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
10922,6,3,5739,1037,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
10923,10,4,6555,863,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
10924,19,6,4056,1227,"724110","VA","ROANOKE MUNICIPAL","4044.6","1229.4"
10925,24,9,1301,3488,"722740","AZ","TUCSON INTL","1416.6","3272.4"
10926,13,5,4018,1555,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
10927,4,2,4814,1085,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
10928,9,3,7332,575,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
10929,20,7,3364,2017,"723560","OK","TULSA INTL ARPT(AW)","3454.2","2050.2"
10930,17,5,1029,2624,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
10931,1,1,6948,389,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
10932,18,6,4476,1283,"724220","KY","LEXINGTON/BLUE GRAS","4566.6","1200.6"
10933,17,5,298,4093,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
10934,1,1,5454,797,"725040","CT","BRIDGEPORT/IGOR I.","5274","829.8"
10935,1,1,6872,472,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
10936,21,7,1417,2934,"722410","TX","PORT ARTHUR/JEFFERS","1355.4","2899.8"
10937,26,10,1474,1405,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
10938,26,10,1703,379,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
10939,19,6,3829,1311,"723260","TN","KNOXVILLE MUNICIPAL","3594.6","1513.8"
10940,9,3,8049,443,"726435","WI","CHIPPEWA VALLEY RGN","7801.2","599.4"
10941,8,3,6141,762,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
10942,5,2,5454,911,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
10943,8,3,6165,726,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
10944,7,3,5496,933,"724290","OH","DAYTON/JAMES M COX","5511.6","945"
10945,17,5,184,4155,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
10946,17,5,572,3508,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
10947,10,4,8129,570,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
10948,21,7,2397,2378,"722700","TX","EL PASO INTL ARPT","2383.2","2379.6"
10949,17,5,1031,2621,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
10950,14,5,4459,1244,"724250","WV","HUNTINGTON/TRI STAT","4426.2","1155.6"
10951,10,4,6528,961,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
10952,9,3,7018,685,"726430","WI","LA CROSSE MUNICIPAL","7009.2","817.2"
10953,21,7,1586,2734,"722317","LA","BATON ROUGE METRO R","1573.2","2709"
10954,5,2,5538,859,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
10955,9,3,7853,438,"726450","WI","GREEN BAY/A.-STRAUB","7599.6","478.8"
10956,15,5,2387,2094,"722180","GA","AUGUSTA/BUSH FIELD","2406.6","2077.2"
10957,17,5,1173,2718,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
10958,17,5,1046,2595,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
10959,11,4,6545,852,"725660","NE","SCOTTSBLUFF/HEILIG","6523.2","718.2"
10960,17,5,811,3123,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
10961,21,7,4601,1117,"723630","TX","AMARILLO INTL","4102.2","1366.2"
10962,11,4,3904,1705,"724500","KS","WICHITA/MID-CONTINE","4464","1681.2"
10963,12,4,4440,1571,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
10964,12,4,5070,1307,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
10965,13,5,3736,1563,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
10966,23,8,5753,1120,"725720","UT","SALT LAKE CITY INTL","5506.2","1218.6"
10967,25,9,4189,1295,"723676","NM","TUCUMCARI AP","4167","1411.2"
10968,2,1,6515,514,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
10969,10,4,7908,642,"726440","MN","ROCHESTER MUNICIPAL","7867.8","514.8"
10970,14,5,4546,1215,"724060","MD","BALTIMORE-WASHINGTO","4552.2","1261.8"
10971,15,5,2367,2190,"722170","GA","MACON/LEWIS B.WILSO","2262.6","2179.8"
10972,27,10,4752,246,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
10973,16,5,2320,1981,"723013","NC","WILMINGTON","2444.4","2030.4"
10974,15,5,2405,2044,"722180","GA","AUGUSTA/BUSH FIELD","2406.6","2077.2"
10975,2,1,6423,559,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
10976,12,4,4799,1259,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
10977,17,5,1284,2624,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
10978,1,1,8104,247,"726170","VT","BURLINGTON INTL","7351.2","505.8"
10979,18,6,4136,1454,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
10980,12,4,5301,1183,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
10981,17,5,498,3710,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
10982,13,5,4851,926,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
10983,16,5,3007,1852,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
10984,18,6,4105,1472,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
10985,10,4,7337,800,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
10986,19,6,3893,1420,"723260","TN","KNOXVILLE MUNICIPAL","3594.6","1513.8"
10987,13,5,3717,1410,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
10988,3,2,6465,612,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
10989,4,2,4889,1141,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
10990,9,3,7155,623,"726410","WI","MADISON/DANE COUNTY","7104.6","619.2"
10991,26,10,3670,10,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
10992,3,2,4615,1229,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
10993,13,5,4335,1065,"724100","VA","LYNCHBURG/MUN. P. G","4228.2","1132.2"
10994,17,5,571,3262,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
10995,23,8,5931,971,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
10996,18,6,4019,1503,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
10997,23,8,5916,1008,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
10998,25,9,1937,3593,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
10999,10,4,7397,590,"725485","IA","MASON CITY MUNI","7536.6","626.4"
11000,17,5,443,3642,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
11001,26,10,2374,2099,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
11002,26,10,1403,1631,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11003,15,5,3135,1572,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
11004,22,8,10929,0,"724620","CO","ALAMOSA MUNI(AWOS)","8434.8","52.2"
11005,24,9,1020,4670,"722780","AZ","PHOENIX/SKY HARBOR","923.4","4626"
11006,13,5,4152,1390,"724110","VA","ROANOKE MUNICIPAL","4044.6","1229.4"
11007,12,4,4638,1369,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
11008,3,2,7431,416,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
11009,17,5,585,3256,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
11010,21,7,1211,3379,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
11011,17,5,683,3252,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
11012,20,7,4049,1503,"723630","TX","AMARILLO INTL","4102.2","1366.2"
11013,7,3,6061,840,"725360","OH","TOLEDO EXPRESS","6073.2","797.4"
11014,17,5,126,4367,"722020","FL","MIAMI","126","4537.8"
11015,22,8,6609,521,"724660","CO","COLORADO SPRINGS/MU","6159.6","459"
11016,13,5,4019,1320,"724110","VA","ROANOKE MUNICIPAL","4044.6","1229.4"
11017,18,6,3208,1953,"723230","AL","HUNTSVILLE/MADISON","3092.4","1819.8"
11018,15,5,3133,1702,"723080","VA","NORFOLK INTL ARPT","3229.2","1699.2"
11019,7,3,6159,795,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
11020,17,5,1503,2477,"722140","FL","TALLAHASSEE MUNICIP","1553.4","2599.2"
11021,26,10,2732,1843,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
11022,5,2,5167,972,"725118","PA","HARRISBURG/CAPITAL","5108.4","1056.6"
11023,3,2,4666,1132,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11024,20,7,3341,2113,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
11025,4,2,6098,650,"725260","PA","ERIE INTL AIRPORT","6080.4","658.8"
11026,3,2,6129,692,"725260","PA","ERIE INTL AIRPORT","6080.4","658.8"
11027,16,5,3350,1625,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
11028,16,5,3253,1806,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
11029,7,3,6390,762,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
11030,3,2,4567,1163,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11031,9,3,8599,343,"727340","MI","SAULT STE MARIE","8715.6","178.2"
11032,21,7,1448,2885,"722410","TX","PORT ARTHUR/JEFFERS","1355.4","2899.8"
11033,12,4,4738,1463,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
11034,9,3,7788,585,"726435","WI","CHIPPEWA VALLEY RGN","7801.2","599.4"
11035,3,2,4642,1169,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11036,26,10,2747,534,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
11037,3,2,4763,1101,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11038,3,2,6777,509,"725190","NY","SYRACUSE/HANCOCK","6577.2","594"
11039,1,1,5913,792,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
11040,10,4,7460,385,"726580","MN","MINNEAPOLIS/ST.PAUL","7471.8","765"
11041,26,10,2879,1403,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
11042,21,7,546,4549,"722500","TX","BROWNSVILLE INTL","538.2","3985.2"
11043,14,5,5102,993,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
11044,3,2,4777,1177,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11045,21,7,1269,3042,"722430","TX","HOUSTON/INTERCONTIN","1371.6","3058.2"
11046,21,7,2148,2834,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
11047,7,3,6113,788,"725360","OH","TOLEDO EXPRESS","6073.2","797.4"
11048,7,3,6111,675,"725246","OH","MANSFIELD LAHM RGNL","6152.4","658.8"
11049,17,5,548,3589,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
11050,26,10,3551,25,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
11051,18,6,4912,1168,"724210","KY","CINCINNATI/GREATER","4953.6","1107"
11052,2,1,5588,683,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
11053,21,7,1901,2628,"722446","TX","ANGELINA CO","1846.8","2646"
11054,26,10,1673,1445,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11055,1,1,5790,708,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
11056,21,7,2378,2515,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
11057,16,5,1745,2363,"722080","SC","CHARLESTON MUNI","1879.2","2356.2"
11058,17,5,1261,2663,"722060","FL","JACKSONVILLE/INTNL.","1326.6","2631.6"
11059,11,4,5563,1260,"724650","KS","GOODLAND/RENNER FIE","5781.6","950.4"
11060,7,3,6261,793,"725350","IN","SOUTH BEND/ST.JOSEP","6181.2","795.6"
11061,21,7,2366,2600,"722700","TX","EL PASO INTL ARPT","2383.2","2379.6"
11062,9,3,7870,414,"726380","MI","HOUGHTON LAKE/ROSCO","7880.4","338.4"
11063,6,3,5012,1219,"724390","IL","SPRINGFIELD/CAPITAL","5360.4","1137.6"
11064,9,3,7112,798,"726430","WI","LA CROSSE MUNICIPAL","7009.2","817.2"
11065,13,5,4195,1287,"724110","VA","ROANOKE MUNICIPAL","4044.6","1229.4"
11066,17,5,172,4452,"722020","FL","MIAMI","126","4537.8"
11067,26,10,2202,455,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
11068,14,5,5196,937,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
11069,26,10,1615,406,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
11070,22,8,8646,54,"724620","CO","ALAMOSA MUNI(AWOS)","8434.8","52.2"
11071,8,3,6750,559,"725390","MI","LANSING/CAPITAL CIT","6814.8","574.2"
11072,10,4,8516,470,"727676","ND","MINOT INTL","8695.8","444.6"
11073,21,7,2229,2824,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
11074,17,5,175,4157,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
11075,18,6,2585,2184,"722340","MS","MERIDIAN/KEY FIELD","2343.6","2161.8"
11076,8,3,7232,414,"726387","MI","CHERRY CAPITAL","7255.8","469.8"
11077,13,5,3909,1596,"724010","VA","RICHMOND/BYRD FIELD","3729.6","1531.8"
11078,19,6,4003,1246,"723183","TN","TRI CITIES RGNL","4213.8","1033.2"
11079,6,3,6780,608,"726370","MI","FLINT/BISHOP INTL","6741","594"
11080,5,2,5277,931,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
11081,26,10,2369,1833,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
11082,12,4,5384,817,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
11083,12,4,4986,1205,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
11084,3,2,5093,903,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11085,8,3,6294,726,"725370","MI","DETROIT/METROPOLITA","6103.8","806.4"
11086,21,7,3045,1980,"722670","TX","LUBBOCK/LUBBOCK INT","3274.2","1846.8"
11087,7,3,5929,833,"725240","OH","CLEVELAND","5850","774"
11088,26,10,2218,1663,"723890","CA","FRESNO AIR TERMINAL","2266.2","2097"
11089,26,10,2065,540,"722950","CA","LOS ANGELES INTL","1294.2","581.4"
11090,5,2,4912,1049,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
11091,21,7,1205,3392,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
11092,21,7,2577,2322,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
11093,26,10,2240,647,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
11094,21,7,2399,2502,"722700","TX","EL PASO INTL ARPT","2383.2","2379.6"
11095,17,5,730,3120,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
11096,3,2,4995,956,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11097,12,4,4665,1486,"724400","MO","SPRINGFIELD MUNI","4442.4","1366.2"
11098,26,10,1122,815,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
11099,4,2,5071,912,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
11100,1,1,7328,433,"726170","VT","BURLINGTON INTL","7351.2","505.8"
11101,21,7,1314,3269,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
11102,3,2,6103,698,"725130","PA","WILKES-BARRE-SCRANT","6085.8","637.2"
11103,18,6,4020,1258,"724230","KY","LOUISVILLE/STANDIFO","4109.4","1571.4"
11104,17,5,199,3940,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
11105,26,10,1151,786,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
11106,6,3,5580,1079,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
11107,1,1,5963,662,"725080","CT","HARTFORD/BRADLEY IN","5934.6","765"
11108,26,10,2473,1336,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
11109,17,5,125,4371,"722020","FL","MIAMI","126","4537.8"
11110,17,5,567,3499,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
11111,17,5,592,3310,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
11112,20,7,3542,2019,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
11113,13,5,4903,778,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
11114,2,1,5515,703,"725090","MA","BOSTON/LOGAN INTL","5596.2","750.6"
11115,20,7,3080,2116,"723440","AR","FORT SMITH MUNI","3157.2","2061"
11116,10,4,6096,997,"725520","NE","GRAND ISLAND COUNTY","6080.4","1036.8"
11117,6,3,5739,1064,"725320","IL","GREATER PEORIA MUNI","5756.4","1040.4"
11118,26,10,1264,1213,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11119,1,1,6878,426,"726050","NH","CONCORD MUNICIPAL","7140.6","469.8"
11120,16,5,2987,1810,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
11121,20,7,3371,1925,"723530","OK","OKLAHOMA CITY/W. RO","3438","1949.4"
11122,27,10,4792,242,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
11123,20,7,3614,1980,"723560","OK","TULSA INTL ARPT(AW)","3454.2","2050.2"
11124,26,10,2374,1421,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
11125,17,5,78,4618,"722010","FL","KEY WEST/INT.","70.2","4831.2"
11126,21,7,1864,2679,"722446","TX","ANGELINA CO","1846.8","2646"
11127,24,9,1219,3892,"722740","AZ","TUCSON INTL","1416.6","3272.4"
11128,17,5,281,3895,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
11129,4,2,4845,1075,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
11130,26,10,1217,1260,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11131,5,2,5538,940,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
11132,21,7,786,3638,"722510","TX","CORPUS CHRISTI/INT.","860.4","3529.8"
11133,27,10,4694,185,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
11134,16,5,3058,1673,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
11135,3,2,7519,399,"725150","NY","BINGHAMTON/BROOME C","7097.4","399.6"
11136,10,4,7528,657,"726510","SD","SIOUX FALLS/FOSS FI","7470","745.2"
11137,13,5,3463,1588,"723080","VA","NORFOLK INTL ARPT","3229.2","1699.2"
11138,21,7,2182,2646,"722590","TX","DALLAS-FORT WORTH/F","2192.4","2784.6"
11139,17,5,535,3448,"722050","FL","ORLANDO/JETPORT","550.8","3385.8"
11140,12,4,4754,1649,"724340","MO","ST. LOUIS/LAMBERT","4435.2","1650.6"
11141,27,10,5040,188,"727910","OR","ASTORIA/CLATSOP","4948.2","19.8"
11142,5,2,5171,910,"725118","PA","HARRISBURG/CAPITAL","5108.4","1056.6"
11143,25,9,2051,3284,"723860","NV","LAS VEGAS/MCCARRAN","2014.2","3486.6"
11144,19,6,3171,1780,"723240","TN","CHATTANOOGA/LOVELL","3144.6","1762.2"
11145,10,4,6554,863,"725570","IA","SIOUX CITY MUNI","6681.6","916.2"
11146,19,6,3704,1726,"723270","TN","NASHVILLE/METROPOLI","3517.2","1729.8"
11147,17,5,837,2810,"722056","FL","DAYTONA BEACH INTL","748.8","2991.6"
11148,8,3,6842,617,"725390","MI","LANSING/CAPITAL CIT","6814.8","574.2"
11149,17,5,208,3918,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
11150,26,10,3833,827,"725970","OR","MEDFORD-JACKSON COU","4264.2","833.4"
11151,6,3,6368,835,"725300","IL","CHICAGO/O'HARE ARPT","6208.2","864"
11152,3,2,6841,476,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
11153,4,2,5176,882,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
11154,11,4,5805,1195,"724650","KS","GOODLAND/RENNER FIE","5781.6","950.4"
11155,3,2,5445,656,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
11156,15,5,3278,1418,"723060","NC","RALEIGH/RALEIGH-DUR","3274.2","1666.8"
11157,26,10,2536,1487,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
11158,17,5,1575,2625,"722140","FL","TALLAHASSEE MUNICIP","1553.4","2599.2"
11159,14,5,5210,933,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
11160,16,5,3153,1770,"723140","NC","CHARLOTTE/DOUGLAS","3065.4","1713.6"
11161,2,1,6521,523,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
11162,1,1,7087,380,"726060","ME","PORTLAND/INTNL. JET","7023.6","370.8"
11163,2,1,6380,524,"725095","MA","WORCESTER REGIONAL ARPT","6706.8","462.6"
11164,26,10,1487,1640,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11165,5,2,4367,1381,"724080","PA","PHILADELPHIA INTL","4512.6","1332"
11166,10,4,6367,906,"725460","IA","DES MOINES INTL","6172.2","1033.2"
11167,23,8,5766,1047,"726810","ID","BOISE MUNICIPAL","5452.2","957.6"
11168,8,3,6439,691,"726350","MI","GRAND RAPIDS/KENT C","6615","639"
11169,17,5,261,3881,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
11170,6,3,5938,1058,"725440","IL","MOLINE/QUAD CITY","6073.2","993.6"
11171,13,5,4700,841,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
11172,3,2,4771,1176,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11173,10,4,6539,958,"725560","NE","NORFOLK/KARL STEFAN","6458.4","955.8"
11174,26,10,1086,1244,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11175,26,10,1441,1764,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11176,21,7,1516,2933,"722430","TX","HOUSTON/INTERCONTIN","1371.6","3058.2"
11177,9,3,6525,832,"726400","WI","MILWAUKEE/GEN. MITC","6683.4","689.4"
11178,15,5,2808,1854,"723110","GA","ATHENS MUNICIPAL","2781","1803.6"
11179,23,8,5885,983,"724755","UT","CEDAR CITY RGNL","5891.4","707.4"
11180,17,5,1432,2512,"722140","FL","TALLAHASSEE MUNICIP","1553.4","2599.2"
11181,12,4,5042,1245,"724450","MO","COLUMBIA REGIONAL","4937.4","1247.4"
11182,22,8,5492,943,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
11183,26,10,2984,584,"723940","CA","SANTA MARIA PUBLIC","2759.4","93.6"
11184,26,10,2090,141,"724940","CA","SAN FRANCISCO INTL","2689.2","144"
11185,22,8,8539,13,"724620","CO","ALAMOSA MUNI(AWOS)","8434.8","52.2"
11186,2,1,7348,412,"726170","VT","BURLINGTON INTL","7351.2","505.8"
11187,13,5,4848,795,"724030","VA","WASHINGTON/DULLES","4674.6","1182.6"
11188,3,2,4783,1124,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11189,20,7,1670,2563,"722317","LA","BATON ROUGE METRO R","1573.2","2709"
11190,26,10,1233,1244,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11191,3,2,6754,438,"725280","NY","GREATER BUFFALO INT","6508.8","563.4"
11192,16,5,3081,1756,"723120","SC","GREENVILLE/GREENVIL","3079.8","1630.8"
11193,3,2,4679,1209,"725020","NJ","NEWARK INTL AIRPORT","4687.2","1256.4"
11194,17,5,160,4204,"722030","FL","WEST PALM BEACH/IN","221.4","4084.2"
11195,3,2,5213,838,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11196,21,7,1189,3208,"722550","TX","VICTORIA/VICTORIA R","1184.4","3193.2"
11197,4,2,5808,810,"725140","PA","WILLIAMSPORT/LYCOMI","5850","750.6"
11198,3,2,4674,1129,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11199,14,5,5085,786,"724089","DE","WILMINGTON NEW CAST","4755.6","1141.2"
11200,26,10,1227,719,"722900","CA","SAN DIEGO/LINDBERGH","1197","673.2"
11201,9,3,6664,829,"726400","WI","MILWAUKEE/GEN. MITC","6683.4","689.4"
11202,26,10,1129,1201,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11203,3,2,5461,784,"725200","PA","GREATER PITTSBURGH I","5583.6","781.2"
11204,26,10,1231,1246,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11205,15,5,3383,1371,"723170","NC","GREENSBORO/G.-HIGH","3605.4","1445.4"
11206,12,4,4816,1627,"724460","MO","KANSAS CITY INTL","5011.2","1371.6"
11207,27,10,4817,156,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
11208,21,7,2420,2341,"722660","TX","ABILENE MUNICIPAL","2482.2","2388.6"
11209,26,10,1066,1767,"722970","CA","LONG BEACH/LB AIRP.","1189.8","1062"
11210,22,8,5511,847,"724640","CO","PUEBLO MEMORIAL(AW)","5473.8","914.4"
11211,27,10,4974,184,"727930","WA","SEATTLE-TACOMA INTL","4705.2","187.2"
11212,7,3,5363,970,"724380","IN","INDIANAPOLIS/I.-MUN","5272.2","1087.2"
11213,1,1,7499,398,"726170","VT","BURLINGTON INTL","7351.2","505.8"
11214,3,2,5200,841,"744860","NY","NEW YORK/JOHN F. KE","4843.8","984.6"
11215,4,2,4976,988,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
11216,27,10,4367,247,"726930","OR","EUGENE/MAHLON SWEET","4638.6","270"
11217,5,2,5530,835,"725170","PA","ALLENTOWN_A.-BETHLE","5551.2","838.8"
11218,26,10,2437,1517,"724830","CA","SACRAMENTO/EXECUTIV","2494.8","1213.2"
11219,11,4,5253,1329,"724560","KS","TOPEKA/BILLARD MUNI","4901.4","1445.4"
11220,23,8,5618,1086,"726810","ID","BOISE MUNICIPAL","5452.2","957.6"
11221,4,2,5039,921,"724070","NJ","ATLANTIC CITY INTL","4912.2","1013.4"
11222,21,7,2145,2499,"722630","TX","SAN ANGELO/MATHIS","2241","2509.2"
11223,24,9,1256,3978,"722740","AZ","TUCSON INTL","1416.6","3272.4"
