usaf,EPW,Custom Region
725670,USA_NE_Valentine-Miller.Field.725670_TMY3.epw,CR08
725690,USA_WY_Casper-Natrona.County.Intl.AP.725690_TMY3.epw,CR03
725700,USA_CO_Craig.Moffat.AP.725700_TMY3.epw,CR03
725705,USA_UT_Vernal.AP.725705_TMY3.epw,CR03
725715,USA_CO_Hayden-Yampa.AWOS.725715_TMY3.epw,CR03
725720,USA_UT_Salt.Lake.City.Intl.AP.725720_TMY3.epw,CR03
725744,USA_WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744_TMY3.epw,CR03
725745,USA_WY_Rawlins.Muni.AP.725745_TMY3.epw,CR03
725750,USA_UT_Ogden-Hinkley.AP.725750_TMY3.epw,CR03
725760,USA_WY_Lander-Hunt.Field.725760_TMY3.epw,CR03
725765,USA_WY_Riverton.Rgnl.AP.725765_TMY3.epw,CR03
725775,USA_WY_Evanston-Uinta.County.AP-Burns.Field.725775_TMY3.epw,CR03
725776,USA_WY_Jackson.Hole.AP.725776_TMY3.epw,CR03
725780,USA_ID_Pocatello.Muni.AP.725780_TMY3.epw,CR03
725785,USA_ID_Idaho.Falls-Fanning.Field.725785_TMY3.epw,CR03
725786,USA_ID_Malad.City.AP.725786_TMY3.epw,CR03
725805,USA_NV_Lovelock-Derby.Field.725805_TMY3.epw,CR10
725810,USA_UT_Wendover.USAF.Auxiliary.Field.725810_TMY3.epw,CR03
725825,USA_NV_Elko.Muni.AP.725825_TMY3.epw,CR10
725830,USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw,CR10
725847,USA_CA_South.Lake.Tahoe-Lake.Tahoe.AP.725847_TMY3.epw,CR11
725865,USA_ID_Hailey-Sun.Valley.AP.725865_TMY3.epw,CR03
725866,USA_ID_Twin.Falls-Magic.Valley.Rgnl.AP-Joslin.Field.725866_TMY3.epw,CR03
725867,USA_ID_Burley.Muni.AP.725867_TMY3.epw,CR03
725868,USA_ID_Soda.Springs-Tigert.AP.725868_TMY3.epw,CR03
725895,USA_OR_Klamath.Falls.Intl.AP.725895_TMY3.epw,CR06
725905,USA_CA_Ukiah.Muni.AP.725905_TMY3.epw,CR11
725910,USA_CA_Red.Bluff.Muni.AP.725910_TMY3.epw,CR11
725920,USA_CA_Redding.Muni.AP.725920_TMY3.epw,CR11
725945,USA_CA_Arcata.AP.725945_TMY3.epw,CR11
725946,USA_CA_Crescent.City-Jack.McNamara.Field.725946_TMY3.epw,CR11
725955,USA_CA_Montague-Siskiyou.County.AP.725955_TMY3.epw,CR11
725958,USA_CA_Alturas.725958_TMY3.epw,CR11
725970,USA_OR_Medford-Rogue.Valley.Intl.AP.725970_TMY3.epw,CR06
725975,USA_OR_Sexton.Summit.725975_TMY3.epw,CR06
725976,USA_OR_Lakeview.AWOS.725976_TMY3.epw,CR06
726050,USA_NH_Concord.Muni.AP.726050_TMY3.epw,CR04
726055,USA_NH_Pease.Intl.Tradeport.726055_TMY3.epw,CR04
726060,USA_ME_Portland.Intl.Jetport.726060_TMY3.epw,CR04
726079,USA_ME_Rockland-Knox.AWOS.726079_TMY3.epw,CR04
726088,USA_ME_Bangor.Intl.AP.726088_TMY3.epw,CR04
726116,USA_NH_Lebanon.Muni.AP.726116_TMY3.epw,CR04
726130,USA_NH_Mount.Washington.726130_TMY3.epw,CR04
726145,USA_VT_Montpelier.AP.726145_TMY3.epw,CR04
726170,USA_VT_Burlington.Intl.AP.726170_TMY3.epw,CR04
726185,USA_ME_Augusta.AP.726185_TMY3.epw,CR04
726223,USA_NY_Massena.AP.726223_TMY3.epw,CR07
726227,USA_NY_Watertown.AP.726227_TMY3.epw,CR07
726228,USA_NY_Saranac.Lake-Adirondack.Rgnl.AP.726228_TMY3.epw,CR07
726350,USA_MI_Grand.Rapids-Kent.County.Intl.AP.726350_TMY3.epw,CR05
726360,USA_MI_Muskegon.County.AP.726360_TMY3.epw,CR05
726370,USA_MI_Flint-Bishop.Intl.AP.726370_TMY3.epw,CR05
726379,USA_MI_Saginaw-Tri.City.Intl.AP.726379_TMY3.epw,CR05
726380,USA_MI_Houghton-Lake.Roscommon.County.AP.726380_TMY3.epw,CR05
726385,USA_MI_Manistee.AWOS.726385_TMY3.epw,CR05
726387,USA_MI_Traverse.City-Cherry.Capital.AP.726387_TMY3.epw,CR05
726390,USA_MI_Alpena.County.Rgnl.AP.726390_TMY3.epw,CR05
726400,USA_WI_Milwaukee-Mitchell.Intl.AP.726400_TMY3.epw,CR02
726404,USA_WI_Minocqua-Woodruff-Lee.Field.726404_TMY3.epw,CR02
726410,USA_WI_Madison-Dane.County.Rgnl.AP.726410_TMY3.epw,CR02
726416,USA_WI_Lone.Rock.AP.726416_TMY3.epw,CR02
726430,USA_WI_La.Crosse.Muni.AP.726430_TMY3.epw,CR02
726435,USA_WI_Eau.Claire.County.AP.726435_TMY3.epw,CR02
726440,USA_MN_Rochester.Intl.AP.726440_TMY3.epw,CR02
726450,USA_WI_Green.Bay-Austin.Straubel.Intl.AP.726450_TMY3.epw,CR02
726455,USA_WI_Manitowac.Muni.AWOS.726455_TMY3.epw,CR02
726458,USA_WI_Sturgeon.Bay-Door.County.AP.726458_TMY3.epw,CR02
726463,USA_WI_Wausau.Muni.AP.726463_TMY3.epw,CR02
726468,USA_WI_Phillips-Price.County.AP.726468_TMY3.epw,CR02
726480,USA_MI_Escanaba.AWOS.726480_TMY3.epw,CR05
726487,USA_MI_Menominee.AWOS.726487_TMY3.epw,CR05
726499,USA_IA_Estherville.Muni.AP.726499_TMY3.epw,CR02
726500,USA_IA_Spencer.Muni.AP.726500_TMY3.epw,CR02
726510,USA_SD_Sioux.Falls-Foss.Field.726510_TMY3.epw,CR02
726540,USA_SD_Huron.Rgnl.AP.726540_TMY3.epw,CR02
726546,USA_SD_Watertown.Muni.AP.726546_TMY3.epw,CR02
726550,USA_MN_St.Cloud.Muni.AP.726550_TMY3.epw,CR02
726555,USA_MN_Brainerd-Crow.Wing.County.AP.726555_TMY3.epw,CR02
726556,USA_MN_Redwood.Falls.Muni.AP.726556_TMY3.epw,CR02
726557,USA_MN_Alexandria.Muni.AP.726557_TMY3.epw,CR02
726560,USA_MN_Fergus.Falls.AWOS.726560_TMY3.epw,CR02
726565,USA_MN_Morris.Muni.AWOS.726565_TMY3.epw,CR02
726580,USA_MN_Minneapolis-St.Paul.Intl.AP.726580_TMY3.epw,CR02
726585,USA_MN_Mankato.AWOS.726585_TMY3.epw,CR02
726586,USA_MN_Fairmont.Muni.AWOS.726586_TMY3.epw,CR02
726587,USA_MN_Worthington.AWOS.726587_TMY3.epw,CR02
726590,USA_SD_Aberdeen.Rgnl.AP.726590_TMY3.epw,CR02
726620,USA_SD_Rapid.City.Rgnl.AP.726620_TMY3.epw,CR02
726650,USA_WY_Gillette-Gillette.County.AP.726650_TMY3.epw,CR03
726660,USA_WY_Sheridan.County.AP.726660_TMY3.epw,CR03
726665,USA_WY_Worland.Muni.AP.726665_TMY3.epw,CR03
726676,USA_MT_Glendive.AWOS.726676_TMY3.epw,CR03
726685,USA_SD_Mobridge.Muni.AP.726685_TMY3.epw,CR02
726686,USA_SD_Pierre.Muni.AP.726686_TMY3.epw,CR02
726700,USA_WY_Cody.Muni.AWOS.726700_TMY3.epw,CR03
726770,USA_MT_Billings-Logan.Intl.AP.726770_TMY3.epw,CR03
726776,USA_MT_Lewistown.Muni.AP.726776_TMY3.epw,CR03
726785,USA_MT_Butte-Bert.Mooney.AP.726785_TMY3.epw,CR03
726797,USA_MT_Bozeman-Gallatin.Field.726797_TMY3.epw,CR03
726798,USA_MT_Livingston-Mission.Field.726798_TMY3.epw,CR03
726810,USA_ID_Boise.Air.Terminal.726810_TMY3.epw,CR03
726815,USA_ID_Mountain.Home.AFB.726815_TMY3.epw,CR03
726830,USA_OR_Burns.Muni.AP.726830_TMY3.epw,CR06
726835,USA_OR_Redmond-Roberts.Field.726835_TMY3.epw,CR06
726880,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,CR06
726884,USA_OR_La.Grande.Muni.AP.726884_TMY3.epw,CR06
726886,USA_OR_Baker.Muni.AP.726886_TMY3.epw,CR06
726904,USA_OR_Roseburg.Rgnl.AP.726904_TMY3.epw,CR06
726917,USA_OR_North.Bend.Muni.AP.726917_TMY3.epw,CR06
726930,USA_OR_Eugene-Mahlon.Sweet.AP.726930_TMY3.epw,CR06
726940,USA_OR_Salem-McNary.Field.726940_TMY3.epw,CR06
726980,USA_OR_Portland.Intl.AP.726980_TMY3.epw,CR06
726988,USA_WA_The.Dalles.Muni.AP.726988_TMY3.epw,CR06
727033,USA_ME_Houlton.Intl.AP.727033_TMY3.epw,CR04
727120,USA_ME_Caribou.Muni.AP.727120_TMY3.epw,CR04
727340,USA_MI_Sault.Ste.Marie-Sanderson.Field.727340_TMY3.epw,CR05
727344,USA_MI_Chippewa.County.Intl.AP.727344_TMY3.epw,CR05
727347,USA_MI_Pellston-Emmet.County.AP.727347_TMY3.epw,CR05
727415,USA_MI_Rhinelander-Oneida.County.AP.727415_TMY3.epw,CR05
727437,USA_MI_Iron.Mountain-Ford.Field.727437_TMY3.epw,CR05
727440,USA_MI_Hancock-Houghton.County.AP.727440_TMY3.epw,CR05
727445,USA_MI_Ironwood.AWOS.727445_TMY3.epw,CR05
727450,USA_MN_Duluth.Intl.AP.727450_TMY3.epw,CR02
727453,USA_MN_Park.Rapids.Muni.AP.727453_TMY3.epw,CR02
727455,USA_MN_Hibbing-Chisholm.Hibbing.AP.727455_TMY3.epw,CR02
727458,USA_MN_Grand.Rapids.AWOS.727458_TMY3.epw,CR02
727459,USA_MN_Ely.Muni.AP.727459_TMY3.epw,CR02
727470,USA_MN_International.Falls.Intl.AP.727470_TMY3.epw,CR02
727477,USA_MN_Roseau.Muni.AWOS.727477_TMY3.epw,CR02
727530,USA_ND_Fargo-Hector.Intl.AP.727530_TMY3.epw,CR02
727535,USA_ND_Jamestown.Muni.AP.727535_TMY3.epw,CR02
727550,USA_MN_Bemidji.Muni.AP.727550_TMY3.epw,CR02
727555,USA_MN_Thief.River.AWOS.727555_TMY3.epw,CR02
727573,USA_ND_Devils.Lake.AWOS.727573_TMY3.epw,CR02
727576,USA_ND_Grand.Forks.Intl.AP.727576_TMY3.epw,CR02
727640,USA_ND_Bismarck.Muni.AP.727640_TMY3.epw,CR02
727645,USA_ND_Dickinson.Muni.AP.727645_TMY3.epw,CR02
727670,USA_ND_Williston-Sloulin.Field.Intl.AP.727670_TMY3.epw,CR02
727676,USA_ND_Minot.Intl.AP.727676_TMY3.epw,CR02
727680,USA_MT_Glasgow.Intl.AP.727680_TMY3.epw,CR03
727720,USA_MT_Helena.Rgnl.AP.727720_TMY3.epw,CR03
727730,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,CR03
727750,USA_MT_Great.Falls.Intl.AP.727750_TMY3.epw,CR03
727770,USA_MT_Havre.City-County.AP.727770_TMY3.epw,CR03
727790,USA_MT_Kalispell-Glacier.Park.Intl.AP.727790_TMY3.epw,CR03
727796,USA_MT_Cut.Bank.Muni.AP.727796_TMY3.epw,CR03
727810,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,CR06
727815,USA_WA_Stampede.Pass.727815_TMY3.epw,CR06
727825,USA_WA_Wenatchee-Pangborn.Mem.AP.727825_TMY3.epw,CR06
727826,USA_WA_Ephrata.Muni.AP.727826_TMY3.epw,CR06
727827,USA_WA_Moses.Lake-Grant.County.AP.727827_TMY3.epw,CR06
727830,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3.epw,CR03
727845,USA_WA_Pasco-Tri.Cities.AP.727845_TMY3.epw,CR06
727846,USA_WA_Walla.Walla.City-County.AP.727846_TMY3.epw,CR06
727850,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,CR06
727910,USA_OR_Astoria.Rgnl.AP.727910_TMY3.epw,CR06
727920,USA_WA_Olympia.AP.727920_TMY3.epw,CR06
727923,USA_WA_Hoquiam.AP.727923_TMY3.epw,CR06
727926,USA_WA_Toledo-Winlock-Ed.Carlson.Mem.AP.727926_TMY3.epw,CR06
727928,USA_WA_Bremerton.National.AP.727928_TMY3.epw,CR06
727930,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,CR06
727935,USA_WA_Seattle-Boeing.Field.727935_TMY3.epw,CR06
727937,USA_WA_Snohomish.County.AP.727937_TMY3.epw,CR06
727970,USA_WA_Quillayute.State.AP.727970_TMY3.epw,CR06
727976,USA_WA_Bellingham.Intl.AP.727976_TMY3.epw,CR06
742060,USA_WA_Tacoma-McChord.AFB.742060_TMY3.epw,CR06
742300,USA_MT_Miles.City.Muni.AP.742300_TMY3.epw,CR03
743700,USA_NY_Fort.Drum-Wheeler.Sack.AAF.743700_TMY3.epw,CR07
743920,USA_ME_Brunswick.NAS.743920_TMY3.epw,CR04
744860,USA_NY_New.York-J.F.Kennedy.Intl.AP.744860_TMY3.epw,CR07
746120,USA_CA_China.Lake.NAF.746120_TMY3.epw,CR11
746710,USA_KY_Fort.Campbell.AAF.746710_TMY3.epw,CR09
746716,USA_KY_Bowling.Green-Warren.County.AP.746716_TMY3.epw,CR09
746930,USA_NC_Fort.Bragg-Simmons.AAF.746930_TMY3.epw,CR09
747020,USA_CA_Lemoore.NAS.747020_TMY3.epw,CR11
747185,USA_CA_Imperial.County.AP.747185_TMY3.epw,CR11
747187,USA_CA_Palm.Springs-Thermal.AP.747187_TMY3.epw,CR11
747188,USA_CA_Blythe-Riverside.County.AP.747188_TMY3.epw,CR11
747320,USA_NM_Holloman.AFB.747320_TMY3.epw,CR10
747686,USA_MS_Biloxi-Keesler.AFB.747686_TMY3.epw,CR09
747750,USA_FL_Tyndall.AFB.747750_TMY3.epw,CR09
747770,USA_FL_Fort.Walton.Beach-Hurlburt.Field.747770_TMY3.epw,CR09
747810,USA_GA_Valdosta-Moody.AFB.747810_TMY3.epw,CR09
747915,USA_SC_North.Myrtle.Beach-Grand.Strand.Field.747915_TMY3.epw,CR09
722317,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw,CR09
723530,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw,CR09
723630,USA_TX_Amarillo.Intl.AP.723630_TMY3.epw,CR09
723755,USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw,CR10
724500,USA_KS_Wichita-Mid.Continent.AP.724500_TMY3.epw,CR08
724560,USA_KS_Topeka-Phillip.Billard.Muni.AP.724560_TMY3.epw,CR08
724699,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,CR03
725118,USA_PA_Harrisburg-Capital.City.AP.725118_TMY3.epw,CR07
