Dependency=Location	Dependency=Vintage	Dependency=Heating Fuel	Option=0-1499	Option=1500-2499	Option=2500-3499	Option=3500+
WA_Spokane.Intl.AP.727850	<1950	Natural Gas	0.25	0.25	0.25	0.25
WA_Spokane.Intl.AP.727850	1950s	Natural Gas	0.25	0.25	0.25	0.25
WA_Spokane.Intl.AP.727850	1960s	Natural Gas	0.25	0.25	0.25	0.25
WA_Spokane.Intl.AP.727850	1970s	Natural Gas	0.25	0.25	0.25	0.25
WA_Spokane.Intl.AP.727850	1980s	Natural Gas	0.25	0.25	0.25	0.25
WA_Spokane.Intl.AP.727850	1990s	Natural Gas	0.25	0.25	0.25	0.25
WA_Spokane.Intl.AP.727850	2000s	Natural Gas	0.25	0.25	0.25	0.25
WA_Yakima.Air.Terminal-McAllister.Field.727810	<1950	Natural Gas	0.25	0.25	0.25	0.25
WA_Yakima.Air.Terminal-McAllister.Field.727810	1950s	Natural Gas	0.25	0.25	0.25	0.25
WA_Yakima.Air.Terminal-McAllister.Field.727810	1960s	Natural Gas	0.25	0.25	0.25	0.25
WA_Yakima.Air.Terminal-McAllister.Field.727810	1970s	Natural Gas	0.25	0.25	0.25	0.25
WA_Yakima.Air.Terminal-McAllister.Field.727810	1980s	Natural Gas	0.25	0.25	0.25	0.25
WA_Yakima.Air.Terminal-McAllister.Field.727810	1990s	Natural Gas	0.25	0.25	0.25	0.25
WA_Yakima.Air.Terminal-McAllister.Field.727810	2000s	Natural Gas	0.25	0.25	0.25	0.25
WI_Eau.Claire.County.AP.726435	<1950	Natural Gas	0.25	0.25	0.25	0.25
WI_Eau.Claire.County.AP.726435	1950s	Natural Gas	0.25	0.25	0.25	0.25
WI_Eau.Claire.County.AP.726435	1960s	Natural Gas	0.25	0.25	0.25	0.25
WI_Eau.Claire.County.AP.726435	1970s	Natural Gas	0.25	0.25	0.25	0.25
WI_Eau.Claire.County.AP.726435	1980s	Natural Gas	0.25	0.25	0.25	0.25
WI_Eau.Claire.County.AP.726435	1990s	Natural Gas	0.25	0.25	0.25	0.25
WI_Eau.Claire.County.AP.726435	2000s	Natural Gas	0.25	0.25	0.25	0.25
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	<1950	Natural Gas	0.25	0.25	0.25	0.25
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1950s	Natural Gas	0.25	0.25	0.25	0.25
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1960s	Natural Gas	0.25	0.25	0.25	0.25
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1970s	Natural Gas	0.25	0.25	0.25	0.25
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1980s	Natural Gas	0.25	0.25	0.25	0.25
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	1990s	Natural Gas	0.25	0.25	0.25	0.25
WI_Green.Bay-Austin.Straubel.Intl.AP.726450	2000s	Natural Gas	0.25	0.25	0.25	0.25
WI_La.Crosse.Muni.AP.726430	<1950	Natural Gas	0.25	0.25	0.25	0.25
WI_La.Crosse.Muni.AP.726430	1950s	Natural Gas	0.25	0.25	0.25	0.25
WI_La.Crosse.Muni.AP.726430	1960s	Natural Gas	0.25	0.25	0.25	0.25
WI_La.Crosse.Muni.AP.726430	1970s	Natural Gas	0.25	0.25	0.25	0.25
WI_La.Crosse.Muni.AP.726430	1980s	Natural Gas	0.25	0.25	0.25	0.25
WI_La.Crosse.Muni.AP.726430	1990s	Natural Gas	0.25	0.25	0.25	0.25
WI_La.Crosse.Muni.AP.726430	2000s	Natural Gas	0.25	0.25	0.25	0.25
WI_Madison-Dane.County.Rgnl.AP.726410	<1950	Natural Gas	0.25	0.25	0.25	0.25
WI_Madison-Dane.County.Rgnl.AP.726410	1950s	Natural Gas	0.25	0.25	0.25	0.25
WI_Madison-Dane.County.Rgnl.AP.726410	1960s	Natural Gas	0.25	0.25	0.25	0.25
WI_Madison-Dane.County.Rgnl.AP.726410	1970s	Natural Gas	0.25	0.25	0.25	0.25
WI_Madison-Dane.County.Rgnl.AP.726410	1980s	Natural Gas	0.25	0.25	0.25	0.25
WI_Madison-Dane.County.Rgnl.AP.726410	1990s	Natural Gas	0.25	0.25	0.25	0.25
WI_Madison-Dane.County.Rgnl.AP.726410	2000s	Natural Gas	0.25	0.25	0.25	0.25
WI_Milwaukee-Mitchell.Intl.AP.726400	<1950	Natural Gas	0.25	0.25	0.25	0.25
WI_Milwaukee-Mitchell.Intl.AP.726400	1950s	Natural Gas	0.25	0.25	0.25	0.25
WI_Milwaukee-Mitchell.Intl.AP.726400	1960s	Natural Gas	0.25	0.25	0.25	0.25
WI_Milwaukee-Mitchell.Intl.AP.726400	1970s	Natural Gas	0.25	0.25	0.25	0.25
WI_Milwaukee-Mitchell.Intl.AP.726400	1980s	Natural Gas	0.25	0.25	0.25	0.25
WI_Milwaukee-Mitchell.Intl.AP.726400	1990s	Natural Gas	0.25	0.25	0.25	0.25
WI_Milwaukee-Mitchell.Intl.AP.726400	2000s	Natural Gas	0.25	0.25	0.25	0.25
WV_Charleston-Yeager.AP.724140	<1950	Natural Gas	0.25	0.25	0.25	0.25
WV_Charleston-Yeager.AP.724140	1950s	Natural Gas	0.25	0.25	0.25	0.25
WV_Charleston-Yeager.AP.724140	1960s	Natural Gas	0.25	0.25	0.25	0.25
WV_Charleston-Yeager.AP.724140	1970s	Natural Gas	0.25	0.25	0.25	0.25
WV_Charleston-Yeager.AP.724140	1980s	Natural Gas	0.25	0.25	0.25	0.25
WV_Charleston-Yeager.AP.724140	1990s	Natural Gas	0.25	0.25	0.25	0.25
WV_Charleston-Yeager.AP.724140	2000s	Natural Gas	0.25	0.25	0.25	0.25
WV_Elkins-Randolph.County.AP.724170	<1950	Natural Gas	0.25	0.25	0.25	0.25
WV_Elkins-Randolph.County.AP.724170	1950s	Natural Gas	0.25	0.25	0.25	0.25
WV_Elkins-Randolph.County.AP.724170	1960s	Natural Gas	0.25	0.25	0.25	0.25
WV_Elkins-Randolph.County.AP.724170	1970s	Natural Gas	0.25	0.25	0.25	0.25
WV_Elkins-Randolph.County.AP.724170	1980s	Natural Gas	0.25	0.25	0.25	0.25
WV_Elkins-Randolph.County.AP.724170	1990s	Natural Gas	0.25	0.25	0.25	0.25
WV_Elkins-Randolph.County.AP.724170	2000s	Natural Gas	0.25	0.25	0.25	0.25
WV_Huntington-Tri.State.Walker.Long.Field.724250	<1950	Natural Gas	0.25	0.25	0.25	0.25
WV_Huntington-Tri.State.Walker.Long.Field.724250	1950s	Natural Gas	0.25	0.25	0.25	0.25
WV_Huntington-Tri.State.Walker.Long.Field.724250	1960s	Natural Gas	0.25	0.25	0.25	0.25
WV_Huntington-Tri.State.Walker.Long.Field.724250	1970s	Natural Gas	0.25	0.25	0.25	0.25
WV_Huntington-Tri.State.Walker.Long.Field.724250	1980s	Natural Gas	0.25	0.25	0.25	0.25
WV_Huntington-Tri.State.Walker.Long.Field.724250	1990s	Natural Gas	0.25	0.25	0.25	0.25
WV_Huntington-Tri.State.Walker.Long.Field.724250	2000s	Natural Gas	0.25	0.25	0.25	0.25
WY_Casper-Natrona.County.Intl.AP.725690	<1950	Natural Gas	0.25	0.25	0.25	0.25
WY_Casper-Natrona.County.Intl.AP.725690	1950s	Natural Gas	0.25	0.25	0.25	0.25
WY_Casper-Natrona.County.Intl.AP.725690	1960s	Natural Gas	0.25	0.25	0.25	0.25
WY_Casper-Natrona.County.Intl.AP.725690	1970s	Natural Gas	0.25	0.25	0.25	0.25
WY_Casper-Natrona.County.Intl.AP.725690	1980s	Natural Gas	0.25	0.25	0.25	0.25
WY_Casper-Natrona.County.Intl.AP.725690	1990s	Natural Gas	0.25	0.25	0.25	0.25
WY_Casper-Natrona.County.Intl.AP.725690	2000s	Natural Gas	0.25	0.25	0.25	0.25
WY_Cheyenne.Muni.AP.725640	<1950	Natural Gas	0.25	0.25	0.25	0.25
WY_Cheyenne.Muni.AP.725640	1950s	Natural Gas	0.25	0.25	0.25	0.25
WY_Cheyenne.Muni.AP.725640	1960s	Natural Gas	0.25	0.25	0.25	0.25
WY_Cheyenne.Muni.AP.725640	1970s	Natural Gas	0.25	0.25	0.25	0.25
WY_Cheyenne.Muni.AP.725640	1980s	Natural Gas	0.25	0.25	0.25	0.25
WY_Cheyenne.Muni.AP.725640	1990s	Natural Gas	0.25	0.25	0.25	0.25
WY_Cheyenne.Muni.AP.725640	2000s	Natural Gas	0.25	0.25	0.25	0.25
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	<1950	Natural Gas	0.25	0.25	0.25	0.25
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1950s	Natural Gas	0.25	0.25	0.25	0.25
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1960s	Natural Gas	0.25	0.25	0.25	0.25
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1970s	Natural Gas	0.25	0.25	0.25	0.25
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1980s	Natural Gas	0.25	0.25	0.25	0.25
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	1990s	Natural Gas	0.25	0.25	0.25	0.25
WY_Green.River-Greater.Green.River.Intergalactic.Spaceport.725744	2000s	Natural Gas	0.25	0.25	0.25	0.25
WY_Lander-Hunt.Field.725760	<1950	Natural Gas	0.25	0.25	0.25	0.25
WY_Lander-Hunt.Field.725760	1950s	Natural Gas	0.25	0.25	0.25	0.25
WY_Lander-Hunt.Field.725760	1960s	Natural Gas	0.25	0.25	0.25	0.25
WY_Lander-Hunt.Field.725760	1970s	Natural Gas	0.25	0.25	0.25	0.25
WY_Lander-Hunt.Field.725760	1980s	Natural Gas	0.25	0.25	0.25	0.25
WY_Lander-Hunt.Field.725760	1990s	Natural Gas	0.25	0.25	0.25	0.25
WY_Lander-Hunt.Field.725760	2000s	Natural Gas	0.25	0.25	0.25	0.25
WY_Sheridan.County.AP.726660	<1950	Natural Gas	0.25	0.25	0.25	0.25
WY_Sheridan.County.AP.726660	1950s	Natural Gas	0.25	0.25	0.25	0.25
WY_Sheridan.County.AP.726660	1960s	Natural Gas	0.25	0.25	0.25	0.25
WY_Sheridan.County.AP.726660	1970s	Natural Gas	0.25	0.25	0.25	0.25
WY_Sheridan.County.AP.726660	1980s	Natural Gas	0.25	0.25	0.25	0.25
WY_Sheridan.County.AP.726660	1990s	Natural Gas	0.25	0.25	0.25	0.25
WY_Sheridan.County.AP.726660	2000s	Natural Gas	0.25	0.25	0.25	0.25
AL_Birmingham.Muni.AP.722280	<1950	Electricity	0.25	0.25	0.25	0.25
AL_Birmingham.Muni.AP.722280	1950s	Electricity	0.25	0.25	0.25	0.25
AL_Birmingham.Muni.AP.722280	1960s	Electricity	0.25	0.25	0.25	0.25
AL_Birmingham.Muni.AP.722280	1970s	Electricity	0.25	0.25	0.25	0.25
AL_Birmingham.Muni.AP.722280	1980s	Electricity	0.25	0.25	0.25	0.25
AL_Birmingham.Muni.AP.722280	1990s	Electricity	0.25	0.25	0.25	0.25
AL_Birmingham.Muni.AP.722280	2000s	Electricity	0.25	0.25	0.25	0.25
AL_Huntsville.Intl.AP-Jones.Field.723230	<1950	Electricity	0.25	0.25	0.25	0.25
AL_Huntsville.Intl.AP-Jones.Field.723230	1950s	Electricity	0.25	0.25	0.25	0.25
AL_Huntsville.Intl.AP-Jones.Field.723230	1960s	Electricity	0.25	0.25	0.25	0.25
AL_Huntsville.Intl.AP-Jones.Field.723230	1970s	Electricity	0.25	0.25	0.25	0.25
AL_Huntsville.Intl.AP-Jones.Field.723230	1980s	Electricity	0.25	0.25	0.25	0.25
AL_Huntsville.Intl.AP-Jones.Field.723230	1990s	Electricity	0.25	0.25	0.25	0.25
AL_Huntsville.Intl.AP-Jones.Field.723230	2000s	Electricity	0.25	0.25	0.25	0.25
AL_Mobile-Rgnl.AP.722230	<1950	Electricity	0.25	0.25	0.25	0.25
AL_Mobile-Rgnl.AP.722230	1950s	Electricity	0.25	0.25	0.25	0.25
AL_Mobile-Rgnl.AP.722230	1960s	Electricity	0.25	0.25	0.25	0.25
AL_Mobile-Rgnl.AP.722230	1970s	Electricity	0.25	0.25	0.25	0.25
AL_Mobile-Rgnl.AP.722230	1980s	Electricity	0.25	0.25	0.25	0.25
AL_Mobile-Rgnl.AP.722230	1990s	Electricity	0.25	0.25	0.25	0.25
AL_Mobile-Rgnl.AP.722230	2000s	Electricity	0.25	0.25	0.25	0.25
AL_Montgomery-Dannelly.Field.722260	<1950	Electricity	0.25	0.25	0.25	0.25
AL_Montgomery-Dannelly.Field.722260	1950s	Electricity	0.25	0.25	0.25	0.25
AL_Montgomery-Dannelly.Field.722260	1960s	Electricity	0.25	0.25	0.25	0.25
AL_Montgomery-Dannelly.Field.722260	1970s	Electricity	0.25	0.25	0.25	0.25
AL_Montgomery-Dannelly.Field.722260	1980s	Electricity	0.25	0.25	0.25	0.25
AL_Montgomery-Dannelly.Field.722260	1990s	Electricity	0.25	0.25	0.25	0.25
AL_Montgomery-Dannelly.Field.722260	2000s	Electricity	0.25	0.25	0.25	0.25
AR_Fort.Smith.Rgnl.AP.723440	<1950	Electricity	0.25	0.25	0.25	0.25
AR_Fort.Smith.Rgnl.AP.723440	1950s	Electricity	0.25	0.25	0.25	0.25
AR_Fort.Smith.Rgnl.AP.723440	1960s	Electricity	0.25	0.25	0.25	0.25
AR_Fort.Smith.Rgnl.AP.723440	1970s	Electricity	0.25	0.25	0.25	0.25
AR_Fort.Smith.Rgnl.AP.723440	1980s	Electricity	0.25	0.25	0.25	0.25
AR_Fort.Smith.Rgnl.AP.723440	1990s	Electricity	0.25	0.25	0.25	0.25
AR_Fort.Smith.Rgnl.AP.723440	2000s	Electricity	0.25	0.25	0.25	0.25
AR_Little.Rock-Adams.Field.723403	<1950	Electricity	0.25	0.25	0.25	0.25
AR_Little.Rock-Adams.Field.723403	1950s	Electricity	0.25	0.25	0.25	0.25
AR_Little.Rock-Adams.Field.723403	1960s	Electricity	0.25	0.25	0.25	0.25
AR_Little.Rock-Adams.Field.723403	1970s	Electricity	0.25	0.25	0.25	0.25
AR_Little.Rock-Adams.Field.723403	1980s	Electricity	0.25	0.25	0.25	0.25
AR_Little.Rock-Adams.Field.723403	1990s	Electricity	0.25	0.25	0.25	0.25
AR_Little.Rock-Adams.Field.723403	2000s	Electricity	0.25	0.25	0.25	0.25
AZ_Flagstaff-Pulliam.AP.723755	<1950	Electricity	0.25	0.25	0.25	0.25
AZ_Flagstaff-Pulliam.AP.723755	1950s	Electricity	0.25	0.25	0.25	0.25
AZ_Flagstaff-Pulliam.AP.723755	1960s	Electricity	0.25	0.25	0.25	0.25
AZ_Flagstaff-Pulliam.AP.723755	1970s	Electricity	0.25	0.25	0.25	0.25
AZ_Flagstaff-Pulliam.AP.723755	1980s	Electricity	0.25	0.25	0.25	0.25
AZ_Flagstaff-Pulliam.AP.723755	1990s	Electricity	0.25	0.25	0.25	0.25
AZ_Flagstaff-Pulliam.AP.723755	2000s	Electricity	0.25	0.25	0.25	0.25
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	<1950	Electricity	0.25	0.25	0.25	0.25
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1950s	Electricity	0.25	0.25	0.25	0.25
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1960s	Electricity	0.25	0.25	0.25	0.25
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1970s	Electricity	0.25	0.25	0.25	0.25
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1980s	Electricity	0.25	0.25	0.25	0.25
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	1990s	Electricity	0.25	0.25	0.25	0.25
AZ_Phoenix-Sky.Harbor.Intl.AP.722780	2000s	Electricity	0.25	0.25	0.25	0.25
AZ_Prescott-Love.Field.723723	<1950	Electricity	0.25	0.25	0.25	0.25
AZ_Prescott-Love.Field.723723	1950s	Electricity	0.25	0.25	0.25	0.25
AZ_Prescott-Love.Field.723723	1960s	Electricity	0.25	0.25	0.25	0.25
AZ_Prescott-Love.Field.723723	1970s	Electricity	0.25	0.25	0.25	0.25
AZ_Prescott-Love.Field.723723	1980s	Electricity	0.25	0.25	0.25	0.25
AZ_Prescott-Love.Field.723723	1990s	Electricity	0.25	0.25	0.25	0.25
AZ_Prescott-Love.Field.723723	2000s	Electricity	0.25	0.25	0.25	0.25
AZ_Tucson.Intl.AP.722740	<1950	Electricity	0.25	0.25	0.25	0.25
AZ_Tucson.Intl.AP.722740	1950s	Electricity	0.25	0.25	0.25	0.25
AZ_Tucson.Intl.AP.722740	1960s	Electricity	0.25	0.25	0.25	0.25
AZ_Tucson.Intl.AP.722740	1970s	Electricity	0.25	0.25	0.25	0.25
AZ_Tucson.Intl.AP.722740	1980s	Electricity	0.25	0.25	0.25	0.25
AZ_Tucson.Intl.AP.722740	1990s	Electricity	0.25	0.25	0.25	0.25
AZ_Tucson.Intl.AP.722740	2000s	Electricity	0.25	0.25	0.25	0.25
CA_Arcata.AP.725945	<1950	Electricity	0.25	0.25	0.25	0.25
CA_Arcata.AP.725945	1950s	Electricity	0.25	0.25	0.25	0.25
CA_Arcata.AP.725945	1960s	Electricity	0.25	0.25	0.25	0.25
CA_Arcata.AP.725945	1970s	Electricity	0.25	0.25	0.25	0.25
CA_Arcata.AP.725945	1980s	Electricity	0.25	0.25	0.25	0.25
CA_Arcata.AP.725945	1990s	Electricity	0.25	0.25	0.25	0.25
CA_Arcata.AP.725945	2000s	Electricity	0.25	0.25	0.25	0.25
CA_Bakersfield-Meadows.Field.723840	<1950	Electricity	0.25	0.25	0.25	0.25
CA_Bakersfield-Meadows.Field.723840	1950s	Electricity	0.25	0.25	0.25	0.25
CA_Bakersfield-Meadows.Field.723840	1960s	Electricity	0.25	0.25	0.25	0.25
CA_Bakersfield-Meadows.Field.723840	1970s	Electricity	0.25	0.25	0.25	0.25
CA_Bakersfield-Meadows.Field.723840	1980s	Electricity	0.25	0.25	0.25	0.25
CA_Bakersfield-Meadows.Field.723840	1990s	Electricity	0.25	0.25	0.25	0.25
CA_Bakersfield-Meadows.Field.723840	2000s	Electricity	0.25	0.25	0.25	0.25
CA_Barstow.Daggett.AP.723815	<1950	Electricity	0.25	0.25	0.25	0.25
CA_Barstow.Daggett.AP.723815	1950s	Electricity	0.25	0.25	0.25	0.25
CA_Barstow.Daggett.AP.723815	1960s	Electricity	0.25	0.25	0.25	0.25
CA_Barstow.Daggett.AP.723815	1970s	Electricity	0.25	0.25	0.25	0.25
CA_Barstow.Daggett.AP.723815	1980s	Electricity	0.25	0.25	0.25	0.25
CA_Barstow.Daggett.AP.723815	1990s	Electricity	0.25	0.25	0.25	0.25
CA_Barstow.Daggett.AP.723815	2000s	Electricity	0.25	0.25	0.25	0.25
CA_Fresno.Air.Terminal.723890	<1950	Electricity	0.25	0.25	0.25	0.25
CA_Fresno.Air.Terminal.723890	1950s	Electricity	0.25	0.25	0.25	0.25
CA_Fresno.Air.Terminal.723890	1960s	Electricity	0.25	0.25	0.25	0.25
CA_Fresno.Air.Terminal.723890	1970s	Electricity	0.25	0.25	0.25	0.25
CA_Fresno.Air.Terminal.723890	1980s	Electricity	0.25	0.25	0.25	0.25
CA_Fresno.Air.Terminal.723890	1990s	Electricity	0.25	0.25	0.25	0.25
CA_Fresno.Air.Terminal.723890	2000s	Electricity	0.25	0.25	0.25	0.25
CA_Long.Beach-Daugherty.Field.722970	<1950	Electricity	0.25	0.25	0.25	0.25
CA_Long.Beach-Daugherty.Field.722970	1950s	Electricity	0.25	0.25	0.25	0.25
CA_Long.Beach-Daugherty.Field.722970	1960s	Electricity	0.25	0.25	0.25	0.25
CA_Long.Beach-Daugherty.Field.722970	1970s	Electricity	0.25	0.25	0.25	0.25
CA_Long.Beach-Daugherty.Field.722970	1980s	Electricity	0.25	0.25	0.25	0.25
CA_Long.Beach-Daugherty.Field.722970	1990s	Electricity	0.25	0.25	0.25	0.25
CA_Long.Beach-Daugherty.Field.722970	2000s	Electricity	0.25	0.25	0.25	0.25
CA_Los.Angeles.Intl.AP.722950	<1950	Electricity	0.25	0.25	0.25	0.25
CA_Los.Angeles.Intl.AP.722950	1950s	Electricity	0.25	0.25	0.25	0.25
CA_Los.Angeles.Intl.AP.722950	1960s	Electricity	0.25	0.25	0.25	0.25
CA_Los.Angeles.Intl.AP.722950	1970s	Electricity	0.25	0.25	0.25	0.25
CA_Los.Angeles.Intl.AP.722950	1980s	Electricity	0.25	0.25	0.25	0.25
CA_Los.Angeles.Intl.AP.722950	1990s	Electricity	0.25	0.25	0.25	0.25
CA_Los.Angeles.Intl.AP.722950	2000s	Electricity	0.25	0.25	0.25	0.25
CA_Sacramento.Exec.AP.724830	<1950	Electricity	0.25	0.25	0.25	0.25
CA_Sacramento.Exec.AP.724830	1950s	Electricity	0.25	0.25	0.25	0.25
CA_Sacramento.Exec.AP.724830	1960s	Electricity	0.25	0.25	0.25	0.25
CA_Sacramento.Exec.AP.724830	1970s	Electricity	0.25	0.25	0.25	0.25
CA_Sacramento.Exec.AP.724830	1980s	Electricity	0.25	0.25	0.25	0.25
CA_Sacramento.Exec.AP.724830	1990s	Electricity	0.25	0.25	0.25	0.25
CA_Sacramento.Exec.AP.724830	2000s	Electricity	0.25	0.25	0.25	0.25
CA_San.Diego-Lindbergh.Field.722900	<1950	Electricity	0.25	0.25	0.25	0.25
CA_San.Diego-Lindbergh.Field.722900	1950s	Electricity	0.25	0.25	0.25	0.25
CA_San.Diego-Lindbergh.Field.722900	1960s	Electricity	0.25	0.25	0.25	0.25
CA_San.Diego-Lindbergh.Field.722900	1970s	Electricity	0.25	0.25	0.25	0.25
CA_San.Diego-Lindbergh.Field.722900	1980s	Electricity	0.25	0.25	0.25	0.25
CA_San.Diego-Lindbergh.Field.722900	1990s	Electricity	0.25	0.25	0.25	0.25
CA_San.Diego-Lindbergh.Field.722900	2000s	Electricity	0.25	0.25	0.25	0.25
CA_San.Francisco.Intl.AP.724940	<1950	Electricity	0.25	0.25	0.25	0.25
CA_San.Francisco.Intl.AP.724940	1950s	Electricity	0.25	0.25	0.25	0.25
CA_San.Francisco.Intl.AP.724940	1960s	Electricity	0.25	0.25	0.25	0.25
CA_San.Francisco.Intl.AP.724940	1970s	Electricity	0.25	0.25	0.25	0.25
CA_San.Francisco.Intl.AP.724940	1980s	Electricity	0.25	0.25	0.25	0.25
CA_San.Francisco.Intl.AP.724940	1990s	Electricity	0.25	0.25	0.25	0.25
CA_San.Francisco.Intl.AP.724940	2000s	Electricity	0.25	0.25	0.25	0.25
CA_Santa.Maria.Public.AP.723940	<1950	Electricity	0.25	0.25	0.25	0.25
CA_Santa.Maria.Public.AP.723940	1950s	Electricity	0.25	0.25	0.25	0.25
CA_Santa.Maria.Public.AP.723940	1960s	Electricity	0.25	0.25	0.25	0.25
CA_Santa.Maria.Public.AP.723940	1970s	Electricity	0.25	0.25	0.25	0.25
CA_Santa.Maria.Public.AP.723940	1980s	Electricity	0.25	0.25	0.25	0.25
CA_Santa.Maria.Public.AP.723940	1990s	Electricity	0.25	0.25	0.25	0.25
CA_Santa.Maria.Public.AP.723940	2000s	Electricity	0.25	0.25	0.25	0.25
CO_Alamosa.Muni.AP.724620	<1950	Electricity	0.25	0.25	0.25	0.25
CO_Alamosa.Muni.AP.724620	1950s	Electricity	0.25	0.25	0.25	0.25
CO_Alamosa.Muni.AP.724620	1960s	Electricity	0.25	0.25	0.25	0.25
CO_Alamosa.Muni.AP.724620	1970s	Electricity	0.25	0.25	0.25	0.25
CO_Alamosa.Muni.AP.724620	1980s	Electricity	0.25	0.25	0.25	0.25
CO_Alamosa.Muni.AP.724620	1990s	Electricity	0.25	0.25	0.25	0.25
CO_Alamosa.Muni.AP.724620	2000s	Electricity	0.25	0.25	0.25	0.25
CO_Boulder-Broomfield-Jefferson.County.AP.724699	<1950	Electricity	0.25	0.25	0.25	0.25
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1950s	Electricity	0.25	0.25	0.25	0.25
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1960s	Electricity	0.25	0.25	0.25	0.25
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1970s	Electricity	0.25	0.25	0.25	0.25
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1980s	Electricity	0.25	0.25	0.25	0.25
CO_Boulder-Broomfield-Jefferson.County.AP.724699	1990s	Electricity	0.25	0.25	0.25	0.25
CO_Boulder-Broomfield-Jefferson.County.AP.724699	2000s	Electricity	0.25	0.25	0.25	0.25
CO_Colorado.Springs-Peterson.Field.724660	<1950	Electricity	0.25	0.25	0.25	0.25
CO_Colorado.Springs-Peterson.Field.724660	1950s	Electricity	0.25	0.25	0.25	0.25
CO_Colorado.Springs-Peterson.Field.724660	1960s	Electricity	0.25	0.25	0.25	0.25
CO_Colorado.Springs-Peterson.Field.724660	1970s	Electricity	0.25	0.25	0.25	0.25
CO_Colorado.Springs-Peterson.Field.724660	1980s	Electricity	0.25	0.25	0.25	0.25
CO_Colorado.Springs-Peterson.Field.724660	1990s	Electricity	0.25	0.25	0.25	0.25
CO_Colorado.Springs-Peterson.Field.724660	2000s	Electricity	0.25	0.25	0.25	0.25
CO_Eagle.County.Rgnl.AP.724675	<1950	Electricity	0.25	0.25	0.25	0.25
CO_Eagle.County.Rgnl.AP.724675	1950s	Electricity	0.25	0.25	0.25	0.25
CO_Eagle.County.Rgnl.AP.724675	1960s	Electricity	0.25	0.25	0.25	0.25
CO_Eagle.County.Rgnl.AP.724675	1970s	Electricity	0.25	0.25	0.25	0.25
CO_Eagle.County.Rgnl.AP.724675	1980s	Electricity	0.25	0.25	0.25	0.25
CO_Eagle.County.Rgnl.AP.724675	1990s	Electricity	0.25	0.25	0.25	0.25
CO_Eagle.County.Rgnl.AP.724675	2000s	Electricity	0.25	0.25	0.25	0.25
CO_Grand.Junction-Walker.Field.724760	<1950	Electricity	0.25	0.25	0.25	0.25
CO_Grand.Junction-Walker.Field.724760	1950s	Electricity	0.25	0.25	0.25	0.25
CO_Grand.Junction-Walker.Field.724760	1960s	Electricity	0.25	0.25	0.25	0.25
CO_Grand.Junction-Walker.Field.724760	1970s	Electricity	0.25	0.25	0.25	0.25
CO_Grand.Junction-Walker.Field.724760	1980s	Electricity	0.25	0.25	0.25	0.25
CO_Grand.Junction-Walker.Field.724760	1990s	Electricity	0.25	0.25	0.25	0.25
CO_Grand.Junction-Walker.Field.724760	2000s	Electricity	0.25	0.25	0.25	0.25
CO_Pueblo.Mem.AP.724640	<1950	Electricity	0.25	0.25	0.25	0.25
CO_Pueblo.Mem.AP.724640	1950s	Electricity	0.25	0.25	0.25	0.25
CO_Pueblo.Mem.AP.724640	1960s	Electricity	0.25	0.25	0.25	0.25
CO_Pueblo.Mem.AP.724640	1970s	Electricity	0.25	0.25	0.25	0.25
CO_Pueblo.Mem.AP.724640	1980s	Electricity	0.25	0.25	0.25	0.25
CO_Pueblo.Mem.AP.724640	1990s	Electricity	0.25	0.25	0.25	0.25
CO_Pueblo.Mem.AP.724640	2000s	Electricity	0.25	0.25	0.25	0.25
CT_Bridgeport-Sikorsky.Mem.AP.725040	<1950	Electricity	0.25	0.25	0.25	0.25
CT_Bridgeport-Sikorsky.Mem.AP.725040	1950s	Electricity	0.25	0.25	0.25	0.25
CT_Bridgeport-Sikorsky.Mem.AP.725040	1960s	Electricity	0.25	0.25	0.25	0.25
CT_Bridgeport-Sikorsky.Mem.AP.725040	1970s	Electricity	0.25	0.25	0.25	0.25
CT_Bridgeport-Sikorsky.Mem.AP.725040	1980s	Electricity	0.25	0.25	0.25	0.25
CT_Bridgeport-Sikorsky.Mem.AP.725040	1990s	Electricity	0.25	0.25	0.25	0.25
