Dependency=PUMA	Dependency=Geometry Building Type RECS	Dependency=Vintage	Option=Electricity	Option=Fuel Oil	Option=Natural Gas	Option=None	Option=Other Fuel	Option=Propane
CA, 03900	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 03900	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 03900	Single-Family Detached	2020s	0.576847	0.000000	0.353066	0.000000	0.021277	0.048811
CA, 04101	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 04101	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 04101	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 04101	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 04101	Single-Family Detached	2020s	0.207110	0.000000	0.238532	0.000000	0.408257	0.146101
CA, 04102	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 04102	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 04102	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 04102	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 04102	Single-Family Detached	2020s	0.462689	0.000000	0.462186	0.000000	0.000000	0.075126
CA, 04701	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 04701	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 04701	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 04701	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 04701	Single-Family Detached	2020s	0.591538	0.000000	0.235000	0.000000	0.088462	0.085000
CA, 04702	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 04702	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 04702	Multi-Family with 5+ Units	2020s	0.679610	0.000000	0.320390	0.000000	0.000000	0.000000
CA, 04702	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 04702	Single-Family Detached	2020s	0.547440	0.000000	0.425939	0.000000	0.000000	0.026621
CA, 05301	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05301	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05301	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05301	Single-Family Attached	2020s	0.515301	0.000000	0.484698	0.000000	0.000000	0.000000
CA, 05301	Single-Family Detached	2020s	0.455701	0.000000	0.481122	0.000000	0.000000	0.063177
CA, 05302	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05302	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05302	Multi-Family with 5+ Units	2020s	0.850637	0.000000	0.077934	0.038265	0.033163	0.000000
CA, 05302	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05302	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 05303	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05303	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05303	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05303	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05303	Single-Family Detached	2020s	0.420422	0.000000	0.440963	0.016432	0.065728	0.056455
CA, 05500	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05500	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05500	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05500	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05500	Single-Family Detached	2020s	0.461835	0.000000	0.448199	0.000000	0.053173	0.036793
CA, 05700	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05700	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05700	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05700	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05700	Single-Family Detached	2020s	0.274119	0.000000	0.132653	0.000000	0.309833	0.283395
CA, 05901	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05901	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05901	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05901	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05901	Single-Family Detached	2020s	0.410000	0.000000	0.523333	0.000000	0.066667	0.000000
CA, 05902	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05902	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05902	Multi-Family with 5+ Units	2020s	0.595227	0.000000	0.366363	0.000000	0.000000	0.038409
CA, 05902	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05902	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 05903	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05903	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05903	Multi-Family with 5+ Units	2020s	0.566456	0.000000	0.408155	0.025391	0.000000	0.000000
CA, 05903	Single-Family Attached	2020s	0.540564	0.000000	0.355315	0.104121	0.000000	0.000000
CA, 05903	Single-Family Detached	2020s	0.462183	0.000000	0.428669	0.091977	0.000000	0.017172
CA, 05904	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05904	Multi-Family with 2 - 4 Units	2020s	0.652872	0.000000	0.347128	0.000000	0.000000	0.000000
CA, 05904	Multi-Family with 5+ Units	2020s	0.626042	0.000000	0.348011	0.010800	0.000000	0.015148
CA, 05904	Single-Family Attached	2020s	0.573527	0.000000	0.415943	0.000000	0.000000	0.010530
CA, 05904	Single-Family Detached	2020s	0.557733	0.000000	0.409054	0.000000	0.015765	0.017448
CA, 05905	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05905	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05905	Multi-Family with 5+ Units	2020s	0.522005	0.000000	0.384245	0.093750	0.000000	0.000000
CA, 05905	Single-Family Attached	2020s	0.568927	0.000000	0.431073	0.000000	0.000000	0.000000
CA, 05905	Single-Family Detached	2020s	0.466779	0.000000	0.513870	0.000000	0.009798	0.009553
CA, 05906	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05906	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05906	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05906	Single-Family Attached	2020s	0.443004	0.000000	0.532305	0.000000	0.024691	0.000000
CA, 05906	Single-Family Detached	2020s	0.497619	0.000000	0.475000	0.000000	0.000000	0.027381
CA, 05907	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05907	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05907	Multi-Family with 5+ Units	2020s	0.743478	0.000000	0.256522	0.000000	0.000000	0.000000
CA, 05907	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05907	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 05908	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05908	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05908	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05908	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05908	Single-Family Detached	2020s	0.388063	0.000000	0.611937	0.000000	0.000000	0.000000
CA, 05909	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05909	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05909	Multi-Family with 5+ Units	2020s	0.728386	0.000000	0.271614	0.000000	0.000000	0.000000
CA, 05909	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05909	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 05910	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05910	Multi-Family with 2 - 4 Units	2020s	0.486184	0.000000	0.230921	0.203947	0.078947	0.000000
CA, 05910	Multi-Family with 5+ Units	2020s	0.644179	0.000000	0.298046	0.051037	0.000000	0.006739
CA, 05910	Single-Family Attached	2020s	0.525675	0.000000	0.474324	0.000000	0.000000	0.000000
CA, 05910	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 05911	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05911	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05911	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05911	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05911	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 05912	Mobile Home	2020s	0.626164	0.000000	0.233288	0.101370	0.000000	0.039178
CA, 05912	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05912	Multi-Family with 5+ Units	2020s	0.691368	0.000000	0.308631	0.000000	0.000000	0.000000
CA, 05912	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05912	Single-Family Detached	2020s	0.698334	0.000000	0.244524	0.057143	0.000000	0.000000
CA, 05913	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05913	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05913	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05913	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05913	Single-Family Detached	2020s	0.376232	0.000000	0.437148	0.186620	0.000000	0.000000
CA, 05914	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05914	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05914	Multi-Family with 5+ Units	2020s	0.537723	0.000000	0.163951	0.267857	0.000000	0.030469
CA, 05914	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05914	Single-Family Detached	2020s	0.311111	0.000000	0.577778	0.000000	0.111111	0.000000
CA, 05915	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05915	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05915	Multi-Family with 5+ Units	2020s	0.579677	0.000000	0.420323	0.000000	0.000000	0.000000
CA, 05915	Single-Family Attached	2020s	0.558000	0.000000	0.442000	0.000000	0.000000	0.000000
CA, 05915	Single-Family Detached	2020s	0.519464	0.000000	0.480536	0.000000	0.000000	0.000000
CA, 05916	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05916	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05916	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 05916	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05916	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 05917	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05917	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05917	Multi-Family with 5+ Units	2020s	0.500000	0.000000	0.411972	0.088028	0.000000	0.000000
CA, 05917	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05917	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 05918	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 05918	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 05918	Multi-Family with 5+ Units	2020s	0.475901	0.000000	0.524099	0.000000	0.000000	0.000000
CA, 05918	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 05918	Single-Family Detached	2020s	0.399430	0.000000	0.586977	0.000000	0.000000	0.013593
CA, 06101	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06101	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06101	Multi-Family with 5+ Units	2020s	0.774724	0.000000	0.225276	0.000000	0.000000	0.000000
CA, 06101	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06101	Single-Family Detached	2020s	0.522363	0.000000	0.435954	0.000000	0.035539	0.006144
CA, 06102	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06102	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06102	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06102	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06102	Single-Family Detached	2020s	0.462538	0.000000	0.526248	0.000000	0.000000	0.011214
CA, 06103	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06103	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06103	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06103	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06103	Single-Family Detached	2020s	0.397034	0.000000	0.370622	0.000000	0.131693	0.100651
CA, 06501	Mobile Home	2020s	0.796260	0.000000	0.064838	0.109726	0.000000	0.029177
CA, 06501	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06501	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06501	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06501	Single-Family Detached	2020s	0.539166	0.000000	0.384145	0.008521	0.028606	0.039562
CA, 06502	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06502	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06502	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06502	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06502	Single-Family Detached	2020s	0.575601	0.000000	0.347227	0.000000	0.011091	0.066082
CA, 06503	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06503	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06503	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06503	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06503	Single-Family Detached	2020s	0.411003	0.000000	0.484306	0.006341	0.059607	0.038745
CA, 06504	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06504	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06504	Multi-Family with 5+ Units	2020s	0.413060	0.000000	0.554602	0.000000	0.000000	0.032338
CA, 06504	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06504	Single-Family Detached	2020s	0.382829	0.000000	0.603800	0.000000	0.013371	0.000000
CA, 06505	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06505	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06505	Multi-Family with 5+ Units	2020s	0.479555	0.000000	0.400000	0.080972	0.000000	0.039474
CA, 06505	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06505	Single-Family Detached	2020s	0.425063	0.000000	0.524328	0.000000	0.048046	0.002564
CA, 06506	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06506	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06506	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06506	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06506	Single-Family Detached	2020s	0.430903	0.000000	0.477972	0.000000	0.091125	0.000000
CA, 06507	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06507	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06507	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06507	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06507	Single-Family Detached	2020s	0.417863	0.000000	0.562672	0.000000	0.011196	0.008270
CA, 06508	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06508	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06508	Multi-Family with 5+ Units	2020s	0.424479	0.000000	0.543021	0.000000	0.000000	0.032500
CA, 06508	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06508	Single-Family Detached	2020s	0.449843	0.000000	0.519592	0.000000	0.000000	0.030564
CA, 06509	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06509	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06509	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06509	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06509	Single-Family Detached	2020s	0.358244	0.000000	0.552413	0.000000	0.018767	0.070576
CA, 06510	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06510	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06510	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06510	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06510	Single-Family Detached	2020s	0.439655	0.000000	0.560345	0.000000	0.000000	0.000000
CA, 06511	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06511	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06511	Multi-Family with 5+ Units	2020s	0.607377	0.000000	0.347714	0.035375	0.000000	0.009534
CA, 06511	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06511	Single-Family Detached	2020s	0.437773	0.000000	0.562227	0.000000	0.000000	0.000000
CA, 06512	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06512	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06512	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06512	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06512	Single-Family Detached	2020s	0.383456	0.000000	0.616544	0.000000	0.000000	0.000000
CA, 06513	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06513	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06513	Multi-Family with 5+ Units	2020s	0.615909	0.000000	0.384091	0.000000	0.000000	0.000000
CA, 06513	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06513	Single-Family Detached	2020s	0.321859	0.000000	0.597739	0.000000	0.080402	0.000000
CA, 06514	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06514	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06514	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06514	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06514	Single-Family Detached	2020s	0.425009	0.000000	0.514711	0.021431	0.028696	0.010152
CA, 06515	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06515	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06515	Multi-Family with 5+ Units	2020s	0.714887	0.000000	0.285113	0.000000	0.000000	0.000000
CA, 06515	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06515	Single-Family Detached	2020s	0.561616	0.000000	0.367677	0.000000	0.070707	0.000000
CA, 06701	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06701	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06701	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06701	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06701	Single-Family Detached	2020s	0.655411	0.000000	0.266791	0.000000	0.055970	0.021828
CA, 06702	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06702	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06702	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06702	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06702	Single-Family Detached	2020s	0.443865	0.000000	0.434879	0.000000	0.121255	0.000000
CA, 06703	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06703	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06703	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06703	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06703	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 06704	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06704	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06704	Multi-Family with 5+ Units	2020s	0.718241	0.000000	0.255258	0.000000	0.000000	0.026502
CA, 06704	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06704	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 06705	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06705	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06705	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06705	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06705	Single-Family Detached	2020s	0.519565	0.000000	0.480434	0.000000	0.000000	0.000000
CA, 06706	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06706	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06706	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
CA, 06706	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06706	Single-Family Detached	2020s	0.468654	0.000000	0.453360	0.006578	0.044813	0.026594
CA, 06707	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06707	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06707	Multi-Family with 5+ Units	2020s	0.754603	0.000000	0.212832	0.014159	0.000000	0.018407
CA, 06707	Single-Family Attached	2020s	0.529525	0.000000	0.420471	0.022308	0.016332	0.011364
CA, 06707	Single-Family Detached	2020s	0.503333	0.000000	0.496667	0.000000	0.000000	0.000000
CA, 06708	Mobile Home	2020s	0.481936	0.000000	0.351110	0.057231	0.029545	0.080176
CA, 06708	Multi-Family with 2 - 4 Units	2020s	0.573708	0.000000	0.354890	0.058399	0.004569	0.008436
CA, 06708	Multi-Family with 5+ Units	2020s	0.692988	0.000000	0.255670	0.036466	0.008005	0.006872
