Dependency=Location Region	Dependency=Vintage	Dependency=Geometry Building Type RECS	Option=1 Pane	Option=2+ Pane	Option=No Windows	Option=Low-E, Double, High-Gain	Option=Low-E, Double, Low-Gain
CR08	2010s	Multi-Family with 5+ Units	0.231310	0.768670	0.000000	0.000000	0.000000
CR08	2010s	Single-Family Attached	0.320493	0.679465	0.000000	0.000000	0.000000
CR08	2010s	Single-Family Detached	0.105949	0.882322	0.011722	0.000000	0.000000
CR09	<1940	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	<1940	Multi-Family with 2 - 4 Units	0.801916	0.198042	0.000000	0.000000	0.000000
CR09	<1940	Multi-Family with 5+ Units	0.879170	0.120774	0.000000	0.000000	0.000000
CR09	<1940	Single-Family Attached	0.911828	0.088095	0.000000	0.000000	0.000000
CR09	<1940	Single-Family Detached	0.670577	0.326509	0.002909	0.000000	0.000000
CR09	1940s	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000
CR09	1940s	Multi-Family with 2 - 4 Units	0.801916	0.198042	0.000000	0.000000	0.000000
CR09	1940s	Multi-Family with 5+ Units	0.879170	0.120774	0.000000	0.000000	0.000000
CR09	1940s	Single-Family Attached	0.911828	0.088095	0.000000	0.000000	0.000000
CR09	1940s	Single-Family Detached	0.670577	0.326509	0.002909	0.000000	0.000000
CR09	1950s	Mobile Home	0.720456	0.279408	0.000000	0.000000	0.000000
CR09	1950s	Multi-Family with 2 - 4 Units	0.885802	0.114150	0.000000	0.000000	0.000000
CR09	1950s	Multi-Family with 5+ Units	0.718317	0.281635	0.000000	0.000000	0.000000
CR09	1950s	Single-Family Attached	0.801267	0.198620	0.000000	0.000000	0.000000
CR09	1950s	Single-Family Detached	0.683959	0.275150	0.040887	0.000000	0.000000
CR09	1960s	Mobile Home	0.999936	0.000000	0.000000	0.000000	0.000000
CR09	1960s	Multi-Family with 2 - 4 Units	0.774360	0.225593	0.000000	0.000000	0.000000
CR09	1960s	Multi-Family with 5+ Units	0.748659	0.251325	0.000000	0.000000	0.000000
CR09	1960s	Single-Family Attached	0.629768	0.370176	0.000000	0.000000	0.000000
CR09	1960s	Single-Family Detached	0.698874	0.294150	0.006972	0.000000	0.000000
CR09	1970s	Mobile Home	0.889642	0.110342	0.000000	0.000000	0.000000
CR09	1970s	Multi-Family with 2 - 4 Units	0.771430	0.228547	0.000000	0.000000	0.000000
CR09	1970s	Multi-Family with 5+ Units	0.835268	0.164724	0.000000	0.000000	0.000000
CR09	1970s	Single-Family Attached	0.605536	0.394419	0.000000	0.000000	0.000000
CR09	1970s	Single-Family Detached	0.572655	0.421914	0.005428	0.000000	0.000000
CR09	1980s	Mobile Home	0.751532	0.248457	0.000000	0.000000	0.000000
CR09	1980s	Multi-Family with 2 - 4 Units	0.730115	0.269864	0.000000	0.000000	0.000000
CR09	1980s	Multi-Family with 5+ Units	0.730106	0.262893	0.006993	0.000000	0.000000
CR09	1980s	Single-Family Attached	0.537878	0.440954	0.021135	0.000000	0.000000
CR09	1980s	Single-Family Detached	0.476475	0.508785	0.014737	0.000000	0.000000
CR09	1990s	Mobile Home	0.601520	0.398471	0.000000	0.000000	0.000000
CR09	1990s	Multi-Family with 2 - 4 Units	0.593226	0.406742	0.000000	0.000000	0.000000
CR09	1990s	Multi-Family with 5+ Units	0.580837	0.419152	0.000000	0.000000	0.000000
CR09	1990s	Single-Family Attached	0.536630	0.417719	0.045588	0.000000	0.000000
CR09	1990s	Single-Family Detached	0.409844	0.577120	0.013034	0.000000	0.000000
CR09	2000s	Mobile Home	0.446088	0.553891	0.000000	0.000000	0.000000
CR09	2000s	Multi-Family with 2 - 4 Units	0.328383	0.671559	0.000000	0.000000	0.000000
CR09	2000s	Multi-Family with 5+ Units	0.417086	0.582903	0.000000	0.000000	0.000000
CR09	2000s	Single-Family Attached	0.190768	0.809204	0.000000	0.000000	0.000000
CR09	2000s	Single-Family Detached	0.245907	0.743305	0.010786	0.000000	0.000000
CR09	2010s	Mobile Home	0.446088	0.553891	0.000000	0.000000	0.000000
CR09	2010s	Multi-Family with 2 - 4 Units	0.328383	0.671559	0.000000	0.000000	0.000000
CR09	2010s	Multi-Family with 5+ Units	0.417086	0.582903	0.000000	0.000000	0.000000
CR09	2010s	Single-Family Attached	0.190768	0.809204	0.000000	0.000000	0.000000
CR09	2010s	Single-Family Detached	0.245907	0.743305	0.010786	0.000000	0.000000
CR10	<1940	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	<1940	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	<1940	Multi-Family with 5+ Units	0.998153	0.000000	0.000000	0.000000	0.000000
CR10	<1940	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	<1940	Single-Family Detached	0.624481	0.375391	0.000000	0.000000	0.000000
CR10	1940s	Mobile Home	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1940s	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1940s	Multi-Family with 5+ Units	0.998153	0.000000	0.000000	0.000000	0.000000
CR10	1940s	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1940s	Single-Family Detached	0.624481	0.375391	0.000000	0.000000	0.000000
CR10	1950s	Mobile Home	0.999346	0.000000	0.000000	0.000000	0.000000
CR10	1950s	Multi-Family with 2 - 4 Units	0.000000	0.998985	0.000000	0.000000	0.000000
CR10	1950s	Multi-Family with 5+ Units	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1950s	Single-Family Attached	0.999405	0.000000	0.000000	0.000000	0.000000
CR10	1950s	Single-Family Detached	0.609543	0.329660	0.060739	0.000000	0.000000
CR10	1960s	Mobile Home	0.693225	0.306456	0.000000	0.000000	0.000000
CR10	1960s	Multi-Family with 2 - 4 Units	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Multi-Family with 5+ Units	0.999204	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Single-Family Attached	1.000000	0.000000	0.000000	0.000000	0.000000
CR10	1960s	Single-Family Detached	0.735077	0.186919	0.077934	0.000000	0.000000
CR10	1970s	Mobile Home	0.666980	0.332921	0.000000	0.000000	0.000000
CR10	1970s	Multi-Family with 2 - 4 Units	0.624960	0.374857	0.000000	0.000000	0.000000
CR10	1970s	Multi-Family with 5+ Units	0.880460	0.119429	0.000000	0.000000	0.000000
CR10	1970s	Single-Family Attached	0.303918	0.695898	0.000000	0.000000	0.000000
CR10	1970s	Single-Family Detached	0.557535	0.442444	0.000000	0.000000	0.000000
CR10	1980s	Mobile Home	0.705804	0.294097	0.000000	0.000000	0.000000
CR10	1980s	Multi-Family with 2 - 4 Units	0.999814	0.000000	0.000000	0.000000	0.000000
CR10	1980s	Multi-Family with 5+ Units	0.713302	0.286617	0.000000	0.000000	0.000000
CR10	1980s	Single-Family Attached	0.631352	0.368413	0.000000	0.000000	0.000000
CR10	1980s	Single-Family Detached	0.505601	0.494379	0.000000	0.000000	0.000000
CR10	1990s	Mobile Home	0.622914	0.376995	0.000000	0.000000	0.000000
CR10	1990s	Multi-Family with 2 - 4 Units	0.999005	0.000000	0.000000	0.000000	0.000000
CR10	1990s	Multi-Family with 5+ Units	0.827925	0.171916	0.000000	0.000000	0.000000
CR10	1990s	Single-Family Attached	0.365066	0.634556	0.000000	0.000000	0.000000
CR10	1990s	Single-Family Detached	0.227106	0.760355	0.012525	0.000000	0.000000
CR10	2000s	Mobile Home	0.621726	0.378114	0.000000	0.000000	0.000000
CR10	2000s	Multi-Family with 2 - 4 Units	0.999148	0.000000	0.000000	0.000000	0.000000
CR10	2000s	Multi-Family with 5+ Units	0.334427	0.665535	0.000000	0.000000	0.000000
CR10	2000s	Single-Family Attached	0.786238	0.213468	0.000000	0.000000	0.000000
CR10	2000s	Single-Family Detached	0.148477	0.810119	0.041386	0.000000	0.000000
CR10	2010s	Mobile Home	0.621726	0.378114	0.000000	0.000000	0.000000
CR10	2010s	Multi-Family with 2 - 4 Units	0.999148	0.000000	0.000000	0.000000	0.000000
CR10	2010s	Multi-Family with 5+ Units	0.334427	0.665535	0.000000	0.000000	0.000000
CR10	2010s	Single-Family Attached	0.786238	0.213468	0.000000	0.000000	0.000000
CR10	2010s	Single-Family Detached	0.148477	0.810119	0.041386	0.000000	0.000000
CR11	<1940	Mobile Home	0.999470	0.000000	0.000000	0.000000	0.000000
CR11	<1940	Multi-Family with 2 - 4 Units	0.887414	0.112526	0.000000	0.000000	0.000000
CR11	<1940	Multi-Family with 5+ Units	0.841257	0.134773	0.023932	0.000000	0.000000
CR11	<1940	Single-Family Attached	0.545976	0.453929	0.000000	0.000000	0.000000
CR11	<1940	Single-Family Detached	0.498882	0.501108	0.000000	0.000000	0.000000
CR11	1940s	Mobile Home	0.999470	0.000000	0.000000	0.000000	0.000000
CR11	1940s	Multi-Family with 2 - 4 Units	0.887414	0.112526	0.000000	0.000000	0.000000
CR11	1940s	Multi-Family with 5+ Units	0.841257	0.134773	0.023932	0.000000	0.000000
CR11	1940s	Single-Family Attached	0.545976	0.453929	0.000000	0.000000	0.000000
CR11	1940s	Single-Family Detached	0.498882	0.501108	0.000000	0.000000	0.000000
CR11	1950s	Mobile Home	0.571861	0.427867	0.000000	0.000000	0.000000
CR11	1950s	Multi-Family with 2 - 4 Units	0.660084	0.339842	0.000000	0.000000	0.000000
CR11	1950s	Multi-Family with 5+ Units	0.791093	0.208874	0.000000	0.000000	0.000000
CR11	1950s	Single-Family Attached	0.616030	0.383785	0.000000	0.000000	0.000000
CR11	1950s	Single-Family Detached	0.465151	0.534841	0.000000	0.000000	0.000000
CR11	1960s	Mobile Home	0.999586	0.000000	0.000000	0.000000	0.000000
CR11	1960s	Multi-Family with 2 - 4 Units	0.850410	0.149533	0.000000	0.000000	0.000000
CR11	1960s	Multi-Family with 5+ Units	0.793425	0.175937	0.030617	0.000000	0.000000
CR11	1960s	Single-Family Attached	0.647315	0.352573	0.000000	0.000000	0.000000
CR11	1960s	Single-Family Detached	0.477687	0.516240	0.006064	0.000000	0.000000
CR11	1970s	Mobile Home	0.874446	0.125497	0.000000	0.000000	0.000000
CR11	1970s	Multi-Family with 2 - 4 Units	0.809576	0.190382	0.000000	0.000000	0.000000
CR11	1970s	Multi-Family with 5+ Units	0.772041	0.207453	0.020491	0.000000	0.000000
CR11	1970s	Single-Family Attached	0.616087	0.383867	0.000000	0.000000	0.000000
CR11	1970s	Single-Family Detached	0.431336	0.568654	0.000000	0.000000	0.000000
CR11	1980s	Mobile Home	0.808470	0.191268	0.000000	0.000000	0.000000
CR11	1980s	Multi-Family with 2 - 4 Units	0.684089	0.315834	0.000000	0.000000	0.000000
CR11	1980s	Multi-Family with 5+ Units	0.750060	0.249919	0.000000	0.000000	0.000000
CR11	1980s	Single-Family Attached	0.501030	0.498900	0.000000	0.000000	0.000000
CR11	1980s	Single-Family Detached	0.455325	0.544663	0.000000	0.000000	0.000000
CR11	1990s	Mobile Home	0.669500	0.330249	0.000000	0.000000	0.000000
CR11	1990s	Multi-Family with 2 - 4 Units	0.517510	0.482322	0.000000	0.000000	0.000000
CR11	1990s	Multi-Family with 5+ Units	0.537129	0.462833	0.000000	0.000000	0.000000
CR11	1990s	Single-Family Attached	0.551383	0.448511	0.000000	0.000000	0.000000
CR11	1990s	Single-Family Detached	0.137410	0.862576	0.000000	0.000000	0.000000
CR11	2000s	Mobile Home	0.502171	0.497465	0.000000	0.000000	0.000000
CR11	2000s	Multi-Family with 2 - 4 Units	0.158480	0.841256	0.000000	0.000000	0.000000
CR11	2000s	Multi-Family with 5+ Units	0.405842	0.594096	0.000000	0.000000	0.000000
CR11	2000s	Single-Family Attached	0.071332	0.928538	0.000000	0.000000	0.000000
CR11	2000s	Single-Family Detached	0.136153	0.863829	0.000000	0.000000	0.000000
CR11	2010s	Mobile Home	0.502171	0.497465	0.000000	0.000000	0.000000
CR11	2010s	Multi-Family with 2 - 4 Units	0.158480	0.841256	0.000000	0.000000	0.000000
CR11	2010s	Multi-Family with 5+ Units	0.405842	0.594096	0.000000	0.000000	0.000000
CR11	2010s	Single-Family Attached	0.071332	0.928538	0.000000	0.000000	0.000000
CR11	2010s	Single-Family Detached	0.136153	0.863829	0.000000	0.000000	0.000000
CR02	2020s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR02	2020s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR02	2020s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR02	2020s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR02	2020s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR03	2020s	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2020s	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2020s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR04	2020s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR04	2020s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR04	2020s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR04	2020s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2020s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2020s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2020s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2020s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2020s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR06	2020s	Mobile Home	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2020s	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2020s	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2020s	Single-Family Attached	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2020s	Single-Family Detached	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2020s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR07	2020s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR07	2020s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR07	2020s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR07	2020s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2020s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2020s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2020s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2020s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2020s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2020s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2020s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2020s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2020s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2020s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2020s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2020s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2020s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2020s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2020s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR11	2020s	Mobile Home	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2020s	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2020s	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2020s	Single-Family Attached	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2020s	Single-Family Detached	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2030s	Mobile Home	0.000000	1.000000	0.000000	1.000000	0.000000
CR02	2030s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	1.000000	0.000000
CR02	2030s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	1.000000	0.000000
CR02	2030s	Single-Family Attached	0.000000	1.000000	0.000000	1.000000	0.000000
CR02	2030s	Single-Family Detached	0.000000	1.000000	0.000000	1.000000	0.000000
CR03	2030s	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2030s	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2030s	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2030s	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2030s	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2030s	Mobile Home	0.000000	1.000000	0.000000	1.000000	0.000000
CR04	2030s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	1.000000	0.000000
CR04	2030s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	1.000000	0.000000
CR04	2030s	Single-Family Attached	0.000000	1.000000	0.000000	1.000000	0.000000
CR04	2030s	Single-Family Detached	0.000000	1.000000	0.000000	1.000000	0.000000
CR05	2030s	Mobile Home	0.000000	1.000000	0.000000	1.000000	0.000000
CR05	2030s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	1.000000	0.000000
CR05	2030s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	1.000000	0.000000
CR05	2030s	Single-Family Attached	0.000000	1.000000	0.000000	1.000000	0.000000
CR05	2030s	Single-Family Detached	0.000000	1.000000	0.000000	1.000000	0.000000
CR06	2030s	Mobile Home	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2030s	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2030s	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2030s	Single-Family Attached	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2030s	Single-Family Detached	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2030s	Mobile Home	0.000000	1.000000	0.000000	1.000000	0.000000
CR07	2030s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	1.000000	0.000000
CR07	2030s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	1.000000	0.000000
CR07	2030s	Single-Family Attached	0.000000	1.000000	0.000000	1.000000	0.000000
CR07	2030s	Single-Family Detached	0.000000	1.000000	0.000000	1.000000	0.000000
CR08	2030s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2030s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2030s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2030s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2030s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2030s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2030s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2030s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2030s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR09	2030s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2030s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2030s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2030s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2030s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR10	2030s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR11	2030s	Mobile Home	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2030s	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2030s	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2030s	Single-Family Attached	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2030s	Single-Family Detached	0.000000	0.000000	0.000000	1.000000	0.000000
CR02	2040s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR02	2040s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR02	2040s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR02	2040s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR02	2040s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR03	2040s	Mobile Home	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2040s	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2040s	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2040s	Single-Family Attached	0.000000	0.000000	0.000000	0.000000	1.000000
CR03	2040s	Single-Family Detached	0.000000	0.000000	0.000000	0.000000	1.000000
CR04	2040s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR04	2040s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR04	2040s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR04	2040s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR04	2040s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2040s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2040s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2040s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2040s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR05	2040s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR06	2040s	Mobile Home	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2040s	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2040s	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2040s	Single-Family Attached	0.000000	0.000000	0.000000	1.000000	0.000000
CR06	2040s	Single-Family Detached	0.000000	0.000000	0.000000	1.000000	0.000000
CR07	2040s	Mobile Home	0.000000	1.000000	0.000000	0.000000	0.000000
CR07	2040s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR07	2040s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	0.000000
CR07	2040s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	0.000000
CR07	2040s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	0.000000
CR08	2040s	Mobile Home	0.000000	1.000000	0.000000	0.000000	1.000000
CR08	2040s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	1.000000
CR08	2040s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	1.000000
CR08	2040s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	1.000000
CR08	2040s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	1.000000
CR09	2040s	Mobile Home	0.000000	1.000000	0.000000	0.000000	1.000000
CR09	2040s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	1.000000
CR09	2040s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	1.000000
CR09	2040s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	1.000000
CR09	2040s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	1.000000
CR10	2040s	Mobile Home	0.000000	1.000000	0.000000	0.000000	1.000000
CR10	2040s	Multi-Family with 2 - 4 Units	0.000000	1.000000	0.000000	0.000000	1.000000
CR10	2040s	Multi-Family with 5+ Units	0.000000	1.000000	0.000000	0.000000	1.000000
CR10	2040s	Single-Family Attached	0.000000	1.000000	0.000000	0.000000	1.000000
CR10	2040s	Single-Family Detached	0.000000	1.000000	0.000000	0.000000	1.000000
CR11	2040s	Mobile Home	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2040s	Multi-Family with 2 - 4 Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2040s	Multi-Family with 5+ Units	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2040s	Single-Family Attached	0.000000	0.000000	0.000000	1.000000	0.000000
CR11	2040s	Single-Family Detached	0.000000	0.000000	0.000000	1.000000	0.000000
