Meta Category,,,,Meta Option,,,,,,,,,
Name,Units,DisplayOrder,AffectsGeometry,Name,Selected,DisplayOrder,GroupBy,GeometryValue,GeometryValue2,GeometryValue3,EPWfile,Lat,Long
,,,,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw,x,153,CR09,,,,USA_GA_Atlanta-Hartsfield-Jackson.Intl.AP.722190_TMY3.epw,33.633,-84.4329999999999
,,,,USA_GA_Augusta-Bush-Field.722180_TMY3.epw,x,154,CR09,,,,USA_GA_Augusta-Bush-Field.722180_TMY3.epw,33.367,-81.967
,,,,USA_GA_Columbus.Metro.AP.722255_TMY3.epw,x,155,CR09,,,,USA_GA_Columbus.Metro.AP.722255_TMY3.epw,32.5169999999999,-84.95
,,,,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw,x,156,CR09,,,,USA_GA_Macon-Middle.Georgia.Rgnl.AP.722170_TMY3.epw,32.683,-83.65
,,,,USA_GA_Savannah.Intl.AP.722070_TMY3.epw,x,157,CR09,,,,USA_GA_Savannah.Intl.AP.722070_TMY3.epw,32.117,-81.2
,,,,USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw,x,158,CR09,,,,USA_KY_Cincinnati-Northern.Kentucky.AP.724210_TMY3.epw,39.05,-84.667
,,,,USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw,x,159,CR09,,,,USA_KY_Lexington-Bluegrass.AP.724220_TMY3.epw,38.033,-84.6
,,,,USA_KY_Louisville-Standiford.Field.724230_TMY3.epw,x,160,CR09,,,,USA_KY_Louisville-Standiford.Field.724230_TMY3.epw,38.183,-85.7329999999999
,,,,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw,x,161,CR09,,,,USA_LA_Baton.Rouge-Ryan.AP.722317_TMY3.epw,30.533,-91.15
,,,,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw,x,162,CR09,,,,USA_LA_Lake.Charles.Rgnl.AP.722400_TMY3.epw,30.1169999999999,-93.2329999999999
,,,,USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw,x,163,CR09,,,,USA_LA_New.Orleans.Intl.AP.722310_TMY3.epw,30,-90.25
,,,,USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw,x,164,CR09,,,,USA_LA_Shreveport.Rgnl.AP.722480_TMY3.epw,32.45,-93.817
,,,,USA_MS_Jackson.Intl.AP.722350_TMY3.epw,x,165,CR09,,,,USA_MS_Jackson.Intl.AP.722350_TMY3.epw,32.317,-90.083
,,,,USA_MS_Meridian-Key.Field.722340_TMY3.epw,x,166,CR09,,,,USA_MS_Meridian-Key.Field.722340_TMY3.epw,32.333,-88.75
,,,,USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw,x,167,CR09,,,,USA_NC_Asheville.Rgnl.AP.723150_TMY3.epw,35.433,-82.5329999999999
,,,,USA_NC_Cape.Hatteras.723040_TMY3.epw,x,168,CR09,,,,USA_NC_Cape.Hatteras.723040_TMY3.epw,35.2669999999999,-75.55
,,,,USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw,x,169,CR09,,,,USA_NC_Charlotte-Douglas.Intl.AP.723140_TMY3.epw,35.217,-80.95
,,,,USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw,x,170,CR09,,,,USA_NC_Greensboro-Piedmont.Triad.Intl.AP.723170_TMY3.epw,36.1,-79.95
,,,,USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw,x,171,CR09,,,,USA_NC_Raleigh-Durham.Intl.AP.723060_TMY3.epw,35.867,-78.783
,,,,USA_NC_Wilmington.Intl.AP.723013_TMY3.epw,x,172,CR09,,,,USA_NC_Wilmington.Intl.AP.723013_TMY3.epw,34.2669999999999,-77.9
,,,,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw,x,173,CR09,,,,USA_OK_Oklahoma.City-Will.Rogers.World.AP.723530_TMY3.epw,35.383,-97.6
,,,,USA_OK_Tulsa.Intl.AP.723560_TMY3.epw,x,174,CR09,,,,USA_OK_Tulsa.Intl.AP.723560_TMY3.epw,36.2,-95.883
,,,,USA_SC_Charleston.Intl.AP.722080_TMY3.epw,x,175,CR09,,,,USA_SC_Charleston.Intl.AP.722080_TMY3.epw,32.9,-80.033
,,,,USA_SC_Columbia.Metro.AP.723100_TMY3.epw,x,176,CR09,,,,USA_SC_Columbia.Metro.AP.723100_TMY3.epw,33.95,-81.117
,,,,USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw,x,177,CR09,,,,USA_SC_Greer.Greenville-Spartanburg.AP.723120_TMY3.epw,34.9,-82.217
,,,,USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw,x,178,CR09,,,,USA_TX_Abilene.Rgnl.AP.722660_TMY3.epw,32.47,-99.71
,,,,USA_TX_Amarillo.Intl.AP.723630_TMY3.epw,x,179,CR09,,,,USA_TX_Amarillo.Intl.AP.723630_TMY3.epw,34.99,-101.9
,,,,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw,x,180,CR09,,,,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3.epw,30.29,-97.74
,,,,USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw,x,181,CR09,,,,USA_TX_Brownsville-South.Padre.Island.AP.722500_TMY3.epw,25.9,-97.4329999999999
,,,,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw,x,182,CR09,,,,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3.epw,27.88,-97.63
,,,,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw,x,183,CR09,,,,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3.epw,32.9,-97.017
,,,,USA_TX_El.Paso.Intl.AP.722700_TMY3.epw,x,184,CR09,,,,USA_TX_El.Paso.Intl.AP.722700_TMY3.epw,31.77,-106.5
,,,,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw,x,185,CR09,,,,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3.epw,30,-95.367
,,,,USA_TX_Lubbock.Intl.AP.722670_TMY3.epw,x,186,CR09,,,,USA_TX_Lubbock.Intl.AP.722670_TMY3.epw,33.667,-101.817
,,,,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw,x,187,CR09,,,,USA_TX_Lufkin-Angelina.Co.AP.722446_TMY3.epw,31.233,-94.75
,,,,USA_TX_Midland.Intl.AP.722650_TMY3.epw,x,188,CR09,,,,USA_TX_Midland.Intl.AP.722650_TMY3.epw,31.95,-102.182999999999
,,,,USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw,x,189,CR09,,,,USA_TX_Port.Arthur-Jefferson.Co.AP.722410_TMY3.epw,29.95,-94.017
,,,,USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw,x,190,CR09,,,,USA_TX_San.Angelo-Mathis.AP.722630_TMY3.epw,31.35,-100.5
,,,,USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw,x,191,CR09,,,,USA_TX_San.Antonio.Intl.AP.722530_TMY3.epw,29.533,-98.467
,,,,USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw,x,192,CR09,,,,USA_TX_Victoria.Rgnl.AP.722550_TMY3.epw,28.8669999999999,-96.9329999999999
,,,,USA_TX_Waco.Rgnl.AP.722560_TMY3.epw,x,193,CR09,,,,USA_TX_Waco.Rgnl.AP.722560_TMY3.epw,31.6169999999999,-97.2329999999999
,,,,USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw,x,194,CR09,,,,USA_TX_Wichita.Falls.Muni.AP.723510_TMY3.epw,33.983,-98.5
,,,,USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw,x,195,CR10,,,,USA_AZ_Flagstaff-Pulliam.AP.723755_TMY3.epw,35.133,-111.667
,,,,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw,x,196,CR10,,,,USA_AZ_Phoenix-Sky.Harbor.Intl.AP.722780_TMY3.epw,33.45,-111.982999999999
,,,,USA_AZ_Prescott-Love.Field.723723_TMY3.epw,x,197,CR10,,,,USA_AZ_Prescott-Love.Field.723723_TMY3.epw,34.65,-112.417
,,,,USA_AZ_Tucson.Intl.AP.722740_TMY3.epw,x,198,CR10,,,,USA_AZ_Tucson.Intl.AP.722740_TMY3.epw,32.133,-110.95
,,,,USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw,x,199,CR10,,,,USA_NM_Albuquerque.Intl.AP.723650_TMY3.epw,35.04,-106.62
,,,,USA_NM_Tucumcari.AP.723676_TMY3.epw,x,200,CR10,,,,USA_NM_Tucumcari.AP.723676_TMY3.epw,35.183,-103.6
,,,,USA_NV_Elko.Muni.AP.725825_TMY3.epw,x,201,CR10,,,,USA_NV_Elko.Muni.AP.725825_TMY3.epw,40.833,-115.8
,,,,USA_NV_Ely-Yelland.Field.724860_TMY3.epw,x,202,CR10,,,,USA_NV_Ely-Yelland.Field.724860_TMY3.epw,39.3,-114.85
,,,,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw,x,203,CR10,,,,USA_NV_Las.Vegas-McCarran.Intl.AP.723860_TMY3.epw,36.083,-115.15
,,,,USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw,x,204,CR10,,,,USA_NV_Reno-Tahoe.Intl.AP.724880_TMY3.epw,39.483,-119.767
,,,,USA_NV_Tonopah.AP.724855_TMY3.epw,x,205,CR10,,,,USA_NV_Tonopah.AP.724855_TMY3.epw,38.067,-117.083
,,,,USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw,x,206,CR10,,,,USA_NV_Winnemucca.Muni.AP.725830_TMY3.epw,40.9,-117.8
,,,,USA_CA_Arcata.AP.725945_TMY3.epw,x,207,CR11,,,,USA_CA_Arcata.AP.725945_TMY3.epw,40.983,-124.1
,,,,USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw,x,208,CR11,,,,USA_CA_Bakersfield-Meadows.Field.723840_TMY3.epw,35.433,-119.05
,,,,USA_CA_Barstow.Daggett.AP.723815_TMY3.epw,x,209,CR11,,,,USA_CA_Barstow.Daggett.AP.723815_TMY3.epw,34.85,-116.8
,,,,USA_CA_Fresno.Air.Terminal.723890_TMY3.epw,x,210,CR11,,,,USA_CA_Fresno.Air.Terminal.723890_TMY3.epw,36.783,-119.717
,,,,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,x,211,CR11,,,,USA_CA_Long.Beach-Daugherty.Field.722970_TMY3.epw,33.833,-118.167
,,,,USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw,x,212,CR11,,,,USA_CA_Los.Angeles.Intl.AP.722950_TMY3.epw,33.933,-118.4
,,,,USA_CA_Sacramento.Exec.AP.724830_TMY3.epw,x,213,CR11,,,,USA_CA_Sacramento.Exec.AP.724830_TMY3.epw,38.5,-121.5
,,,,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,x,214,CR11,,,,USA_CA_San.Diego-Lindbergh.Field.722900_TMY3.epw,32.733,-117.167
,,,,USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,x,215,CR11,,,,USA_CA_San.Francisco.Intl.AP.724940_TMY3.epw,37.617,-122.4
,,,,USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw,x,216,CR11,,,,USA_CA_Santa.Maria.Public.AP.723940_TMY3.epw,34.917,-120.467
Vintage,,2,,pre-1950,x,1,,,,,,,
,,,,1950s,x,2,,,,,,,
,,,,1960s,x,3,,,,,,,
,,,,1970s,x,4,,,,,,,
,,,,1980s,x,5,,,,,,,
,,,,1990s,x,6,,,,,,,
,,,,2000s,x,7,,,,,,,
Heating Fuel,,7,,Natural Gas,x,1,,,,,,,
,,,,Propane/LPG,x,2,,,,,,,
,,,,Fuel Oil,x,3,,,,,,,
,,,,Electricity,x,4,,,,,,,
,,,,Other Fuel,,5,,,,,,,
,,,,None,x,6,,,,,,,
Size,sqft,3,x,0-1499,x,2,,1000,3,1.5,,,
,,,,1500-2499,x,3,,2000,3,2,,,
,,,,2500-3499,x,4,,3000,4,2.5,,,
,,,,3500-4499,x,5,,4000,4,3,,,
,,,,4500+,x,6,,5860,4,3.5,,,
Stories,#,4,x,1,x,1,,1,,,,,
,,,,2,x,2,,2,,,,,
,,,,3+,x,3,,3,,,,,
Foundation Type,,5,x,None,x,12,,20,,,,,
,,,,Unheated Basement,x,1,,4,,,,,
,,,,Heated Basement,x,2,,5,,,,,
,,,,Crawl,x,3,,18,,,,,
,,,,Slab,x,4,,1,,,,,
Daytime Occupancy,,6,,No,,1,,,,,,,
,,,,Yes,,2,,,,,,,
,,,,Average,x,3,,,,,,,
Usage Level,,8,,Low,x,1,,,,,,,
,,,,Medium,x,2,,,,,,,
,,,,High,x,3,,,,,,,
,,,,Average,,4,,,,,,,
Attached Garage,,9,x,No,x,1,,0,,,,,
,,,,Yes,x,2,,1,,,,,
