Dependency=ASHRAE IECC Climate Zone 2004	Dependency=Geometry Building Type RECS	Dependency=Vintage ACS	Option=Crawl	Option=Heated Basement	Option=Pier and Beam	Option=Slab	Option=Unheated Basement
5B	Multi-Family with 5+ Units	1980-99	0.402547	0.000000	0.000000	0.484102	0.113351
5B	Multi-Family with 5+ Units	2000-09	0.210715	0.000000	0.000000	0.582794	0.206491
5B	Multi-Family with 5+ Units	2010s	0.210715	0.000000	0.000000	0.582794	0.206491
5B	Multi-Family with 5+ Units	<1940	0.408522	0.000000	0.000000	0.225438	0.366040
5B	Single-Family Attached	1940-59	0.289712	0.342920	0.000000	0.290938	0.076430
5B	Single-Family Attached	1960-79	0.352630	0.273916	0.000000	0.326193	0.047261
5B	Single-Family Attached	1980-99	0.269449	0.330640	0.000000	0.324039	0.075872
5B	Single-Family Attached	2000-09	0.187477	0.110281	0.000000	0.518523	0.183719
5B	Single-Family Attached	2010s	0.187477	0.110281	0.000000	0.518523	0.183719
5B	Single-Family Attached	<1940	0.330453	0.191101	0.000000	0.182357	0.296089
5B	Single-Family Detached	1940-59	0.289712	0.342920	0.000000	0.290938	0.076430
5B	Single-Family Detached	1960-79	0.344123	0.267307	0.024125	0.318324	0.046121
5B	Single-Family Detached	1980-99	0.248621	0.305081	0.077301	0.298990	0.070007
5B	Single-Family Detached	2000-09	0.177221	0.104248	0.054703	0.490158	0.173669
5B	Single-Family Detached	2010s	0.177221	0.104248	0.054703	0.490158	0.173669
5B	Single-Family Detached	<1940	0.294323	0.170207	0.109336	0.162419	0.263716
6A	Mobile Home	1940-59	0.000000	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	1960-79	0.000000	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	1980-99	0.000000	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	2000-09	0.000000	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	2010s	0.000000	0.000000	1.000000	0.000000	0.000000
6A	Mobile Home	<1940	0.000000	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	1940-59	0.404590	0.000000	0.000000	0.211807	0.383602
6A	Multi-Family with 2 - 4 Units	1960-79	0.213723	0.000000	0.000000	0.365667	0.420610
6A	Multi-Family with 2 - 4 Units	1980-99	0.333466	0.000000	0.000000	0.336911	0.329623
6A	Multi-Family with 2 - 4 Units	2000-09	0.309760	0.000000	0.000000	0.300424	0.389817
6A	Multi-Family with 2 - 4 Units	2010s	0.309760	0.000000	0.000000	0.300424	0.389817
6A	Multi-Family with 2 - 4 Units	<1940	0.318744	0.000000	0.000000	0.094218	0.587038
6A	Multi-Family with 5+ Units	1940-59	0.404590	0.000000	0.000000	0.211807	0.383602
6A	Multi-Family with 5+ Units	1960-79	0.213723	0.000000	0.000000	0.365667	0.420610
6A	Multi-Family with 5+ Units	1980-99	0.333466	0.000000	0.000000	0.336911	0.329623
6A	Multi-Family with 5+ Units	2000-09	0.309760	0.000000	0.000000	0.300424	0.389817
6A	Multi-Family with 5+ Units	2010s	0.309760	0.000000	0.000000	0.300424	0.389817
6A	Multi-Family with 5+ Units	<1940	0.318744	0.000000	0.000000	0.094218	0.587038
6A	Single-Family Attached	1940-59	0.207915	0.486110	0.000000	0.108846	0.197129
6A	Single-Family Attached	1960-79	0.095196	0.554581	0.000000	0.162875	0.187347
6A	Single-Family Attached	1980-99	0.189751	0.430972	0.000000	0.191712	0.187565
6A	Single-Family Attached	2000-09	0.193545	0.375176	0.000000	0.187712	0.243567
6A	Single-Family Attached	2010s	0.193545	0.375176	0.000000	0.187712	0.243567
6A	Single-Family Attached	<1940	0.224396	0.295999	0.000000	0.066330	0.413275
6A	Single-Family Detached	1940-59	0.207915	0.486110	0.000000	0.108846	0.197129
6A	Single-Family Detached	1960-79	0.094199	0.548774	0.010472	0.161169	0.185385
6A	Single-Family Detached	1980-99	0.181388	0.411977	0.044076	0.183262	0.179298
6A	Single-Family Detached	2000-09	0.191604	0.371412	0.010031	0.185829	0.241124
6A	Single-Family Detached	2010s	0.191604	0.371412	0.010031	0.185829	0.241124
6A	Single-Family Detached	<1940	0.223459	0.294762	0.004178	0.066052	0.411548
6B	Mobile Home	1940-59	0.000000	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	1960-79	0.000000	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	1980-99	0.000000	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	2000-09	0.000000	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	2010s	0.000000	0.000000	1.000000	0.000000	0.000000
6B	Mobile Home	<1940	0.000000	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	1940-59	0.404590	0.000000	0.000000	0.211807	0.383602
6B	Multi-Family with 2 - 4 Units	1960-79	0.213723	0.000000	0.000000	0.365667	0.420610
6B	Multi-Family with 2 - 4 Units	1980-99	0.333466	0.000000	0.000000	0.336911	0.329623
6B	Multi-Family with 2 - 4 Units	2000-09	0.309760	0.000000	0.000000	0.300424	0.389817
6B	Multi-Family with 2 - 4 Units	2010s	0.309760	0.000000	0.000000	0.300424	0.389817
6B	Multi-Family with 2 - 4 Units	<1940	0.318744	0.000000	0.000000	0.094218	0.587038
6B	Multi-Family with 5+ Units	1940-59	0.404590	0.000000	0.000000	0.211807	0.383602
6B	Multi-Family with 5+ Units	1960-79	0.213723	0.000000	0.000000	0.365667	0.420610
6B	Multi-Family with 5+ Units	1980-99	0.333466	0.000000	0.000000	0.336911	0.329623
6B	Multi-Family with 5+ Units	2000-09	0.309760	0.000000	0.000000	0.300424	0.389817
6B	Multi-Family with 5+ Units	2010s	0.309760	0.000000	0.000000	0.300424	0.389817
6B	Multi-Family with 5+ Units	<1940	0.318744	0.000000	0.000000	0.094218	0.587038
6B	Single-Family Attached	1940-59	0.207915	0.486110	0.000000	0.108846	0.197129
6B	Single-Family Attached	1960-79	0.095196	0.554581	0.000000	0.162875	0.187347
6B	Single-Family Attached	1980-99	0.189751	0.430972	0.000000	0.191712	0.187565
6B	Single-Family Attached	2000-09	0.193545	0.375176	0.000000	0.187712	0.243567
6B	Single-Family Attached	2010s	0.193545	0.375176	0.000000	0.187712	0.243567
6B	Single-Family Attached	<1940	0.224396	0.295999	0.000000	0.066330	0.413275
6B	Single-Family Detached	1940-59	0.207915	0.486110	0.000000	0.108846	0.197129
6B	Single-Family Detached	1960-79	0.094199	0.548774	0.010472	0.161169	0.185385
6B	Single-Family Detached	1980-99	0.181388	0.411977	0.044076	0.183262	0.179298
6B	Single-Family Detached	2000-09	0.191604	0.371412	0.010031	0.185829	0.241124
6B	Single-Family Detached	2010s	0.191604	0.371412	0.010031	0.185829	0.241124
6B	Single-Family Detached	<1940	0.223459	0.294762	0.004178	0.066052	0.411548
7A	Mobile Home	1940-59	0.000000	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	1960-79	0.000000	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	1980-99	0.000000	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	2000-09	0.000000	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	2010s	0.000000	0.000000	1.000000	0.000000	0.000000
7A	Mobile Home	<1940	0.000000	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	1940-59	0.219245	0.000000	0.000000	0.144941	0.635814
7A	Multi-Family with 2 - 4 Units	1960-79	0.233885	0.000000	0.000000	0.509004	0.257111
7A	Multi-Family with 2 - 4 Units	1980-99	0.268530	0.000000	0.000000	0.514886	0.216584
7A	Multi-Family with 2 - 4 Units	2000-09	0.000000	0.000000	0.000000	0.649138	0.350862
7A	Multi-Family with 2 - 4 Units	2010s	0.000000	0.000000	0.000000	0.649138	0.350862
7A	Multi-Family with 2 - 4 Units	<1940	0.321873	0.000000	0.000000	0.155580	0.522547
7A	Multi-Family with 5+ Units	1940-59	0.219245	0.000000	0.000000	0.144941	0.635814
7A	Multi-Family with 5+ Units	1960-79	0.233885	0.000000	0.000000	0.509004	0.257111
7A	Multi-Family with 5+ Units	1980-99	0.268530	0.000000	0.000000	0.514886	0.216584
7A	Multi-Family with 5+ Units	2000-09	0.000000	0.000000	0.000000	0.649138	0.350862
7A	Multi-Family with 5+ Units	2010s	0.000000	0.000000	0.000000	0.649138	0.350862
7A	Multi-Family with 5+ Units	<1940	0.321873	0.000000	0.000000	0.155580	0.522547
7A	Single-Family Attached	1940-59	0.108427	0.505453	0.000000	0.071680	0.314440
7A	Single-Family Attached	1960-79	0.093525	0.600123	0.000000	0.203539	0.102813
7A	Single-Family Attached	1980-99	0.177117	0.340419	0.000000	0.339609	0.142855
7A	Single-Family Attached	2000-09	0.000000	0.412361	0.000000	0.381459	0.206180
7A	Single-Family Attached	2010s	0.000000	0.412361	0.000000	0.381459	0.206180
7A	Single-Family Attached	<1940	0.228494	0.290110	0.000000	0.110445	0.370951
7A	Single-Family Detached	1940-59	0.108427	0.505453	0.000000	0.071680	0.314440
7A	Single-Family Detached	1960-79	0.089495	0.574264	0.043091	0.194768	0.098382
7A	Single-Family Detached	1980-99	0.160421	0.308330	0.094264	0.307596	0.129389
7A	Single-Family Detached	2000-09	0.000000	0.412361	0.000000	0.381459	0.206180
7A	Single-Family Detached	2010s	0.000000	0.412361	0.000000	0.381459	0.206180
7A	Single-Family Detached	<1940	0.228494	0.290110	0.000000	0.110445	0.370951
7B	Mobile Home	1940-59	0.000000	0.000000	1.000000	0.000000	0.000000
7B	Mobile Home	1960-79	0.000000	0.000000	1.000000	0.000000	0.000000
7B	Mobile Home	1980-99	0.000000	0.000000	1.000000	0.000000	0.000000
7B	Mobile Home	2000-09	0.000000	0.000000	1.000000	0.000000	0.000000
7B	Mobile Home	2010s	0.000000	0.000000	1.000000	0.000000	0.000000
7B	Mobile Home	<1940	0.000000	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 2 - 4 Units	1940-59	0.219245	0.000000	0.000000	0.144941	0.635814
7B	Multi-Family with 2 - 4 Units	1960-79	0.233885	0.000000	0.000000	0.509004	0.257111
7B	Multi-Family with 2 - 4 Units	1980-99	0.268530	0.000000	0.000000	0.514886	0.216584
7B	Multi-Family with 2 - 4 Units	2000-09	0.000000	0.000000	0.000000	0.649138	0.350862
7B	Multi-Family with 2 - 4 Units	2010s	0.000000	0.000000	0.000000	0.649138	0.350862
7B	Multi-Family with 2 - 4 Units	<1940	0.321873	0.000000	0.000000	0.155580	0.522547
7B	Multi-Family with 5+ Units	1940-59	0.219245	0.000000	0.000000	0.144941	0.635814
7B	Multi-Family with 5+ Units	1960-79	0.233885	0.000000	0.000000	0.509004	0.257111
7B	Multi-Family with 5+ Units	1980-99	0.268530	0.000000	0.000000	0.514886	0.216584
7B	Multi-Family with 5+ Units	2000-09	0.000000	0.000000	0.000000	0.649138	0.350862
7B	Multi-Family with 5+ Units	2010s	0.000000	0.000000	0.000000	0.649138	0.350862
7B	Multi-Family with 5+ Units	<1940	0.321873	0.000000	0.000000	0.155580	0.522547
7B	Single-Family Attached	1940-59	0.108427	0.505453	0.000000	0.071680	0.314440
7B	Single-Family Attached	1960-79	0.093525	0.600123	0.000000	0.203539	0.102813
7B	Single-Family Attached	1980-99	0.177117	0.340419	0.000000	0.339609	0.142855
7B	Single-Family Attached	2000-09	0.000000	0.412361	0.000000	0.381459	0.206180
7B	Single-Family Attached	2010s	0.000000	0.412361	0.000000	0.381459	0.206180
7B	Single-Family Attached	<1940	0.228494	0.290110	0.000000	0.110445	0.370951
7B	Single-Family Detached	1940-59	0.108427	0.505453	0.000000	0.071680	0.314440
7B	Single-Family Detached	1960-79	0.089495	0.574264	0.043091	0.194768	0.098382
7B	Single-Family Detached	1980-99	0.160421	0.308330	0.094264	0.307596	0.129389
7B	Single-Family Detached	2000-09	0.000000	0.412361	0.000000	0.381459	0.206180
7B	Single-Family Detached	2010s	0.000000	0.412361	0.000000	0.381459	0.206180
7B	Single-Family Detached	<1940	0.228494	0.290110	0.000000	0.110445	0.370951
1A	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	2020s	0.069460	0.000000	0.000000	0.924908	0.005632
1A	Multi-Family with 5+ Units	2020s	0.069460	0.000000	0.000000	0.924908	0.005632
1A	Single-Family Attached	2020s	0.069460	0.000000	0.000000	0.924908	0.005632
1A	Single-Family Detached	2020s	0.065036	0.000000	0.063701	0.865990	0.005273
2A	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
2A	Multi-Family with 2 - 4 Units	2020s	0.069460	0.000000	0.000000	0.924908	0.005632
2A	Multi-Family with 5+ Units	2020s	0.069460	0.000000	0.000000	0.924908	0.005632
2A	Single-Family Attached	2020s	0.069460	0.000000	0.000000	0.924908	0.005632
2A	Single-Family Detached	2020s	0.065036	0.000000	0.063701	0.865990	0.005273
2B	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	2020s	0.036639	0.000000	0.000000	0.963361	0.000000
2B	Multi-Family with 5+ Units	2020s	0.036639	0.000000	0.000000	0.963361	0.000000
2B	Single-Family Attached	2020s	0.036639	0.000000	0.000000	0.963361	0.000000
2B	Single-Family Detached	2020s	0.036639	0.000000	0.000000	0.963361	0.000000
3A	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	2020s	0.236294	0.000000	0.000000	0.712396	0.051309
3A	Multi-Family with 5+ Units	2020s	0.236294	0.000000	0.000000	0.712396	0.051309
3A	Single-Family Attached	2020s	0.232936	0.014215	0.000000	0.702269	0.050580
3A	Single-Family Detached	2020s	0.218845	0.013355	0.060493	0.659787	0.047520
3B	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	2020s	0.102633	0.000000	0.000000	0.883124	0.014243
3B	Multi-Family with 5+ Units	2020s	0.102633	0.000000	0.000000	0.883124	0.014243
3B	Single-Family Attached	2020s	0.102148	0.004725	0.000000	0.878951	0.014176
3B	Single-Family Detached	2020s	0.096770	0.004476	0.052654	0.832670	0.013429
3C	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	2020s	0.101611	0.000000	0.000000	0.885284	0.013105
3C	Multi-Family with 5+ Units	2020s	0.101611	0.000000	0.000000	0.885284	0.013105
3C	Single-Family Attached	2020s	0.101611	0.000000	0.000000	0.885284	0.013105
3C	Single-Family Detached	2020s	0.097921	0.000000	0.036317	0.853134	0.012629
4A	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	2020s	0.322025	0.000000	0.000000	0.518676	0.159299
4A	Multi-Family with 5+ Units	2020s	0.322025	0.000000	0.000000	0.518676	0.159299
4A	Single-Family Attached	2020s	0.253068	0.214134	0.000000	0.407610	0.125188
4A	Single-Family Detached	2020s	0.249853	0.211413	0.012706	0.402431	0.123597
4B	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	2020s	0.102633	0.000000	0.000000	0.883124	0.014243
4B	Multi-Family with 5+ Units	2020s	0.102633	0.000000	0.000000	0.883124	0.014243
4B	Single-Family Attached	2020s	0.102148	0.004725	0.000000	0.878951	0.014176
4B	Single-Family Detached	2020s	0.096770	0.004476	0.052654	0.832670	0.013429
4C	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	2020s	0.721454	0.000000	0.000000	0.278546	0.000000
4C	Multi-Family with 5+ Units	2020s	0.721454	0.000000	0.000000	0.278546	0.000000
4C	Single-Family Attached	2020s	0.698181	0.032259	0.000000	0.269560	0.000000
4C	Single-Family Detached	2020s	0.637537	0.029457	0.086859	0.246146	0.000000
5A	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	2020s	0.082139	0.000000	0.000000	0.577562	0.340299
5A	Multi-Family with 5+ Units	2020s	0.082139	0.000000	0.000000	0.577562	0.340299
5A	Single-Family Attached	2020s	0.046760	0.430717	0.000000	0.328796	0.193726
5A	Single-Family Detached	2020s	0.046407	0.427463	0.007556	0.326312	0.192262
5B	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	2020s	0.210715	0.000000	0.000000	0.582794	0.206491
5B	Multi-Family with 5+ Units	2020s	0.210715	0.000000	0.000000	0.582794	0.206491
5B	Single-Family Attached	2020s	0.187477	0.110281	0.000000	0.518523	0.183719
5B	Single-Family Detached	2020s	0.177221	0.104248	0.054703	0.490158	0.173669
6A	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	2020s	0.309760	0.000000	0.000000	0.300424	0.389817
6A	Multi-Family with 5+ Units	2020s	0.309760	0.000000	0.000000	0.300424	0.389817
6A	Single-Family Attached	2020s	0.193545	0.375176	0.000000	0.187712	0.243567
6A	Single-Family Detached	2020s	0.191604	0.371412	0.010031	0.185829	0.241124
6B	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	2020s	0.309760	0.000000	0.000000	0.300424	0.389817
6B	Multi-Family with 5+ Units	2020s	0.309760	0.000000	0.000000	0.300424	0.389817
6B	Single-Family Attached	2020s	0.193545	0.375176	0.000000	0.187712	0.243567
6B	Single-Family Detached	2020s	0.191604	0.371412	0.010031	0.185829	0.241124
7A	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	2020s	0.000000	0.000000	0.000000	0.649138	0.350862
7A	Multi-Family with 5+ Units	2020s	0.000000	0.000000	0.000000	0.649138	0.350862
7A	Single-Family Attached	2020s	0.000000	0.412361	0.000000	0.381459	0.206180
7A	Single-Family Detached	2020s	0.000000	0.412361	0.000000	0.381459	0.206180
7B	Mobile Home	2020s	0.000000	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 2 - 4 Units	2020s	0.000000	0.000000	0.000000	0.649138	0.350862
7B	Multi-Family with 5+ Units	2020s	0.000000	0.000000	0.000000	0.649138	0.350862
7B	Single-Family Attached	2020s	0.000000	0.412361	0.000000	0.381459	0.206180
7B	Single-Family Detached	2020s	0.000000	0.412361	0.000000	0.381459	0.206180
1A	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	2030s	0.069460	0.000000	0.000000	0.924908	0.005632
1A	Multi-Family with 5+ Units	2030s	0.069460	0.000000	0.000000	0.924908	0.005632
1A	Single-Family Attached	2030s	0.069460	0.000000	0.000000	0.924908	0.005632
1A	Single-Family Detached	2030s	0.065036	0.000000	0.063701	0.865990	0.005273
2A	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
2A	Multi-Family with 2 - 4 Units	2030s	0.069460	0.000000	0.000000	0.924908	0.005632
2A	Multi-Family with 5+ Units	2030s	0.069460	0.000000	0.000000	0.924908	0.005632
2A	Single-Family Attached	2030s	0.069460	0.000000	0.000000	0.924908	0.005632
2A	Single-Family Detached	2030s	0.065036	0.000000	0.063701	0.865990	0.005273
2B	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	2030s	0.036639	0.000000	0.000000	0.963361	0.000000
2B	Multi-Family with 5+ Units	2030s	0.036639	0.000000	0.000000	0.963361	0.000000
2B	Single-Family Attached	2030s	0.036639	0.000000	0.000000	0.963361	0.000000
2B	Single-Family Detached	2030s	0.036639	0.000000	0.000000	0.963361	0.000000
3A	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	2030s	0.236294	0.000000	0.000000	0.712396	0.051309
3A	Multi-Family with 5+ Units	2030s	0.236294	0.000000	0.000000	0.712396	0.051309
3A	Single-Family Attached	2030s	0.232936	0.014215	0.000000	0.702269	0.050580
3A	Single-Family Detached	2030s	0.218845	0.013355	0.060493	0.659787	0.047520
3B	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	2030s	0.102633	0.000000	0.000000	0.883124	0.014243
3B	Multi-Family with 5+ Units	2030s	0.102633	0.000000	0.000000	0.883124	0.014243
3B	Single-Family Attached	2030s	0.102148	0.004725	0.000000	0.878951	0.014176
3B	Single-Family Detached	2030s	0.096770	0.004476	0.052654	0.832670	0.013429
3C	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	2030s	0.101611	0.000000	0.000000	0.885284	0.013105
3C	Multi-Family with 5+ Units	2030s	0.101611	0.000000	0.000000	0.885284	0.013105
3C	Single-Family Attached	2030s	0.101611	0.000000	0.000000	0.885284	0.013105
3C	Single-Family Detached	2030s	0.097921	0.000000	0.036317	0.853134	0.012629
4A	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	2030s	0.322025	0.000000	0.000000	0.518676	0.159299
4A	Multi-Family with 5+ Units	2030s	0.322025	0.000000	0.000000	0.518676	0.159299
4A	Single-Family Attached	2030s	0.253068	0.214134	0.000000	0.407610	0.125188
4A	Single-Family Detached	2030s	0.249853	0.211413	0.012706	0.402431	0.123597
4B	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
4B	Multi-Family with 2 - 4 Units	2030s	0.102633	0.000000	0.000000	0.883124	0.014243
4B	Multi-Family with 5+ Units	2030s	0.102633	0.000000	0.000000	0.883124	0.014243
4B	Single-Family Attached	2030s	0.102148	0.004725	0.000000	0.878951	0.014176
4B	Single-Family Detached	2030s	0.096770	0.004476	0.052654	0.832670	0.013429
4C	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
4C	Multi-Family with 2 - 4 Units	2030s	0.721454	0.000000	0.000000	0.278546	0.000000
4C	Multi-Family with 5+ Units	2030s	0.721454	0.000000	0.000000	0.278546	0.000000
4C	Single-Family Attached	2030s	0.698181	0.032259	0.000000	0.269560	0.000000
4C	Single-Family Detached	2030s	0.637537	0.029457	0.086859	0.246146	0.000000
5A	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
5A	Multi-Family with 2 - 4 Units	2030s	0.082139	0.000000	0.000000	0.577562	0.340299
5A	Multi-Family with 5+ Units	2030s	0.082139	0.000000	0.000000	0.577562	0.340299
5A	Single-Family Attached	2030s	0.046760	0.430717	0.000000	0.328796	0.193726
5A	Single-Family Detached	2030s	0.046407	0.427463	0.007556	0.326312	0.192262
5B	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
5B	Multi-Family with 2 - 4 Units	2030s	0.210715	0.000000	0.000000	0.582794	0.206491
5B	Multi-Family with 5+ Units	2030s	0.210715	0.000000	0.000000	0.582794	0.206491
5B	Single-Family Attached	2030s	0.187477	0.110281	0.000000	0.518523	0.183719
5B	Single-Family Detached	2030s	0.177221	0.104248	0.054703	0.490158	0.173669
6A	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
6A	Multi-Family with 2 - 4 Units	2030s	0.309760	0.000000	0.000000	0.300424	0.389817
6A	Multi-Family with 5+ Units	2030s	0.309760	0.000000	0.000000	0.300424	0.389817
6A	Single-Family Attached	2030s	0.193545	0.375176	0.000000	0.187712	0.243567
6A	Single-Family Detached	2030s	0.191604	0.371412	0.010031	0.185829	0.241124
6B	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
6B	Multi-Family with 2 - 4 Units	2030s	0.309760	0.000000	0.000000	0.300424	0.389817
6B	Multi-Family with 5+ Units	2030s	0.309760	0.000000	0.000000	0.300424	0.389817
6B	Single-Family Attached	2030s	0.193545	0.375176	0.000000	0.187712	0.243567
6B	Single-Family Detached	2030s	0.191604	0.371412	0.010031	0.185829	0.241124
7A	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
7A	Multi-Family with 2 - 4 Units	2030s	0.000000	0.000000	0.000000	0.649138	0.350862
7A	Multi-Family with 5+ Units	2030s	0.000000	0.000000	0.000000	0.649138	0.350862
7A	Single-Family Attached	2030s	0.000000	0.412361	0.000000	0.381459	0.206180
7A	Single-Family Detached	2030s	0.000000	0.412361	0.000000	0.381459	0.206180
7B	Mobile Home	2030s	0.000000	0.000000	1.000000	0.000000	0.000000
7B	Multi-Family with 2 - 4 Units	2030s	0.000000	0.000000	0.000000	0.649138	0.350862
7B	Multi-Family with 5+ Units	2030s	0.000000	0.000000	0.000000	0.649138	0.350862
7B	Single-Family Attached	2030s	0.000000	0.412361	0.000000	0.381459	0.206180
7B	Single-Family Detached	2030s	0.000000	0.412361	0.000000	0.381459	0.206180
1A	Mobile Home	2040s	0.000000	0.000000	1.000000	0.000000	0.000000
1A	Multi-Family with 2 - 4 Units	2040s	0.069460	0.000000	0.000000	0.924908	0.005632
1A	Multi-Family with 5+ Units	2040s	0.069460	0.000000	0.000000	0.924908	0.005632
1A	Single-Family Attached	2040s	0.069460	0.000000	0.000000	0.924908	0.005632
1A	Single-Family Detached	2040s	0.065036	0.000000	0.063701	0.865990	0.005273
2A	Mobile Home	2040s	0.000000	0.000000	1.000000	0.000000	0.000000
2A	Multi-Family with 2 - 4 Units	2040s	0.069460	0.000000	0.000000	0.924908	0.005632
2A	Multi-Family with 5+ Units	2040s	0.069460	0.000000	0.000000	0.924908	0.005632
2A	Single-Family Attached	2040s	0.069460	0.000000	0.000000	0.924908	0.005632
2A	Single-Family Detached	2040s	0.065036	0.000000	0.063701	0.865990	0.005273
2B	Mobile Home	2040s	0.000000	0.000000	1.000000	0.000000	0.000000
2B	Multi-Family with 2 - 4 Units	2040s	0.036639	0.000000	0.000000	0.963361	0.000000
2B	Multi-Family with 5+ Units	2040s	0.036639	0.000000	0.000000	0.963361	0.000000
2B	Single-Family Attached	2040s	0.036639	0.000000	0.000000	0.963361	0.000000
2B	Single-Family Detached	2040s	0.036639	0.000000	0.000000	0.963361	0.000000
3A	Mobile Home	2040s	0.000000	0.000000	1.000000	0.000000	0.000000
3A	Multi-Family with 2 - 4 Units	2040s	0.236294	0.000000	0.000000	0.712396	0.051309
3A	Multi-Family with 5+ Units	2040s	0.236294	0.000000	0.000000	0.712396	0.051309
3A	Single-Family Attached	2040s	0.232936	0.014215	0.000000	0.702269	0.050580
3A	Single-Family Detached	2040s	0.218845	0.013355	0.060493	0.659787	0.047520
3B	Mobile Home	2040s	0.000000	0.000000	1.000000	0.000000	0.000000
3B	Multi-Family with 2 - 4 Units	2040s	0.102633	0.000000	0.000000	0.883124	0.014243
3B	Multi-Family with 5+ Units	2040s	0.102633	0.000000	0.000000	0.883124	0.014243
3B	Single-Family Attached	2040s	0.102148	0.004725	0.000000	0.878951	0.014176
3B	Single-Family Detached	2040s	0.096770	0.004476	0.052654	0.832670	0.013429
3C	Mobile Home	2040s	0.000000	0.000000	1.000000	0.000000	0.000000
3C	Multi-Family with 2 - 4 Units	2040s	0.101611	0.000000	0.000000	0.885284	0.013105
3C	Multi-Family with 5+ Units	2040s	0.101611	0.000000	0.000000	0.885284	0.013105
3C	Single-Family Attached	2040s	0.101611	0.000000	0.000000	0.885284	0.013105
3C	Single-Family Detached	2040s	0.097921	0.000000	0.036317	0.853134	0.012629
4A	Mobile Home	2040s	0.000000	0.000000	1.000000	0.000000	0.000000
4A	Multi-Family with 2 - 4 Units	2040s	0.322025	0.000000	0.000000	0.518676	0.159299
4A	Multi-Family with 5+ Units	2040s	0.322025	0.000000	0.000000	0.518676	0.159299
