Dependency=PUMA	Option=2 Unit	Option=3 or 4 Unit	Option=5 to 9 Unit	Option=10 to 19 Unit	Option=20 to 49 Unit	Option=50 or more Unit	Option=Mobile Home	Option=Single-Family Attached	Option=Single-Family Detached	source_count	source_weight	sampling_probability
"DE, 00200"	0.094508	0.138295	0.226245	0.330854	0.112559	0.097539	0.000000	0.000000	0.000000	3000.000000	63381.000000	0.000511
"DE, 00300"	0.131609	0.202834	0.302014	0.180499	0.086674	0.096370	0.000000	0.000000	0.000000	5376.000000	86321.000000	0.000971
"FL, 00101"	0.061974	0.155518	0.232373	0.225045	0.169348	0.155743	0.000000	0.000000	0.000000	2906.000000	55505.000000	0.000493
"FL, 00102"	0.059175	0.219189	0.221710	0.259675	0.164023	0.076228	0.000000	0.000000	0.000000	2437.000000	41980.000000	0.000365
"FL, 00500"	0.140179	0.220777	0.226987	0.148717	0.103554	0.159786	0.000000	0.000000	0.000000	6714.000000	109692.000000	0.001257
"FL, 00901"	0.087206	0.162136	0.264661	0.216606	0.142236	0.127155	0.000000	0.000000	0.000000	3654.000000	74245.000000	0.000666
"FL, 00902"	0.107243	0.117580	0.161595	0.185756	0.257990	0.169837	0.000000	0.000000	0.000000	3323.000000	53023.000000	0.000511
"FL, 00903"	0.067041	0.134175	0.336010	0.203600	0.096508	0.162666	0.000000	0.000000	0.000000	2565.000000	50035.000000	0.000427
"FL, 00904"	0.065487	0.202797	0.315893	0.230580	0.067110	0.118133	0.000000	0.000000	0.000000	2297.000000	49920.000000	0.000442
"FL, 01101"	0.039346	0.181750	0.204990	0.274836	0.159568	0.139511	0.000000	0.000000	0.000000	2608.000000	49984.000000	0.000400
"FL, 01102"	0.029528	0.093322	0.160821	0.285728	0.301184	0.129416	0.000000	0.000000	0.000000	2045.000000	45125.000000	0.000395
"FL, 01103"	0.050617	0.083325	0.121324	0.193729	0.254247	0.296758	0.000000	0.000000	0.000000	2439.000000	42727.000000	0.000424
"FL, 01104"	0.047190	0.088954	0.095231	0.140692	0.215919	0.412013	0.000000	0.000000	0.000000	3214.000000	52801.000000	0.000565
"FL, 01105"	0.054438	0.111130	0.157460	0.172487	0.315286	0.189199	0.000000	0.000000	0.000000	3334.000000	68290.000000	0.000585
"FL, 01106"	0.026846	0.093070	0.130269	0.177674	0.329980	0.242160	0.000000	0.000000	0.000000	3441.000000	63591.000000	0.000557
"FL, 01107"	0.044674	0.112642	0.078584	0.074960	0.276852	0.412287	0.000000	0.000000	0.000000	1628.000000	34410.000000	0.000318
"FL, 01108"	0.123059	0.186174	0.129748	0.137771	0.104455	0.318793	0.000000	0.000000	0.000000	2982.000000	59292.000000	0.000558
"FL, 01109"	0.143509	0.153910	0.146454	0.175081	0.239789	0.141257	0.000000	0.000000	0.000000	2260.000000	40320.000000	0.000377
"FL, 01110"	0.040283	0.134879	0.127094	0.249117	0.337374	0.111253	0.000000	0.000000	0.000000	2142.000000	43327.000000	0.000351
"FL, 01111"	0.073662	0.142801	0.194985	0.212512	0.123776	0.252263	0.000000	0.000000	0.000000	2050.000000	41609.000000	0.000360
"FL, 01112"	0.020394	0.080639	0.149929	0.130749	0.234078	0.384211	0.000000	0.000000	0.000000	1721.000000	46616.000000	0.000398
"FL, 01113"	0.106434	0.075928	0.091883	0.170980	0.240723	0.314052	0.000000	0.000000	0.000000	2299.000000	45139.000000	0.000423
"FL, 01114"	0.091244	0.079136	0.093185	0.121539	0.178094	0.436803	0.000000	0.000000	0.000000	2096.000000	42595.000000	0.000423
"FL, 01500"	0.112385	0.175094	0.212347	0.176227	0.158564	0.165382	0.000000	0.000000	0.000000	4063.000000	74884.000000	0.000762
"FL, 01701"	0.283403	0.222566	0.144126	0.135298	0.124214	0.090394	0.000000	0.000000	0.000000	2955.000000	62488.000000	0.000584
"FL, 01900"	0.027646	0.246690	0.346294	0.178764	0.132309	0.068298	0.000000	0.000000	0.000000	3163.000000	71940.000000	0.000582
"FL, 02101"	0.078081	0.184521	0.244396	0.195545	0.160049	0.137408	0.000000	0.000000	0.000000	2419.000000	50577.000000	0.000534
"FL, 02102"	0.098526	0.174152	0.245279	0.198289	0.172300	0.111454	0.000000	0.000000	0.000000	3013.000000	47215.000000	0.000531
"FL, 02103"	0.119436	0.174753	0.177553	0.205162	0.154545	0.168551	0.000000	0.000000	0.000000	1895.000000	40339.000000	0.000467
"FL, 02300"	0.264520	0.221177	0.233600	0.138946	0.091378	0.050379	0.000000	0.000000	0.000000	4063.000000	66282.000000	0.000600
"FL, 02700"	0.274626	0.176556	0.304156	0.110088	0.024336	0.110238	0.000000	0.000000	0.000000	3153.000000	56288.000000	0.000547
"FL, 03101"	0.021356	0.082772	0.284523	0.365061	0.174296	0.071992	0.000000	0.000000	0.000000	1834.000000	43772.000000	0.000364
"FL, 03102"	0.222620	0.223311	0.118976	0.108371	0.071591	0.255131	0.000000	0.000000	0.000000	2721.000000	43106.000000	0.000411
"FL, 03103"	0.019737	0.126386	0.218199	0.344654	0.184034	0.106990	0.000000	0.000000	0.000000	2092.000000	42163.000000	0.000362
"FL, 03104"	0.119444	0.189349	0.194199	0.182885	0.164375	0.149748	0.000000	0.000000	0.000000	2727.000000	52555.000000	0.000441
"FL, 03105"	0.027854	0.099636	0.181799	0.325994	0.198504	0.166212	0.000000	0.000000	0.000000	2052.000000	56081.000000	0.000464
"FL, 03106"	0.015703	0.190093	0.215328	0.338465	0.146495	0.093915	0.000000	0.000000	0.000000	2518.000000	47956.000000	0.000398
"FL, 03107"	0.096889	0.191988	0.215729	0.216659	0.111669	0.167067	0.000000	0.000000	0.000000	3380.000000	62150.000000	0.000535
"FL, 03301"	0.166187	0.207112	0.199006	0.178479	0.114148	0.135068	0.000000	0.000000	0.000000	2357.000000	44829.000000	0.000370
"FL, 03302"	0.157119	0.242868	0.195777	0.137429	0.122578	0.144230	0.000000	0.000000	0.000000	4201.000000	73008.000000	0.000671
"FL, 03500"	0.142807	0.171874	0.099232	0.205868	0.153013	0.227206	0.000000	0.000000	0.000000	2388.000000	42167.000000	0.000394
"FL, 05301"	0.155826	0.206735	0.282899	0.121734	0.067548	0.165258	0.000000	0.000000	0.000000	4384.000000	72234.000000	0.000637
"FL, 05701"	0.165755	0.196017	0.151775	0.219379	0.124963	0.142111	0.000000	0.000000	0.000000	3639.000000	57117.000000	0.000480
"FL, 05702"	0.056471	0.090668	0.149100	0.167422	0.135398	0.400941	0.000000	0.000000	0.000000	4213.000000	74777.000000	0.000623
"FL, 05703"	0.021965	0.128416	0.278927	0.294739	0.175258	0.100693	0.000000	0.000000	0.000000	2914.000000	57520.000000	0.000471
"FL, 05704"	0.039698	0.191432	0.281021	0.270724	0.118061	0.099064	0.000000	0.000000	0.000000	3575.000000	62909.000000	0.000513
"FL, 05705"	0.066526	0.185524	0.222200	0.262959	0.154536	0.108255	0.000000	0.000000	0.000000	3165.000000	60157.000000	0.000504
"FL, 05706"	0.155653	0.129390	0.180359	0.299159	0.126049	0.109389	0.000000	0.000000	0.000000	2775.000000	44611.000000	0.000370
"FL, 05707"	0.046524	0.082320	0.203610	0.426239	0.156694	0.084613	0.000000	0.000000	0.000000	3980.000000	73101.000000	0.000583
"FL, 05708"	0.161158	0.166501	0.220893	0.152119	0.106346	0.192983	0.000000	0.000000	0.000000	4684.000000	75655.000000	0.000622
"FL, 06100"	0.085015	0.144022	0.211093	0.307384	0.123033	0.129453	0.000000	0.000000	0.000000	2926.000000	57911.000000	0.000582
"FL, 06300"	0.227181	0.333791	0.270492	0.053713	0.064392	0.050431	0.000000	0.000000	0.000000	4443.000000	67656.000000	0.000652
"FL, 06901"	0.157375	0.191512	0.265655	0.160809	0.075559	0.149091	0.000000	0.000000	0.000000	2282.000000	43811.000000	0.000386
"FL, 06902"	0.100674	0.215776	0.192907	0.171426	0.156842	0.162374	0.000000	0.000000	0.000000	3167.000000	72373.000000	0.000651
"FL, 06903"	0.081817	0.178795	0.180736	0.341936	0.185252	0.031464	0.000000	0.000000	0.000000	2890.000000	63616.000000	0.000548
"FL, 07101"	0.069015	0.199572	0.176750	0.184224	0.196929	0.173510	0.000000	0.000000	0.000000	3571.000000	56837.000000	0.000755
"FL, 07102"	0.270299	0.148113	0.224274	0.208799	0.083705	0.064809	0.000000	0.000000	0.000000	3087.000000	65341.000000	0.000630
"FL, 07103"	0.403510	0.142601	0.110053	0.154219	0.118572	0.071043	0.000000	0.000000	0.000000	3558.000000	53797.000000	0.000495
"FL, 07104"	0.075592	0.143613	0.171106	0.213457	0.206797	0.189435	0.000000	0.000000	0.000000	2608.000000	43159.000000	0.000438
"FL, 07105"	0.102612	0.220307	0.226614	0.201576	0.135437	0.113454	0.000000	0.000000	0.000000	2557.000000	45190.000000	0.000515
"FL, 07300"	0.226097	0.149607	0.166159	0.195406	0.124700	0.138032	0.000000	0.000000	0.000000	3270.000000	55796.000000	0.000455
"FL, 07301"	0.095949	0.192206	0.185580	0.148512	0.090582	0.287171	0.000000	0.000000	0.000000	2893.000000	56578.000000	0.000496
"FL, 08101"	0.129979	0.197848	0.191561	0.160502	0.121543	0.198567	0.000000	0.000000	0.000000	2581.000000	44495.000000	0.000403
"FL, 08102"	0.127505	0.146587	0.181200	0.214925	0.174543	0.155241	0.000000	0.000000	0.000000	3031.000000	48837.000000	0.000505
"FL, 08103"	0.105191	0.161513	0.229025	0.206458	0.207536	0.090277	0.000000	0.000000	0.000000	2298.000000	46925.000000	0.000439
"FL, 08301"	0.104003	0.270566	0.289532	0.131405	0.131405	0.073091	0.000000	0.000000	0.000000	2147.000000	40282.000000	0.000390
"FL, 08302"	0.144537	0.267207	0.259106	0.159413	0.055950	0.113788	0.000000	0.000000	0.000000	1902.000000	40207.000000	0.000356
"FL, 08303"	0.213266	0.266758	0.272894	0.110652	0.087274	0.049156	0.000000	0.000000	0.000000	1976.000000	54257.000000	0.000484
"FL, 08500"	0.124465	0.176704	0.243981	0.256731	0.129975	0.068145	0.000000	0.000000	0.000000	3415.000000	63408.000000	0.000593
"FL, 08601"	0.024789	0.103224	0.145635	0.274910	0.264236	0.187206	0.000000	0.000000	0.000000	1671.000000	37191.000000	0.000293
"FL, 08602"	0.056816	0.053758	0.205319	0.219705	0.286407	0.177994	0.000000	0.000000	0.000000	1410.000000	27563.000000	0.000231
"FL, 08603"	0.033018	0.040127	0.095302	0.085183	0.258953	0.487417	0.000000	0.000000	0.000000	1801.000000	36643.000000	0.000347
"FL, 08604"	0.012637	0.059459	0.074454	0.081882	0.136408	0.635161	0.000000	0.000000	0.000000	2270.000000	47111.000000	0.000573
"FL, 08605"	0.121246	0.100404	0.081069	0.124019	0.247405	0.325857	0.000000	0.000000	0.000000	1689.000000	30514.000000	0.000257
"FL, 08606"	0.167495	0.149384	0.113056	0.172473	0.173567	0.224025	0.000000	0.000000	0.000000	1512.000000	30971.000000	0.000261
"FL, 08607"	0.013821	0.100739	0.141665	0.196057	0.254974	0.292744	0.000000	0.000000	0.000000	1592.000000	31607.000000	0.000245
"FL, 08608"	0.020988	0.068616	0.162702	0.200295	0.236360	0.311038	0.000000	0.000000	0.000000	2201.000000	37647.000000	0.000319
"FL, 08609"	0.046249	0.101428	0.142685	0.203557	0.207142	0.298938	0.000000	0.000000	0.000000	1659.000000	31602.000000	0.000243
"FL, 08610"	0.086403	0.120541	0.144175	0.151861	0.232626	0.264394	0.000000	0.000000	0.000000	1945.000000	33056.000000	0.000268
"FL, 08611"	0.123396	0.131736	0.123502	0.124145	0.104506	0.392714	0.000000	0.000000	0.000000	1981.000000	41332.000000	0.000372
"FL, 08612"	0.009707	0.047020	0.078258	0.155242	0.189706	0.520067	0.000000	0.000000	0.000000	2638.000000	47378.000000	0.000552
"FL, 08613"	0.046809	0.074398	0.190579	0.168431	0.168491	0.351292	0.000000	0.000000	0.000000	2205.000000	42581.000000	0.000364
"FL, 08614"	0.039042	0.051746	0.043991	0.068627	0.111546	0.685049	0.000000	0.000000	0.000000	2352.000000	44234.000000	0.000452
"FL, 08615"	0.057148	0.056733	0.135982	0.153815	0.249104	0.347217	0.000000	0.000000	0.000000	1656.000000	39113.000000	0.000310
"FL, 08616"	0.026309	0.163324	0.134934	0.159266	0.187767	0.328401	0.000000	0.000000	0.000000	2312.000000	35839.000000	0.000304
"FL, 08617"	0.019276	0.042954	0.088422	0.184076	0.310950	0.354323	0.000000	0.000000	0.000000	1798.000000	34186.000000	0.000278
"FL, 08618"	0.017857	0.163080	0.077467	0.124998	0.344803	0.271795	0.000000	0.000000	0.000000	1604.000000	30262.000000	0.000238
"FL, 08619"	0.023132	0.082579	0.177442	0.227114	0.238859	0.250874	0.000000	0.000000	0.000000	1662.000000	32282.000000	0.000254
"FL, 08620"	0.010409	0.089432	0.123407	0.114830	0.280541	0.381381	0.000000	0.000000	0.000000	1730.000000	33803.000000	0.000289
"FL, 08621"	0.006796	0.097489	0.307831	0.366612	0.167507	0.053765	0.000000	0.000000	0.000000	1667.000000	30429.000000	0.000243
"FL, 08622"	0.052171	0.080580	0.141862	0.157407	0.273181	0.294800	0.000000	0.000000	0.000000	1595.000000	31307.000000	0.000251
"FL, 08623"	0.047687	0.134745	0.156511	0.259198	0.220023	0.181836	0.000000	0.000000	0.000000	1838.000000	33065.000000	0.000267
"FL, 08624"	0.052060	0.135993	0.247603	0.252717	0.198374	0.113252	0.000000	0.000000	0.000000	1403.000000	30188.000000	0.000256
"FL, 08700"	0.174464	0.194368	0.210455	0.168678	0.100325	0.151710	0.000000	0.000000	0.000000	2480.000000	38587.000000	0.000475
"FL, 08900"	0.211009	0.213392	0.295615	0.108388	0.104319	0.067277	0.000000	0.000000	0.000000	1941.000000	38754.000000	0.000343
"FL, 09100"	0.101419	0.189943	0.248242	0.130603	0.152225	0.177569	0.000000	0.000000	0.000000	4410.000000	76574.000000	0.000712
"FL, 09300"	0.384057	0.239538	0.211754	0.086152	0.028584	0.049915	0.000000	0.000000	0.000000	1916.000000	34251.000000	0.000345
"FL, 09501"	0.050611	0.174992	0.297095	0.306623	0.118478	0.052201	0.000000	0.000000	0.000000	2026.000000	46700.000000	0.000386
"FL, 09502"	0.091264	0.110273	0.317047	0.187278	0.233948	0.060191	0.000000	0.000000	0.000000	2059.000000	46921.000000	0.000367
"FL, 09503"	0.023555	0.092564	0.157869	0.310383	0.266897	0.148733	0.000000	0.000000	0.000000	1909.000000	44402.000000	0.000406
"FL, 09504"	0.044732	0.134193	0.198906	0.331937	0.187506	0.102728	0.000000	0.000000	0.000000	2349.000000	48151.000000	0.000414
"FL, 09505"	0.084975	0.157987	0.192383	0.202604	0.111543	0.250507	0.000000	0.000000	0.000000	2867.000000	51257.000000	0.000440
"FL, 09506"	0.039077	0.082851	0.198674	0.328766	0.284554	0.066079	0.000000	0.000000	0.000000	1874.000000	41808.000000	0.000356
"FL, 09507"	0.039230	0.117342	0.195225	0.244981	0.231406	0.171815	0.000000	0.000000	0.000000	2596.000000	46411.000000	0.000400
"FL, 09508"	0.039213	0.161522	0.304587	0.261775	0.161140	0.071763	0.000000	0.000000	0.000000	2002.000000	36915.000000	0.000314
"FL, 09509"	0.048156	0.101495	0.328919	0.266245	0.200001	0.055184	0.000000	0.000000	0.000000	1648.000000	46672.000000	0.000383
"FL, 09510"	0.050374	0.116267	0.172092	0.351123	0.220558	0.089585	0.000000	0.000000	0.000000	1379.000000	42725.000000	0.000352
"FL, 09701"	0.064394	0.164999	0.309834	0.307977	0.094502	0.058294	0.000000	0.000000	0.000000	2133.000000	54364.000000	0.000644
"FL, 09702"	0.122655	0.291299	0.205983	0.219582	0.103359	0.057122	0.000000	0.000000	0.000000	1777.000000	41886.000000	0.000370
"FL, 09901"	0.041916	0.258903	0.206745	0.156712	0.211157	0.124568	0.000000	0.000000	0.000000	2574.000000	46052.000000	0.000425
"FL, 09902"	0.115254	0.203583	0.134913	0.202793	0.156208	0.187248	0.000000	0.000000	0.000000	3265.000000	48010.000000	0.000465
"FL, 09903"	0.075954	0.157085	0.135406	0.167560	0.246450	0.217545	0.000000	0.000000	0.000000	3596.000000	59246.000000	0.000600
"FL, 09904"	0.123973	0.191347	0.228954	0.147125	0.189908	0.118692	0.000000	0.000000	0.000000	2587.000000	46201.000000	0.000408
"FL, 09905"	0.179874	0.185348	0.136847	0.153841	0.188339	0.155752	0.000000	0.000000	0.000000	2611.000000	44217.000000	0.000405
"FL, 09906"	0.059005	0.170693	0.189475	0.235224	0.181589	0.164015	0.000000	0.000000	0.000000	4146.000000	64998.000000	0.000604
"FL, 09907"	0.061734	0.240758	0.126014	0.123680	0.279197	0.168616	0.000000	0.000000	0.000000	3648.000000	58642.000000	0.000570
"FL, 09908"	0.024453	0.098805	0.131816	0.171209	0.236823	0.336895	0.000000	0.000000	0.000000	2871.000000	50615.000000	0.000482
"FL, 09909"	0.014792	0.168838	0.150982	0.130135	0.302113	0.233138	0.000000	0.000000	0.000000	2556.000000	41295.000000	0.000374
"FL, 09910"	0.118474	0.291919	0.205068	0.125753	0.191514	0.067272	0.000000	0.000000	0.000000	2256.000000	39617.000000	0.000341
"FL, 09911"	0.157257	0.227631	0.233390	0.265455	0.074309	0.041957	0.000000	0.000000	0.000000	2458.000000	44699.000000	0.000394
"FL, 10101"	0.181536	0.222912	0.182494	0.169097	0.115766	0.128194	0.000000	0.000000	0.000000	3313.000000	47111.000000	0.000427
"FL, 10102"	0.116133	0.153333	0.293911	0.217643	0.085574	0.133407	0.000000	0.000000	0.000000	2843.000000	44160.000000	0.000386
"FL, 10103"	0.090640	0.206509	0.212771	0.217553	0.111602	0.160925	0.000000	0.000000	0.000000	3913.000000	57636.000000	0.000546
"FL, 10104"	0.115399	0.073681	0.230580	0.275412	0.211944	0.092984	0.000000	0.000000	0.000000	2826.000000	46913.000000	0.000389
"FL, 10301"	0.061851	0.171838	0.234796	0.250382	0.153277	0.127855	0.000000	0.000000	0.000000	2873.000000	52055.000000	0.000462
"FL, 10302"	0.087928	0.134235	0.167897	0.152615	0.198162	0.259162	0.000000	0.000000	0.000000	2667.000000	49600.000000	0.000441
"FL, 10303"	0.101944	0.068157	0.183333	0.173949	0.181910	0.290707	0.000000	0.000000	0.000000	2576.000000	43687.000000	0.000427
"FL, 10304"	0.117621	0.129971	0.178755	0.219319	0.170481	0.183854	0.000000	0.000000	0.000000	2890.000000	48386.000000	0.000443
"FL, 10305"	0.094045	0.137979	0.151225	0.162705	0.210171	0.243875	0.000000	0.000000	0.000000	3712.000000	48491.000000	0.000497
"FL, 10306"	0.093172	0.115203	0.192304	0.198415	0.196380	0.204526	0.000000	0.000000	0.000000	2766.000000	47818.000000	0.000423
"FL, 10307"	0.088573	0.147310	0.150180	0.200756	0.137185	0.275996	0.000000	0.000000	0.000000	4135.000000	67980.000000	0.000615
"FL, 10308"	0.051464	0.094455	0.094995	0.162531	0.282953	0.313601	0.000000	0.000000	0.000000	3031.000000	48854.000000	0.000480
"FL, 10501"	0.229481	0.183052	0.189090	0.167746	0.082580	0.148051	0.000000	0.000000	0.000000	4113.000000	67265.000000	0.000594
"FL, 10502"	0.220560	0.316467	0.113476	0.125627	0.063365	0.160505	0.000000	0.000000	0.000000	3720.000000	61957.000000	0.000623
"FL, 10503"	0.267706	0.272430	0.167450	0.169274	0.063928	0.059212	0.000000	0.000000	0.000000	2824.000000	47818.000000	0.000419
"FL, 10504"	0.246854	0.242547	0.207030	0.156526	0.056023	0.091019	0.000000	0.000000	0.000000	2967.000000	49564.000000	0.000492
"FL, 10700"	0.103757	0.262088	0.223996	0.194269	0.069713	0.146178	0.000000	0.000000	0.000000	2370.000000	40051.000000	0.000385
"FL, 10900"	0.062313	0.222304	0.230310	0.279099	0.157294	0.048680	0.000000	0.000000	0.000000	3300.000000	71645.000000	0.000619
"FL, 11101"	0.165524	0.178090	0.113639	0.190811	0.134067	0.217870	0.000000	0.000000	0.000000	2128.000000	43352.000000	0.000460
"FL, 11102"	0.082415	0.223527	0.214496	0.168659	0.196659	0.114244	0.000000	0.000000	0.000000	2209.000000	66779.000000	0.000574
"FL, 11300"	0.207882	0.297703	0.147324	0.135747	0.117052	0.094292	0.000000	0.000000	0.000000	2708.000000	60607.000000	0.000508
"FL, 11501"	0.084700	0.112755	0.145744	0.159773	0.180158	0.316869	0.000000	0.000000	0.000000	3794.000000	56725.000000	0.000575
"FL, 11502"	0.093286	0.112211	0.183416	0.209479	0.198887	0.202720	0.000000	0.000000	0.000000	3429.000000	63870.000000	0.000623
"FL, 11503"	0.050056	0.107130	0.107667	0.226145	0.285017	0.223985	0.000000	0.000000	0.000000	2849.000000	57404.000000	0.000540
"FL, 11701"	0.019117	0.180127	0.273291	0.290770	0.154160	0.082536	0.000000	0.000000	0.000000	2259.000000	42679.000000	0.000374
"FL, 11702"	0.042782	0.118943	0.253074	0.352279	0.109331	0.123591	0.000000	0.000000	0.000000	2092.000000	38870.000000	0.000354
"FL, 11703"	0.056295	0.158286	0.314062	0.241424	0.115010	0.114923	0.000000	0.000000	0.000000	2169.000000	41921.000000	0.000357
"FL, 11704"	0.061186	0.098490	0.216453	0.292466	0.237314	0.094090	0.000000	0.000000	0.000000	2044.000000	37901.000000	0.000308
"FL, 12100"	0.208776	0.174197	0.245569	0.090876	0.135640	0.144942	0.000000	0.000000	0.000000	1865.000000	36183.000000	0.000354
"FL, 12701"	0.091067	0.242908	0.201057	0.164986	0.100046	0.199937	0.000000	0.000000	0.000000	2393.000000	45979.000000	0.000386
"FL, 12702"	0.072579	0.146465	0.192237	0.217738	0.136005	0.234976	0.000000	0.000000	0.000000	3226.000000	55490.000000	0.000538
"FL, 12703"	0.093547	0.151380	0.162439	0.193411	0.158963	0.240261	0.000000	0.000000	0.000000	3877.000000	60938.000000	0.000602
"FL, 12704"	0.173504	0.231728	0.147954	0.131311	0.112302	0.203201	0.000000	0.000000	0.000000	2210.000000	44745.000000	0.000376
"GA, 00100"	0.195053	0.249652	0.237294	0.117031	0.091674	0.109297	0.000000	0.000000	0.000000	2756.000000	57844.000000	0.000544
"GA, 00200"	0.153047	0.390516	0.227990	0.133635	0.059596	0.035214	0.000000	0.000000	0.000000	2365.000000	40873.000000	0.000349
"GA, 00300"	0.242610	0.175289	0.249423	0.236142	0.066858	0.029678	0.000000	0.000000	0.000000	2852.000000	51484.000000	0.000430
"GA, 00401"	0.165282	0.258230	0.236524	0.152769	0.072021	0.115174	0.000000	0.000000	0.000000	3967.000000	63298.000000	0.000551
"GA, 00402"	0.066016	0.190680	0.191651	0.215934	0.198918	0.136801	0.000000	0.000000	0.000000	2022.000000	44130.000000	0.000370
"GA, 00500"	0.323044	0.277802	0.204817	0.125221	0.028735	0.040380	0.000000	0.000000	0.000000	3383.000000	60047.000000	0.000531
"GA, 00600"	0.131957	0.201749	0.333036	0.170108	0.084156	0.078994	0.000000	0.000000	0.000000	2324.000000	40318.000000	0.000343
"GA, 00700"	0.292173	0.285234	0.202241	0.050558	0.090600	0.079194	0.000000	0.000000	0.000000	2944.000000	47427.000000	0.000418
"GA, 00800"	0.234371	0.261497	0.296248	0.090272	0.091973	0.025640	0.000000	0.000000	0.000000	2560.000000	40753.000000	0.000359
"GA, 00900"	0.314503	0.265168	0.259542	0.093558	0.034767	0.032463	0.000000	0.000000	0.000000	2581.000000	45135.000000	0.000386
"GA, 01001"	0.016711	0.070883	0.232612	0.322672	0.105846	0.251276	0.000000	0.000000	0.000000	2530.000000	52649.000000	0.000434
"GA, 01002"	0.007964	0.089307	0.232506	0.389933	0.148464	0.131825	0.000000	0.000000	0.000000	1689.000000	38809.000000	0.000300
"GA, 01003"	0.047846	0.089910	0.283736	0.336525	0.086734	0.155248	0.000000	0.000000	0.000000	2066.000000	46639.000000	0.000425
"GA, 01004"	0.051552	0.147888	0.323733	0.322885	0.027958	0.125984	0.000000	0.000000	0.000000	1155.000000	42218.000000	0.000363
"GA, 01005"	0.040364	0.112034	0.247937	0.334614	0.109555	0.155497	0.000000	0.000000	0.000000	2533.000000	59238.000000	0.000466
"GA, 01006"	0.026705	0.053764	0.090088	0.130809	0.144058	0.554574	0.000000	0.000000	0.000000	2800.000000	56741.000000	0.000497
"GA, 01007"	0.045895	0.106133	0.128307	0.159211	0.107027	0.453427	0.000000	0.000000	0.000000	3694.000000	61682.000000	0.000538
"GA, 01008"	0.020493	0.121809	0.252127	0.327376	0.236890	0.041305	0.000000	0.000000	0.000000	1784.000000	42705.000000	0.000377
"GA, 01100"	0.244803	0.358533	0.278005	0.070036	0.027200	0.021422	0.000000	0.000000	0.000000	3122.000000	43582.000000	0.000394
"GA, 01200"	0.398570	0.232013	0.236831	0.054756	0.056224	0.021607	0.000000	0.000000	0.000000	3484.000000	55080.000000	0.000504
"GA, 01300"	0.313493	0.317358	0.227857	0.067011	0.036803	0.037479	0.000000	0.000000	0.000000	3867.000000	50484.000000	0.000463
"GA, 01400"	0.170632	0.189377	0.289038	0.166676	0.074476	0.109802	0.000000	0.000000	0.000000	3376.000000	57328.000000	0.000527
"GA, 01500"	0.110445	0.248701	0.399842	0.144582	0.048272	0.048158	0.000000	0.000000	0.000000	2366.000000	59094.000000	0.000490
"GA, 01600"	0.192200	0.181866	0.376686	0.122466	0.057696	0.069085	0.000000	0.000000	0.000000	3659.000000	66093.000000	0.000606
"GA, 01700"	0.091465	0.195478	0.283018	0.217656	0.103011	0.109372	0.000000	0.000000	0.000000	4416.000000	75684.000000	0.000655
"GA, 01800"	0.370323	0.241446	0.234733	0.081865	0.043807	0.027826	0.000000	0.000000	0.000000	4064.000000	61470.000000	0.000569
"GA, 01900"	0.241700	0.286263	0.231408	0.106026	0.088662	0.045941	0.000000	0.000000	0.000000	2989.000000	54017.000000	0.000471
"GA, 02001"	0.047156	0.128074	0.345634	0.348648	0.081523	0.048965	0.000000	0.000000	0.000000	2119.000000	47338.000000	0.000392
"GA, 02002"	0.039012	0.162796	0.232629	0.182726	0.165843	0.216993	0.000000	0.000000	0.000000	3072.000000	51687.000000	0.000438
"GA, 02003"	0.019377	0.133464	0.286454	0.290115	0.145964	0.124627	0.000000	0.000000	0.000000	3125.000000	62970.000000	0.000527
"GA, 02004"	0.018582	0.072732	0.197732	0.200342	0.166111	0.344501	0.000000	0.000000	0.000000	3122.000000	56062.000000	0.000465
"GA, 02100"	0.138185	0.129696	0.223447	0.218391	0.142521	0.147760	0.000000	0.000000	0.000000	2432.000000	50531.000000	0.000391
"GA, 02200"	0.183517	0.189238	0.236934	0.109119	0.131822	0.149370	0.000000	0.000000	0.000000	2309.000000	37167.000000	0.000324
"GA, 02300"	0.150710	0.178761	0.267764	0.186611	0.120607	0.095547	0.000000	0.000000	0.000000	1759.000000	41122.000000	0.000336
"GA, 02400"	0.091981	0.177559	0.332309	0.156292	0.086086	0.155774	0.000000	0.000000	0.000000	2097.000000	39603.000000	0.000311
"GA, 02500"	0.338758	0.196612	0.185991	0.120572	0.074649	0.083418	0.000000	0.000000	0.000000	3172.000000	61488.000000	0.000523
"GA, 02600"	0.310029	0.219153	0.242550	0.134649	0.043773	0.049846	0.000000	0.000000	0.000000	3410.000000	65624.000000	0.000565
"GA, 02700"	0.168421	0.270906	0.277926	0.176755	0.070173	0.035819	0.000000	0.000000	0.000000	1786.000000	35384.000000	0.000298
"GA, 02800"	0.186437	0.225311	0.233095	0.202893	0.092223	0.060041	0.000000	0.000000	0.000000	3665.000000	67158.000000	0.000639
"GA, 02900"	0.160688	0.185933	0.221620	0.237267	0.160060	0.034432	0.000000	0.000000	0.000000	1682.000000	37120.000000	0.000300
"GA, 03001"	0.026038	0.077459	0.198688	0.337902	0.225595	0.134319	0.000000	0.000000	0.000000	2560.000000	59370.000000	0.000497
"GA, 03002"	0.036182	0.051146	0.174536	0.375079	0.219428	0.143629	0.000000	0.000000	0.000000	1957.000000	46743.000000	0.000371
