name,_id,run_start_time,run_end_time,status,status_message,build_existing_models.building_id,build_existing_models_energyplus.always_run,building_characteristics_report.Clothes Dryer,building_characteristics_report.Clothes Washer,building_characteristics_report.Cooking Range,building_characteristics_report.Cooling Setpoint,building_characteristics_report.Dishwasher,building_characteristics_report.Door Area,building_characteristics_report.Doors,building_characteristics_report.Ducts,building_characteristics_report.Eaves,building_characteristics_report.Exterior Finish,building_characteristics_report.Floor Covering,building_characteristics_report.Floor Sheathing,building_characteristics_report.Geometry Foundation Type,building_characteristics_report.Geometry Garage,building_characteristics_report.Geometry Heated Basement,building_characteristics_report.Geometry House Size,building_characteristics_report.Geometry Stories,building_characteristics_report.HVAC System Combined,building_characteristics_report.HVAC System Cooling,building_characteristics_report.HVAC System Heating Electricity,building_characteristics_report.HVAC System Heating Fuel Oil,building_characteristics_report.HVAC System Heating Natural Gas,building_characteristics_report.HVAC System Heating Propane,building_characteristics_report.HVAC System Heating Wood,building_characteristics_report.HVAC System Is Combined,building_characteristics_report.Heating Fuel,building_characteristics_report.Heating Setpoint,building_characteristics_report.Hot Water Distribution,building_characteristics_report.Hot Water Fixtures,building_characteristics_report.Infiltration,building_characteristics_report.Insulation Crawlspace,building_characteristics_report.Insulation Finished Basement,building_characteristics_report.Insulation Interzonal Floor,building_characteristics_report.Insulation Interzonal Wall,building_characteristics_report.Insulation Slab,building_characteristics_report.Insulation Unfinished Attic,building_characteristics_report.Insulation Unfinished Basement,building_characteristics_report.Insulation Wall,building_characteristics_report.Lighting,building_characteristics_report.Location Cooling Region,building_characteristics_report.Location EPW,building_characteristics_report.Location Heating Region,building_characteristics_report.Mechanical Ventilation,building_characteristics_report.Misc Extra Refrigerator,building_characteristics_report.Misc Freezer,building_characteristics_report.Misc Gas Fireplace,building_characteristics_report.Misc Gas Grill,building_characteristics_report.Misc Gas Lighting,building_characteristics_report.Misc Hot Tub Spa,building_characteristics_report.Misc Pool,building_characteristics_report.Misc Well Pump,building_characteristics_report.Natural Ventilation,building_characteristics_report.Neighbors,building_characteristics_report.Occupants,building_characteristics_report.Orientation,building_characteristics_report.Overhangs,building_characteristics_report.Plug Loads,building_characteristics_report.Refrigerator,building_characteristics_report.Roof Material,building_characteristics_report.Roof Sheathing,building_characteristics_report.Thermal Mass Ceiling,building_characteristics_report.Thermal Mass Exterior Wall,building_characteristics_report.Thermal Mass Floor,building_characteristics_report.Thermal Mass Furniture,building_characteristics_report.Thermal Mass Partition Wall,building_characteristics_report.Uninsulated Surfaces,building_characteristics_report.Usage Level,building_characteristics_report.Vintage,building_characteristics_report.Wall Sheathing,building_characteristics_report.Water Heater,building_characteristics_report.Window Areas,building_characteristics_report.Windows,simulation_output_report.Electricity Cooling kWh,simulation_output_report.Electricity Exterior Lighting kWh,simulation_output_report.Electricity Fans kWh,simulation_output_report.Electricity Heating kWh,simulation_output_report.Electricity Interior Equipment kWh,simulation_output_report.Electricity Interior Lighting kWh,simulation_output_report.Electricity Pumps kWh,simulation_output_report.Electricity Water Systems kWh,simulation_output_report.HVAC Cooling Capacity W,simulation_output_report.HVAC Heating Capacity W,simulation_output_report.Hours Cooling Setpoint Not Met,simulation_output_report.Hours Heating Setpoint Not Met,simulation_output_report.Natural Gas Heating therm,simulation_output_report.Natural Gas Interior Equipment therm,simulation_output_report.Natural Gas Water Systems therm,simulation_output_report.Other Fuel Heating MBtu,simulation_output_report.Other Fuel Interior Equipment MBtu,simulation_output_report.Other Fuel Water Systems MBtu,simulation_output_report.Total Site Electricity kWh,simulation_output_report.Total Site Energy MBtu,simulation_output_report.Total Site Natural Gas therm,simulation_output_report.Total Site Other Fuel MBtu
diag Autogenerated 900,d2db4d85-4dec-434d-bea7-11363ffad7ea,2016-12-02T19:15:26Z,2016-12-02T19:18:17Z,completed,completed normal,900.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"24% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,2+,None,"FIXME Room AC, EER 9.8, 20% Conditioned",None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, HomeRun, PEX",100%,8 ACH50,"Ceiling R-19, Vented",None,R-19,R-19,None,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% Incandescent,C3,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,2000s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",1688.888888888889,350.0,1177.7777777777778,0.0,5119.444444444444,1772.2222222222222,0.0,3027.777777777778,6325.877478865753,8895.933918060924,0.17,30.17,367.1843524093791,7.108628402349879,0.0,0.0,0.0,0.0,13133.333333333334,82.24209152958653,374.29298081172897,0.0
diag Autogenerated 615,d3210d26-28ef-4000-825b-b440ea65abaf,2016-12-02T19:23:34Z,2016-12-02T19:25:38Z,completed,completed normal,615.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,1 Car,No,0-1499,1,None,None,Electric Baseboard,None,None,None,None,No,Electricity,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,20 ACH50,"Ceiling R-19, Vented",None,Uninsulated,Uninsulated,None,"Uninsulated, Vented",None,"Wood Stud, Uninsulated",100% Incandescent,C1,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1960s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",0.0,175.0,0.0,15150.0,4847.222222222222,1091.6666666666667,0.0,3372.222222222222,,9757.916664941018,0.0,43.67,0.0,6.160811282036562,0.0,0.0,0.0,0.0,24636.111111111113,84.67798152879175,6.160811282036562,0.0
diag Autogenerated 879,d3314090-c130-49c6-aa13-c7abf7bbe541,2016-12-02T19:15:38Z,2016-12-02T19:17:46Z,completed,completed normal,879.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"6% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,"FIXME Room AC, EER 9.8, 20% Conditioned",Electric Baseboard,None,None,None,None,No,Electricity,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,"Ceiling R-19, Vented",None,Uninsulated,Uninsulated,None,"Ceiling R-7, Vented",None,"Wood Stud, Uninsulated",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",652.7777777777777,91.66666666666667,0.0,8883.333333333334,4811.111111111111,561.1111111111111,0.0,3177.777777777778,6316.797680797708,6473.942410714328,0.0,52.0,0.0,6.160811282036562,0.0,0.0,0.0,0.0,18177.777777777777,62.650711652710264,6.160811282036562,0.0
diag Autogenerated 456,d33ce27f-d21a-48de-b921-7408219094a5,2016-12-02T19:27:27Z,2016-12-02T19:29:44Z,completed,completed normal,456.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,None,Yes,2500-3499,1,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,8 ACH50,None,Uninsulated,R-19,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1960s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,522.2222222222223,363.88888888888886,0.0,5408.333333333333,2358.3333333333335,0.0,0.0,,6576.59649089826,0.0,6790.67,320.83609522605786,41.89351671784862,204.25458942751985,0.0,0.0,0.0,8655.555555555557,86.2324016061056,566.9842013714264,0.0
diag Autogenerated 651,d3525b07-6076-4def-81b1-6970d4bfcfba,2016-12-02T19:21:54Z,2016-12-02T19:24:45Z,completed,completed normal,651.0,1.0,"Gas, 100% Usage","Standard, 120% Usage","Gas, 100% Usage",80F,"318 Rated kWh, 120% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,1500-2499,2+,None,None,None,None,"FIXME Gas Stove, 75% AFUE",None,None,No,Natural Gas,72F w/setback,"Uninsulated, TrunkBranch, Copper",200%,10 ACH50,"Uninsulated, Unvented",None,Uninsulated,R-13,None,"Ceiling R-19, Vented",None,"Wood Stud, R-7",100% Incandescent,C1,USA_MT_Missoula.Intl.AP.727730_TMY3.epw,H3,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 10.2,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,<1950,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,350.0,902.7777777777777,0.0,6433.333333333333,1705.5555555555554,0.0,0.0,,29309.086704854428,0.0,1.33,1109.514721038769,72.3184462799061,331.0725201254417,0.0,0.0,0.0,9394.444444444443,183.35522192461121,1513.0004691561483,0.0
diag Autogenerated 765,d37d4071-b438-4bf2-b7cd-330302cbd1fe,2016-12-02T19:18:35Z,2016-12-02T19:21:06Z,completed,completed normal,765.0,1.0,"Electric, 100% Usage","EnergyStar, 120% Usage","Gas, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,"6% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,None,Yes,0-1499,1,None,FIXME Evaporative Cooler,None,None,"Gas Furnace, 90% AFUE",None,None,No,Natural Gas,72F w/setback,"Uninsulated, TrunkBranch, Copper",200%,6 ACH50,None,Uninsulated,Uninsulated,R-7,None,"Ceiling R-19, Vented",None,"Wood Stud, R-7",100% Incandescent,C1,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3.epw,H2,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,1950s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",486.11111111111114,175.0,319.44444444444446,0.0,6338.888888888889,1055.5555555555554,0.0,0.0,3382.421406556158,5820.577398268845,57.33,5008.5,148.99685131325347,34.69010660346741,282.82862870149387,0.0,0.0,0.0,8372.222222222223,75.21876666806486,466.51558661821474,0.0
diag Autogenerated 253,d3978c0c-7bfd-4479-8dfe-d4bd84e7a691,2016-12-02T19:32:56Z,2016-12-02T19:34:57Z,completed,completed normal,253.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,None,Electric Baseboard,None,None,None,None,No,Electricity,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,20 ACH50,"Ceiling R-19, Vented",None,Uninsulated,Uninsulated,None,"Uninsulated, Vented",None,"Wood Stud, Uninsulated",100% Incandescent,C1,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 10.2,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,175.0,0.0,14425.0,5258.333333333333,1055.5555555555554,0.0,3372.222222222222,,9383.423731189318,0.0,45.67,0.0,6.160811282036562,0.0,0.0,0.0,0.0,24286.111111111113,83.48373195719698,6.160811282036562,0.0
diag Autogenerated 638,d44103e9-82ba-4df3-9849-4e97cd03e4b8,2016-12-02T19:22:05Z,2016-12-02T19:24:23Z,completed,completed normal,638.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,None,None,None,"Gas Furnace, 90% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,"Ceiling R-19, Vented",None,Uninsulated,Uninsulated,None,"Ceiling R-13, Vented",None,"Wood Stud, Uninsulated",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,175.0,605.5555555555555,0.0,5094.444444444444,1055.5555555555554,0.0,3480.5555555555557,,5996.139889443801,0.0,195.17,473.3398698844706,6.160811282036562,0.0,0.0,0.0,0.0,10411.111111111111,83.46477561479072,479.50068116650715,0.0
diag Autogenerated 604,d46cb68f-b798-47c6-86da-9fca40433516,2016-12-02T19:23:36Z,2016-12-02T19:26:01Z,completed,completed normal,604.0,1.0,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,1500-2499,1,FIXME GSHP,None,None,None,None,None,None,Yes,Electricity,70F w/setback,"Uninsulated, HomeRun, PEX",200%,4 ACH50,"Ceiling R-30, Vented",None,R-13,R-19,None,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% Incandescent,C3,USA_ID_Mountain.Home.AFB.726815_TMY3.epw,H2,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,2000s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",1236.111111111111,350.0,563.8888888888889,3152.777777777778,7344.444444444444,1705.5555555555554,0.0,5352.777777777778,9211.557575652969,9211.557575652969,0.67,23.67,0.0,7.108628402349879,0.0,0.0,0.0,0.0,19705.555555555555,67.93953118405858,7.108628402349879,0.0
diag Autogenerated 192,d47b3451-c96d-4881-907d-39adc8484ce6,2016-12-02T19:34:51Z,2016-12-02T19:37:26Z,completed,completed normal,192.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,1500-2499,2+,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,"Uninsulated, Unvented",None,Uninsulated,R-7,None,"Ceiling R-19, Vented",None,"Wood Stud, R-7",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,350.0,741.6666666666666,0.0,5119.444444444444,1705.5555555555554,0.0,3200.0,,9009.428067401399,0.0,93.67,650.5816713830609,7.108628402349879,0.0,0.0,0.0,0.0,11113.888888888889,103.68171479107376,657.5955180733795,0.0
diag Autogenerated 279,d4f0b6db-fbd1-4a92-80ec-cf31a00a776f,2016-12-02T19:32:22Z,2016-12-02T19:34:58Z,completed,completed normal,279.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,2 Car,Yes,2500-3499,2+,None,None,None,None,"Gas Furnace, 90% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,None,Uninsulated,R-19,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1970s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,522.2222222222223,805.5555555555555,0.0,5408.333333333333,2425.0,0.0,0.0,,11441.360517778843,0.0,7372.17,630.1088215842933,41.89351671784862,205.10762483580186,0.0,0.0,0.0,9163.88888888889,118.97000494172757,877.1099631379437,0.0
diag Autogenerated 364,d4f0e770-c888-4319-9b16-80c08094afa7,2016-12-02T19:29:51Z,2016-12-02T19:32:12Z,completed,completed normal,364.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,"AC, SEER 13",Electric Baseboard,None,None,None,None,No,Electricity,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,8 ACH50,"Ceiling R-19, Vented",None,R-13,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% CFL,C2,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1990s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",694.4444444444445,91.66666666666667,186.11111111111111,4619.444444444444,4811.111111111111,561.1111111111111,0.0,3294.4444444444443,5478.270097799373,5456.988862213443,0.67,34.83,0.0,6.160811282036562,0.0,0.0,0.0,0.0,14258.333333333334,49.26753391388623,6.160811282036562,0.0
diag Autogenerated 71,d510decb-0ce3-452e-84f3-4d1faca9c379,2016-12-02T19:38:10Z,2016-12-02T19:40:45Z,completed,completed normal,71.0,1.0,"Gas, 100% Usage","EnergyStar, 80% Usage","Propane, 100% Usage",70F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,2+,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,65F w/setback,"Uninsulated, HomeRun, PEX",50%,8 ACH50,"Ceiling R-30, Vented",None,R-19,R-19,None,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% CFL,C3,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,2000s,1/2 in. OSB,Propane Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,186.11111111111111,250.0,0.0,2627.777777777778,944.4444444444446,0.0,0.0,,10228.44424634056,0.0,29.67,302.54322480401083,43.789150958475254,0.0,0.0,2.8529295321430848,10.72928980194675,4008.3333333333335,61.892457956459616,346.3323757624861,13.582219334089835
diag Autogenerated 104,d56164d3-b42f-4741-b659-12da4dfb2d13,2016-12-02T19:37:19Z,2016-12-02T19:40:09Z,completed,completed normal,104.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"24% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,2+,None,"AC, SEER 10",None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, HomeRun, PEX",100%,8 ACH50,"Ceiling R-19, Vented",None,R-19,R-19,None,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% Incandescent,C3,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,2000s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",861.1111111111111,350.0,544.4444444444445,0.0,4980.555555555556,1772.2222222222222,0.0,0.0,6725.614339342805,12206.516714596106,0.17,30.33,410.68915823176036,35.63792372378073,184.72955674906552,0.0,0.0,0.0,8508.333333333334,92.13730226565757,631.0566387046066,0.0
diag Autogenerated 895,d59ed13a-29db-458d-bac9-317035c919d3,2016-12-02T19:15:32Z,2016-12-02T19:18:06Z,completed,completed normal,895.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,1500-2499,2+,None,"AC, SEER 13",None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,"Ceiling R-19, Vented",None,Uninsulated,R-7,None,"Ceiling R-19, Vented",None,"Wood Stud, R-7",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Metal, Air",402.77777777777777,350.0,863.8888888888889,0.0,4697.222222222222,1705.5555555555554,0.0,0.0,7605.160238306361,9275.411768369957,0.67,84.67,596.6508772372332,35.63792372378073,178.0948369068723,0.0,0.0,0.0,8022.222222222223,108.41132222143723,810.3836378678863,0.0
diag Autogenerated 934,d5c3d26c-7c34-415b-a8b5-c90404e1de4c,2016-12-02T19:11:55Z,2016-12-02T19:15:37Z,completed,completed normal,934.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,2 Car,Yes,2500-3499,2+,None,None,None,None,"Gas Furnace, 90% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,None,Uninsulated,R-19,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1960s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,522.2222222222223,647.2222222222223,0.0,5450.0,2425.0,0.0,0.0,,9141.242484712044,0.0,3470.5,505.5656519751234,41.89351671784862,219.51444506456426,0.0,0.0,0.0,9044.444444444445,107.55828681315523,766.9736137575363,0.0
