name,_id,run_start_time,run_end_time,status,status_message,build_existing_models.building_id,build_existing_models_energyplus.always_run,building_characteristics_report.Clothes Dryer,building_characteristics_report.Clothes Washer,building_characteristics_report.Cooking Range,building_characteristics_report.Cooling Setpoint,building_characteristics_report.Dishwasher,building_characteristics_report.Door Area,building_characteristics_report.Doors,building_characteristics_report.Ducts,building_characteristics_report.Eaves,building_characteristics_report.Exterior Finish,building_characteristics_report.Floor Covering,building_characteristics_report.Floor Sheathing,building_characteristics_report.Geometry Foundation Type,building_characteristics_report.Geometry Garage,building_characteristics_report.Geometry Heated Basement,building_characteristics_report.Geometry House Size,building_characteristics_report.Geometry Stories,building_characteristics_report.HVAC System Combined,building_characteristics_report.HVAC System Cooling,building_characteristics_report.HVAC System Heating Electricity,building_characteristics_report.HVAC System Heating Fuel Oil,building_characteristics_report.HVAC System Heating Natural Gas,building_characteristics_report.HVAC System Heating Propane,building_characteristics_report.HVAC System Heating Wood,building_characteristics_report.HVAC System Is Combined,building_characteristics_report.Heating Fuel,building_characteristics_report.Heating Setpoint,building_characteristics_report.Hot Water Distribution,building_characteristics_report.Hot Water Fixtures,building_characteristics_report.Infiltration,building_characteristics_report.Insulation Crawlspace,building_characteristics_report.Insulation Finished Basement,building_characteristics_report.Insulation Interzonal Floor,building_characteristics_report.Insulation Interzonal Wall,building_characteristics_report.Insulation Slab,building_characteristics_report.Insulation Unfinished Attic,building_characteristics_report.Insulation Unfinished Basement,building_characteristics_report.Insulation Wall,building_characteristics_report.Lighting,building_characteristics_report.Location Cooling Region,building_characteristics_report.Location EPW,building_characteristics_report.Location Heating Region,building_characteristics_report.Mechanical Ventilation,building_characteristics_report.Misc Extra Refrigerator,building_characteristics_report.Misc Freezer,building_characteristics_report.Misc Gas Fireplace,building_characteristics_report.Misc Gas Grill,building_characteristics_report.Misc Gas Lighting,building_characteristics_report.Misc Hot Tub Spa,building_characteristics_report.Misc Pool,building_characteristics_report.Misc Well Pump,building_characteristics_report.Natural Ventilation,building_characteristics_report.Neighbors,building_characteristics_report.Occupants,building_characteristics_report.Orientation,building_characteristics_report.Overhangs,building_characteristics_report.Plug Loads,building_characteristics_report.Refrigerator,building_characteristics_report.Roof Material,building_characteristics_report.Roof Sheathing,building_characteristics_report.Thermal Mass Ceiling,building_characteristics_report.Thermal Mass Exterior Wall,building_characteristics_report.Thermal Mass Floor,building_characteristics_report.Thermal Mass Furniture,building_characteristics_report.Thermal Mass Partition Wall,building_characteristics_report.Uninsulated Surfaces,building_characteristics_report.Usage Level,building_characteristics_report.Vintage,building_characteristics_report.Wall Sheathing,building_characteristics_report.Water Heater,building_characteristics_report.Window Areas,building_characteristics_report.Windows,simulation_output_report.Electricity Cooling kWh,simulation_output_report.Electricity Exterior Lighting kWh,simulation_output_report.Electricity Fans kWh,simulation_output_report.Electricity Heating kWh,simulation_output_report.Electricity Interior Equipment kWh,simulation_output_report.Electricity Interior Lighting kWh,simulation_output_report.Electricity Pumps kWh,simulation_output_report.Electricity Water Systems kWh,simulation_output_report.HVAC Cooling Capacity W,simulation_output_report.HVAC Heating Capacity W,simulation_output_report.Hours Cooling Setpoint Not Met,simulation_output_report.Hours Heating Setpoint Not Met,simulation_output_report.Natural Gas Heating therm,simulation_output_report.Natural Gas Interior Equipment therm,simulation_output_report.Natural Gas Water Systems therm,simulation_output_report.Other Fuel Heating MBtu,simulation_output_report.Other Fuel Interior Equipment MBtu,simulation_output_report.Other Fuel Water Systems MBtu,simulation_output_report.Total Site Electricity kWh,simulation_output_report.Total Site Energy MBtu,simulation_output_report.Total Site Natural Gas therm,simulation_output_report.Total Site Other Fuel MBtu
diag Autogenerated 152,8faeb1f0-b3b8-4b70-84e3-96df5c0b218f,2016-12-02T19:35:49Z,2016-12-02T19:38:11Z,completed,completed normal,152.0,1.0,"Electric, 100% Usage","EnergyStar, 80% Usage","Electric, 100% Usage",70F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"24% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,"ASHP, SEER 11.5, 7.5 HSPF",None,None,None,None,None,None,Yes,Electricity,65F w/setback,"Uninsulated, HomeRun, PEX",50%,4 ACH50,"Ceiling R-30, Vented",None,Uninsulated,R-7,None,"Ceiling R-19, Vented",None,"Wood Stud, R-7",100% CFL,C3,USA_OR_Pendleton-Eastern.Oregon.Rgnl.AP.726880_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,2000s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",1191.6666666666667,91.66666666666667,625.0,2288.888888888889,3825.0,561.1111111111111,0.0,1652.7777777777778,9603.356275794637,9603.356275794637,0.0,0.0,0.0,6.160811282036562,0.0,0.0,0.0,0.0,10238.888888888889,35.55262018295253,6.160811282036562,0.0
diag Autogenerated 988,8fe527fb-4991-41dd-8995-8efca6b25673,2016-12-02T19:12:09Z,2016-12-02T19:15:45Z,completed,completed normal,988.0,1.0,"Electric, 100% Usage","EnergyStar, 80% Usage","Electric, 100% Usage",70F,"290 Rated kWh, 80% Usage",20 ft^2,Fiberglass,"34% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,2 Car,Yes,1500-2499,2+,None,None,None,None,"Gas Furnace, 96% AFUE",None,None,No,Natural Gas,65F w/setback,"Uninsulated, TrunkBranch, Copper",50%,20 ACH50,None,Uninsulated,R-13,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,1950s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,186.11111111111111,505.5555555555556,0.0,3994.444444444445,944.4444444444446,0.0,1869.4444444444446,,6399.838605032524,0.0,4025.5,370.69127575453837,7.108628402349879,0.0,0.0,0.0,0.0,7500.0,63.37105266414839,377.79990415688826,0.0
diag Autogenerated 62,9076a9e4-85e2-460c-a610-8ecd4677d0d5,2016-12-02T19:38:18Z,2016-12-02T19:40:56Z,completed,completed normal,62.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,None,Yes,2500-3499,2+,None,None,None,Oil Furnace,None,None,None,No,Fuel Oil,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,None,Uninsulated,R-13,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,522.2222222222223,511.11111111111114,0.0,5900.0,2358.3333333333335,0.0,3697.222222222222,,8514.857926847486,0.0,7261.33,0.0,8.625135794851186,0.0,44.92653150285124,0.0,0.0,12988.888888888889,90.10897362818707,8.625135794851186,44.92653150285124
diag Autogenerated 951,90f8d5e8-a7fb-4cc4-bc25-8ea9a4de25c9,2016-12-02T19:11:57Z,2016-12-02T19:15:22Z,completed,completed normal,951.0,1.0,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",80F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,1500-2499,1,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,75F w/setback,"Uninsulated, HomeRun, PEX",200%,2 ACH50,"Wall R-13, Unvented",None,R-19,R-19,None,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% Incandescent,C2,USA_MT_Helena.Rgnl.AP.727720_TMY3.epw,H3,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,2000s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,350.0,388.88888888888886,0.0,7344.444444444444,1705.5555555555554,0.0,0.0,,25514.287792099807,0.0,34.5,406.9926714625384,7.108628402349879,302.35366137994816,0.0,0.0,0.0,9791.666666666666,105.04657144432495,716.4549612448365,0.0
diag Autogenerated 134,9130ce65-91d6-4b0c-ada6-9bea753c4a0f,2016-12-02T19:36:30Z,2016-12-02T19:39:07Z,completed,completed normal,134.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Gas, 100% Usage",75F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,2 Car,Yes,1500-2499,2+,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,20 ACH50,None,Uninsulated,R-13,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,350.0,661.1111111111111,0.0,4980.555555555556,1772.2222222222222,0.0,0.0,,9510.330238025714,0.0,4634.5,598.6412931898911,35.63792372378073,190.22689604688276,0.0,0.0,0.0,7763.88888888889,108.93262163760956,824.5061129605547,0.0
diag Autogenerated 450,913bd229-dbc8-4784-b95c-22f31123f878,2016-12-02T19:27:42Z,2016-12-02T19:29:53Z,completed,completed normal,450.0,1.0,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,72F w/setback,"Uninsulated, TrunkBranch, Copper",200%,10 ACH50,"Uninsulated, Vented",None,Uninsulated,Uninsulated,None,"Ceiling R-19, Vented",None,"Wood Stud, Uninsulated",100% Incandescent,C1,USA_ID_Lewiston-Nez.Perce.County.AP.727830_TMY3.epw,H2,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,175.0,430.55555555555554,0.0,6758.333333333333,1055.5555555555554,0.0,5163.888888888889,,10783.562184929877,0.0,18.33,495.1396636516769,6.160811282036562,0.0,0.0,0.0,0.0,13586.111111111111,96.48778284789569,501.3004749337135,0.0
diag Autogenerated 115,91429b87-024b-4f69-b2f4-07bce917207d,2016-12-02T19:37:07Z,2016-12-02T19:39:20Z,completed,completed normal,115.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"53% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,None,Electric Furnace,None,None,None,None,No,Electricity,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,15 ACH50,"Ceiling R-13, Vented",None,Uninsulated,Uninsulated,None,"Ceiling R-7, Vented",None,"Wood Stud, Uninsulated",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,91.66666666666667,597.2222222222223,12311.111111111111,4811.111111111111,561.1111111111111,0.0,3169.4444444444443,,5808.44163425972,0.0,256.5,0.0,6.160811282036562,0.0,0.0,0.0,0.0,21541.666666666668,74.1192988085014,6.160811282036562,0.0
diag Autogenerated 539,91ba6520-ef63-4e43-bde8-630a49df0438,2016-12-02T19:25:11Z,2016-12-02T19:27:38Z,completed,completed normal,539.0,1.0,"Gas, 100% Usage","Standard, 100% Usage","Gas, 100% Usage",72F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"14% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,1,None,None,None,None,"Gas Boiler, 96% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,8 ACH50,"Ceiling R-19, Vented",None,R-13,R-19,None,"Ceiling R-38, Vented",None,"Wood Stud, R-19",100% Incandescent,C2,USA_WA_Yakima.Air.Terminal-McAllister.Field.727810_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1990s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,350.0,0.0,75.0,4036.1111111111113,1772.2222222222222,200.0,0.0,,8760.006705475897,0.0,43.33,329.1768858848151,72.3184462799061,198.28334156954597,0.0,0.0,0.0,6430.555555555556,81.91983370868,599.7786737342672,0.0
diag Autogenerated 818,923c5bf0-5e65-4afa-a99b-cc4ce36a71c9,2016-12-02T19:16:01Z,2016-12-02T19:18:44Z,completed,completed normal,818.0,1.0,"Electric, 100% Usage","EnergyStar, 120% Usage","Electric, 100% Usage",78F,"290 Rated kWh, 120% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,None,Yes,1500-2499,1,None,None,None,None,"Gas Furnace, 90% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",200%,6 ACH50,None,Uninsulated,R-13,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% Incandescent,C2,USA_WA_Spokane.Intl.AP.727850_TMY3.epw,H2,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,West,None,200%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,High,1970s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,350.0,252.7777777777778,0.0,7344.444444444444,1705.5555555555554,0.0,0.0,,11052.158799197696,0.0,6043.33,280.74343103680457,7.108628402349879,309.93619834245476,0.0,0.0,0.0,9652.777777777777,92.72494888025182,597.8830394936405,0.0
diag Autogenerated 641,9276d40f-8970-4205-b190-af3dc158b179,2016-12-02T19:22:05Z,2016-12-02T19:24:24Z,completed,completed normal,641.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"85% Leakage, Uninsulated",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,1 Car,No,0-1499,2+,None,None,Electric Baseboard,None,None,None,None,No,Electricity,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,25 ACH50,"Uninsulated, Unvented",None,Uninsulated,Uninsulated,None,"Ceiling R-13, Vented",None,"Wood Stud, Uninsulated",100% Incandescent,C1,USA_OR_Portland.Intl.AP.726980_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,<1950,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Non-metal",0.0,175.0,0.0,14861.111111111113,4811.111111111111,1091.6666666666667,0.0,3072.222222222222,,9333.971150734636,0.0,38.5,0.0,6.160811282036562,0.0,0.0,0.0,0.0,24008.333333333332,82.54539300808679,6.160811282036562,0.0
diag Autogenerated 36,9282fa16-33f4-4438-b8fd-8a09c2a2e107,2016-12-02T19:39:14Z,2016-12-02T19:41:12Z,completed,completed normal,36.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"53% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,1,None,None,None,None,"Gas Furnace, 96% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,"Ceiling R-19, Vented",None,R-13,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1950s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Clear, Double, Non-metal, Air",0.0,350.0,633.3333333333334,0.0,4697.222222222222,1772.2222222222222,0.0,0.0,,7119.550955124726,0.0,267.33,464.24082552946277,35.63792372378073,177.33658321062165,0.0,0.0,0.0,7452.777777777778,93.15146658439281,677.2153324638651,0.0
diag Autogenerated 445,92d32720-ef36-4664-b8e4-9046e1a7e0ce,2016-12-02T19:27:44Z,2016-12-02T19:29:56Z,completed,completed normal,445.0,1.0,"Electric, 100% Usage","Standard, 80% Usage","Electric, 100% Usage",70F,"318 Rated kWh, 80% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,1500-2499,1,None,None,None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",50%,6 ACH50,"Uninsulated, Vented",None,R-13,R-13,None,"Ceiling R-19, Vented",None,"Wood Stud, R-13",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,North,None,50%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Low,1960s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,186.11111111111111,461.11111111111114,0.0,4269.444444444444,908.3333333333334,0.0,2105.5555555555557,,6867.3726648089305,0.0,79.0,406.3291994783191,7.108628402349879,0.0,0.0,0.0,0.0,7933.333333333333,68.41343974421524,413.437827880669,0.0
diag Autogenerated 608,93c5f241-5581-4ba2-99f7-bf2c8522ef3b,2016-12-02T19:23:35Z,2016-12-02T19:26:36Z,completed,completed normal,608.0,1.0,"Electric, 100% Usage","Standard, 100% Usage","Electric, 100% Usage",72F,"318 Rated kWh, 100% Usage",20 ft^2,Fiberglass,In Finished Space,2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Heated Basement,2 Car,Yes,2500-3499,2+,None,"AC, SEER 10",None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,6 ACH50,None,Uninsulated,R-19,R-13,None,"Ceiling R-38, Vented",None,"Wood Stud, R-13",100% CFL,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 10.5,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1970s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",297.22222222222223,277.77777777777777,533.3333333333334,0.0,6188.888888888889,1291.6666666666667,0.0,0.0,6475.05776095288,8537.994453860332,0.0,7452.5,403.77009325347314,8.625135794851186,223.7796221059742,0.0,0.0,0.0,8588.888888888889,92.90503413311136,636.0800694422671,0.0
diag Autogenerated 929,940dcbc4-eb58-4bab-8c54-2b4d38996809,2016-12-02T19:11:55Z,2016-12-02T19:15:16Z,completed,completed normal,929.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"6% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,None,No,0-1499,1,None,None,Electric Furnace,None,None,None,None,No,Electricity,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,"Ceiling R-19, Vented",None,Uninsulated,R-7,None,"Ceiling R-13, Vented",None,"Wood Stud, R-7",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1970s,1/2 in. OSB,Electric Standard,F15 B15 L15 R15,"Clear, Single, Metal",0.0,175.0,305.55555555555554,6313.888888888889,4811.111111111111,1055.5555555555554,0.0,3150.0,,4932.506087298623,0.0,80.83,0.0,6.160811282036562,0.0,0.0,0.0,0.0,15808.333333333334,54.56583161643767,6.160811282036562,0.0
diag Autogenerated 679,9411f919-d589-40da-b95f-b993c3ca7416,2016-12-02T19:20:54Z,2016-12-02T19:23:27Z,completed,completed normal,679.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Electric, 100% Usage",75F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"6% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,2+,None,None,None,None,"Gas Furnace, 96% AFUE",None,None,No,Natural Gas,70F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,"Ceiling R-13, Vented",None,R-19,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,East,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1980s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",0.0,350.0,552.7777777777777,0.0,5119.444444444444,1772.2222222222222,0.0,0.0,,7999.216160438358,0.0,72.67,404.43356523769245,7.108628402349879,177.71571005874696,0.0,0.0,0.0,7791.666666666667,85.50258242346433,589.163121986758,0.0
diag Autogenerated 39,953abc53-8b87-43e0-a7c6-86107419c8dc,2016-12-02T19:39:14Z,2016-12-02T19:41:13Z,completed,completed normal,39.0,1.0,"Electric, 100% Usage","EnergyStar, 100% Usage","Gas, 100% Usage",72F,"290 Rated kWh, 100% Usage",20 ft^2,Fiberglass,"34% Leakage, R-6",2 ft,"Vinyl, Light",80% Carpet,3/4 in. OSB,Crawl,2 Car,No,1500-2499,1,None,"AC, SEER 10",None,None,"Gas Furnace, 80% AFUE",None,None,No,Natural Gas,68F w/setback,"Uninsulated, TrunkBranch, Copper",100%,10 ACH50,"Ceiling R-19, Vented",None,R-13,R-13,None,"Ceiling R-30, Vented",None,"Wood Stud, R-13",100% Incandescent,C1,USA_WA_Seattle-Tacoma.Intl.AP.727930_TMY3.epw,H1,None,"EF 6.9, National Average","EF 12, National Average",National Average,National Average,National Average,National Average,National Average,National Average,"Year-Round, 3 days/wk",Left/Right at 15ft,Auto,South,None,100%,EF 15.9,"Asphalt Shingles, Medium",3/4 in. OSB,1/2 in. Drywall,1/2 in. Drywall,Wood Surface,Standard,1/2 in. Drywall,Uninsulated,Medium,1960s,1/2 in. OSB,Gas Standard,F15 B15 L15 R15,"Low-E, Double, Non-metal, Air, M-Gain",427.77777777777777,350.0,591.6666666666666,0.0,4697.222222222222,1772.2222222222222,0.0,0.0,4764.26632056346,6258.3536123404465,2.33,217.5,422.6316539477081,35.63792372378073,179.8956894354676,0.0,0.0,0.0,7836.111111111111,90.55444767473432,638.1652671069564,0.0
